	Code	Citric acid	Glutaric acid, 2-oxo-	Glycolic acid	Isocitric acid	Malic acid	Pyruvic acid	Succinic acid	Vanillic acid	Alanine, 3-cyano-	Asparagine	Aspartic acid	Glutamic acid	Glutamine	Glycine	Isoleucine	Leucine	N-Carboxyglycine	Phenylalanine	Proline	Serine	Threonine	Valine	Hexadecanoic acid	Octadecanoic acid	A112003	A116014	A124002	A137012	A143003	A145016	A147011	A148006	A155004	A159003	A170001	A171003	A174001	A180002	A192014	A203003	A211001	A213001	A214003	A214004	A228001	A237001	A250001	A278005	A311002	Putrescine	Pyridine, 2-hydroxy-	Pyridine, 3-hydroxy-	Quinic acid, 5-caffeoyl-, trans-	Sinapic acid, trans-	Glucose-6-phosphate	Glyceric acid-3-phosphate	Glycerophosphoglycerol	Phosphoenolpyruvic acid	Phosphoric acid	Phosphoric acid monomethyl ester	Ascorbic acid	Dehydroascorbic acid dimer	Erythronic acid	Galactaric acid	Galactonic acid	Gluconic acid	Glyceric acid	Threonic acid	Arabitol	Erythritol	Glycerol	Hydroquinone	Inositol, myo-	Ribitol	4-Hydroxyphenyl-beta-glucopyranoside	Arabinose	Fructose	Glucose	Kestose, 1-	Raffinose	Sucrose
15294if_27	FDR12	1.199284682	1.533268904	4.124953437	2.141798105	2.494427701	2.470431615	7.098419796	10.47196723	0.339188541	2.730846365	5.837721169	3.323934358	5.446065657	5.144186117	NA	0.39252947	7.983583394	0.212155383	1.377144691	5.80547975	3.695385381	13.17420919	6.329673678	4.829127545	1.46972838	5.663875645	3.026239691	1.7780889	5.6930509	2.874516907	3.939470525	5.224840232	6.598613476	6.672738193	2.298537251	1.888716676	10.52744157	1.091936453	0.567672009	2.557479794	4.420464495	2.279754352	3.245173013	3.670303019	2.055893287	4.39804434	3.43140314	1.699333183	1.088157319	3.9323199	2.955884721	0.509710249	2.516052064	0.66731285	0.852648346	3.224729792	0.467518036	3.424186354	3.070530698	2.787291922	0.344931033	8.88797419	6.737662299	2.576282749	2.289476335	2.996882656	9.467676978	8.68129267	0.756569381	1.459308943	1.805958518	2.907061856	7.255600902	7.130528466	0.654530126	5.065393416	30.02872381	21.50830651	1.008079824	4.995743463	12.81641587
15238if_22	FDR36	2.265291696	1.666924961	3.725519298	4.090766907	2.837073319	2.75145139	5.121026133	5.110346	0.020016701	1.610538762	3.302784527	4.99558399	2.487817146	3.210564752	0.196829499	0.131821922	0.251100069	0.031649804	0.562856343	0.014761295	1.440927792	0.865208798	6.319603111	4.402582693	4.006015874	2.019186745	2.994062441	0.123559473	5.517210803	5.823039824	6.236256043	5.02938547	0.894023168	4.535025272	0.71034545	1.502706228	9.487537064	0.588098977	0.985663443	0.990971936	2.403504673	1.484472081	1.518041026	1.737256554	1.694927065	4.007341625	1.761789811	1.52206554	0.562791553	2.42831236	1.85962138	0.61792283	1.788229258	0.916077998	0.43823227	3.836146746	0.113682711	2.697729698	3.107038446	1.481357615	0.36392892	14.86026325	4.127468466	1.349041834	2.024063821	0.834337061	12.30773519	8.169110772	0.767501574	0.804770641	1.71897473	0.057575356	7.220714936	2.874899925	0.196774211	3.945300409	59.92473672	27.60021467	1.093426907	3.013548571	14.96118804
15264if_9	FDR36	1.967835726	3.320569975	13.83844436	3.771760472	2.812543544	8.711724667	5.700374064	17.21877645	0.036249913	2.627592098	9.206686899	4.916666673	1.053613011	4.514192372	0.013342626	0.659436055	3.338109379	0.159020943	0.494484458	0.97792268	1.848467623	10.5823057	10.37576895	8.859937403	3.55038926	6.542570295	4.822030444	0.332288911	9.292685658	5.607169938	6.77246216	5.117825538	8.873227967	6.649992865	3.633737952	3.01386282	9.517406569	0.522006187	3.890833511	3.030667826	4.668953125	3.555242891	3.501971702	4.08795347	2.31605078	6.387231447	4.245312461	2.893609914	2.193394277	2.176828294	21.30275865	3.60906918	6.314314228	1.161099625	1.105514136	2.794931269	1.151036353	2.392592549	5.78864021	7.929599545	6.862647309	17.24762189	8.394965251	2.437869467	8.190552988	6.773518401	11.38030846	7.044000036	1.129117825	2.79152586	2.685192774	0.799548855	4.963651837	7.97932891	0.729053506	6.602810613	32.62993359	51.12290038	2.606438695	3.482789949	29.37041343
15280if_7	FDR36	1.492643693	1.925586913	8.012140059	3.097329321	3.394292953	7.382972085	5.96624248	10.13656478	0.189813346	3.258894044	5.11980228	3.696005534	4.186637634	5.459719396	1.222652247	0.801922872	6.213222073	0.3230668	1.274894182	1.095494086	3.043805287	6.803326944	9.075774372	8.539495918	3.869391459	2.745213047	6.11809236	0.966617896	10.06825498	5.94517588	7.104872384	7.044391377	1.89929821	3.713607444	2.079867008	6.482964454	8.080179037	0.603148615	0.736345528	3.068486725	2.538593009	2.294682315	2.557334176	3.277078081	2.485848097	6.823257441	3.149158515	1.699392371	1.054552491	3.259905246	11.52854312	1.769651613	2.226351703	0.943360856	0.889908002	2.490886257	0.059336964	2.938003879	2.688156025	3.276224372	0.698097197	6.3580322	4.817302388	4.077269461	5.877111268	2.998049585	10.15990733	6.402468158	1.289727793	2.852779775	1.313027349	0.796285296	3.784019503	5.039554663	1.08998934	5.850608316	117.0550903	40.72242491	1.87082326	3.889106756	25.02352832
15291if_25	FDR36	1.940982347	3.263232713	3.071766767	3.52897377	2.728967172	1.680027209	10.1082553	5.290585459	0.121857433	0.57189817	5.119051475	2.698976855	2.994774497	1.85155409	0.043098409	0.135607425	1.688610096	0.081987233	0.587999839	0.53596038	0.923292335	0.444089847	6.579693415	5.348777398	2.182701443	1.879165828	1.019592404	1.166817876	4.291199038	5.435685518	5.86206203	3.247779198	2.055972507	8.945181949	2.347070164	1.1078475	11.28863329	0.539055584	3.040561424	1.795035644	9.285380711	2.434360742	2.682545655	4.334286978	1.785217505	4.563932622	5.561187191	3.252789012	0.797702249	4.24136427	2.341198573	0.562751886	5.229232109	4.592013096	0.880264771	1.415419883	0.187363147	0.615886156	3.009563758	0.741434534	0.743557678	8.979331918	7.046841048	1.680270863	3.001987801	1.880972029	8.745398471	9.489797447	3.241750622	2.625799732	2.571347203	4.774608236	4.429555826	7.960392244	0.598493322	5.821158607	1.004299518	2.778255506	1.548877597	0.57613387	10.83127159
15300if_28	FDR36	0.951537174	1.469052144	2.937826774	1.780593462	3.024548297	2.200188192	2.876062304	6.500209319	NA	0.74192808	6.53446607	2.738307049	0.965613152	3.592847699	0.904683669	0.804030787	1.030289878	0.486135033	0.595439002	5.657619959	4.19483682	4.854040584	7.129483318	6.883429095	2.430135309	1.59689631	1.192465319	1.137521632	4.519896708	1.278066162	1.036480131	1.138736946	1.077894392	4.61990383	1.468533631	0.224392627	9.053150128	0.370665686	0.713863196	1.395147062	2.717702115	1.19388171	1.313448029	2.176894479	2.491854852	9.114608838	4.434388247	0.973854884	0.309824867	4.773650572	3.790669094	0.820516837	1.567229062	7.261388219	0.682721292	0.672569626	0.538038066	0.837304059	3.76551946	1.399764769	0.06089223	8.170386078	2.08125817	1.482936527	0.749589544	2.134506124	6.246166913	2.447641103	0.807251178	0.972345824	2.880447385	0.132126586	5.640653195	1.248995382	0.180593331	3.443967904	7.277862421	5.891779033	0.936342621	1.942597563	12.08863239
15226if_22	FDR60	0.69814667	1.617035908	3.319188532	1.304720361	2.242224759	2.139584007	1.380548113	5.95653595	0.046147264	0.875546936	0.275837565	3.301112853	0.505747975	2.121569107	0.054037722	0.363434042	2.654667688	0.173693876	0.196958304	0.015777542	0.064657122	1.137654872	6.780056035	5.239029977	4.000479116	1.392390994	1.35748913	0.071076618	5.030941434	3.083383035	2.805665777	1.684441083	0.912903678	3.462214431	0.430805242	0.138473442	7.486008997	0.35001058	6.537122974	NA	4.558994762	4.484930323	4.186541734	7.294929832	3.640055892	3.986469325	2.87320141	2.642954862	1.596000792	5.744406382	1.273540977	0.954602082	4.981620099	1.461178266	1.222768316	0.766705417	0.376604158	0.802050071	3.806585919	2.066433641	2.268541686	27.99578438	5.30289119	3.789493798	4.387423463	4.36127032	15.77844915	3.270379493	0.433873772	0.995524597	2.083027531	0.09905787	3.604427796	3.450157022	0.190496918	3.638912572	69.75043484	41.41402323	3.599874346	1.198941757	10.70930545
15261if_9	FDR60	0.633792834	1.971974567	12.54651252	1.431957532	1.925318385	12.60276924	2.778877251	1.043430898	0.096071567	0.84880899	3.661991824	3.255462232	0.405547786	1.493148486	0.341338808	2.498797513	0.335617865	0.434693896	0.082001102	2.210090842	4.0623409	4.831973609	8.344379931	5.624357531	3.899803352	9.802626194	0.984430375	2.848382238	5.615270225	3.922277823	3.141981493	2.627253681	3.001487691	5.084309837	0.311204467	0.233585159	7.176588767	0.271189114	1.666894157	5.351538617	3.704236439	1.527019537	1.73607845	0.669828923	0.447869421	4.948080892	4.411327577	2.564552045	1.140063802	3.16204515	14.42453446	2.530815189	5.481819473	0.707366235	0.698827525	1.202172441	0.508591623	0.682413668	3.370999014	9.701302198	0.543657691	5.158393593	7.763329759	0.487316993	0.505830882	0.950204008	4.636213783	4.573906962	0.779723576	0.587127625	2.160194242	0.084046202	3.989377858	1.906563256	0.176394623	2.428018789	15.07911406	10.54548142	2.236590542	3.489168131	38.56187234
15273if_28	FDR60	3.224648297	2.235176892	3.676752424	4.790273591	4.06713249	2.431514841	5.663832132	3.626392487	0.145298365	0.757986711	5.44988376	2.604494674	0.403043492	5.056263368	0.043631248	0.106810182	0.836165666	0.074415244	0.460408487	1.750835566	3.76603164	3.441805219	3.954476531	2.41517022	2.969537871	2.543074459	1.339899224	2.248916118	3.175657181	1.582115315	1.435861868	1.386920844	0.981959915	5.522713262	0.685070836	0.254521677	12.46435711	0.921533214	1.953038476	0.890974065	1.965854758	0.667123081	0.700383564	0.47988341	1.431604121	1.457547112	1.164156828	0.865776183	0.681046206	3.419330177	3.867356687	0.783205988	1.254203386	0.872845542	0.685529278	2.098321155	0.167169946	0.827789413	4.542948256	0.826420826	0.154621884	4.658268926	6.201627253	1.048424118	1.368545806	0.735056551	12.76346886	5.617647581	0.338580661	0.601328329	2.246177131	0.061989861	6.213236969	3.2747354	0.333823359	1.154916572	0.644284835	1.677044561	1.182712098	1.247203454	14.90214986
15288if_15	FDR60	1.620365598	2.602608089	3.063229864	2.873694701	2.265156531	2.450106679	2.815393374	7.735761359	0.16713501	0.620503298	5.777992589	3.270856391	0.483671627	2.654394394	1.546085795	6.347844616	0.880772493	NA	1.179002391	1.683014224	3.558990324	7.07637302	8.322269082	7.429711742	2.330112937	1.518373658	0.777132473	1.191661475	6.739052676	3.41831948	3.757408941	4.212199295	0.524601081	7.084483088	0.299053055	0.150325031	9.235777275	0.128941101	5.115579578	1.868035189	9.440347568	4.029654347	3.459440102	4.525029197	2.427537582	9.543849571	6.278621953	1.724299006	0.980448214	3.432021079	5.975534642	1.146948771	4.149807317	5.911848715	0.666466475	0.594306736	0.236198829	0.708806238	2.699101946	1.45753935	0.811128148	18.03869519	6.494366015	2.291091429	2.286952584	1.849992542	6.188218655	4.611916464	1.257541646	1.032607714	2.374305604	0.083915384	4.182501976	4.353047512	0.879250493	5.092732207	15.26521884	10.31679326	1.954676595	1.049552298	12.88152955
15300if_11	FDR60	2.336639235	3.405084271	16.86299523	4.658153769	2.679439826	7.104287772	4.386582809	18.44290952	0.033208609	7.695907138	1.6976544	4.058783666	1.293654961	4.451580513	0.033630943	0.094035217	2.085847782	0.043264285	0.591831571	0.006385778	1.402845024	1.799433037	8.866221233	8.926847789	3.977653872	10.03376473	7.057624766	0.117266901	9.009748408	6.373913951	7.339039051	10.24822576	1.368370979	6.826634821	1.199483507	3.41158175	8.147956001	0.938674361	5.648180646	2.872902553	4.247381853	5.076647831	5.355159245	7.358331185	5.134948218	6.17057747	2.76283772	2.895847355	1.732800651	0.588924765	14.53870495	2.721019513	12.72152967	10.0844924	1.624038678	6.586321907	0.144638251	7.141899093	2.597307802	4.889872805	2.746201723	NA	7.640613377	3.630355379	6.330169676	1.488275522	10.83166623	8.318528349	1.199739668	1.153751433	1.631832975	1.014703179	4.472179213	4.203147131	0.178837481	4.865696809	164.9801124	94.87446562	3.087628457	4.029796666	32.79500616
15223if_52	FAC	2.123439689	4.242963491	14.30611205	3.903539168	2.8580886	7.751649141	5.473243034	3.916011885	0.298728625	7.665850316	2.907308758	4.062331214	0.540756154	5.599843392	NA	1.395107035	3.143824487	0.417176507	0.396647257	NA	14.70302636	6.775238386	6.802261806	5.831152454	3.358609895	8.939554885	NA	9.940066174	13.38812246	5.458915804	6.121876736	8.246351988	0.933037907	4.291303518	1.527194038	1.21850036	7.524712431	0.614636646	0.91199817	5.397124426	3.114587614	2.84811559	2.709946182	2.983143715	2.327788633	3.503877298	1.055149665	0.321060106	1.258363516	2.504844256	4.837302592	1.272632503	0.407657453	4.872636852	2.366899387	5.269139346	0.518599139	8.37924712	2.989693361	2.953200493	0.813549872	5.054968214	8.400977109	2.204235186	3.616698739	1.285732592	17.44448464	6.749130818	0.431464047	1.54348579	3.986415312	0.141916212	4.048991308	5.126318148	0.670288458	4.22399293	24.68055657	21.55017106	5.057717692	1.842848717	12.35897568
15243if_40	FAC	3.909976295	4.953379387	7.67307407	5.708435982	3.48407794	11.5807379	5.69023913	2.562074406	0.201560116	7.121054603	4.030927379	6.46845684	0.31624851	7.472242485	4.936940626	0.80461945	1.914245868	0.287969535	2.382124543	9.28691222	6.987111346	2.393195731	5.898554633	4.474198998	1.759905132	6.653997813	4.176181033	6.689664373	6.533125537	3.068351559	3.028532286	4.585964696	0.726753165	5.311081226	1.044384221	2.015397034	6.757623255	1.194980323	12.50879192	3.407516057	3.744140587	1.502837677	1.414071448	1.876474448	1.525239414	3.83441638	0.442334453	0.308447069	0.482321676	2.328202152	9.654565456	2.054118869	0.635659024	4.596672592	1.958348664	5.198417297	0.653093479	9.371733772	2.604869361	4.109928219	3.88862272	36.84526558	6.592529823	2.411270967	3.189012975	0.617847149	17.96406467	4.067160691	0.295310871	1.305581431	2.098451152	0.136468313	4.977269126	3.764049982	0.488378964	2.240015128	10.23448761	8.313842059	2.046389804	0.768257455	14.11959839
15267if_17	FAC	3.353794881	3.737911719	6.611545583	5.819911745	2.462617336	8.364717599	5.835430803	2.500667703	0.010705719	8.408374337	1.150013105	3.424678581	0.449674034	2.038521982	0.785331139	1.241230462	0.666741409	0.140747568	2.206531981	1.810799144	2.119802313	2.506833141	6.083743689	5.600895352	2.374403481	11.44629851	3.109258226	1.625843874	6.014769017	4.785861971	4.895100985	6.159942504	0.682183027	4.960726591	0.984362976	0.192745993	5.88406163	0.845782072	4.356543412	1.900689182	4.15029486	3.080683261	4.837039346	4.664678081	2.104040645	4.490638929	0.862412905	0.161418523	0.627233031	0.668255807	14.5791596	1.435729839	0.244774132	2.844427714	1.255891655	3.560151309	0.548848793	9.053627594	2.406298558	2.893513966	1.814413996	35.16106841	7.989890007	1.869163418	3.907911307	0.929545113	6.410246047	4.934638566	0.556541026	1.051005864	2.237624488	0.015271931	4.582557694	4.20736195	0.673430517	2.705721639	17.44076245	14.95175814	1.860537423	1.189252472	17.89392162
15280if_31	FAC	5.828949768	4.719231884	10.89284008	9.958020745	NA	11.39128373	7.707427719	5.28644658	0.727557563	4.609652025	3.200545945	3.808903726	0.564995859	3.525191278	1.55617052	2.360509479	2.223607056	0.996678021	1.235532473	7.074048683	2.938569122	5.154842667	9.102158679	7.822032571	4.961178229	15.47241659	9.512908948	2.564015089	9.884828819	7.464250808	8.225984335	9.187881526	2.264760622	6.595885508	4.60391804	0.213074368	5.957604612	0.813843875	1.89412361	4.631561338	6.997707291	5.740596617	4.626607022	5.530304049	2.48414428	6.611461607	0.734705764	0.200189056	1.181558605	2.089795132	7.91021553	2.012205571	1.615561589	5.466454211	3.463313374	3.12118786	0.789392698	6.334286332	2.433510465	2.373848271	0.743549819	6.550214066	9.661151704	4.011710677	7.536462783	4.706210523	6.554951167	6.734400119	1.29978017	3.147931499	7.106757671	0.965506095	NA	4.71663123	0.877359417	8.291150366	3.549310117	2.398005696	5.01301819	2.062965317	27.27390691
15294if_23	FAC	3.266461714	3.644689687	14.21755858	4.568616223	3.04580096	7.646345532	7.241561366	3.429196652	0.215905384	3.912237392	2.358793412	3.009509705	0.667743229	3.441568168	2.271829755	0.282442977	1.247322249	0.152230895	0.421473163	2.489517876	1.403031941	6.552628003	6.220721851	5.62741107	2.8041871	NA	3.763642658	1.603880819	7.148548522	2.982749214	3.557098513	5.383403345	3.175798299	5.538941569	3.471996977	1.972409017	6.408721379	1.062104357	6.399285423	2.416107271	6.031023952	4.257875576	5.4970058	6.44110792	1.476995548	4.754290725	1.369438313	0.143827635	0.735374489	1.986932601	15.50538961	2.462756396	1.574854489	3.230608871	2.099506684	3.523261749	0.685773481	4.686551403	2.645330727	4.504396848	2.633788333	8.84397127	7.977067403	2.579864761	4.074722451	1.893960379	8.19558113	5.285032362	0.486364958	2.025332678	2.782627959	3.074151737	4.870309156	5.101608708	1.176126509	2.993841299	21.91755233	16.4164973	3.327325413	1.144242092	12.00041906
15223if_15	FAES	3.451730046	4.71946827	2.540103494	5.36102831	3.43330588	4.0469039	3.588868965	7.630374066	0.050787235	0.843931739	7.080486333	4.286292535	6.591051559	6.271350205	4.7058785	0.427297229	1.548295988	0.516046511	0.391435694	6.640290963	10.11486681	1.43212243	6.116202467	6.053934244	2.278407241	8.864763894	9.533044845	8.876914072	6.810790821	7.901947323	8.051568689	4.482883003	3.315020678	6.621358859	7.500541315	1.383529549	9.61101833	0.434614594	0.394122572	3.434718684	8.568036253	5.825378069	6.94979631	8.045354054	2.644758768	5.534456716	1.794293079	0.315482849	3.266946258	3.652604427	0.853345773	0.491893929	1.890165242	8.69010211	9.279986196	0.617697018	0.06712378	0.545918913	3.635074338	2.976264235	0.271815181	9.231990774	10.90341829	2.491168499	3.169479164	1.908961621	13.66232239	6.435363312	1.212938288	4.70498308	NA	0.15573928	5.552604487	6.401372	0.156384164	10.15098128	31.86552657	26.22426702	6.481560329	0.855203615	15.97060364
15238if_28	FAES	2.531686109	3.913957627	3.727379574	4.129405471	2.785839323	2.434375532	9.714903176	3.020403253	0.047231771	0.710144487	7.747486839	4.369143574	2.240703011	7.203762581	0.901085052	0.061007769	0.688336281	0.029161471	2.683866711	4.120055498	3.575800461	4.125430385	5.028944237	3.730385726	2.609827811	5.652662483	4.13643675	4.734838639	3.38334555	5.317380538	5.542319178	3.649297217	0.98108591	3.403558672	1.262365534	0.125256235	7.079296839	0.1434455	0.38826499	3.996354496	5.751581981	3.639884369	4.348136224	4.375886752	1.295397769	2.93839255	0.306509325	0.261337728	1.514030926	1.839233943	0.828539201	0.365509717	0.312614628	5.588692573	10.10540503	0.499523793	0.117615321	0.78097869	3.307597688	1.414444133	0.188561567	35.79533414	7.635967401	1.732754394	2.212622017	1.021742382	7.60125579	4.675565735	0.461089582	1.06298169	10.17737898	0.056714064	6.632286173	7.54467497	0.197453923	4.404347232	66.13052641	32.90847381	2.168832425	0.437249089	13.59504316
15264if_15	FAES	2.774951514	2.894060987	2.63373401	5.230557171	2.786883943	6.362750367	8.047423229	12.6714034	0.280505923	1.807590144	7.446209151	5.226337405	5.282578737	4.448862388	1.08122248	1.193505212	2.223988936	3.528368181	0.205547245	NA	6.800024196	4.767265044	8.557683021	8.094914417	4.578129503	10.49081799	5.584215635	9.093432627	13.7319842	9.13842746	8.801232169	6.465380078	5.830285696	6.310415339	14.98539435	1.178560201	8.284921841	0.528557583	1.663005819	5.876141149	11.68821339	9.391231496	10.40837798	12.53046715	2.446308206	7.930749978	1.80796679	0.624708095	2.513662022	3.683090907	3.753743196	1.860638598	1.472349352	7.843055285	8.298375305	1.129431505	1.790523549	1.958309522	4.220571328	9.6098432	1.263888189	5.297626836	11.02330452	2.065164492	4.558890399	2.293696359	11.81411136	7.312220384	2.075691342	8.97603687	NA	13.81868789	8.473839639	6.453673244	0.716650028	9.40335886	4.420750217	7.01411862	6.088268563	2.186123431	19.64798749
15280if_13	FAES	1.72875691	2.396097189	8.973176762	3.631655532	2.390095727	4.568991103	12.92458947	9.412858634	0.092363036	2.616625672	3.879346478	3.187813431	1.145843634	3.7674151	1.873403872	1.694135856	3.718770879	2.245275028	NA	6.220906098	3.158312603	7.295365622	9.689625276	8.717356192	5.805931391	13.07331711	8.140059592	2.351912167	11.56348458	10.4487976	11.36333167	14.23378287	5.700185693	5.793352615	14.32087207	2.202980441	7.064447277	0.38451596	2.129810715	6.923461174	8.603896506	8.131515414	9.127858877	9.859643182	3.188828738	6.30503734	2.226763148	0.198489657	1.083788083	2.494157197	5.802515353	2.252748006	1.851604786	4.524489726	7.309987424	0.699597713	0.768782913	2.829036261	3.425349642	8.142997109	3.571833816	52.51778624	7.826293509	3.79063121	5.922231682	3.855570448	7.054275591	10.75003569	1.284135625	5.971127953	7.286249709	16.95539704	4.717574721	6.70863538	0.731921608	8.913347371	NA	133.109694	2.78599911	0.948838861	17.55790273
15294if_33	FAES	2.720565824	3.911530123	4.127013164	4.32574456	2.732609204	3.133094759	0.588949702	10.30654666	0.045725574	2.070674838	7.637391153	2.830529671	0.781900718	4.275412404	0.006132705	NA	2.065265152	0.740012909	2.830887996	4.372951153	2.277072416	0.153334326	9.506736421	8.59841708	2.688062734	0.897869163	10.46500539	1.911736701	7.200924312	12.65344233	10.84127065	12.79263855	1.590323535	6.103255999	1.962975176	0.720216682	9.23249836	0.457935567	1.076845791	5.116622397	10.08148558	6.047042513	10.26871012	10.20265405	2.474014352	5.41624561	1.553786646	0.593370009	0.992545247	2.997894201	0.481970793	0.087867588	0.335029578	3.945513464	10.62999587	1.32246036	0.688172934	2.464271669	2.97725955	0.146584758	1.856000095	8.954389415	10.7019179	2.631479207	5.000039036	3.944978047	10.24832005	6.761667102	0.578016589	2.345406223	8.052686893	0.379501562	5.099876806	5.668269045	0.153816133	7.556482765	NA	NA	1.167957217	0.51583317	20.91177106
15238if_18	FALS	0.84602957	3.525475508	3.724279629	1.610372186	3.101492681	6.05978539	2.790706046	3.392853515	0.065058319	0.718090667	0.837624781	5.982598606	0.315180181	4.726182912	8.835350082	1.15303429	0.90788564	1.731294448	4.338155199	NA	5.595653007	4.667389694	7.567878595	7.785942163	3.126629766	5.19354539	0.909941079	4.724854265	7.579917111	2.470929046	2.234914621	2.765380599	9.310341008	7.195877427	14.36933817	0.922289865	10.42398823	0.305571226	5.1492538	5.662598147	10.97506526	5.390649881	6.3538338	7.317184102	2.087089984	6.752986687	4.782737888	0.2601029	4.294961895	3.285280465	4.993234027	1.241073969	0.279906605	5.17748954	0.543944189	1.035623351	1.532024687	3.020284469	3.21971189	1.344507207	3.973379563	30.461284	12.04423713	2.174949982	3.401091704	2.05306169	1.821955279	4.551269128	3.601883688	14.78207245	2.172250473	3.73379001	8.081470196	8.790392774	1.992865988	2.788267489	52.09136798	28.53624675	2.573076981	5.168529029	15.88738286
15264if_5	FALS	0.808527223	5.552548301	10.34046016	1.519817748	3.55852891	23.78840903	7.479461548	1.733855777	0.039534786	3.977858047	0.180792442	4.577232849	1.12787991	2.600476236	5.035121732	1.208584557	1.453780109	0.885838416	4.139615388	4.423286639	1.912841848	2.265591729	11.48538908	8.15135357	3.294586973	7.852113245	2.893947869	0.461126561	10.30746043	6.615395699	7.059309502	6.806389126	11.8952478	9.098637775	11.83432105	0.173803956	9.652144053	0.371665239	3.037846142	8.720683506	15.43146933	8.177135594	9.630636093	10.51014872	2.74946651	5.75914408	5.689173266	0.173061404	2.093783416	3.442023711	7.566810287	2.866477963	0.575756684	1.222262821	0.68432718	1.002359415	0.846614416	3.128538367	4.832515194	3.898373386	2.051199788	43.89928636	12.78364314	2.286490016	5.052989066	3.894061145	6.577623085	7.152175467	2.453958149	11.51555677	4.005549107	30.32578786	6.137872987	10.49361851	1.46229274	5.816536297	137.8407358	141.0087625	3.389629734	3.896243669	28.21979551
15277if_29	FALS	1.151161951	6.395261149	2.79222846	2.235376353	2.856365038	5.526743722	6.948303696	1.030856237	0.06451012	0.795491508	1.598535626	2.278293824	0.599800804	4.231919955	0.450362415	0.261629751	0.87758379	0.141738944	0.878910423	5.128735196	3.45389309	3.080784603	4.396141684	2.360263904	2.240677201	3.039303304	1.124438822	3.635567099	3.13023134	2.655739351	2.831445723	1.924314243	2.161780844	6.145063666	1.92038985	0.316897102	9.627346578	0.913594179	3.213283631	1.926604067	7.817879423	2.743953835	2.754818528	2.746342394	1.139701179	2.013644308	0.689630155	0.173036649	0.48883424	2.413878019	2.472931293	0.643156729	0.380079744	1.099404052	0.378185014	2.464528301	0.350051927	1.398461166	3.545976546	1.338522299	0.227020266	8.024610878	12.69091821	0.959840567	1.434265516	0.695433891	6.476252861	2.325496341	0.597546432	1.448925744	1.809052315	0.132665502	5.640841505	9.06399495	0.584303497	1.462634369	63.15065234	39.91260232	0.965826784	1.225983235	12.74385222
15291if_21	FALS	1.357594026	6.599805368	8.448669942	2.403999917	2.83123539	18.72032246	4.41925418	6.791846782	0.189082029	4.334039432	2.859546266	2.885907024	5.176175608	3.541674595	1.977749234	7.544684468	2.351995618	1.70392672	0.587159688	1.813210312	2.669779492	5.718446908	7.962457006	7.534725801	4.820210964	10.63763122	6.886019671	2.835924344	11.20038173	7.85886327	8.658348044	9.080849317	6.697816893	7.428796553	6.159648528	2.120468986	9.29941138	0.513023847	7.76122042	4.816678683	7.355765146	4.551148228	4.743446945	7.232509598	2.774794067	7.38181147	3.543052987	0.570506593	4.1938375	3.803536755	9.071203142	3.003990775	1.092362941	5.321964049	1.00987506	1.717074136	1.43323476	4.749970431	2.770874712	3.291065362	3.202413826	8.9348767	13.44877784	2.477112448	5.701224946	2.141779068	5.00538979	6.276185794	2.078611478	4.65196901	2.568657447	3.515501879	6.347567899	8.407130336	1.490024553	5.652014725	17.82952494	25.15523034	2.562966303	5.353814332	13.66104617
15300if_26	FALS	0.832870789	5.32907121	2.937337952	1.592752766	2.884718712	9.0172487	6.302011557	3.323077084	0.023987174	0.743581063	2.959870949	2.695685353	0.201475222	3.505035228	0.742588537	0.86993907	1.426767988	0.46275948	0.595013459	6.593048623	2.769259364	3.166477246	5.88395137	3.580571232	2.59373821	8.955332192	1.196613356	3.392426208	3.963356581	3.902255221	3.86611721	4.393595557	0.88300797	7.630005084	0.374571957	0.224272945	10.38047078	0.236523766	3.766423395	2.474699954	8.824847405	3.158210782	3.25044703	4.783308754	1.477077117	2.920732255	2.04564411	0.270944604	0.74853991	3.673538323	3.44558878	1.045762227	0.583108088	0.846183871	0.252386162	0.775977804	0.481039958	0.822505089	3.89629321	1.04533845	0.66647246	8.150135854	14.34004547	0.960238805	0.749185583	0.799326199	8.520015276	4.432789881	0.967113153	0.721915264	2.783136652	0.132792078	6.455693082	7.436501268	1.054780583	2.01760859	43.2894361	14.06405823	2.142933854	3.426829623	12.2692617
15226if_18	FAR12	1.322112573	2.063663224	3.31808407	2.384319088	4.824390642	4.255677426	NA	1.805549423	0.05032901	0.879452641	0.278818739	NA	0.073664432	NA	NA	0.845601637	0.491286557	2.661218966	2.637176357	NA	NA	6.122254037	5.137281005	3.573866164	4.429759976	4.151063599	1.366949712	NA	6.954967671	8.429805278	7.869155679	5.485208203	6.688444769	8.532116657	5.30097088	0.13832577	18.29180466	0.081372418	0.512823537	1.839621669	8.648653343	2.525778109	3.959738321	0.50526469	0.64510284	4.52109657	2.257365075	0.277857507	0.172219368	2.496390663	2.333525062	0.138772892	0.241950434	1.538148691	0.12162333	0.84559249	0.079970498	0.77394888	5.824573059	1.560197818	0.085292226	4.885908981	9.917919787	0.40746393	0.599602577	0.055490344	23.70690538	6.348369398	3.477696127	11.14579938	3.939227256	0.100058247	NA	8.378174926	0.190059491	0.777817848	18.85321532	18.56609344	2.900476477	4.089087412	NA
