	Code	Citric acid	Glutaric acid, 2-oxo-	Glycolic acid	Isocitric acid	Malic acid	Pyruvic acid	Succinic acid	Vanillic acid	Alanine, 3-cyano-	Asparagine	Aspartic acid	Glutamic acid	Glutamine	Glycine	Isoleucine	Leucine	N-Carboxyglycine	Phenylalanine	Proline	Serine	Threonine	Valine	Hexadecanoic acid	Octadecanoic acid	A112003	A116014	A124002	A137012	A143003	A145016	A147011	A148006	A155004	A159003	A170001	A171003	A174001	A180002	A192014	A203003	A211001	A213001	A214003	A214004	A228001	A237001	A250001	A278005	A311002	Putrescine	Pyridine, 2-hydroxy-	Pyridine, 3-hydroxy-	Quinic acid, 5-caffeoyl-, trans-	Sinapic acid, trans-	Glucose-6-phosphate	Glyceric acid-3-phosphate	Glycerophosphoglycerol	Phosphoenolpyruvic acid	Phosphoric acid	Phosphoric acid monomethyl ester	Ascorbic acid	Dehydroascorbic acid dimer	Erythronic acid	Galactaric acid	Galactonic acid	Gluconic acid	Glyceric acid	Threonic acid	Arabitol	Erythritol	Glycerol	Hydroquinone	Inositol, myo-	Ribitol	4-Hydroxyphenyl-beta-glucopyranoside	Arabinose	Fructose	Glucose	Kestose, 1-	Raffinose	Sucrose
15280if_27	GNC60	1.978304175	1.272606166	2.456005241	3.789188404	3.323416383	2.138562495	1.259690949	0.846491371	0.014413456	0.436855307	0.680361489	2.379460056	2.489311686	2.900395583	0.3378789	2.117478413	0.257103653	0.371270365	0.216189954	0.468049481	1.656841685	1.544635519	5.001812194	3.178236298	2.317415245	4.121672967	0.783433849	0.201654593	2.456681154	1.940757358	1.730587953	1.498047289	0.246033977	3.098044432	0.223167189	0.212847138	10.0154611	0.100954858	0.939826776	0.659610478	4.528593692	1.394792817	1.36582327	1.773797556	1.147223902	3.501451101	12.89708438	3.856085704	0.865722371	2.648260174	2.546170381	0.557390197	0.344200604	0.729797327	0.190716457	0.356777156	1.227663788	0.507729403	2.287973338	0.730309082	0.194747913	6.517785018	3.286711761	0.808140889	0.577506251	0.138762947	6.003322193	3.235813645	4.685188278	2.78916951	2.27796727	0.205927437	4.274857572	5.788231713	1.238523075	1.440499577	1.412768597	2.371478011	1.447340751	1.210025861	12.72462214
15294if_19	GNC60	2.286244142	1.623145522	4.122208732	4.893046579	2.372955265	7.415273969	6.666095592	3.406885693	0.239176336	0.331200964	0.034474775	3.59952958	0.953862141	2.591902747	2.354311827	2.726775033	0.509304832	0.334239699	0.42087095	0.300678772	0.989866787	1.723669547	8.438501058	6.859583183	2.815034156	32.8198424	0.584927958	0.172692199	9.055065013	2.140279334	2.565037788	7.335037003	0.823317877	5.422038644	0.505966533	2.652683555	7.760122018	0.032077372	7.143989163	0.444610433	8.951151941	4.954694313	4.434781399	6.268782639	2.862412193	3.993614751	15.62383201	7.404364743	1.561642206	1.661933028	29.85989048	1.953400387	1.555959415	16.85435143	0.710035704	0.34645925	0.408442412	0.378156208	2.357329924	3.278183474	2.870301877	8.800186201	2.749129377	1.907667179	3.644913551	0.448199088	1.974232342	5.529370934	0.835681	1.929191662	1.392020254	0.083521071	4.569944727	6.36988392	1.837043071	3.62263766	1.556219115	2.933606039	4.406160277	1.220656444	24.31984796
15226if_24	GNLS	0.574344337	2.694057463	8.264946741	1.131023814	2.178273786	2.986345365	2.88819418	5.517277281	0.04418855	2.376185365	5.851314825	3.109819232	1.0664292	4.354282718	1.276175199	3.277188672	3.76362303	0.403583014	0.656999808	0.592558016	0.501523754	2.501429217	5.857947052	4.51011614	4.312651047	14.57815804	3.050489285	0.711150511	11.79992323	5.025174442	5.619299264	5.146827061	3.500219726	5.980339884	2.448753856	1.002359223	6.606611351	0.861923189	5.047517373	6.005900108	9.554056234	6.636487492	6.93417513	12.23771434	3.039409225	4.007730051	11.0481464	11.02087955	6.893947041	5.308431977	5.257659301	1.893404167	1.278857966	10.4739147	0.731897431	1.008085047	0.520267592	2.293592748	2.669338154	0.997066161	1.496026833	17.06950494	6.686990931	4.219960549	4.843643851	1.88330641	2.539347007	5.795173373	1.760121447	2.800970316	2.135065939	21.04918448	4.1772939	14.51005719	1.818297137	10.12337917	35.73136257	33.93267943	6.33133346	5.357736876	7.700631863
15261if_17	GNLS	0.727860642	1.787386426	10.64775053	1.814427849	1.851534602	1.16495679	3.87623247	6.112444273	0.342142882	0.841286502	6.021771895	2.605183819	2.603165352	2.175991792	4.396572509	8.351009311	0.30756437	4.074127698	1.069572718	0.55357359	2.386261883	7.560412808	7.369164641	6.749813515	2.659792867	7.401213008	0.970851154	0.282038943	11.55297045	2.114401298	2.001179775	2.586836691	5.903920035	5.596756907	7.681099249	0.234084163	7.091666962	0.469727357	0.389283389	2.096000436	12.11309673	3.822736639	3.53018783	4.842723753	2.096127922	6.816368928	16.3365113	2.114851521	4.66669984	2.541413207	3.094160759	1.235210156	0.568511314	7.527150211	0.309603329	0.019129021	0.31105186	0.732868623	1.140112857	1.010542017	0.4364543	5.209852163	3.974812539	6.211263501	5.861199369	1.028343421	1.03978019	7.020609826	3.37992053	6.327104717	3.959216805	25.56390118	3.920433424	8.838743633	1.949499801	8.677429795	6.715948995	5.709118019	13.42646586	5.467547173	17.12612312
15277if_13	GNLS	1.346631871	4.029434196	15.36518074	3.077036241	2.781474204	10.21965038	5.191274859	8.329739149	0.09656849	8.77228573	10.85819902	4.023775102	3.28615965	7.201325403	7.70730876	4.3425241	8.067692878	2.473222955	NA	4.326663875	8.051993124	18.07964956	15.50809188	15.12897498	6.610248733	11.45035167	8.195429706	4.507609277	19.03394798	9.332964886	10.80486854	9.5643271	6.777439421	6.252771086	3.2873201	5.596132358	8.069701917	0.477067943	1.589886745	12.51146526	9.286701633	8.322102457	9.388645223	8.988293738	3.740017088	14.22366565	13.77094218	NA	6.874166013	4.394480926	12.74180542	3.36710864	6.425949046	18.69346859	1.046089243	3.875693856	1.687318524	5.868435097	2.765570319	7.714432565	2.927405883	19.82105218	12.3863597	NA	7.685290121	2.492178403	5.42350307	7.601626894	3.783270947	9.286191386	2.745703552	23.19658046	5.194030044	9.753210191	NA	12.82832008	NA	138.4011621	5.636601704	NA	23.98212159
15288if_23	GNLS	0.851321913	1.907850272	3.065269465	1.938417017	2.70792152	1.698602892	3.019976246	1.08836621	0.007999672	0.615004147	1.042637831	2.984829817	0.25539511	3.568715682	0.188636862	0.194299478	0.555614139	0.263456725	0.389530522	0.539345889	0.821872328	0.756924018	4.198264605	2.571221995	2.521793313	7.610190235	0.766412717	0.168440077	2.542736177	3.214977519	3.792110001	2.256637875	0.969204892	5.496450467	0.367315066	0.150646167	8.608935901	0.372572047	4.820180297	2.092759711	5.963836904	2.905791892	3.052699693	3.026283151	0.626473199	1.180843781	4.034462907	4.559056772	0.893676935	2.83420184	2.701531679	0.79827546	0.496578294	0.913228647	0.36051936	1.55729121	0.174913891	0.761212554	3.10516559	0.686499362	0.781474871	42.8375734	6.81938549	1.543001231	2.045306455	0.367823963	5.946728299	3.355064681	0.554489679	0.717820386	1.757578227	0.082245807	6.07655687	11.39964837	0.588183865	1.914528649	37.25694556	18.77157027	3.17795985	2.836276839	13.13985933
15300if_18	GNLS	1.20928836	1.868564641	16.39985859	2.629180505	2.73119057	1.708827627	8.014967072	8.615200685	0.347969385	0.750229903	2.878450978	3.171545196	2.077596552	4.154002553	3.79325864	9.237038055	2.095589017	NA	0.593314329	3.93550295	5.027706098	8.407044694	7.062965002	7.011535214	3.522703544	11.25721356	5.286046175	0.780476419	9.245828619	6.124326303	6.700674245	8.85371911	7.393878695	9.057245809	5.955929317	0.978018785	10.9847399	0.253493849	0.276619126	5.947866725	13.16945842	9.607887656	11.13265034	15.69424735	3.546941235	8.388795139	14.01334566	12.81734005	5.001914425	3.802735562	2.144277361	1.026800043	1.902951777	11.39359089	0.623716222	0.223689876	0.7044812	0.765879037	1.52238495	1.508195094	0.365167232	8.069635616	5.30845918	5.48506347	6.985711019	2.253828669	1.580030021	15.74440985	1.933052471	4.841532353	3.867581693	46.38517867	5.383805545	14.42333564	2.105109862	11.54590081	71.91380156	48.68985202	10.29091011	7.257209453	14.969612
15223if_23	GNR12	1.143432628	1.780475296	11.07276242	1.961317205	2.223086864	2.909584528	2.582941656	5.454822058	0.042698215	0.836452475	0.756410913	3.328741153	0.994075692	3.541185942	0.054415785	1.825107935	0.262300223	0.608283527	0.392556685	1.985843296	0.11944019	1.450394296	6.745795971	3.550790563	2.587961475	7.601961383	0.889264874	0.501385566	3.125916419	3.669758509	4.204273013	3.772364098	4.296154823	8.683604238	4.130880295	0.218289469	10.90895463	0.371371624	3.300775423	0.584943366	9.526001599	2.892104277	2.566066555	2.877001108	0.44275763	1.799262584	8.246519686	1.121582696	0.175598334	5.377433456	5.517047192	1.227284767	0.295873831	1.44956556	0.081720299	0.135956523	NA	0.586281988	2.657731492	0.808841636	1.774913869	8.033869244	5.600730471	2.456097346	3.232457005	0.727717129	2.706486973	4.878922206	3.292624641	3.52908276	3.4643463	29.10058425	4.426680733	7.14747144	0.992068688	5.376363175	2.278373499	2.680727909	4.497574943	2.180149286	18.7426134
15243if_9	GNR12	0.741827638	1.063433754	3.238350111	1.787917293	2.953690764	3.179715384	1.513160332	4.129723706	0.02432424	0.525365994	0.063247908	0.938961208	0.528665177	3.952083589	0.015057547	1.626866373	0.253992701	0.026164099	0.295137986	0.406508997	0.056099509	0.942337668	7.270675655	7.536022577	2.403392202	10.31264929	0.773721923	0.040382246	4.939670962	2.432686833	2.024745263	2.988710678	4.328187231	4.286834202	2.562970273	0.115150557	12.37692417	0.053915198	0.521559602	0.992744671	10.85203272	5.851358769	5.333187071	6.553374284	3.637863667	3.468706313	10.37820301	2.918486644	0.426658239	3.640421446	9.823351897	1.581935555	0.451269681	1.753204576	0.455527641	0.413062432	0.064590946	0.448103387	2.642010604	1.211845288	0.806382065	3.943599856	4.091033361	4.171878086	4.346862263	0.385964851	1.613862435	6.321670083	3.230602191	3.182119544	2.335038479	9.831919378	5.63245469	15.85241734	0.981514683	7.804340514	7.805725881	6.62800576	0.734688506	2.668330234	33.88771461
15264if_23	GNR12	2.452002296	1.73145032	2.635487638	4.836944235	3.143700236	0.717237662	1.279566124	1.416480043	0.069009358	0.292159325	0.039349879	3.11974963	0.510103597	3.159699237	0.85611832	0.510128791	0.147172703	0.300954614	0.590520714	0.797587399	1.267516206	0.916425481	3.964194043	3.237470042	3.276317784	5.975740378	0.615451047	0.131029362	3.68112202	2.235500823	2.081259469	1.908826333	1.541681464	10.29182137	0.934395407	0.174640484	13.52638136	0.092588473	1.718353442	1.080215806	9.227165086	5.341431967	5.61687929	5.298007798	0.916052822	3.135173787	7.614501019	8.917394718	0.653881555	3.775463689	1.014318553	0.357186938	0.530336669	6.444365384	0.139931466	0.239372472	0.081963888	0.29065058	1.141222127	0.191668207	0.467772031	5.350474355	3.443343884	1.556073179	1.415922794	0.311438043	1.073810716	3.508911029	2.729668404	1.817327083	1.032317387	0.165096302	5.063654911	11.06418404	0.712554713	3.712215082	19.87618786	15.23652419	4.223754232	1.329992292	13.39320329
15280if_21	GNR12	1.428967672	0.911330685	2.454779488	2.889122027	2.880494723	1.755338869	1.651749709	2.284684028	0.016416357	0.4397817	0.369974659	2.692715703	0.437322424	3.606880356	0.263622705	0.650088087	0.576831129	0.149273246	0.215726772	0.901740447	1.781351014	1.254366347	5.355341689	4.557555911	2.061754307	3.818196228	0.791637935	0.309300269	4.239999674	2.272983983	2.450581635	3.416340816	2.440697265	2.697446933	0.809723238	0.212506748	10.31523426	0.154245043	2.090038264	0.630396687	5.835646522	3.75261243	4.115158672	4.208839458	1.672618893	3.341554044	6.772533945	6.214390985	1.231221615	2.938956758	2.204719434	0.73567297	1.353989293	4.957292347	0.291254447	0.365447481	0.146984489	0.481280766	1.866334848	0.874667685	0.649918622	6.469442229	4.786861767	1.785597426	3.27183206	0.495391591	3.122480875	5.765278187	1.904107862	1.244338539	1.689738504	0.209054768	6.014476729	11.05608428	1.122983711	3.647523757	1.375878547	2.332235704	2.38760209	3.555087869	15.01547349
15294if_37	GNR12	1.120355152	2.805993387	4.128386887	2.270296025	2.381293512	8.473178563	4.634529152	4.671913473	0.038688805	1.884196996	2.088698779	2.498701727	5.113708485	2.650095994	7.45216172	1.896411692	1.838052584	0.931962831	0.423587702	0.172811719	2.38787139	7.697211101	8.721940821	7.198830665	NA	1.004204561	3.5376847	1.593841477	9.414924842	6.502329395	6.599265267	5.444935156	4.375251407	8.446890257	3.266917817	1.387039741	9.118401531	0.585484126	0.647995623	4.731015345	11.28789055	10.02694918	0.220649056	10.17426238	1.958156693	4.897712814	11.03214589	7.810199357	1.824378831	4.718232977	2.068183471	NA	3.451993299	5.515499603	0.792285639	1.501987307	0.960405725	2.074227208	2.531842358	NA	0.92013037	8.998941717	6.119948489	2.74702845	3.354843407	1.64052659	4.902775368	7.130637592	4.633946482	6.332525703	3.780573253	11.26773009	4.619567585	8.398347511	1.151069144	10.15178395	1.684781352	3.084194639	5.824128189	6.06765854	15.06784859
15223if_75	GNR36	2.191577348	1.184202781	2.552815619	5.075997115	2.86642389	8.611467828	8.669590812	0.403316006	0.013825097	0.789426948	0.033599912	4.475526348	0.552834517	4.389777417	0.029491426	0.444291446	0.148727012	0.046545994	0.865279567	0.015316631	2.417013344	1.387682849	5.154797884	5.752197525	3.601113698	10.39480995	0.812495257	0.141841739	6.502589372	2.683913751	2.651984525	3.412075124	0.60019597	1.988527077	0.468723847	0.221338467	12.87523159	0.757266414	6.427900905	1.531981911	8.151567361	5.003736074	5.623451972	5.860378535	3.33093573	6.503042033	16.28471288	6.174094166	1.489158381	4.248842403	11.68150266	1.413844165	0.525637727	0.743706104	1.432080733	4.325245561	0.094312912	0.932107978	2.911494228	3.235535351	0.856861477	33.11321128	1.693999089	1.459974347	3.265062401	0.215039995	10.79815111	2.437588198	1.077286854	2.259376859	1.404105254	0.133949019	7.867144627	11.72662502	1.100282956	2.855678147	18.11729218	14.60888151	3.41902836	2.165287813	39.33691573
15258if_22	GNR36	3.962832614	1.518790854	3.510175921	6.872924863	3.093707488	2.966577279	3.149231186	1.989955903	0.014270211	0.545373089	0.552901918	3.910606066	0.737922473	2.525585777	0.040221586	0.469454372	0.169338819	0.152695267	0.094074056	0.644417312	0.554910041	0.258975331	6.525515677	5.165151208	4.075479828	5.105113503	1.171845529	0.287690325	4.677921611	4.010885345	3.54205101	3.694724692	1.287016933	5.162096014	0.83619711	0.193520242	12.79123344	0.302960877	2.652880078	0.377210025	7.394342135	3.25913965	3.320261099	4.030695845	1.270115076	3.753183567	11.5409996	3.831259853	0.708804563	3.691572008	3.008181685	1.097392236	0.291538756	1.290072758	0.414813267	0.867967302	0.092681833	0.463518557	2.251661799	0.784574875	0.421737807	5.932010033	3.785921824	0.347067688	2.817056437	0.369716987	8.765017248	4.807287622	7.939992146	10.48711809	2.442415807	0.254349641	6.413513816	9.122739201	1.029118236	5.444613721	3.907734311	2.031040559	2.714243331	2.777130218	19.87297069
15273if_14	GNR36	0.940911397	1.86795678	13.48228085	1.880220239	2.49810622	5.43251997	3.581923047	6.624946192	0.018576496	0.769887341	0.897825397	2.487409988	1.159270902	1.763496425	0.077435321	0.94317977	1.91899964	0.138838832	0.458110139	0.11757454	0.995670715	1.085774982	7.05895487	7.084094082	5.266567583	13.37346116	4.671926894	0.132058509	14.219211	5.103508104	5.562732651	5.794450489	4.176991144	4.638835049	2.788964126	1.431014985	8.19031441	0.239644971	1.258276039	5.019750403	8.994068218	11.80232676	13.21460083	13.13036331	2.417185388	8.043349287	10.43751666	9.401198876	2.093111869	3.351513032	4.169421992	1.9218224	3.677284568	1.044648792	0.988878797	0.629843374	NA	0.730647072	2.522770063	2.463676901	1.123677789	20.11493492	3.576283455	4.121818888	5.432466096	1.329744114	7.383356383	5.27619191	6.145207169	4.350316425	4.43943667	15.02342437	3.773956694	6.994908841	1.374324604	10.31088701	185.225879	48.36316219	11.11337243	4.031005519	17.87341056
15285if_28	GNR36	2.07186073	1.089223532	3.752181406	4.140223854	3.022712402	2.8106014	1.910382614	1.929367073	0.040233551	0.997416299	0.388323442	2.690040777	0.511958865	2.961550403	0.480101127	1.926418828	0.20032036	0.318688933	0.09245062	0.953764261	0.904027764	1.309586186	4.770874763	3.340682622	2.366815714	9.029538118	1.267756949	0.842805753	4.760456833	2.641137047	2.28639285	2.598121387	1.284164969	4.264974505	0.615079761	0.334054109	9.880835944	0.238173839	2.786470717	0.798119213	8.355972898	2.984254348	3.148305066	2.777325928	2.092135082	2.211217221	14.03748765	9.111097119	1.384560555	3.215805649	5.683543154	1.08292849	1.003277491	6.08085853	0.175539694	0.829305691	0.161969348	1.008524649	2.45663618	0.872601039	0.978725162	3.918877129	2.260590545	1.749003265	4.519439572	0.401545702	5.746198188	4.698717692	1.396055649	1.099935888	1.766212752	5.881808688	6.230961289	11.60389106	0.990265267	2.398699476	8.707210949	5.116405328	3.596803651	1.888326599	14.68512084
15297if_24	GNR36	1.47207486	1.394580489	9.021093287	2.741549498	2.775848812	2.391188132	5.315177059	4.516062609	0.079254466	0.619403278	0.47985594	2.693624706	3.812924725	2.286192495	0.327004817	0.497052394	1.658437522	0.345761779	0.47430664	0.19042951	0.568770242	1.497359338	6.134539817	5.36115719	4.642246886	10.93444652	1.339480331	0.106863492	7.212061952	7.434128	7.318402933	5.102712552	4.330766895	6.163007932	3.254430968	2.156773605	8.867902385	0.241439266	0.27719876	3.444132756	10.75217211	6.97798641	8.711377634	7.023352785	1.602079378	4.449044281	10.06679216	4.163995162	1.569000112	4.814290632	1.218293417	0.838121924	1.034445185	1.092267334	0.379496627	0.261697937	NA	0.736935424	3.072425278	1.022353862	0.424845135	12.09272689	3.42288757	3.229219496	5.355698919	0.993946021	6.103857745	8.663253939	5.297873916	6.399732076	3.998612609	10.2677033	4.24175049	10.23662888	1.223793185	12.10044517	87.85431197	70.68337863	5.069626189	3.795390017	20.01865494
15238if_14	GNR60	1.073022716	2.860796504	14.04021179	2.556422547	2.664461668	9.361042594	3.402439453	4.841380055	0.023808792	3.795414607	1.61317055	5.878516764	3.230632034	6.050680394	6.549629194	1.306789537	1.360297155	0.952471288	0.149475085	0.356774704	4.325142214	4.596046061	10.29982926	8.361997264	5.975730558	15.9186514	3.174485135	0.299062751	16.89536357	4.451360092	4.943512388	6.41230699	2.845109922	4.918893573	2.209457553	2.078598293	8.396582095	0.597145351	5.231744309	8.558841442	10.26930554	8.472009844	12.00239043	12.09442709	2.960754211	7.442581647	12.03400225	5.026056195	1.874758391	4.562691572	14.14309276	3.638031881	4.743969458	11.12485861	0.914432331	2.665051347	1.272153194	3.718687029	3.474969465	5.156167599	1.48368194	5.715138969	6.269721616	5.735225344	6.782998505	NA	6.837337554	5.172644706	1.691356803	2.41652362	2.239262277	4.083309037	4.091356516	8.174440455	1.71274693	6.364834578	48.12325017	33.16666459	9.100584993	3.874359928	19.23761042
15261if_29	GNR60	4.443504465	2.156682681	2.528428537	7.844112465	4.142134888	1.745642732	3.941206954	3.828499728	0.007747586	0.830127586	0.059799176	3.256371922	3.7613278	4.29594092	0.29259201	0.483751804	0.269818953	0.212718431	0.504370081	0.220857172	0.488131298	1.222812858	4.821815517	3.914463343	3.511636513	10.09966869	0.950832723	0.118787215	4.967293328	3.678155323	3.670018445	5.16584133	1.963966969	9.954461149	2.205313808	0.234834669	13.42053252	0.195441277	3.293645322	0.618440962	7.973348419	3.098073702	3.455299732	4.480331768	1.752005429	2.111508542	9.143898148	4.336475152	0.792571731	2.945631908	3.001033812	0.859990065	1.926646085	0.547228544	0.646759644	1.287298088	0.118166301	0.81563104	2.223827774	0.852723691	1.184510821	18.95559629	3.936321666	2.910215477	3.175985026	0.499886086	2.95083711	6.197513908	1.529823055	2.826312137	1.680068397	10.0399471	6.601446054	12.67351941	0.818645479	3.749193638	5.977881595	5.976293775	1.850419009	2.40316388	18.24541702
15277if_25	GNR60	2.502265078	1.007495828	2.791299345	4.376814097	3.156431958	1.29538306	3.376886437	2.371219709	0.012863317	0.799040095	0.226085502	2.946438066	0.320231385	4.231465077	0.134542027	0.172195362	0.478565281	0.113164088	0.225508353	0.959704262	0.637432747	0.668541537	3.70100052	2.481048165	2.748040179	4.428001893	1.132275236	0.29809717	3.484514781	4.458728687	4.825328748	3.167990492	1.57701333	4.909429625	1.288959662	2.798333154	11.03815146	0.158823045	3.054329034	0.605078216	6.297529879	2.07056566	2.080821102	2.684937053	0.477572421	1.725826534	5.601897477	4.502643416	0.762545782	2.547310114	2.310018613	0.797575565	0.363643866	1.157317312	0.383710839	0.543852377	0.110971871	0.674731848	2.417305851	0.610612728	0.429103582	7.984882329	5.606491081	0.375307607	2.154273633	0.172857426	7.66461708	6.781256945	NA	10.96738795	3.023206324	7.13935796	5.125718938	8.691356332	0.581290207	2.647990601	2.320627176	3.066189141	2.027461273	1.771373818	16.3682059
15291if_17	GNR60	2.57962444	2.912267671	12.78554451	5.250366223	3.398937551	7.488502464	5.045516739	8.522928476	0.797040584	0.577011882	1.496528981	3.498958663	6.11639724	3.567693262	0.817748211	2.5364481	1.850648788	1.154116042	0.586320737	0.75060265	1.569310443	3.481515986	8.277769316	8.613853271	5.408985849	17.17109645	1.033853366	0.48579185	12.0017179	6.99051068	7.411659338	11.47117869	1.744458994	7.215656381	1.264084919	3.000442997	11.78460514	0.416741193	6.972457804	1.580560725	7.956292793	4.807197285	5.088902835	6.1298851	2.384759827	5.448748854	9.976851262	8.496510545	1.955388212	4.855433141	10.77787632	3.278236506	2.213336125	9.446973215	1.179685899	1.147346481	0.604533577	2.029849509	2.49685356	5.776173932	1.751754382	8.890641573	5.345575831	4.483510566	6.044837815	0.914193634	7.782676237	6.140979518	2.543780201	2.118394187	2.323525336	2.918798426	5.215082236	7.071824599	1.434797003	7.927348864	2.882212311	7.507971023	9.385328445	4.826657653	19.44855008
15300if_24	GNR60	2.498821179	1.716726967	2.936849211	5.014664341	2.976086345	2.130614841	4.809770533	1.309660922	0.025050437	0.745237728	0.143533635	3.338301588	0.550340564	3.886272476	0.412574849	1.123442661	0.574793472	0.366921352	0.594588221	0.944404732	0.674704341	1.53002002	4.587911755	3.189080953	3.408574128	6.941509398	1.200775821	0.193288054	5.181551461	2.60214141	2.693308193	3.205934669	2.299897594	8.526573193	1.451831679	0.224153327	11.68602014	0.044959493	3.558254651	1.283827881	11.58478121	3.438072164	3.146888857	3.432669469	0.604054666	2.021589102	10.7161384	2.304969439	0.899263454	5.4968948	3.120217185	1.219089665	0.570361018	5.270509089	0.327191738	0.155603454	0.155698235	0.807967684	1.33203485	0.939585561	1.153221806	8.12993582	5.387085889	1.613107254	3.967082439	0.534828812	3.304536564	4.811757965	3.526107507	4.643360424	1.628720279	11.37272601	6.917463009	14.84156364	0.74350651	2.894631814	2.252990325	1.985990737	4.96891157	2.547223304	16.21132935
15223if_81	GDCLS	1.561459793	3.092874681	10.63198117	3.356274659	2.669073864	4.419173022	8.436688939	8.612455789	0.012138347	2.202999759	1.692535603	2.598043305	0.526958012	3.231731757	4.258629778	0.838941531	1.60217944	0.170644206	0.400780454	0.27147876	1.25263873	3.469446924	7.696877344	6.400936196	3.282224262	4.535951267	2.826755773	0.06012101	11.73553116	5.828306938	6.558817321	9.702789171	1.843293517	4.684756719	1.28057007	2.438778551	6.167464156	0.24934212	4.590500664	5.4203704	3.665689845	4.279673589	3.751015555	4.059821475	2.574125573	4.006694133	2.310378906	3.759173563	1.907454655	1.083120626	4.469324299	2.240808041	7.986071993	6.327268658	1.354009963	2.01470193	0.323645044	3.193989108	2.846665628	2.598390794	1.255577902	13.53240644	5.567507375	3.620431302	5.056467558	1.636013871	6.382970696	7.548879336	0.604771613	1.531362535	1.228150585	0.585124297	4.450883176	9.210580081	0.868471773	3.621018525	23.67415799	20.52214572	2.274440693	1.142475254	14.88758066
15258if_12	GDCLS	2.178952422	3.349320475	10.89840003	4.465118476	2.522065186	12.96227105	7.284481172	10.41253478	0.238796344	2.657790881	0.444552557	3.621875647	1.147052557	2.316482516	1.812458112	1.86432356	1.73210589	0.121835046	0.093738377	1.563921641	1.217308054	3.244202128	10.20902161	9.799622286	4.101308952	7.926351971	3.810273218	0.336365463	15.56087793	3.199670387	3.159635208	7.303042199	2.388019589	5.316109059	1.610035777	1.069780388	4.859408503	0.36251192	3.254396237	1.287501276	5.481924037	3.855902473	3.438380312	4.136080191	2.492110917	5.776362224	5.024432041	4.590872293	2.718780597	1.636571075	25.34843749	3.839702481	13.81054857	10.81856399	1.239686364	2.18694904	0.444675906	2.440220944	3.418364532	10.77810273	3.077383944	5.858861378	6.279812097	3.313831955	4.269744149	1.293260352	5.125188089	7.698148583	0.867830312	2.378196835	1.696193879	1.08030594	3.23577414	5.958080472	1.093655712	4.589348461	0.873935397	1.975335304	3.850697328	1.761013634	21.18965168
15273if_4	GDCLS	1.171262586	1.966465059	3.66941788	2.513562436	2.432104388	2.637886486	4.299638009	1.290551995	0.023075168	4.165354826	0.170153913	3.159561692	0.632427504	2.741202282	0.053386575	0.106047149	1.189128035	0.009065675	0.45647549	0.070287197	0.027254617	1.39671212	7.057485404	5.455464379	2.152496971	4.943275199	1.396912485	0.012793637	1.710433454	3.87698956	5.232733463	6.987629036	2.969499107	5.661105835	1.516374451	2.78342257	6.474230415	0.784842245	4.354871242	0.612992585	5.055510953	7.896395539	8.690448449	10.43581586	2.474188809	3.497853967	3.74215359	3.636331169	1.39289266	0.57746533	5.479189822	1.40300494	7.320938931	1.187703669	1.250074709	1.910430641	0.0582196	3.73399337	4.425861075	2.501402282	1.610517322	14.60829258	5.529357802	4.287503255	6.10409746	1.632681919	2.55015929	7.971831623	0.857475941	2.72944632	1.872875349	0.065842167	4.361405461	7.985950661	0.715824403	4.117572242	102.6966114	111.9145065	5.598246535	0.729788213	26.22473496
15285if_18	GDCLS	3.282888864	1.937258431	3.749060834	5.41792813	2.625939488	2.655502134	5.059757927	3.942108006	0.012854503	1.008576913	0.22439244	2.654645702	0.429002776	1.525233524	0.702654242	3.368474571	0.446829047	0.260122324	1.282502003	0.228623741	0.747171707	1.163691348	3.933659203	3.72679261	2.033065704	3.731278007	1.289960591	0.041834497	4.616174232	1.246170231	1.074602221	2.685691396	1.010148013	7.683450323	0.810145673	0.333164205	7.012624833	0.068581499	3.369688389	0.190666543	6.097761224	2.364569368	2.262262097	2.637733265	1.401063388	3.184916673	4.333796175	2.986705924	1.247604547	2.090115016	5.140181665	0.806144093	4.48136567	1.465758304	0.578710856	0.318547445	0.153044259	0.922493899	3.082419711	1.96307426	0.446289006	24.25501102	1.988906867	0.543985721	1.967765206	0.275111399	3.684560234	4.913264242	1.320819507	1.822859607	3.17533896	4.71091884	3.522571965	6.325832359	0.690643926	1.718651284	3.293327093	3.189039874	2.505218752	0.594420766	13.1163061
15297if_14	GDCLS	1.999226512	2.852480913	2.881323698	3.820378907	2.415878284	3.955136158	4.774572448	4.87699746	0.013532349	2.170241822	0.431191413	2.426304705	0.522447065	1.921633481	0.214940511	0.648260712	0.766202833	0.053761361	0.472614197	0.176664048	0.673567249	0.92839728	7.512769308	6.168676946	3.239031354	5.166787195	1.362940145	0.021329814	6.57643289	2.181587888	2.309859136	4.228975417	1.308548944	6.678119334	0.949536147	2.376739741	7.498753926	0.137258748	5.939881088	1.179229139	5.56574063	6.407485539	4.765994052	5.323677714	2.38149969	4.013573479	3.800511443	4.963595664	0.872477968	2.75719682	7.478409513	1.434354982	12.20072541	1.241843124	0.762999877	1.20698543	0.089583337	0.674072204	2.936055948	2.102157137	1.331065615	11.94360936	5.209497713	2.671900858	3.439470055	0.446819965	5.931289569	5.544137224	0.543864133	1.5718461	1.508953451	0.248416158	3.477805776	6.123280877	0.798225069	2.37329239	4.346699833	4.99597386	3.386346395	0.430192843	20.55291229
