ID	Treatment	Timepoint	Cultivar	Description	Code	Batch	Sequence
14084if_26	Heat & drought	FL 12h Rewatering	Dular	Spikelet_Dular Heat & drought FL Rewatering 12h	FDR12	14084if	26
14050if_51	Heat & drought	FL 36h Rewatering	Dular	Spikelet_Dular Heat & drought FL Rewatering 36h	FDR36	14050if	51
14057if_36	Heat & drought	FL 36h Rewatering	Dular	Spikelet_Dular Heat & drought FL Rewatering 36h	FDR36	14057if	36
14064if_29	Heat & drought	FL 36h Rewatering	Dular	Spikelet_Dular Heat & drought FL Rewatering 36h	FDR36	14064if	29
14079if_20	Heat & drought	FL 36h Rewatering	Dular	Spikelet_Dular Heat & drought FL Rewatering 36h	FDR36	14079if	20
14084if_55	Heat & drought	FL 36h Rewatering	Dular	Spikelet_Dular Heat & drought FL Rewatering 36h	FDR36	14084if	55
14054if_27	Heat & drought	FL 60h Rewatering	Dular	Spikelet_Dular Heat & drought FL Rewatering 60h	FDR60	14054if	27
14061if_16	Heat & drought	FL 60h Rewatering	Dular	Spikelet_Dular Heat & drought FL Rewatering 60h	FDR60	14061if	16
14064if_58	Heat & drought	FL 60h Rewatering	Dular	Spikelet_Dular Heat & drought FL Rewatering 60h	FDR60	14064if	58
14079if_49	Heat & drought	FL 60h Rewatering	Dular	Spikelet_Dular Heat & drought FL Rewatering 60h	FDR60	14079if	49
14088if_34	Heat & drought	FL 60h Rewatering	Dular	Spikelet_Dular Heat & drought FL Rewatering 60h	FDR60	14088if	34
14054if_25	Control	FL	Anjali	Spikelet_Anjali Control FL_End of stress	FAC	14054if	25
14061if_14	Control	FL	Anjali	Spikelet_Anjali Control FL_End of stress	FAC	14061if	14
14064if_56	Control	FL	Anjali	Spikelet_Anjali Control FL_End of stress	FAC	14064if	56
14079if_47	Control	FL	Anjali	Spikelet_Anjali Control FL_End of stress	FAC	14079if	47
14088if_32	Control	FL	Anjali	Spikelet_Anjali Control FL_End of stress	FAC	14088if	32
14050if_37	Heat & drought	FL Early stress	Anjali	Spikelet_Anjali Heat & drought EGF_00d_Start of stress	FAES	14050if	37
14057if_22	Heat & drought	FL Early stress	Anjali	Spikelet_Anjali Heat & drought EGF_00d_Start of stress	FAES	14057if	22
14064if_15	Heat & drought	FL Early stress	Anjali	Spikelet_Anjali Heat & drought EGF_00d_Start of stress	FAES	14064if	15
14069if_56	Heat & drought	FL Early stress	Anjali	Spikelet_Anjali Heat & drought EGF_00d_Start of stress	FAES	14069if	56
14084if_41	Heat & drought	FL Early stress	Anjali	Spikelet_Anjali Heat & drought EGF_00d_Start of stress	FAES	14084if	41
14050if_49	Heat & drought	FL Late stress	Anjali	Spikelet_Anjali Heat & drought FL_End of stress	FALS	14050if	49
14057if_34	Heat & drought	FL Late stress	Anjali	Spikelet_Anjali Heat & drought FL_End of stress	FALS	14057if	34
14064if_27	Heat & drought	FL Late stress	Anjali	Spikelet_Anjali Heat & drought FL_End of stress	FALS	14064if	27
14079if_18	Heat & drought	FL Late stress	Anjali	Spikelet_Anjali Heat & drought FL_End of stress	FALS	14079if	18
14084if_53	Heat & drought	FL Late stress	Anjali	Spikelet_Anjali Heat & drought FL_End of stress	FALS	14084if	53
14050if_52	Heat & drought	FL 12h Rewatering	Anjali	Spikelet_Anjali Heat & drought FL Rewatering 12h	FAR12	14050if	52
14057if_37	Heat & drought	FL 12h Rewatering	Anjali	Spikelet_Anjali Heat & drought FL Rewatering 12h	FAR12	14057if	37
14064if_30	Heat & drought	FL 12h Rewatering	Anjali	Spikelet_Anjali Heat & drought FL Rewatering 12h	FAR12	14064if	30
14079if_21	Heat & drought	FL 12h Rewatering	Anjali	Spikelet_Anjali Heat & drought FL Rewatering 12h	FAR12	14079if	21
14084if_56	Heat & drought	FL 12h Rewatering	Anjali	Spikelet_Anjali Heat & drought FL Rewatering 12h	FAR12	14084if	56
14054if_28	Heat & drought	FL 36h Rewatering	Anjali	Spikelet_Anjali Heat & drought FL Rewatering 36h	FAR36	14054if	28
14061if_17	Heat & drought	FL 36h Rewatering	Anjali	Spikelet_Anjali Heat & drought FL Rewatering 36h	FAR36	14061if	17
14064if_59	Heat & drought	FL 36h Rewatering	Anjali	Spikelet_Anjali Heat & drought FL Rewatering 36h	FAR36	14064if	59
14079if_50	Heat & drought	FL 36h Rewatering	Anjali	Spikelet_Anjali Heat & drought FL Rewatering 36h	FAR36	14079if	50
14088if_35	Heat & drought	FL 36h Rewatering	Anjali	Spikelet_Anjali Heat & drought FL Rewatering 36h	FAR36	14088if	35
14050if_20	Heat & drought	FL 60h Rewatering	Anjali	Spikelet_Anjali Heat & drought FL Rewatering 60h	FAR60	14050if	20
14054if_57	Heat & drought	FL 60h Rewatering	Anjali	Spikelet_Anjali Heat & drought FL Rewatering 60h	FAR60	14054if	57
14061if_46	Heat & drought	FL 60h Rewatering	Anjali	Spikelet_Anjali Heat & drought FL Rewatering 60h	FAR60	14061if	46
14069if_39	Heat & drought	FL 60h Rewatering	Anjali	Spikelet_Anjali Heat & drought FL Rewatering 60h	FAR60	14069if	39
14084if_24	Heat & drought	FL 60h Rewatering	Anjali	Spikelet_Anjali Heat & drought FL Rewatering 60h	FAR60	14084if	24
