Class	Name	MPIMP-ID	Spikelet-Control -Flowering-N22	Spikelet-Control -Flowering-N22	Spikelet-Control -Flowering-N22	Spikelet-Control -Flowering-N22	Spikelet-Control -Flowering-N22	Spikelet-Heat & Drought-EGF Start of stress-N22	Spikelet-Heat & Drought-EGF Start of stress-N22	Spikelet-Heat & Drought-EGF Start of stress-N22	Spikelet-Heat & Drought-EGF Start of stress-N22	Spikelet-Heat & Drought-EGF Start of stress-N22	Spikelet-Heat & Drought-FL End of stress-N22	Spikelet-Heat & Drought-FL End of stress-N22	Spikelet-Heat & Drought-FL End of stress-N22	Spikelet-Heat & Drought-FL 12h Rewatering-N22	Spikelet-Heat & Drought-FL 12h Rewatering-N22	Spikelet-Heat & Drought-FL 12h Rewatering-N22	Spikelet-Heat & Drought-FL 12h Rewatering-N22	Spikelet-Heat & Drought-FL 36h Rewatering-N22	Spikelet-Heat & Drought-FL 36h Rewatering-N22	Spikelet-Heat & Drought-FL 36h Rewatering-N22	Spikelet-Heat & Drought-FL 36h Rewatering-N22	Spikelet-Heat & Drought-FL 60h Rewatering-N22	Spikelet-Heat & Drought-FL 60h Rewatering-N22	Spikelet-Heat & Drought-FL 60h Rewatering-N22	Spikelet-Control -Flowering-Dular	Spikelet-Control -Flowering-Dular	Spikelet-Control -Flowering-Dular	Spikelet-Control -Flowering-Dular	Spikelet-Control -Flowering-Dular	Spikelet-Heat & Drought-EGF Start of stress-Dular	Spikelet-Heat & Drought-EGF Start of stress-Dular	Spikelet-Heat & Drought-EGF Start of stress-Dular	Spikelet-Heat & Drought-EGF Start of stress-Dular	Spikelet-Heat & Drought-EGF Start of stress-Dular	Spikelet-Heat & Drought-FL End of stress-Dular	Spikelet-Heat & Drought-FL End of stress-Dular	Spikelet-Heat & Drought-FL End of stress-Dular	Spikelet-Heat & Drought-FL End of stress-Dular	Spikelet-Heat & Drought-FL End of stress-Dular	Spikelet-Heat & Drought-FL 12h Rewatering-Dular	Spikelet-Heat & Drought-FL 12h Rewatering-Dular	Spikelet-Heat & Drought-FL 12h Rewatering-Dular	Spikelet-Heat & Drought-FL 12h Rewatering-Dular	Spikelet-Heat & Drought-FL 12h Rewatering-Dular	Spikelet-Heat & Drought-FL 36h Rewatering-Dular	Spikelet-Heat & Drought-FL 36h Rewatering-Dular	Spikelet-Heat & Drought-FL 36h Rewatering-Dular	Spikelet-Heat & Drought-FL 36h Rewatering-Dular	Spikelet-Heat & Drought-FL 36h Rewatering-Dular	Spikelet-Heat & Drought-FL 60h Rewatering-Dular	Spikelet-Heat & Drought-FL 60h Rewatering-Dular	Spikelet-Heat & Drought-FL 60h Rewatering-Dular	Spikelet-Heat & Drought-FL 60h Rewatering-Dular	Spikelet-Heat & Drought-FL 60h Rewatering-Dular	Spikelet-Control -Flowering-Anjali	Spikelet-Control -Flowering-Anjali	Spikelet-Control -Flowering-Anjali	Spikelet-Control -Flowering-Anjali	Spikelet-Control -Flowering-Anjali	Spikelet-Heat & Drought-EGF Start of stress-Anjali	Spikelet-Heat & Drought-EGF Start of stress-Anjali	Spikelet-Heat & Drought-EGF Start of stress-Anjali	Spikelet-Heat & Drought-EGF Start of stress-Anjali	Spikelet-Heat & Drought-EGF Start of stress-Anjali	Spikelet-Heat & Drought-FL End of stress-Anjali	Spikelet-Heat & Drought-FL End of stress-Anjali	Spikelet-Heat & Drought-FL End of stress-Anjali	Spikelet-Heat & Drought-FL End of stress-Anjali	Spikelet-Heat & Drought-FL End of stress-Anjali	Spikelet-Heat & Drought-FL 12h Rewatering-Anjali	Spikelet-Heat & Drought-FL 12h Rewatering-Anjali	Spikelet-Heat & Drought-FL 12h Rewatering-Anjali	Spikelet-Heat & Drought-FL 12h Rewatering-Anjali	Spikelet-Heat & Drought-FL 12h Rewatering-Anjali	Spikelet-Heat & Drought-FL 36h Rewatering-Anjali	Spikelet-Heat & Drought-FL 36h Rewatering-Anjali	Spikelet-Heat & Drought-FL 36h Rewatering-Anjali	Spikelet-Heat & Drought-FL 36h Rewatering-Anjali	Spikelet-Heat & Drought-FL 36h Rewatering-Anjali	Spikelet-Heat & Drought-FL 60h Rewatering-Anjali	Spikelet-Heat & Drought-FL 60h Rewatering-Anjali	Spikelet-Heat & Drought-FL 60h Rewatering-Anjali	Spikelet-Heat & Drought-FL 60h Rewatering-Anjali	Spikelet-Heat & Drought-FL 60h Rewatering-Anjali
MSTs	A112003-101	A112003-101	0.400933352	0.843496285	1.146343433	1.07322061	0.241929694	2.266631481	1.332857625	5.309010073	0.172228958	0.196852391	1.744775453	0.922931908	0.204493043	11.01893919	2.010669271	1.69881484	0.30783743	6.763309944	0.693043438	0.325499169	0.319922944	1.643077529	0.358993529	0.394476604	9.249735073	1.279209109	0.911311108	0.212146598	0.286128811	6.174337697	0.74204683	1.355850139	0.403239808	0.236199738	8.690722471	1.75365918	1.20299012	0.220233425	0.342448338	2.327878025	1.11441474	1.449301936	1.415144883	0.300079988	2.398469544	2.952180137	0.975749311	0.151455701	0.38474578	11.57972343	2.112625064	1.842513247	0.390840932	0.271408483	3.775088032	1.188241641	1.857850323	0.618305736	0.281866876	0.481215412	1.623742843	8.972813191	0.173450438	0.205732875	0.427760342	1.684244956	2.355153253	0.890709407	0.337561353	7.16678632	1.219601641	1.969915857	1.386004223	0.229986887	3.68083318	2.028900212	0.977164149	0.232315279	0.297436758	7.421672508	1.601121273	1.84022437	1.040302902	0.371520546
MSTs	A116014-101	A116014-101	0.550185008	0.319531468	1.707866108	0.378375284	1.02171721	1.96886195	0.592913305	0.915184767	0.398803087	1.170638518	1.602941579	0.505899637	1.004871537	1.520149496	2.485403729	1.511959563	2.03582649	1.613595431	2.406380638	2.243268173	1.439515027	0.876261483	1.750441456	1.748916996	1.538086611	1.357853588	0.696680536	0.335440281	1.489364304	0.282840773	0.544752248	0.539017642	1.880293795	0.841464355	1.324795279	2.596120238	0.500966121	0.686071299	1.596346103	1.28984454	0.423952021	1.820583151	0.400311393	2.030359879	1.541726251	2.824766598	0.716435249		3.659817386	2.269625495	2.926599128	2.186688115	1.528311331	2.241277025	1.307521158	1.098137896	1.50018367	1.123267638	1.24158168	0.515268523	1.177679993		0.621973107	1.146088767	0.375643681	1.674407828	2.110854894	2.557661194	2.201194897	1.400026638	0.666020549	2.489710629	0.42625678	1.928034724	1.285140186	1.5249851	0.723254408	2.395381195	1.749148478	1.557928247	0.944366682	1.42119224	1.07644992	1.563330469
MSTs	A124002-101	A124002-101						3.341623412												3.98843998	3.272423865	2.612580481	5.3316647												2.881830865						1.968672424						1.440424995	5.951576259			9.057318042	2.421344166	2.417198161	2.413808833				2.588573299	3.391304476			3.91090511	3.768277509		3.616856778				3.415574341			2.911558445					4.951235565	8.14875797		7.170876075	6.643705706	3.158594287		2.376361158	4.86844931	3.467503439
MSTs	A124006-101	A124006-101																																																																																				
MSTs	A137012-101	A137012-101	1.379662139	1.274386114	1.641445705	1.276406065	1.464051495	1.585006325	1.352623263	1.333051054	0.767746443	0.502698258	1.375459095	0.955290574	1.287219745	1.752397311	1.504298429	1.424762559	0.788160777	1.123038727	1.135859102	0.928349676	0.650864659	0.31133992	1.169191598	1.27952549	0.883885952	1.328540141	0.527813085	1.329468403	0.913320544	0.42753556	0.933583309	1.114271933	0.677427378	0.788631329	1.484583924	1.581697501	1.143267969	1.613722935	1.054703839	1.405258967	1.05049814	3.160237567	1.447658019	1.080688866	0.949310735	1.412593085	1.240572078		1.868572681	1.279124219	1.184311207	1.440961938	1.183735647	1.492817874	0.311682214	1.671987868	1.839742344	1.843878761	1.599363777	1.662574914	1.745640516		0.9658363	0.466518201	2.038292342	1.657279123	2.044856489	2.458941342	1.787376298	1.165166217	1.518629	1.648392811	1.711131231	0.869571471	2.009909847	0.9141756	0.538988744	1.445460216	1.152004458	1.35631673	1.13231497	1.072197329	2.346556939	1.981648416
MSTs	A139005-101	A139005-101	2.077119485		1.874291545		2.268094983	1.863158882		1.653574141		2.198336206	1.687239186		1.902015484	1.838991415	2.614718896	1.770620957	2.913447871	2.132580007	1.851081325	2.735183734	1.4960131	1.395395312	2.153102329	2.664833157			1.034482554		2.10803289			0.961502983	2.706326499	1.716863256		2.028491832			1.661846335	1.385229177	0.973955059	3.06985055		2.02937578	1.119212068	2.028596802			2.882197476	3.096947612	1.714983363	1.843746885	1.408896715	1.779702442		1.543274626	1.90452359		2.734311205	1.156419704	1.695172393		1.940433919			2.285357335	2.354784808	3.593081478	2.50752445	1.652830353		2.049616205		2.484939493	1.517081674	2.150507587		2.302499875	2.093293581	2.067670612	1.196237767	1.958979198		1.990085741
MSTs	A140006-101	A140006-101																	5.35914228																																	5.047349686																																		
MSTs	A142016-101	A142016-101																		6.188824744		7.595690937	9.2584092				3.615264354		2.651785168						4.38591611	3.492942445										4.538065293	3.152758525	7.299375461			15.13138686	4.785673584		5.148573448	4.391072342	4.291783028		4.17212987			8.22670648		2.820141828		5.269661234												3.959751005	5.708922946		8.949505667	5.857011209					
MSTs	A143003-101	A143003-101	6.389193965	1.973931288	5.669647376	1.572979254	6.765087119	7.358360924	4.207308675	5.311969309	2.880145644	4.058631299	5.614041745	1.727583791	4.739889269	6.252194336	8.880034974	5.44028164	8.571514808	6.482140825	3.914606293	8.229672542	7.69024345	4.470662289	6.322476054	7.908302681	5.136748183	5.173849648	4.560559391	1.661355956	6.752287076	2.654446529	2.793577384	2.950884401	7.036796236	5.348930809	3.672809481	5.504467959	2.624728554	4.204258877	5.641382082	5.187644435	2.920186462	5.268990737	1.226484313	7.629875689	3.835838686	5.513471336	1.594630069	8.505624088	6.726289962	9.978283685	6.91376424	7.408337978	6.022111298	8.423015113	3.413488298	5.424919063	8.493789804	6.821908795	7.355493735	3.033308355	5.262512242	4.197490721	5.272735296	3.126482798	5.219227805	6.26652606	8.115300539	9.238643619	6.742837732	6.96986848	2.394565995	8.230194431	1.416245204	7.742262413	4.669452668	5.566701269	1.681942042	7.530594499	6.920882411	3.635436476	5.165824049	5.948874492	2.209237192	7.161202354
MSTs	A144007-101	A144007-101	20.35041848	89.15204564	25.33987491		49.4813711		86.12766794	94.16614002	141.577636	115.6515625			67.74527163	142.908277	94.87112027	106.2411368		302.8862872	94.20462902	87.3654034	14.03248709	80.50489752	71.53873172	19.98069653	64.5756729	48.56926538	62.20618355			99.39652865		68.35818083	77.24410451	13.85799314	161.4581248		13.62334903	58.48477745		434.2003834	48.64587011	85.16398412	12.14300233	12.63865035	142.2247518	163.7118802		44.37078592		134.4400626			115.488914		30.91365209	44.4503958	46.59163177				47.46104102		59.51201622	52.7625537	40.81440327	27.82987569	76.52535925			207.7981022	68.23932156	47.18487684	13.42134974	10.96307892	91.41369087	18.20364878		68.66198194		214.1784474		42.2191909	48.69799697	11.32782185
MSTs	A145008-101	A145008-101			8.652928151		9.818093472	6.501859597					6.735203727	4.146608078		7.450440879	8.264754816		6.755523442			9.185500849	6.626231142			6.898515344	7.415887126	17.46466376	7.210580056		7.847592774		3.842997616		8.770028669	7.850070377					7.848616386	5.702925459	4.796086361			8.519125379	4.777036808	6.757777612			11.74105712	6.68137984	6.697166268	6.889944004	8.677959258	7.679373897		8.095009237	8.630274001		12.06020205		5.63692524		5.533071019			8.517889213	7.831997863		9.625510912	5.805906308		8.363896259		9.919475378	7.187317307	5.162484986		10.60976576	5.426865514		6.42961095	6.538980815		8.150398947
MSTs	A145016-101	A145016-101	0.899110859	0.490230653	0.595199449	0.18442973	1.036648715	1.415254795	0.444092613	0.736640433	0.295841362	0.792476367	0.852486645	0.228740059	0.774956307	0.754251594	0.953710421	0.565956033	0.941923046	0.986003905	0.632036605	1.010257632	0.597064383	0.5131948	0.820328281	1.032879084	0.865529073	0.84494387	0.47359657	0.249121399	1.280075211	0.605069612	0.431491529	0.673621708	1.227347161	1.283479387	0.674964419	0.931522702	0.453233761	1.160642737	0.972307562	0.627767675	0.450371093	0.869211725	0.214455159	0.906539553	0.766219329	1.140411449	0.236715986		1.169055877	1.510824297	0.830292154	0.772740963	0.889251294	0.870576507	0.499791305	0.496079229	0.642193723	0.819389041	0.536060341	0.652734518	0.508569389		0.612029262	0.588765482	0.90748539	0.949256926	1.068332307	1.213643852	0.788113157	0.637212954	0.308921435	0.541843433	0.162195827	0.638073886	0.515694081	0.754314874	0.210073649	0.744914461	0.813624921	0.850326098	0.477969737	0.593369409		0.547077076
MSTs	A147005-101	A147005-101														10.25176711											6.263990622																									13.30379811																														6.672798819				
MSTs	A147011-101	A147011-101	0.748905658	0.342101078	0.52348291	0.126707577	1.020673241	1.196183147	0.402643496	0.563641507	0.223149509	0.733863104	0.741410821	0.171182716	0.673053206	0.613593167	0.873351091	0.371389803	1.081876026	0.706853657	0.526523911	0.874693836	0.499186756	0.358591853	0.747240342	0.905669669	1.055244157	0.726434147	0.45972432	0.242944243	1.134232543	0.537119172	0.339066135	0.486581078	1.157166176	1.325095576	0.55748292	0.638903336	0.324638305	1.755739814	0.764709652	0.531872434	0.317439273	0.852677057	0.140226174	0.751581386	0.526365673	0.843037208	0.187270568		0.838879981	1.604458924	0.625132235	0.70052528	0.717969702	0.686002282	0.383800703	0.354766037	0.437651188	0.395842035	2.530406063	0.378073814	0.531952492		0.441987052	0.405960897	0.45427824	0.681199153	0.767000469	0.993700678	0.659315661	0.464155347	0.292371552	0.436868953	0.14846209	0.479548728	0.356198052	0.636880045	0.132498106	0.600235919	0.687369323	0.696587819	0.307424394	0.482804209		0.341317468
MSTs	A148006-101	A148006-101	1.265437211	0.522592042	1.352577156		1.557617996	1.546445527	0.616689423				0.791075564		0.792645645	0.796405267	1.031724924	0.477680108	1.145068998	0.768305091	0.842984371	1.009927432	0.477639432		0.980322664	1.166001737	1.01898159	1.427441674	1.348378596	0.493146395	1.634531738	0.760569074	0.680463253	0.563708687	1.642905146	2.292550327	0.940733852	1.446527417	0.554532308	1.086494548	1.265197655	0.896811683	0.55291731	1.286720908		1.147052812	0.590602934	1.220221985	0.435042347		1.170001093	1.966482931	0.948184787	0.859730055	0.928856968	0.874335352	0.993591398	0.700021093	1.347601699	1.211368058	1.020499711	0.644106531	0.650324285		0.647418443		0.760271252	0.876753134	1.11556736	1.280045275	0.998572999	0.70164746	0.373459817	0.646414794		0.755256478	0.596752629	0.936552942		0.804360233	0.873489968	0.722071898	0.516764626	0.722894894		0.679358706
MSTs	A155004-101	A155004-101	0.253521293	0.101315832	0.181909266	0.037584861	0.286650852	0.376777588	0.217517605	0.27843006	0.323297917	0.198799563	0.555382078	0.240132946	0.45679829	0.720772951	0.853594074	0.509580748	0.92999692	0.52781273	0.373729895	0.647908166	0.355178049	0.270196841	2.523975117	0.432391422	0.489684943	0.390727815	0.449259993	0.221274085	0.59571981	0.328017512	0.399201067	0.616927027	0.953613573	0.688083731	1.132258438	1.229889851	0.971558002	1.868408368	1.125695124	1.024530085	0.677587881	1.388191839	0.309360888	1.151210379	0.648232132	1.031120483	0.349057233	6.139543465	1.40596547	1.305629988	0.618909162	0.688716455	0.42036285	0.518200018	0.449767016	0.542720333	0.7606127	0.999397593	0.7293013	0.739654029	0.51420094		3.50459603	0.388115266	0.965778919	1.251205294	3.733604283	1.711749815	1.17565095	1.151941086	0.460796225	1.104341209	1.063839457	5.520248905	0.759024238	3.631318042	0.63723736	1.023587102	1.066228	3.23022218	0.690636014	2.454553005	0.850917789	0.746714059
MSTs	A157012-101	A157012-101	7.163970678	2.504046562	6.062612773	1.553206282	7.406080592	5.746198519	4.773312188	6.118928971	4.173954531	5.304284168	2.141986247	0.652555412	7.01103191	3.543700966	6.731828501	2.803744741	6.595252983	0.879611958	2.0319728	5.380625113	4.426143514	1.031033268	4.041328066	2.91096952	2.893831832	5.136698438	5.777368212	1.744143851	5.898249671	1.517624607	2.67699021	0.951875368	5.198235661	4.471443421	1.931934189	2.0810603	1.193068442	4.967621179	3.735404692	3.700392416	1.584162997	2.109558741	0.568160124	5.655453909	0.553282238	1.33239632	0.54865414		3.869946426	0.491665949	2.038395197	1.423013928	2.669282741	4.568438958	9.153547687	8.510723389	14.53490677	23.61737102	13.69940772	5.040020919	6.614026821	5.016347837	11.26912728	8.881851023	8.649497116	6.81883522	9.698631012	18.67474216	12.92344161	1.0742971	4.580060466	13.01587301	2.615145563	14.68063285	4.361828113	2.556156286	1.194745022	7.025072899	7.894162419	4.437107272	3.421571612	7.30181136	2.52204024	12.39186286
MSTs	A159002-101	A159002-101							6.132949882				8.107455262																																														4.400137925						3.053775134																					
MSTs	A159003-101	A159003-101	1.989748845	1.135431353	2.094321586	0.52827264	2.224057397	1.535309021	0.762960047	1.096437761	1.32602805	0.798050911	1.399538554	0.701406424	1.672347017	1.553983373	1.806319974	1.073614851	2.627475501	1.980193922	1.489873238	2.463480389	0.864504941	1.269573994	2.239592284	2.105830974	1.228791611	1.22880089	1.43782844	0.735123902	1.466121574	0.542343402	0.880764996	0.970998422	1.641513132	1.07385824	0.742865411	0.892274441	0.811267018	0.901193266	0.685164763	0.778541799	0.540287402	1.078708536	0.228170417	1.020175117	0.88735694	1.355548035	0.439399099		1.633882001	1.845877772	1.357805899	2.013618627	1.79511008	1.463971756	0.816985275	1.131007849	1.261477448	1.534881191	1.098742598	1.361197196	1.054172908	1.080867581	1.471756841	0.770576577	0.817997516	0.797935663	1.135867926	1.066504537	0.777695222	0.876731195	0.533902359	0.610222065	0.208197206	0.759938939	0.561559703	0.994774787	0.288597987	1.24224966	1.110796285	1.3858711	0.596812219	0.839112259	0.334362544	0.590516785
MSTs	A160018-101	A160018-101								1.850105759						4.305359505				1.620506204			1.182727549		1.622701978		4.333495274								0.96837522							1.452159556										6.987802201																				1.581527867									1.235384019	3.297678819				
MSTs	A170001-101	A170001-101	0.265715674	0.142440112	0.240815252	0.098238667	0.417148669	0.454744911	0.302587809	0.381066973	0.463121707	0.3369413	0.586500189	0.257862087	0.610017259	0.941768681	1.176907616	0.787794875	1.288727025	0.663061683	0.307954039	0.899978509	0.374735873	0.306928246	0.620909883	0.486227827	0.480959611	0.334232344	0.475652244	0.243426987	0.584368012	0.318697207	0.441963471	0.527950037	1.192695262	0.737131303	0.858647254	0.914931593	0.55748691	2.08733775	0.941587773	0.908427926	0.613687804	0.731954002	0.260301122	1.123427661	0.378539435	0.624231343	0.270928782		0.900086187	1.062629932	0.4144834	0.493585033	0.418104621	0.479277007	0.565960772	0.396311324	0.751468018	1.283696089	0.665782603	0.299006796	0.460698422		0.639057595	0.497797675	1.16729525	1.337811692	1.907056561	2.658039801	1.65149234	1.15969866	0.605489996	1.556681411	0.400356878	1.509616331	0.446582005	0.693204477	0.240492761	0.931028167	1.115793703	1.138130797	0.545097636	0.775724562	0.447267408	0.81814814
MSTs	A171003-101	A171003-101	5.720846855	2.028293748	4.066800108	1.290398563	5.383131387	3.956770382	1.9911169	2.252047738	2.308258175	2.933937163	1.465657107	0.706721566	3.795367087	2.173432877	3.279103701	2.287148373	3.923980574	1.425812735	1.500324641	3.035777071	1.749287128	0.759021647	2.495902206	2.21265344	1.873195271	2.887241639	3.261705808	1.505425625	4.311472055	0.845526393	1.889332187	1.531912021	4.40033602	3.620645874	1.433139429	2.849013595	1.677822385	3.347196494	2.800642671	2.055287689	1.687213323	2.457143077	0.518529231	2.968271955	0.956470472	1.797466558	0.509220608	2.916791863	3.495000258	2.540388706	2.448163194	1.939072678	2.354878388	2.364906796	2.768670375	3.613434975	4.275120974	6.763090739	4.128314073	2.400001834	2.114486334		4.622036575	3.307798462	3.728606594	2.808230003	3.635228821	4.943885917	3.636834273	2.122677595	1.468130898	3.408461109	0.904912133	3.937164386	1.32202373	1.713636069	1.269755836	2.819329426	2.271496086	1.911817742	1.637721903	2.891371487	3.786648065	3.035208949
MSTs	A174001-101	A174001-101	0.755318613	0.437820462	0.716430905	0.239703532	0.862211639	0.421250322	0.223338649	0.273605342	0.198181511	0.312033219	0.333832871	0.165376778	0.388369204	0.414203724	0.495653954	0.299568027	0.636075153	0.385281847	0.384244051	0.703600446	0.199574156	0.402930499	0.558604703	0.521861655	0.516127661	0.515540463	0.534966468	0.272665932	0.49142341	0.211670323	0.273582276	0.230993163	0.429109914	0.254613424	0.324594763	0.227817682	0.145040946	0.245112213	0.193392581	0.203882762	0.124944114	0.282004905	0.082413511	0.283236512	0.181698441	0.288121437	0.120076506		0.299675392	0.424753418	0.288937704	0.57486066	0.36897238	0.298097788	0.449436169	0.422325022	0.496006447	0.722109006	0.441072029	0.185080406	0.206116347		0.268755604	0.251117574	0.252394877	0.164108733	0.216306567	0.299621368	0.258901751	0.253262024	0.168715364	0.230990787	0.095163216	0.281537366	0.163053642	0.208315573	0.107341934	0.234051695	0.251048313	0.441169875	0.177927704	0.219918193	0.173101905	0.25970882
MSTs	A175008-101	A175008-101	0.123617014		0.167552009			0.097937272	0.084543327							0.1203266	0.150034758	0.118004972	0.120352624		0.167626919	0.246248673		0.123988464	0.17090854	0.160140523	0.106801719		0.186185024				0.087834967	0.095084336	0.210503341	0.115710512		0.158778622					0.06976636			0.172503354	0.090067162	0.134429425	0.103047962		0.199431479	0.191886382	0.168460933	0.170976926	0.112907264		0.19399049		0.179732704															0.139201631										0.123986086		
MSTs	A176001-101	A176001-101	7.822375549	4.384924829	6.487186496	2.158560836	10.85987998	8.517609933	4.38548183	6.239761099	3.840402577	6.300575019	6.877053037	1.915652559	3.279255974	8.182400351	8.94429769	5.645301622	9.791592366	6.906177051	4.616776291	8.42664752	5.51947811	5.663530858	8.339874264	7.702523557	9.963763499	7.40519106	8.629264403	2.747201052	9.419739675	5.07155489	4.953564847	5.979657711	11.04635063	6.400825342	6.917754838	7.088515311	3.953022962	6.804887197	5.880644389	9.048442379	5.207482135	8.445539401	2.551732837	9.978266382	4.927803798	6.682044205	2.99214269	5.33497893	7.364149866	12.78807025	7.854411502	9.068032592	7.806058166	9.835617053	14.06806575	9.077953013	12.96286813	16.58454303	11.22304608	5.395977979	8.183928613		10.92065044	6.264803803	7.600061134	7.978614978	9.323482728	12.47510524	9.894803638	9.586057628	5.498211189	9.319392813	2.812830966	12.0200032	5.721840832	8.249668099	3.147248177	10.0662315	9.068839489	11.12859184	7.843255866	10.23083617	3.733719673	10.47131667
MSTs	A180002-101	A180002-101	4.496642833	2.339278589	3.436732432	2.799840021	5.771654315	4.939565963	4.011753567	4.738284518	4.498155922	1.762800614	0.813894358	11.94715454	0.281966022	6.89313962	8.752077164	2.596235484	4.901587167	3.619527125		2.933148401	2.278538009	0.575938546	3.407017336	0.543537923	2.696450783	2.896691229	2.617075657	3.888710274	1.243352621	0.337211435	0.366650128	1.623670534	0.927651195	0.388740576	5.741000776		3.531152507	2.431790693	0.931145332	5.438780157	1.09420151	6.650723145	8.036100361	0.510298764	2.203575963	5.242334662	2.339345354		0.466447228	4.672950322	0.527952906	1.099011354	5.064461206	5.759819122	4.433259592	4.836075195	3.623491243	8.440587076	2.864597779	8.874891968	7.306151035	3.850370097	2.157230372	0.756627041	0.781874487	17.34316405	5.171224271	0.585236185	0.469612873	6.002408282	2.922705621	7.723316432	5.205154331	6.414240821	6.507657617	3.798586586	5.276525568	4.305846043	1.203664398	4.035770872	7.961778642	5.063880476	2.394973101	4.964764779
MSTs	A181004-101	A181004-101	4.627724393			3.557426828	5.977912139	4.995280907	4.101625059	5.954505931	4.852589295			8.932144829		5.782864547	7.102711874		5.322143981	5.0579136							6.278009186		5.893427356	3.373490881	5.273371953		3.723549621	3.981307849	5.973401494		8.396324662		5.26690984			4.903163081		5.849877291	4.808042572	4.823737787	3.315433628	6.47227279				5.225976679	4.476286892		5.328262638	6.561519529		5.570451514				6.305284396	5.115234093		3.951594238			19.13055007	6.268270437			4.936351471	4.104442509	6.067664693	3.996814738	6.612702689	5.109918251	4.393923796	4.38369417	3.988531977		5.864571028	5.928948765	4.829839418		6.109567151
MSTs	A182009-101	A182009-101	89.24684938	148.3594059			108.086399		155.2184886	258.4724203	165.2494691					212.4536212	96.81463457	122.2335988		223.2317218		127.0889247			128.832895		115.9395602										246.3907396					268.3039175		79.90025635			134.2069256	219.2187899				168.089449			267.1989949		111.0652608	104.1749752	108.0935674				109.9002998		97.05031735			208.0110268	147.374735			343.5673453	165.1094905	151.6010364			271.5638476			191.8706855		230.5670167		177.3645707	178.3994239	
MSTs	A192014-101	A192014-101							0.214045051																									0.1751559					0.206332006											0.292815658		0.26858477	0.198416196									0.225293077										0.23692793														
MSTs	A196004-101	A196004-101	7.123130259	2.602593228	6.613098573	2.201299395	6.365480105	8.351509465	5.229256416	5.775141496	9.429595779	5.728524357	9.072277298	5.233077475	7.366503512	7.267700359	10.56181961	5.955157079	7.126071451	15.41533633	13.54634624	9.026326533	6.437919242	6.064894809	10.65858758	7.749773938	3.888505392	4.042311534	4.138152618	2.719923888	2.895319876	3.30057284	4.917361482	3.578774484	7.201413081	3.658768385	4.485982013	9.031054399	6.934966633	8.778741954	5.357610609	6.262999364	3.501595369	6.952338665	1.95128833	4.210469289	5.59267551	11.61526828	3.954410526	0.381464273	11.63850587	7.213568717	9.23482692	8.29082019	8.96861373	8.570793379	4.604402818	5.073515942	5.434969498	8.31025756	4.884964756	11.08466826	4.93751698		10.76879364	5.673031933	12.90470058	18.4219408	14.14038175	20.48968134	12.15085142	10.73862452	4.209868841	9.364416546	4.249022144	9.567040709	7.299164845	8.482306483	5.959652318	10.62788596	6.052743944	7.523453769	6.321074985	6.027899812	2.833916075	5.899888068
MSTs	A197003-101	A197003-101	4.934145536	7.373740107	5.730655613	9.146346316	6.113100116	4.216939711	7.235403134	6.072944125	8.64090985	5.957241898	3.622486443	10.74316099	2.631097888	5.383586618	4.90925891	5.219813548	6.253606865	5.210446124	1.811103825	6.49376735	4.896524764	8.476529218	6.381017066	3.992470647	3.501020926	4.105754431	3.976951507	9.900152719	3.595959396	3.235398106	2.325898793	7.600650675	3.588543433	2.202298913	5.275108169	1.320264881	8.825911173	7.091211081	4.043629804	5.095593844	3.125593221	3.940642674	10.52803869	3.415219431	3.353449952	4.41199147	8.162431344	1.946165751	3.133138673	5.070000406	2.442745827	3.391743956	6.531647749	5.322510271	4.654822822	4.890721838	3.830237053	12.65286982	5.034215974	4.385527268	5.41504029	26.19384232	8.02720506	4.868625551	2.77550788	5.506716176	3.483351902	4.157199398	1.882975035	4.47234939	6.489154094	4.438623546	11.00180921	6.427169808	3.149507364	3.266596935	11.01075657	7.354199364	4.247450815	3.549280687	5.543604536	9.635156344	6.709867486	5.395158239
MSTs	A201002-101	A201002-101	6.985634935	4.481174185	6.505913964	3.246421533	8.718850747	7.575468032	6.069390738	8.437406074	8.062076435	5.820369601	6.886877893	7.225649472	5.352170176	7.854447395	9.646397434	6.065676083	8.504469606	8.680304324	7.678253523	8.689428409	6.585179291	5.665954073	8.682443395	7.610195707	10.27628603	9.393822382	10.52623055	9.601896567	10.08100683	6.068368732	8.069773125	9.303952484	11.17820277	10.80090913	6.486623191	11.07185769	11.16836272	8.946643702	9.149956973	7.089439275	4.925479162	9.48101564	5.795246546	8.179948017	5.632901176	10.09481187	9.292888884	9.663787105	13.4872214	10.26982021	7.56825508	8.004192703	6.300875691	8.027916636	5.250481212	4.955223027	5.987439161	9.061468537	5.669003345	9.737365911	5.918473605	4.959010947	9.617166721	5.683544028	8.523156394	9.581186843	9.169027538	13.3131921	7.478970789	5.609135073	3.690864669	6.463192137	3.886796413	7.897232063	4.59619534	5.741704712	5.56154124	7.705537213	6.472199306	7.639060373	4.65695711	5.238002169	3.195541619	4.766257253
