Class	Name	MPIMP-ID	Spikelet-Control -Flowering-N22	Spikelet-Control -Flowering-N22	Spikelet-Control -Flowering-N22	Spikelet-Control -Flowering-N22	Spikelet-Control -Flowering-N22	Spikelet-Heat & Drought-EGF Start of stress-N22	Spikelet-Heat & Drought-EGF Start of stress-N22	Spikelet-Heat & Drought-EGF Start of stress-N22	Spikelet-Heat & Drought-EGF Start of stress-N22	Spikelet-Heat & Drought-EGF Start of stress-N22	Spikelet-Heat & Drought-FL End of stress-N22	Spikelet-Heat & Drought-FL End of stress-N22	Spikelet-Heat & Drought-FL End of stress-N22	Spikelet-Heat & Drought-FL 12h Rewatering-N22	Spikelet-Heat & Drought-FL 12h Rewatering-N22	Spikelet-Heat & Drought-FL 12h Rewatering-N22	Spikelet-Heat & Drought-FL 12h Rewatering-N22	Spikelet-Heat & Drought-FL 36h Rewatering-N22	Spikelet-Heat & Drought-FL 36h Rewatering-N22	Spikelet-Heat & Drought-FL 36h Rewatering-N22	Spikelet-Heat & Drought-FL 36h Rewatering-N22	Spikelet-Heat & Drought-FL 60h Rewatering-N22	Spikelet-Heat & Drought-FL 60h Rewatering-N22	Spikelet-Heat & Drought-FL 60h Rewatering-N22	Spikelet-Control -Flowering-Dular	Spikelet-Control -Flowering-Dular	Spikelet-Control -Flowering-Dular	Spikelet-Control -Flowering-Dular	Spikelet-Control -Flowering-Dular	Spikelet-Heat & Drought-EGF Start of stress-Dular	Spikelet-Heat & Drought-EGF Start of stress-Dular	Spikelet-Heat & Drought-EGF Start of stress-Dular	Spikelet-Heat & Drought-EGF Start of stress-Dular	Spikelet-Heat & Drought-EGF Start of stress-Dular	Spikelet-Heat & Drought-FL End of stress-Dular	Spikelet-Heat & Drought-FL End of stress-Dular	Spikelet-Heat & Drought-FL End of stress-Dular	Spikelet-Heat & Drought-FL End of stress-Dular	Spikelet-Heat & Drought-FL End of stress-Dular	Spikelet-Heat & Drought-FL 12h Rewatering-Dular	Spikelet-Heat & Drought-FL 12h Rewatering-Dular	Spikelet-Heat & Drought-FL 12h Rewatering-Dular	Spikelet-Heat & Drought-FL 12h Rewatering-Dular	Spikelet-Heat & Drought-FL 12h Rewatering-Dular	Spikelet-Heat & Drought-FL 36h Rewatering-Dular	Spikelet-Heat & Drought-FL 36h Rewatering-Dular	Spikelet-Heat & Drought-FL 36h Rewatering-Dular	Spikelet-Heat & Drought-FL 36h Rewatering-Dular	Spikelet-Heat & Drought-FL 36h Rewatering-Dular	Spikelet-Heat & Drought-FL 60h Rewatering-Dular	Spikelet-Heat & Drought-FL 60h Rewatering-Dular	Spikelet-Heat & Drought-FL 60h Rewatering-Dular	Spikelet-Heat & Drought-FL 60h Rewatering-Dular	Spikelet-Heat & Drought-FL 60h Rewatering-Dular	Spikelet-Control -Flowering-Anjali	Spikelet-Control -Flowering-Anjali	Spikelet-Control -Flowering-Anjali	Spikelet-Control -Flowering-Anjali	Spikelet-Control -Flowering-Anjali	Spikelet-Heat & Drought-EGF Start of stress-Anjali	Spikelet-Heat & Drought-EGF Start of stress-Anjali	Spikelet-Heat & Drought-EGF Start of stress-Anjali	Spikelet-Heat & Drought-EGF Start of stress-Anjali	Spikelet-Heat & Drought-EGF Start of stress-Anjali	Spikelet-Heat & Drought-FL End of stress-Anjali	Spikelet-Heat & Drought-FL End of stress-Anjali	Spikelet-Heat & Drought-FL End of stress-Anjali	Spikelet-Heat & Drought-FL End of stress-Anjali	Spikelet-Heat & Drought-FL End of stress-Anjali	Spikelet-Heat & Drought-FL 12h Rewatering-Anjali	Spikelet-Heat & Drought-FL 12h Rewatering-Anjali	Spikelet-Heat & Drought-FL 12h Rewatering-Anjali	Spikelet-Heat & Drought-FL 12h Rewatering-Anjali	Spikelet-Heat & Drought-FL 12h Rewatering-Anjali	Spikelet-Heat & Drought-FL 36h Rewatering-Anjali	Spikelet-Heat & Drought-FL 36h Rewatering-Anjali	Spikelet-Heat & Drought-FL 36h Rewatering-Anjali	Spikelet-Heat & Drought-FL 36h Rewatering-Anjali	Spikelet-Heat & Drought-FL 36h Rewatering-Anjali	Spikelet-Heat & Drought-FL 60h Rewatering-Anjali	Spikelet-Heat & Drought-FL 60h Rewatering-Anjali	Spikelet-Heat & Drought-FL 60h Rewatering-Anjali	Spikelet-Heat & Drought-FL 60h Rewatering-Anjali	Spikelet-Heat & Drought-FL 60h Rewatering-Anjali
Alcohols	Coniferylalcohol, trans-	A194005-101	8.783300605		10.03862172		12.42053949																			7.914825758			6.537910405		8.022416707		5.958705211	5.432287739	8.366001754				7.494141121		7.895337402					7.67175974					10.43696189	8.454422288	8.557916828	6.794719395			12.82818938	11.81029145	14.0197323	23.03384493	14.60602578		10.40807077		12.09316543				10.40640453	19.97963058	12.90155888			9.460927625	7.413713423			6.778425356	5.384078527	10.34660554		9.989335182	6.095494541	7.010630627		8.475780955
Amino Acids	Alanine, 3-cyano-	A138005-101	4.190227239	5.394685274	3.748799196	1.970321988	6.381808315	7.364963505	7.084057731	11.22949335	6.782598729	4.352074993	4.183924316	2.019599899	3.188498108	7.491555617	9.62530684	5.68180304	10.47602391	2.684746669	1.529942113	3.522444282	5.250773955	3.58390454	4.061673162	3.325485628	8.305417252	3.877596409	3.985281747	3.978865279	3.730974436	3.709537574	3.501586419	3.020257709	3.540800229	2.978172314	4.934646521	2.763345138	2.01265701	1.299864524	3.244199543	3.1679392	2.989037593	1.871753492	1.248005514	3.572206071	1.559411649	2.124566612	1.057134814	0.328692088	2.481460285	3.739736292	3.266344508	2.356242607	2.50979877	6.489112123	7.932034928	6.632782884	14.02969217	13.06870441	7.971591511	12.47335305	11.61940394		9.150032699	4.281549411	9.993111131	8.798984007	14.82191177	13.53369783	8.284761784	4.797743762	7.672619783	8.906797688	7.047947528	9.720245457	12.84019026	4.120382607	3.943033926	5.189352243	10.16438791	9.574539413	6.888854353	9.185431158		8.534053685
Amino Acids	Asparagine	A161004-101	5.208935875	1.341948253	4.0942526	1.030031809	6.253768268	3.152579414	2.08084988	3.427064128	5.549254066	3.090757965	1.740684304	0.708070459	2.666344956	3.063480064	8.000446344	2.398172907	5.138744077	0.699830135	0.816020597	3.4947754	3.123469386	0.670870773	3.977212309	1.50851358	1.980756613	2.906763832	4.795303689	2.062267162	3.623927021	1.677366935	1.421975758	0.790904866	6.55008921	2.50986186	1.56384443	1.392017083	0.974136946	2.500633329	2.117752676	2.329836985	0.922889149	1.887807844	0.582422716	3.052226921	0.311246417	1.243813762	0.627699598		2.604932193	0.36311343	1.235021561	1.2362948	2.761932802	2.989186452	12.31023844	8.228949639	14.22413869	26.71037623	11.04642485	4.666800532	8.991942175		12.6715927	4.141191637	4.921863455	5.956852757	9.714423995	14.05556222	8.671524203	0.788674486	3.373064397	12.11085458	2.705794686	13.53244594	3.21773651	2.34165658	1.327707168	6.703494781	6.622725198	4.773281091	4.037500099	6.955357452	4.111009396	8.759938136
Amino Acids	Aspartic acid	A152002-101	4.113061806	5.573689737	7.248379101	6.894478572	5.672952457	5.3412947	5.135960241	4.478821773	6.149294708	6.494956274	4.813243692	7.256855008	5.071803382	4.609970173	5.823463788	5.092454829	6.397794173	3.974677263	3.95220229	7.325506654	6.214673328	6.47309287	4.723419018	5.602969111	2.950576788	3.979056869	5.190669352	7.745719224	6.284736482	6.309185521	4.626798987	6.759503945	5.622342775	5.136204056	4.585759912	5.968155685	6.023371201	9.184649891	5.79948073	5.904483001	4.443702359	4.610611804	6.93939879	6.030294618	4.808380606	4.826225915	7.317957364	5.568493277	7.46525372	3.884685185	4.278189942	4.578967744	4.472305565	6.264446005	4.555517354	7.167036124	5.566446977	19.9977287	4.438004504	4.842509773	4.561466378	20.2111052	5.292360475	7.078387259	5.568803176	4.820383718	4.678937416	6.105092256	5.223615926	3.793627899	5.08442564	6.821804246	7.172293482	4.658575288	5.047479657	5.113797304	8.133593409	5.158857021	5.674380227	3.065168699	5.427738564	5.308982569	6.740868181	6.041332332
Amino Acids	Butanoic acid, 2-amino-	A117002-101	0.641776664	0.806280517	2.207852956	0.53077569	2.400282864	2.877596737	1.37622269	2.03990459	1.335955939	1.727120795	1.732225346	0.724340922	1.641617883	2.331177718	3.701301862	2.138416204	3.130166963	1.093184455	1.418455445	2.62008248	2.464747019	1.139199672	2.273284948	2.626057387	1.652448009	1.035622174	1.06097214	0.52443099	1.951870937	0.55328415	0.746801637	0.703109496	2.580700046	1.36390207	1.250791927	2.261917991	0.977811113	1.161039066	2.636544728	0.493722276	0.298206059	1.419666496	0.473739408	1.509287614	0.369133882	1.367020827	0.424602047		2.036740451	2.111563485	1.68342397	1.429308708	2.070653885	2.025296585	1.141699662	1.463552097	1.449008298	1.055804634	1.619253949	0.578599775	1.214559223		1.27983811	1.209750885	0.547211733	2.528872167	2.637849702	2.718853121	2.336351798	1.324132817	0.391993296	2.137377892	0.425610853	2.263723516	0.444723664	0.831927066	0.369496841	1.62917977	1.42614387	2.135040627	1.00759361	1.156118514	1.536503958	1.734182404
Amino Acids	Butanoic acid, 4-amino-	A153003-101		149.0212843			96.6533363		162.0648894	174.4178245	117.3645996	122.1975193				155.1265963		110.1940804		279.3834688	237.5710201	95.85185561		104.0071333	124.4027556		97.69971357					136.2299553		98.7438625	93.64689837		97.44533375					172.1066385	100.0305344	100.9250343			112.0832949	290.6566045				95.21801775			114.5326212			93.03940382					112.2679033		173.2786942	105.4470778	94.06720865	102.6888898	188.7974348			246.031325	156.3754801	83.44135534			198.8992118			138.8678655		336.0880133			130.9249346	
Amino Acids	Butyro-1,4-lactam	A114004-101			6.678200698			7.213637898		6.672713957			5.974021924			8.033327052	8.523131945	5.020458072	8.333525911	6.630377124	8.670953216	7.400464085	7.923830568	3.912586805	7.686786748	7.348784265	8.789026418	6.445292577	5.357375689		8.414809309				7.924078331	4.378530961	9.854974627	8.026070419	3.371142686		5.622411688	7.389497965		7.816977464		6.748351572	4.805250061	9.957654169			11.24371552	14.66678784	9.21253482	8.943768863	10.6637154	13.11239884		4.255529662					2.928110551		5.3527009			8.113103946	5.553631356	8.754602116	6.670279645	4.569197632		7.148373979			5.271344159	5.648776533		6.762360011	5.590056202	9.04517296	3.530518997		6.981662669	5.888903326
Amino Acids	Caproic acid, 6-amino-	A174006-101			0.141243447		0.837448191	0.879002417	0.081636357						0.207893878	1.133548908			0.767218859			0.727591885			1.146925255	0.107960113	0.139641063	9.740704364	0.681735311	0.314722468	0.46739469		0.302145428		2.894288171	1.698853861										0.418296532			0.097802983		0.625858373	1.472737797	1.181644753	0.129424134					1.156206309	1.752074537			0.528877091		1.499057698				0.463394064			0.702429906		0.805042798		0.746151484		0.41441627				2.658987123				
Amino Acids	Glutamic acid	A163001-101	12.54537714	11.53407659	13.7435257	5.946726296	8.018225841	12.7270512	12.23911473	6.278659078	6.36830108	9.445201862	13.66499659	6.242245504	8.396026126	11.56735005	14.24219749	11.77225698	7.341244151	13.33462505	13.53769645	7.59272693	7.376490891	10.83238367	8.764010408	7.383643005	10.60245596	13.97399274	6.135851472	5.0544566	8.156574325	13.34097468	10.31369099	9.64714649	6.441171038	6.551596714	15.94066183	13.6879827	6.489854571	10.75242981	7.196232948	11.91977895	9.958502251	14.16388786	5.796091039	7.414700364	8.65308654	13.45009071	5.793326098	0.009251017	8.905416408	12.045772	11.51368591	11.34284047	7.389183976	7.355213677	13.68920016	12.87291196	13.10265221	17.4280739	9.792938852	12.73477028	10.78117254	40.09502621	6.323273497	11.63465303	10.64540808	14.26743125	13.06584203	12.91011995	9.977758102	11.90857461	10.4929786	14.11063377	5.719531647	8.605573859	12.47880391	10.02918315	6.100880067	8.502118067	7.124255673	11.84230462	11.99187716	12.79505237	8.664970429	7.899347374
Amino Acids	Glutamine	A178001-101	8.911490038	6.930473633	11.26272652	8.707994384	9.051315747	6.899313982	6.499194182	5.372412951	8.140195758	9.946597281	6.918445164	8.749085182	7.77547977	5.986947234	8.587444561	6.256914742	8.097966084	5.970821336	6.889936609	8.058097563	5.184690181	2.554679138	7.155800585	5.974057736	4.585512728	9.393111244	7.179910964	10.07942656	7.230040354	5.696304683	6.870662706	8.782635332	8.895283612	6.319954906	4.673655134	9.986758731	7.468560346	10.88887939	6.490368162	5.030981818	5.077290771	6.956767822	7.641827726	7.143901443	4.308349335	7.338184309	9.029728693	7.039096029	8.932877188	4.781300538	6.041444903	6.06191767	6.278954896	5.45100711	6.196384137	10.52099085	8.717145352	25.45019103	7.07034716	9.872145549	6.009517914	5.249636448	7.824877037	15.60753034	7.749918215	7.621448315	6.419627648	9.066316038	6.438916304	5.951104012	5.183066732	7.031551765	7.701575471	6.603875622	4.52775377	4.770529044	7.420748088	6.420585633	5.339257793	4.573378407	5.38689342	7.578881936	9.138687915	5.888275686
Amino Acids	Glycine	A133001-101	2.660782703	8.068040822	3.443976059	4.539454398	7.250177007	6.917772478	7.21573265	5.051914974	6.181179936	7.298958251	5.954103203	5.941686699	6.487801573	6.334787917	7.323075657	5.506305118	7.346461173	3.320333397	2.615315529	4.49612796	4.196123234	6.855409944	3.467981259	5.115530602	1.648938453	4.068296102	3.55453871	3.806631012	5.434497658	5.779976151	4.726905712	7.702860814	2.469997034	4.032097768	5.244408065	4.844994874	5.043270541	6.329944436	5.485534376	3.263680097	4.514813921	4.124906388	3.781671444	4.110909874	5.609389715	5.17943057	5.162779034	3.108549447	4.867372152	4.652835776	3.946923445	3.208739858	5.778254877	5.021765948	4.514410185	4.269591834	4.64358941	19.29012492	7.341080096	5.524225412	5.583519938	39.85479803	4.973923476	8.147795069	2.858781442	7.793518752	6.442431676	8.821889119	6.545365884	2.87582171	6.242683311	4.695173666	4.580938646	7.130278102	7.83014911	4.253954464	5.294205872	5.205916557	4.643724995	4.292088128	3.714229215	7.506215552	4.220363682	4.0222512
Amino Acids	Isoleucine	A132002-101	2.36410653	1.40627218	3.354086116	0.988000341	3.331342632	2.398594319	1.876284359	2.367634014	2.19644503	2.253354446	2.282273188	0.970090654	2.856663784	3.753651768	5.460783846	3.07598076	4.053225206	1.750778699	0.678080461	2.413558419	2.478887482	0.908601521	1.980758437	1.773961691	2.575733902	1.760667668	1.761462589	0.896172206	2.235033761	1.183912736	1.053944721	1.27120821	2.519273725	1.644772266	3.547199046	3.451752736	1.837354818	4.140041276	3.427792602	2.887759309	2.306415923	3.065367004	1.217902638	3.270203802	1.090046877	1.959572047	0.618771148	0.12168355	2.404026525	2.42623069	1.75553238	1.699000191	2.304292797	2.456372958	2.400355168	3.009884866	3.177788686	2.447585163	2.76433334	3.787012647	3.404049242	6.025365609	3.916286244	4.547685924	3.994339588	6.678618062	8.059881416	8.345143063	4.975592223	4.271693323	1.36544128	3.787332907	1.314552701	5.585188469	2.513913358	1.461635394	0.600993528	3.072773052	3.001712107	2.975904774	2.366814548	2.318220436	2.071788823	2.861780734
Amino Acids	Leucine	A118001-101	0.183094518	0.056074481	0.278760668	0.081273204	0.121742989	0.40268259	0.091662272	0.152968588	0.046037911	0.108931638	0.185107736	0.050477683	0.152110069	0.732984426	0.412946671	0.20200576	0.178020299	0.322129248	0.17954821	0.149683421	0.151051102	0.078419044	0.115735542	0.137819619	0.399344038	0.235611945	0.079490653	0.032495832	0.104095911		0.051725295	0.06513127	0.141620401	0.073765968	0.457180359	0.317195647	0.066380384	0.104135308	0.167084492	0.609483897	0.087859949	0.174514956	0.066568043	0.155031348	0.187795163	0.201703506	0.043677594		0.201032918	1.253450022	0.19627268	0.190315151	0.168561622	0.280905151	0.652278387	0.293841181	0.63867057	0.151922885	0.137164132	0.196298624	0.148712331		0.128368328	0.130815143	0.213536486	0.441955246	0.388211422	0.297668772	0.350323269	0.345701394	0.074937994	0.264655936	0.050541153	0.121247457	0.23099568	0.110828525		0.110036056	0.090219232	0.515441164	0.127008664	0.21411306	0.245105023	0.083359574
Amino Acids	Lysine	A192003-101				1.728180973	1.496747329		2.01468782	1.755753612	5.68466565			3.053281588		3.605006237	5.686527066	1.465543239	2.034491146	5.610565545		1.22846338	3.345616547	2.799874538			2.002990092		1.184168872				1.610215357						3.304695198		2.11555028				2.297626406	2.321350956			1.61130607	1.978835492		1.806495173			1.080390376	1.118069817		2.532950468		5.070573066		4.870008382	2.517195474		5.638459302		3.016140428	7.66768286	6.530996728	6.169976076	6.486040149	4.768626896	2.800692437	5.408499176	5.338591419	6.610383597	1.939692441	2.77210621	3.248816947	5.235725851	3.291041185	1.955351064	2.633966108	1.949345634	4.04845454	2.754259336
Amino Acids	N-Carboxyglycine	A147006-101	1.574224459	0.866973341	1.510555401	0.62498526	2.160623625	2.369714425	1.278463862	1.529932976	1.504780684	1.423713741	1.552890401	0.791378179	1.056494457	3.912249118	2.162155425	1.516153865	2.66695376	2.768757119	3.00448726	2.477799788	1.508737463	1.395347136	1.912513581	2.008141214	3.03364949	1.956033815	2.106487296	1.012857331	2.897501926	1.513313942	1.310529347	1.248292129	3.839297004	2.765667502	2.124211512	1.610965218	1.270530252		2.133017991	1.532042744	0.910128062	1.965017274	0.518650364	2.425484183	1.380097028	2.409505985	0.630257174		3.332217571	5.549186676	1.894116193	1.998435356	1.376847085	1.658258034	1.57716363	1.247117217	2.773084502	2.636352322	3.279913917	1.364987395	1.81576733		2.099300848		1.3209404	1.767224964	2.659292087	3.119492053	2.85597748	3.52690161	0.907643907	1.751229042	0.56629667	2.237793373	1.856843851	1.678572867	0.5421878	1.388877776	1.967715981	2.619983459	1.109525699	2.209167765		1.651079125
Amino Acids	Ornithine	A162001-101	2.370727634	1.05079443	2.579519744	1.316259898	8.489878048	2.286212892	1.519676553	2.589143867	4.796021265	2.413770584	1.49274952	1.07296353	3.460559961	2.300695907	7.064764197	1.815535414	4.151701814	1.238178763	1.713255516	4.867809984	1.33662184	1.137534134	1.782731312	1.046724521	1.33482958	1.76850622	2.939315063	1.310647766	2.854207441		1.012343786	1.030340562	5.589652189	1.328305582	2.416815535	1.172597288	1.170868945	1.985958471	2.013232386	1.330758976	0.90842329	1.621154959		1.791638935	0.953286892	1.555809179	0.629472729	16.88756198	2.419308468	1.747518135	0.997114169		2.067617864	2.668268932	3.562286196	6.209897536	4.034125948	8.646387899	4.78299137	4.458109298	5.699380689		10.55045618	3.21474267	2.345287453	4.203183286	4.237624019	6.614161731	3.917860791	2.447710385	1.280782353	3.337492954	1.520655773	8.137558104	1.642614331	1.282539955	0.770831365	3.226920153	2.936976068	1.899584581	1.694103664	1.963359205		1.854044504
Amino Acids	Phenylalanine	A164001-101	3.748048484	1.668600828	3.255291992	0.920276496	4.388646799	4.145439855	3.078489855	4.309368975	5.032030408	3.781660667	2.592932737	1.397760886	3.900678966	4.351324777	7.328023948	3.818732397	5.3874804	1.999279766	1.59573907	4.862854753	4.16672124	1.644758419	4.031809104	3.261991823	3.013858559	2.112860305	2.725384644	1.397389807	3.377015114	1.89315059	2.039090497	1.527840442	4.317552799	2.749937534	4.578019347	3.090848957	3.553881047	5.626020589	4.324023186	4.196631855	2.089593921	4.223755125	1.540749469	4.339943232	1.734822665	3.667074192	1.487366553		5.20580684	2.234044972	2.977376277	2.546445162	4.095303105	4.6683467	4.479474938	3.240907779	4.634906002	7.531875321	4.489087254	3.218405393	3.753144625	3.44730759	5.295957378	5.329918193	5.190802112	6.563339054	8.164266992	10.89404436	6.313770646	1.516647123	2.705797472	5.724851396	2.386651504	8.335379987	9.514376199	4.626373903	3.807168002	11.04163482	8.107794864	7.146543687	5.011469849	5.506888929	3.277729693	5.486074749
Amino Acids	Proline	A132003-101	18.62309211	110.2489065	34.43518884	3.783977766	39.14363974	3.545930038	127.151588	145.690208	56.94044311	76.80611178	3.39255219	2.484736571	23.0811625	94.00527613	65.5582907	137.4559436	0.997015552		93.54715932	38.25185583	13.45200612	94.61012706	72.93584825	10.10947158	31.04074428	40.36153783	30.28036384	4.276155986	0.719638863	57.1455494	3.454851315	117.9721769	76.04411738	8.246932029	24.89375714	4.475692348	7.167143844	24.92163598	1.574835659	28.22625048	164.1277176	144.3891566	16.32811615	9.332860696	186.8214888	199.5610155	2.570770793	42.2026273	3.488234792	18.68884785	5.035525144	2.627480284	143.5225655	2.168497371		46.42194895	51.68553831	1.342789833	0.662325803	2.168477206	88.18332902	1.899009835	58.31262587	48.38882002	95.61897461	42.69866512	153.4938207	3.701402804	1.462288818	6.124828536	183.6593117	59.37093215	20.49391218	12.35185399	115.5076082	34.12921548	1.819899562	45.45039439	7.229329325	32.35269007	7.77529388	77.26902777	53.90894096	7.049090882
Amino Acids	Serine	A138001-101	8.657210139	9.5885378	13.75000559	6.775911469	8.038704899	10.45926642	10.46957802	6.878970221	7.064920318	9.955863802	11.54090316	7.158234402	8.552594101	10.81534286	13.04647586	10.73874506	8.227170545	10.28558633	9.805272442	8.901379116	7.974094603	11.43618224	8.697846775	7.964470944	8.757849213	11.07357244	6.493194035	6.215054002	8.252976723	11.38538622	9.216312408	11.10834823	7.293818015	6.976187614	13.47176502	13.78591984	7.093416626	12.69545048	7.797282815	11.26307533	8.546909891	13.05985182	6.758262459	7.465302637	9.304376913	12.03168902	6.844006923	8.834187429	9.918214678	10.50960426	9.905284274	9.689794483	7.949413601	7.798116163	8.483895652	12.99069181	11.61682525	14.47616257	9.640856047	11.3899815	9.262425123	27.7546426	6.786883642	12.89772776	9.822131323	12.68110211	11.10225619	10.77477622	9.358875356	11.87766522	9.107148941	13.24995776	6.788970059	8.192403	14.67196674	8.952899	7.220966532	8.708918877	7.566327685	8.992517347	10.63000536	11.30612402	10.61489812	8.294163526
Amino Acids	Serine, O-acetyl-	A141001-101																																	2.219711876	2.333192436										2.273914654		2.527571928				5.543792054		2.178208174																																
Amino Acids	Threonine	A140001-101	7.473006585	5.403284953	8.456234802	5.49727439	6.714856735	7.971486744	7.282162443	5.519919938	6.931222934	5.881218397	7.176192547	6.361405368	6.012878507	8.48175669	9.085749416	6.947530053	6.413476845	5.919283111	5.350005824	6.069986921	6.499209637	3.904314155	5.303634789	6.13358268	4.984157515	6.147960992	6.024836287	5.425386058	6.257899879	5.237498791	5.034471551	5.854523438	6.108992517	5.873278467	7.564121801	7.965632341	7.053710523	7.784382085	6.770946476	6.625781448	4.314599673	8.08228425	6.13731599	6.564295262	5.207534129	7.60104021	5.393302776		7.419763171	6.745970554	6.159406061	6.787493866	5.746418957	6.320312751	5.101540355	7.656244386	8.995051584	10.02341275	6.30497118	9.779715436	8.26406399	8.608747469	7.344011509	7.104458925	10.11543582	11.19965751	10.98024418	12.49925758	8.59766547	7.927851622	6.173125843	8.569903126	6.824175108	7.778017309	9.93122363	5.108688337	5.90792746	6.550840779	6.712530385	6.823247472	5.769284942	6.046573592	7.826531456	6.831472867
Amino Acids	Tyrosine	A194002-101	1.51688037	0.600694323	1.843793412	1.110438205	2.66493605	1.180595464	1.36382993	1.820014787	4.27724059	1.292625848	1.005493695	1.133428465	1.589827428	1.173491938	2.057580832	1.042011791	1.977316819	0.7416113	0.552459235	2.071757814	1.757965884	0.889114129	2.623870127	1.87124128	1.24748331	1.165684665	1.65153011	1.537367474	1.374880395	0.592439751	1.349658684	0.866708543	2.955277854	1.369918739	0.689416696	1.363072243	1.612939509	1.883945703	1.794332218	0.511316042	0.482319406	1.264925597	0.633823801	1.598592941	0.387146787	1.255216188	0.718664825		2.452985635	1.412635362	1.553338254	1.717337847	2.3640244	2.859977855	0.929708095	2.389113827	2.49072983	5.988738988	2.175913719	3.342081719	2.877959932		6.846952124	2.087142599	3.13586247	4.806012045	4.638268352	8.707016461	3.67194988	2.331178137	0.793774263	2.951542066	1.644641515	4.135075492	2.310797551	2.009022436	2.389697267	4.546904124	4.126975599	3.590205616	3.001650694	2.511436983	2.564119572	3.507032055
Amino Acids	Valine	A122001-101	6.696809333	4.268445951	11.15662003	4.022266152	9.390869028	7.546836471	4.087821855	6.353372082	8.819813588	5.28623148	7.029703479	7.044752483	6.493654945	9.860212952	8.48964136	6.763609814	8.761501659	4.085447345	3.167338211	5.97229563	8.877685725	3.262262943	5.869147917	7.134837528	7.290374627	4.744617068	8.190556668	5.665608009	8.124093345	4.477461329	4.344072225	4.240819491	6.360740647	6.482929492	7.867421156	11.29574679	9.306591052	8.5507314	8.670645281	5.82156283	4.846662651	8.726822321	7.546023678	10.59691734	1.966790402	6.287125275	2.888061638	0.907330071	7.800178746	6.822942226	5.447218258	6.204919052	6.580086063	6.666584069	7.61828122	11.48565183	8.911596359	12.29940245	8.087323076	10.11884034	6.581747993	6.07741342	9.273424249	9.476773199	6.209590521	10.88533994	10.86913164	13.91036608	11.72260941	8.024290803	3.695288594	8.905063931	7.734562538	10.68089323	3.734515113	3.905027259	2.871641038	6.741556787	7.82194273	8.065314882	6.320321022	4.047195831	3.975898614	9.575780209
Fatty Acids	Hexadecanoic acid	A205001-101	7.742576016	3.70485728	8.747926486	2.390850305	9.19707135	7.038102721	5.860116864	8.31036224	4.998421089	7.074188437	8.089683654	4.327222575	3.289910787	6.407731069	7.562077969	6.113429535	8.745683482	6.394998882	4.402286235	6.321072048	5.621354069	5.048826535	7.02544465	6.670572105	7.696359197	7.381703615	5.954058443	2.580636317	5.399601008	3.468667396	4.670483456	4.413083772	5.987694745	5.908733093	3.41920852	8.394489353	5.656915687	4.376357461	4.604176291	5.251905959	3.887914321	8.890025144	2.25458713	5.733585017	5.058694694	8.059779439	3.291476432	0.241939668	8.211289062	6.815758225	6.426651405	8.046888163	4.232138466	8.813943582	7.081870448	6.164909902	9.512997829	8.150879989	8.219479599	7.784368598	5.522213084	3.822712646	5.179802749	6.225890298	9.917795059	7.868337713	9.942521025	6.272266126	7.386289502	6.154748587	3.897933006	9.693841374	2.636654105	10.4090741	5.020079796	6.062688203	2.913604751	5.693146246	5.144396264	5.164057724	5.523286242	6.917025399	3.997788754	7.375280526
Fatty Acids	Octadecanoic acid	A225002-101	7.992153007	3.736471129	8.733587221	1.968527754	9.370477722	7.166864244	5.961976908	7.863162571	3.405978632	6.701626836	7.623371315	2.773531009	3.060112713	5.976049812	7.607928094	6.449190814	9.029839347	6.526883539	4.332070006	5.573453905	5.03840167	5.215338587	6.093375694	6.308672326	6.993034406	7.398947184	5.494055498	1.803918213	4.782962923	3.447563896	4.463588803	4.883647503	5.406166289	5.629255464	4.0963335	8.139847244	5.423464223	3.690932417	4.151970591	5.467463781	3.848018122	9.150809471	1.964341856	5.078144648	4.577508161	7.999944324	2.489775631	0.14848471	8.107630884	7.09964496	6.327406671	8.350794273	3.617288709	8.890602177	7.890631974	6.310269935	10.12110085	6.745204798	7.606315	7.634854514	5.44348228	3.472958659	4.50848771	7.513552916	9.983365033	7.598577631	10.20326907	5.422019946	7.397297105	6.695071246	3.573796805	10.40186608	2.485166036	10.4594795	4.468553656	6.737230267	2.435078963	5.366284019	4.957247091	5.338277914	5.169284034	7.291641514	3.030383655	7.343552772
MSTs	A104005-101	A104005-101																																																																																				
MSTs	A106004-101	A106004-101																																																		1.355659735																																		
