ID	Treatment	Timepoint	Cultivar	Description	Code	Batch	Sequence
14061if_38	Control	EGF 12h Rewatering	Dular	Spikelet_Dular Control EGF_12h_ Rewatering	GDC12	14061if	38
14069if_31	Control	EGF 12h Rewatering	Dular	Spikelet_Dular Control EGF_12h_ Rewatering	GDC12	14069if	31
14084if_17	Control	EGF 12h Rewatering	Dular	Spikelet_Dular Control EGF_12h_ Rewatering	GDC12	14084if	17
14054if_21	Control	EGF 36h Rewatering	Dular	Spikelet_Dular Control EGF_36h_ Rewatering	GDC36	14054if	21
14061if_10	Control	EGF 36h Rewatering	Dular	Spikelet_Dular Control EGF_36h_ Rewatering	GDC36	14061if	10
14064if_52	Control	EGF 36h Rewatering	Dular	Spikelet_Dular Control EGF_36h_ Rewatering	GDC36	14064if	52
14079if_43	Control	EGF 36h Rewatering	Dular	Spikelet_Dular Control EGF_36h_ Rewatering	GDC36	14079if	43
14088if_28	Control	EGF 36h Rewatering	Dular	Spikelet_Dular Control EGF_36h_ Rewatering	GDC36	14088if	28
14050if_16	Control	EGF 60h Rewatering	Dular	Spikelet_Dular Control EGF_60h_ Rewatering	GDC60	14050if	16
14054if_53	Control	EGF 60h Rewatering	Dular	Spikelet_Dular Control EGF_60h_ Rewatering	GDC60	14054if	53
14061if_42	Control	EGF 60h Rewatering	Dular	Spikelet_Dular Control EGF_60h_ Rewatering	GDC60	14061if	42
14069if_35	Control	EGF 60h Rewatering	Dular	Spikelet_Dular Control EGF_60h_ Rewatering	GDC60	14069if	35
14084if_21	Control	EGF 60h Rewatering	Dular	Spikelet_Dular Control EGF_60h_ Rewatering	GDC60	14084if	21
14054if_18	Heat & drought	EGF Late stress	Dular	Spikelet_Dular Heat & drought EGF_10d_End of stress	GDLS	14054if	18
14061if_7	Heat & drought	EGF Late stress	Dular	Spikelet_Dular Heat & drought EGF_10d_End of stress	GDLS	14061if	7
14064if_49	Heat & drought	EGF Late stress	Dular	Spikelet_Dular Heat & drought EGF_10d_End of stress	GDLS	14064if	49
14079if_40	Heat & drought	EGF Late stress	Dular	Spikelet_Dular Heat & drought EGF_10d_End of stress	GDLS	14079if	40
14088if_25	Heat & drought	EGF Late stress	Dular	Spikelet_Dular Heat & drought EGF_10d_End of stress	GDLS	14088if	25
14050if_13	Heat & drought	EGF 12h Rewatering	Dular	Spikelet_Dular Heat & drought EGF Rewatering 12h	GDR12	14050if	13
14054if_50	Heat & drought	EGF 12h Rewatering	Dular	Spikelet_Dular Heat & drought EGF Rewatering 12h	GDR12	14054if	50
14061if_39	Heat & drought	EGF 12h Rewatering	Dular	Spikelet_Dular Heat & drought EGF Rewatering 12h	GDR12	14061if	39
14069if_32	Heat & drought	EGF 12h Rewatering	Dular	Spikelet_Dular Heat & drought EGF Rewatering 12h	GDR12	14069if	32
14084if_18	Heat & drought	EGF 12h Rewatering	Dular	Spikelet_Dular Heat & drought EGF Rewatering 12h	GDR12	14084if	18
14050if_45	Heat & drought	EGF 36h Rewatering	Dular	Spikelet_Dular Heat & drought EGF Rewatering 36h	GDR36	14050if	45
14057if_30	Heat & drought	EGF 36h Rewatering	Dular	Spikelet_Dular Heat & drought EGF Rewatering 36h	GDR36	14057if	30
14064if_23	Heat & drought	EGF 36h Rewatering	Dular	Spikelet_Dular Heat & drought EGF Rewatering 36h	GDR36	14064if	23
14079if_14	Heat & drought	EGF 36h Rewatering	Dular	Spikelet_Dular Heat & drought EGF Rewatering 36h	GDR36	14079if	14
14084if_49	Heat & drought	EGF 36h Rewatering	Dular	Spikelet_Dular Heat & drought EGF Rewatering 36h	GDR36	14084if	49
14054if_24	Heat & drought	EGF 60h Rewatering	Dular	Spikelet_Dular Heat & drought EGF Rewatering 60h	GDR60	14054if	24
14061if_13	Heat & drought	EGF 60h Rewatering	Dular	Spikelet_Dular Heat & drought EGF Rewatering 60h	GDR60	14061if	13
14064if_55	Heat & drought	EGF 60h Rewatering	Dular	Spikelet_Dular Heat & drought EGF Rewatering 60h	GDR60	14064if	55
14079if_46	Heat & drought	EGF 60h Rewatering	Dular	Spikelet_Dular Heat & drought EGF Rewatering 60h	GDR60	14079if	46
14088if_31	Heat & drought	EGF 60h Rewatering	Dular	Spikelet_Dular Heat & drought EGF Rewatering 60h	GDR60	14088if	31
14050if_40	Control	EGF Late stress	Anjali	Spikelet_Anjali Control EGF_10d_End of stress	GACLS	14050if	40
14057if_25	Control	EGF Late stress	Anjali	Spikelet_Anjali Control EGF_10d_End of stress	GACLS	14057if	25
14064if_18	Control	EGF Late stress	Anjali	Spikelet_Anjali Control EGF_10d_End of stress	GACLS	14064if	18
14069if_59	Control	EGF Late stress	Anjali	Spikelet_Anjali Control EGF_10d_End of stress	GACLS	14069if	59
14084if_44	Control	EGF Late stress	Anjali	Spikelet_Anjali Control EGF_10d_End of stress	GACLS	14084if	44
14054if_19	Control	EGF 12h Rewatering	Anjali	Spikelet_Anjali Control EGF_12h_ Rewatering	GAC12	14054if	19
14061if_8	Control	EGF 12h Rewatering	Anjali	Spikelet_Anjali Control EGF_12h_ Rewatering	GAC12	14061if	8
14064if_50	Control	EGF 12h Rewatering	Anjali	Spikelet_Anjali Control EGF_12h_ Rewatering	GAC12	14064if	50
14079if_41	Control	EGF 12h Rewatering	Anjali	Spikelet_Anjali Control EGF_12h_ Rewatering	GAC12	14079if	41
14088if_26	Control	EGF 12h Rewatering	Anjali	Spikelet_Anjali Control EGF_12h_ Rewatering	GAC12	14088if	26
14050if_14	Control	EGF 36h Rewatering	Anjali	Spikelet_Anjali Control EGF_36h_ Rewatering	GAC36	14050if	14
14054if_51	Control	EGF 36h Rewatering	Anjali	Spikelet_Anjali Control EGF_36h_ Rewatering	GAC36	14054if	51
14061if_40	Control	EGF 36h Rewatering	Anjali	Spikelet_Anjali Control EGF_36h_ Rewatering	GAC36	14061if	40
14069if_33	Control	EGF 36h Rewatering	Anjali	Spikelet_Anjali Control EGF_36h_ Rewatering	GAC36	14069if	33
14084if_19	Control	EGF 36h Rewatering	Anjali	Spikelet_Anjali Control EGF_36h_ Rewatering	GAC36	14084if	19
14050if_46	Control	EGF 60h Rewatering	Anjali	Spikelet_Anjali Control EGF_60h_ Rewatering	GAC60	14050if	46
14057if_31	Control	EGF 60h Rewatering	Anjali	Spikelet_Anjali Control EGF_60h_ Rewatering	GAC60	14057if	31
14064if_24	Control	EGF 60h Rewatering	Anjali	Spikelet_Anjali Control EGF_60h_ Rewatering	GAC60	14064if	24
14079if_15	Control	EGF 60h Rewatering	Anjali	Spikelet_Anjali Control EGF_60h_ Rewatering	GAC60	14079if	15
14084if_50	Control	EGF 60h Rewatering	Anjali	Spikelet_Anjali Control EGF_60h_ Rewatering	GAC60	14084if	50
14054if_48	Heat & drought	EGF Late stress	Anjali	Spikelet_Anjali Heat & drought EGF_10d_End of stress	GALS	14054if	48
14061if_37	Heat & drought	EGF Late stress	Anjali	Spikelet_Anjali Heat & drought EGF_10d_End of stress	GALS	14061if	37
14069if_30	Heat & drought	EGF Late stress	Anjali	Spikelet_Anjali Heat & drought EGF_10d_End of stress	GALS	14069if	30
14084if_16	Heat & drought	EGF Late stress	Anjali	Spikelet_Anjali Heat & drought EGF_10d_End of stress	GALS	14084if	16
14088if_55	Heat & drought	EGF Late stress	Anjali	Spikelet_Anjali Heat & drought EGF_10d_End of stress	GALS	14088if	55
14050if_43	Heat & drought	EGF 12h Rewatering	Anjali	Spikelet_Anjali Heat & drought EGF Rewatering 12h	GAR12	14050if	43
14057if_28	Heat & drought	EGF 12h Rewatering	Anjali	Spikelet_Anjali Heat & drought EGF Rewatering 12h	GAR12	14057if	28
14064if_21	Heat & drought	EGF 12h Rewatering	Anjali	Spikelet_Anjali Heat & drought EGF Rewatering 12h	GAR12	14064if	21
14079if_12	Heat & drought	EGF 12h Rewatering	Anjali	Spikelet_Anjali Heat & drought EGF Rewatering 12h	GAR12	14079if	12
14084if_47	Heat & drought	EGF 12h Rewatering	Anjali	Spikelet_Anjali Heat & drought EGF Rewatering 12h	GAR12	14084if	47
14054if_22	Heat & drought	EGF 36h Rewatering	Anjali	Spikelet_Anjali Heat & drought EGF Rewatering 36h	GAR36	14054if	22
14061if_11	Heat & drought	EGF 36h Rewatering	Anjali	Spikelet_Anjali Heat & drought EGF Rewatering 36h	GAR36	14061if	11
14064if_53	Heat & drought	EGF 36h Rewatering	Anjali	Spikelet_Anjali Heat & drought EGF Rewatering 36h	GAR36	14064if	53
14079if_44	Heat & drought	EGF 36h Rewatering	Anjali	Spikelet_Anjali Heat & drought EGF Rewatering 36h	GAR36	14079if	44
14088if_29	Heat & drought	EGF 36h Rewatering	Anjali	Spikelet_Anjali Heat & drought EGF Rewatering 36h	GAR36	14088if	29
14050if_17	Heat & drought	EGF 60h Rewatering	Anjali	Spikelet_Anjali Heat & drought EGF Rewatering 60h	GAR60	14050if	17
14054if_54	Heat & drought	EGF 60h Rewatering	Anjali	Spikelet_Anjali Heat & drought EGF Rewatering 60h	GAR60	14054if	54
14061if_43	Heat & drought	EGF 60h Rewatering	Anjali	Spikelet_Anjali Heat & drought EGF Rewatering 60h	GAR60	14061if	43
14069if_36	Heat & drought	EGF 60h Rewatering	Anjali	Spikelet_Anjali Heat & drought EGF Rewatering 60h	GAR60	14069if	36
14084if_22	Heat & drought	EGF 60h Rewatering	Anjali	Spikelet_Anjali Heat & drought EGF Rewatering 60h	GAR60	14084if	22
