	Code	Benzoic acid, 4-hydroxy-	Citric acid	Glutaric acid, 2-oxo-	Glycolic acid	Isocitric acid	Malic acid	Pyruvic acid	Succinic acid	Vanillic acid	Alanine, 3-cyano-	Asparagine	Aspartic acid	Butanoic acid, 4-amino-	Butyro-1,4-lactam	Glutamic acid	Glutamine	Glycine	Isoleucine	Leucine	N-Carboxyglycine	Phenylalanine	Proline	Serine	Threonine	Tyrosine	Valine	4-Hydroxybenzaldehyde	Hexadecanoic acid	Octadecanoic acid	A112003	A116014	A124002	A143003	A145008	A145016	A147011	A148006	A155004	A157012	A159003	A170001	A171003	A174001	A176001	A180002	A203003	A211001	A213001	A214003	A221004	A228001	A237001	A237002	A250001	A311002	Ornithine	Putrescine	Pyridine, 2-hydroxy-	Pyridine, 3-hydroxy-	Spermidine	Cinnamic acid, 4-hydroxy-, trans-	Ethanolaminephosphate	Glucose-6-phosphate	Glyceric acid-3-phosphate	Glycerol-3-phosphate	Glycerophosphoglycerol	Inositol-phosphate, myo-	Phosphoric acid	Phosphoric acid monomethyl ester	Erythronic acid	Galactaric acid	Galactonic acid	Gluconic acid	Glyceric acid	Threonic acid	Arabitol	Erythritol	Glycerol	Hydroquinone	Inositol, myo-	Ribitol	4-Hydroxyphenyl-beta-glucopyranoside	Arabinose	Fructose	Glucose	Kestose, 1-	Raffinose	Sucrose
14054if_26	FNLS	2.909479637	11.14680205	1.640922989	3.847360277	6.052538987	9.926708978	2.594948266	7.145850991	4.627845117	2.999333433	5.588704617	5.336303589	4.191830192	7.840088303	3.398544322	7.278971585	5.658363391	1.927515207	0.710300718	2.32082223	2.810906154	13.53430689	7.54738571	5.608934882	3.381300004	4.29665992	1.71287785	4.675955088	4.328363266	2.251085289	2.806586276	4.926008104	5.381246139	5.217287893	1.275538822	1.121586299	1.675864644	0.479310249	3.351884715	1.613130713	0.736857421	4.853302593	0.896474656	7.229343798	0.342362385	8.585890268	0.450088085	0.786324405	0.455273972	6.497329711	5.735986106	8.19049691	4.847029925	0.224418263	3.709525524	2.20103475	1.018641559	1.54894994	0.530845752	2.137634123	8.201358091	2.573699191	0.863661594	0.059461446	8.412430722	3.318115109	1.500936933	11.39852401	6.267997666	1.365432996	2.477812559	4.430632344	5.938385893	1.340534939	3.732326337	0.243832314	0.450236362	6.14221984	0.273025415	14.56541224	0.626236092	0.331490714	4.411083337	36.38688631	34.80974328	1.212245216	1.018269598	11.07929937
14061if_15	FNLS	3.908381322	14.70728281	1.707367441	3.715444443	5.623530913	12.68268164	2.867393483	7.688791921	6.7172907	1.905882128	5.326609417	4.574635422	5.128625036	11.31228585	2.611525993	8.134505344	6.00259752	1.832318383	0.819333311	1.522743541	3.102938674	13.75591238	9.821148585	6.101454402	4.272311833	5.129720321	1.10100204	5.831122665	6.168579481	2.561278848	2.766985599	4.626815006	5.157755041	4.736161356	1.15529671	1.031440968	1.548309736	0.445375899	2.846582171	2.266681254	0.867776011	4.929571097	1.186024344	7.757318029	1.551370443	10.50785435	0.69816549	1.068092554	0.704688464	8.045845065	7.228381813	10.27643519	5.602319342	0.277220118	5.138899459	4.308606024	1.102449525	1.350577566	0.453007465	2.034786803	8.067551579	2.981662449	1.020040802	0.045669931	10.35106637	3.250737114	2.563847958	13.68628729	4.317053044	1.550635873	2.811543798	5.038487823	8.821767255	1.642957948	4.635272281	0.248075396	0.340149812	7.327892484	0.223498728	18.05439753	0.625733937	0.357405991	5.181798676	45.58021231	37.27018069	1.315392161	1.332275127	9.37033923
14064if_57	FNLS	1.564885794	13.02367428	2.06392467	7.20936674	5.538404691	12.05402425	1.540044806	5.841247796	2.242633911	4.242469027	6.214061763	6.582203381	16.15851228	4.533567816	11.88395809	8.768832323	5.484371709	1.652203206	0.607117224	2.445716227	1.933143607	13.26840193	9.099549078	5.183665627	2.142122523	4.667102907	1.248892297	5.294624322	5.078773815	1.943882269	2.4554803	1.430847813	5.400978011	5.741846873	1.744541925	1.60102178	1.656595118	0.55474756	2.754508037	1.89477052	0.897943125	4.418574345	1.053062574	8.535892002	4.489591545	5.217796889	0.493792816	0.499317085	0.53864558	4.638290617	4.760057191	5.719857958	4.459689746	0.179402993	2.148141513	0.487199192	0.951202027	1.548850876	0.490573154	2.855868468	6.557636077	4.729788479	2.393060738	0.101606748	6.287710092	7.495798326	0.924261874	9.292324847	7.940327898	0.885255536	2.066334236	3.431473993	1.074216793	0.73848807	2.935505132	0.375969563	0.46292996	2.214456781	0.230189461	16.86735044	0.614198329	0.352919462	3.16063819	37.79474285	29.12086569	0.441254894	1.978935987	24.4666267
14079if_48	FNLS	1.660678069	11.50646325	1.780416294	6.853393442	6.666318596	9.399725358	1.541542004	5.228271748	2.502420785	4.467771049	5.696919942	6.954324188	14.43726509	4.507089225	9.303952984	9.170464656	7.46049339	1.533994083	0.632404716	2.741817084	2.044643069	13.01015808	9.500830634	5.450198658	2.28490048	4.317093822	0.891206613	4.900659846	4.634853564	1.479961187	2.327099404	1.642437564	5.92539513	6.729285275	1.291066199	1.301725644	1.570779807	0.577351526	2.615682855	1.917927193	1.004239348	4.520253688	1.462142993	8.731188308	5.837342528	4.601218865	0.541850788	0.522429811	0.516723629	5.437346797	5.535951458	5.968384555	5.017644744	0.203486174	1.803118255	1.599300387	1.00320065	1.624535177	0.435800366	3.131303672	6.015146499	4.321119811	2.781022873	0.081280164	6.374036669	6.986679848	0.963429932	8.895413762	2.278938013	0.88188406	2.109368065	3.73130178	1.494822137	0.671965469	3.366404542	0.32038997	0.407569621	2.608847029	0.250051653	16.75352287	0.596761262	0.354811268	3.04642175	37.02454562	30.37847398	0.509114932	1.58312721	16.32174059
14088if_33	FNLS	3.582955637	12.67968168	1.52239939	3.574485025	5.164671437	11.9271448	2.758400908	6.755243866	5.097276542	3.317182696	6.039702862	5.026536265	4.362508926	7.750644913	2.613317962	11.99535778	6.990621109	1.829132454	1.126813916	2.079568175	3.419116039	12.20389585	8.383711682	5.931800582	4.026990572	4.749205158	1.043114295	6.468861252	7.2607546	2.004453494	2.943495626	4.211407079	5.818229824	4.440677956	1.043846672	0.870393023	1.155893897	0.535844768	4.014528276	1.869389927	1.083565255	3.888376676	1.098642608	8.037596899	0.89819631	10.77939594	0.543978422	1.023423986	0.512339494	7.413240943	5.841751322	9.401507182	6.08000985	0.311890744	5.573886746	5.726094051	1.062736249	1.443179096	0.529689842	2.251129346	6.57388525	2.526647857	0.902143153	0.051278342	11.11777444	3.780417921	2.183860556	13.30503421	4.130755778	1.162589963	2.615833994	4.897937456	6.964773563	1.626961973	3.755415163	0.322992929	0.407813671	8.799595833	0.260354871	18.39875381	0.636486659	0.358776736	5.55046734	47.65424776	37.88980308	1.412598694	0.963740813	7.11976449
14054if_29	FNR12	0.847723375	16.52913104	1.959086643	8.419119818	8.110630955	21.53062355	1.553502943	5.681106755	1.409117989	3.879512979	5.940890708	5.37133601	20.43413662	3.837348029	15.96145338	7.32364066	5.908137623	1.806075754	0.719416992	2.081206986	2.564957706	14.26143057	11.69831182	6.170206836	2.788941347	4.27863273	1.342652671	5.074915728	4.833914824	2.091241155	3.226355034	0.926184207	5.158901878	6.127107124	1.041408583	0.853061527	1.02479889	0.700203598	4.301365877	1.733590407	1.030126633	5.533084142	0.890087473	8.542104291	0.666683351	4.155089774	0.474426769	0.528449363	0.622660612	7.936084086	6.939492214	7.695689886	6.187150094	0.205806448	1.884610203	1.468992869	1.104766977	1.64728255	0.555666527	2.659483309	7.142322532	9.675029097	5.839094899	0.301483022	5.071444975	11.04667464	1.109214164	10.681247	4.578383003	0.662135786	2.315399157	3.22001797	2.204685917	0.374188038	2.21072248	0.428067015	0.803429013	1.555056428	0.269189016	17.5769191	0.554136379	0.387487045	5.011256967	29.33819838	22.43784626	0.716197161	2.320379329	21.15264046
14061if_18	FNR12	0.557528341	13.71220314	1.52501125	5.672419066	7.241293402	11.85119238	1.158142017	4.809544698	0.972081939	2.201466843	6.100325173	5.902042985	15.40125321	2.523605224	11.75799507	8.676567912	5.285249792	0.773983679	0.478381978	1.59051155	1.456711493	11.97043282	9.054771312	4.151889183	2.453296383	2.740028384	0.798116496	5.239906419	5.09975708	2.097018935	1.915052272	1.143168111	4.90209818	4.856808868	1.034705001	1.093175748	1.315069032	0.566656374	2.471502634	1.994341029	0.951222714	4.289811967	1.133473686	7.916433426	4.958141473	3.108424301	0.330700415	0.317140313	0.321778025	6.276973201	6.598951667	7.0017477	5.06731491	0.311549758	1.781281231	0.625126303	1.016614929	1.608192481	0.443769982	2.805314208	5.63605363	7.800557214	4.669462363	0.225226501	4.626109704	11.48458636	1.260021263	9.239706009	3.324097969	0.521235848	1.70623201	2.702082719	0.449888195	0.3363591	2.423300725	0.237961765	0.274591695	1.505462921	0.22035825	9.74653899	0.450867216	0.366087385	2.358367132	28.5878878	21.95974674	0.486285654	1.904883934	17.68986998
14064if_60	FNR12	1.702654463	15.71964468	2.438677554	6.246043146	8.442123667	16.93769664	2.386886311	6.920253481	2.51728637	4.870465584	6.689047688	6.151078705	17.75489512	5.833720259	13.45207064	10.21500383	4.586849498	1.727221334	0.97386835	2.186894319	2.458472671	16.86292847	11.76800945	6.326422118	3.428518344	3.831709531	1.423699544	7.084493465	6.437058355	1.629089666	4.093125636	1.532931112	7.252138417	7.626961644	1.393024781	1.187121619	1.34772952	0.813707675	3.722481182	2.886176725	1.364314953	5.77266388	1.542556033	12.97136751	1.033513881	3.996456736	0.511073645	0.668803834	0.44876728	9.189651984	7.704086178	9.910733258	7.018720198	0.322249009	2.665886472	3.637761666	1.615278898	2.57204411	0.71833249	3.36656908	6.873751614	7.476049903	4.708613301	0.173236822	8.093914641	9.606889383	3.519199555	11.48178404	7.59021484	1.081336598	2.756732584	3.648685642	4.979275896	0.58003393	3.40317907	0.522956418	1.122103735	3.218107328	0.226954968	14.77995794	0.703829758	0.441814301	5.974569282	33.56968216	22.9026079	0.849445836	2.044349919	22.43412021
14079if_51	FNR12	1.215016913	12.34094962	1.920685459	4.027746988	6.636775483	18.48917921	1.467857485	6.529369876	1.882962887	4.984419419	6.233613938	7.190576627	14.25966685	4.579277539	8.855542567	6.57981203	4.098453793	0.997274403	0.649630427	1.493980935	1.58549109	10.23581902	12.01324993	4.289605005	2.301705766	3.59608776	0.961034626	5.051868506	4.763913282	1.882149146	2.557011674	1.387162077	5.475558872	6.016081843	1.0207408	0.996933156	1.387596563	0.521084769	3.795082767	1.935434405	0.691582923	3.966890892	1.092440801	8.489427031	0.181639958	3.915564086	0.351906461	0.401146905	0.24567255	5.265178355	6.258777469	7.616224825	4.184317896	0.186207157	2.476844281	2.733867575	1.145773586	1.68696216	0.507100835	2.593590851	7.193484729	4.795604874	3.958212272	0.171638609	5.940294274	5.963637874	1.38641519	9.658707197	2.884763713	0.772646907	1.575543601	2.624645432	1.366915047	0.466479321	2.780077703	0.31712679	0.3649989	2.159434779	0.246538068	11.84246663	0.320987283	0.268156748	3.843478655	25.44783443	19.25482595	0.68094151	1.867670222	11.60412379
14088if_36	FNR12	1.259052622	13.00753567	1.794709745	6.523533516	6.334710945	13.25546006	1.492006748	5.075987056	1.339124162	4.645296791	6.110961162	5.74240934	18.0031106	3.778808618	11.77443779	5.181323341	4.824764427	1.82254986	0.990417313	1.919720862	2.284997911	10.84388726	9.633063953	5.278408999	2.087696495	5.163087789	1.096769267	4.854550378	4.629354981	2.104578232	3.241569691	1.041425	5.444348669	5.751656283	0.987752669	0.835347743	1.172391157	0.591591536	3.622785413	1.196914588	0.96539354	4.155203973	0.871305618	7.891758363	0.934759666	4.225699902	0.39360236	0.509629829	0.391058495	6.060605696	5.439113479	6.33845245	4.839578744	0.245482304	2.076946825	2.042326673	1.124869691	1.622006741	0.499132135	2.104304882	6.473263251	5.461478661	3.636967177	0.156601698	5.364643057	7.357854632	0.803712391	8.084076206	4.158056219	0.733073866	2.146101364	2.985074058	1.470691647	0.42064215	2.623385737	0.360564693	0.632291383	1.918659965	0.256696511	13.19045853	0.446209421	0.331768007	3.390142188	39.13309378	27.73599454	0.530928024	1.501824758	17.96384177
14050if_21	FNR36	0.550574189	12.64854571	1.680977795	5.312682475	7.357948265	8.091756223	1.117889172	3.455179609	1.056211761	2.32590146	5.667218378	5.165280941	12.19630179	2.286745709	13.25153473	7.418726789	4.85957711	0.806540002	0.539387927	1.751195905	1.003773702	8.922363457	8.233180387	3.805628455	1.822924164	3.207516531	0.795961006	4.388268267	3.397258147	2.43712436	1.954069974	0.981977534	4.484403576	4.468483073	0.930614376	0.973852053	1.738101522	0.314756751	3.295730787	1.500139261	0.502734778	5.976287736	1.067094644	7.267767134	0.159128525	1.909946153	0.252950568	0.256315574	0.221756867	3.756350169	4.117037516	3.810151994	3.137961826	0.144966626	1.481009746	0.976327111	0.949372201	1.373163404	0.472212538	1.594988133	5.327464182	6.375513222	5.314772344	0.285240031	2.968988294	7.374842276	0.678685576	7.079011468	2.464650838	0.340391923	1.395371572	1.558858373	0.530849867	0.249948701	2.592988149	0.214635526	0.147587813	1.192270442	0.28814828	10.41967714	0.239026491	0.363454269	1.670128849	25.15007793	18.17071505	0.321169922	1.622928157	20.75595878
14054if_58	FNR36	1.232899312	12.51637112	1.8283142	4.877805579	6.729612429	9.417744205	0.950617244	4.41937405	1.89141822	4.716589708	6.806872624	6.672115878	12.05873858	3.21915408	16.30415682	9.270678594	5.141841617	1.362737252	0.749041384	1.726567061	1.641049925	9.14315352	8.968210212	4.604202804	1.73966844	4.180537643	1.189768157	5.158987873	4.745010962	1.472972209	2.813953477	1.100299664	5.948646571	6.048863528	0.962172601	0.759418437	1.266061925	0.383230274	3.935832741	2.149478015	0.511332127	5.195344277	1.504175421	8.492984928	0.169433246	1.828099356	0.37851102	0.299913882	0.255109404	4.961595238	4.187006179	5.050807031	4.317823024	0.15636143	1.366580034	1.10365795	1.134341001	2.063821937	0.572388461	1.864080739	5.046787375	4.825939132	4.2281199	0.153134377	4.23087832	5.730134835	0.455888871	7.674567716	2.850791598	0.433391519	1.557642361	1.816699386	0.351990306	0.321710473	2.695785502	0.218682385	0.238191782	1.620678827	0.234773188	10.03322077	0.276197308	0.324530139	2.135876361	25.78586127	17.96164912	0.300781994	1.224473834	19.82662093
14061if_47	FNR36	1.323238794	13.31330353	1.686475443	5.846196872	6.883378011	9.976811195	1.42835196	4.677727135	2.181533707	6.141375237	7.383675414	7.998268738	13.81847759	3.698572605	15.27818947	10.33474116	6.081193726	1.461415135	0.727902719	2.262438816	1.595166458	10.83737737	10.02035063	4.472805885	1.849683722	4.437622805	1.392386674	6.055752552	5.85632021	1.750331364	2.53706381	0.690121697	6.074010243	6.694295587	1.231445709	1.061978108	1.751396109	0.309856699	3.327156046	2.206560865	0.765508941	4.84780062	1.225122508	8.793924591	5.742750598	2.454366172	0.330628357	0.346324396	0.350863484	6.380691277	5.775334476	6.085336215	4.96097844	0.213520593	1.548299892	0.786060693	1.161614056	1.910667376	0.571957751	3.139361366	7.031779553	5.732246365	4.9140831	0.157360029	5.185363367	8.970786277	0.88316094	7.962463544	2.886634909	0.518367332	1.933410961	2.29051115	0.6501589	0.409744634	2.860032358	0.227832573	0.291333215	2.207453654	0.192185437	11.82751205	0.18833996	0.357001854	2.758679553	27.83648241	21.39891979	0.425267167	1.769470123	18.47674645
