	Code	Benzoic acid, 4-hydroxy-	Citric acid	Glutaric acid, 2-oxo-	Glycolic acid	Isocitric acid	Malic acid	Pyruvic acid	Succinic acid	Vanillic acid	Alanine, 3-cyano-	Asparagine	Aspartic acid	Butanoic acid, 4-amino-	Butyro-1,4-lactam	Glutamic acid	Glutamine	Glycine	Isoleucine	Leucine	N-Carboxyglycine	Phenylalanine	Proline	Serine	Threonine	Tyrosine	Valine	4-Hydroxybenzaldehyde	Hexadecanoic acid	Octadecanoic acid	A112003	A116014	A124002	A143003	A145008	A145016	A147011	A148006	A155004	A157012	A159003	A170001	A171003	A174001	A176001	A180002	A203003	A211001	A213001	A214003	A221004	A228001	A237001	A237002	A250001	A311002	Ornithine	Putrescine	Pyridine, 2-hydroxy-	Pyridine, 3-hydroxy-	Spermidine	Cinnamic acid, 4-hydroxy-, trans-	Ethanolaminephosphate	Glucose-6-phosphate	Glyceric acid-3-phosphate	Glycerol-3-phosphate	Glycerophosphoglycerol	Inositol-phosphate, myo-	Phosphoric acid	Phosphoric acid monomethyl ester	Erythronic acid	Galactaric acid	Galactonic acid	Gluconic acid	Glyceric acid	Threonic acid	Arabitol	Erythritol	Glycerol	Hydroquinone	Inositol, myo-	Ribitol	4-Hydroxyphenyl-beta-glucopyranoside	Arabinose	Fructose	Glucose	Kestose, 1-	Raffinose	Sucrose
14069if_40	FNR36	1.233581548	11.63385255	1.964568012	5.514768461	6.451789644	9.169488546	1.316037642	5.110971313	1.927759203	4.805887254	6.627609551	6.235729229	12.61161094	3.629261682	13.81102199	9.365747893	4.06489092	1.218625975	0.497522896	1.69917939	1.368537778	11.99279355	9.186805457	4.72595632	2.074299951	3.792062176	1.042006827	5.923654987	6.126430522	2.052759504	1.945488094	1.066643016	5.947724066	6.170642743	1.14649181	1.048721716	1.382410781	0.254941581	3.644612201	2.108234301	0.58529053	4.862126727	1.222895936	8.956585705	5.551051498	2.892443366	0.350820866	0.393907662	0.378674634	5.470887049	5.481653822	6.426541837	4.751249136	0.181195104	1.677112037	1.794378604	1.210679787	1.682935369	0.537047108	2.264969586	6.795370222	5.845278008	4.983314622	0.162437436	5.640054917	8.300596952	1.393129772	7.33619862	4.960303363	0.517482965	1.989043511	2.710931766	0.289143532	0.392978568	2.696167686	0.220773792	0.259483825	1.807095049	0.287675022	10.58881087	0.505978781	0.406462429	2.061569264	24.23272155	21.94188078	0.33646214	1.647052774	18.22294286
14084if_25	FNR36	1.194899914	14.40987575	2.138193808	6.097243623	7.099565591	10.73041135	1.504460698	4.495092224	1.487725596	3.813576986	6.779494677	7.277666066	13.88183016	3.410255354	11.74821075	11.42021558	4.752995958	0.984704111	0.680050949	2.393703579	1.205125909	12.24417428	8.772489796	4.594684838	1.940178518	3.850872965	1.209990752	5.812648931	5.480593208	2.565291217	3.054841817	0.75362331	6.08250849	7.722751466	0.978190064	0.90701745	1.411929892	0.494900602	3.838194435	2.425155455	0.55172043	6.567100647	1.425496166	8.74753713	0.307818611	2.653921352	0.363607402	0.380774067	0.336178545	4.719071305	5.322018608	6.009302917	4.201061457	0.150006667	1.877427569	3.932399823	1.047803914	1.945962135	0.599768276	2.05052821	6.191432356	5.294163135	4.743468191	0.23168007	4.541285447	8.17632712	0.743057835	7.755450841	2.38157504	0.541762517	1.917804276	2.445118916	0.575947483	0.352231688	3.013924676	0.271904651	0.30065821	2.169477773	0.252711756	10.68493409	0.417735424	0.359866184	2.313345295	23.08213675	19.90058072	0.42767827	1.851333482	17.2348426
14050if_50	FNR60	0.848630048	11.4976513	1.343847381	4.111617851	4.314093913	8.530232871	1.221525319	4.445213206	1.413595623	5.277204685	5.671926664	6.152344988	16.47159593	2.693881027	11.6067844	5.855610512	3.377930082	0.914088602	0.552113975	1.537876821	1.690778356	6.124945639	6.081154081	3.03239329	1.577760485	4.33276985	1.715628173	4.365855703	3.629067274	1.49154387	1.866549296	0.562759334	4.23336698	4.943171375	0.706534056	0.551378808	0.837824504	0.182326082	3.818615242	1.665524842	0.167075094	3.21265616	1.046032386	6.08017059	0.165179934	1.319114127	0.185214214	0.19392154	0.145211551	3.110515751	3.562398107	3.704105249	2.678213543	0.078522562	0.721613656	1.35372967	0.879233508	1.556470358	0.436698184	1.690646178	4.142436963	4.065866736	3.626127709	0.203782897	3.088370353	3.956834709	0.364283965	8.792091912	2.426557422	0.381572452	1.200057268	1.481334138	3.016976647	0.29396323	1.569603931	0.150476195	0.227513126	1.574753049	0.25130851	9.587659564	0.331420625	0.216465795	2.046940268	27.08823975	19.52305416	0.29387871	1.22174028	25.12183715
14064if_28	FNR60	1.033947383	14.41589868	1.979927016	5.700283823	7.396718928	11.02961572	1.83136585	5.662513971	1.235965455	2.886203244	7.303331762	5.121299608	21.03102645	3.745627402	10.53539551	6.637175611	8.260944387	1.13436962	0.788467663	2.465439831	2.249509901	8.423696861	7.245486886	4.163523629	2.24864894	3.871665078	1.161367554	5.03442794	4.939389713	2.503160785	2.555915156	1.089299527	5.614935447	4.974302145	0.875999274	0.726825419	0.929259213	0.492496963	3.925618916	2.250652442	0.549467289	3.693760516	1.204596876	7.988070188	0.218512014	2.389889325	0.202079562	0.359791409	0.227364908	4.041144845	5.516903594	6.428131663	4.063089056	0.205608503	1.596582589	1.965331808	0.990831223	1.969103214	0.52092766	1.944400053	4.966675306	6.38209156	4.595572718	0.397873603	4.424194408	6.361794509	0.547351504	9.815105171	2.25258367	0.6992763	1.617220858	2.160330969	2.587559832	0.538591511	2.504899546	0.215198626	0.347549635	2.084068995	0.263933352	10.91034816	0.4708862	0.32095748	2.87251606	29.11035899	22.79926269	0.570602227	2.003735135	24.93724689
14079if_19	FNR60	1.323835204	14.5749406	1.921919223	6.923003586	7.249319746	9.826515527	2.149816902	6.819341408	1.564094102	4.037338987	6.987291316	6.192035655	19.41511582	4.549947119	10.96715534	9.566691127	6.234500428	1.505177853	0.805843473	2.702102069	2.913682246	10.14072923	7.910268231	5.048605876	2.917752117	3.785490179	1.08670532	6.203945745	5.736399035	2.349572666	3.463902067	1.319082597	5.822946841	5.70512832	1.026281182	0.933727161	1.510670223	0.499680921	5.276633568	2.590273933	0.548362787	6.424466649	1.596531233	9.630088181	0.593887589	2.958194155	0.296404344	0.408495539	0.296444995	8.791680631	5.992444202	7.371335155	4.494856691	0.292911589	1.670232262	1.771739268	1.12075209	1.768056971	0.705718582	2.454471038	7.062531867	6.708506181	4.565738217	0.383578419	6.518987975	6.399767772	1.411974043	9.404095039	9.765323259	0.714705417	2.013212827	2.746984109	4.574761462	0.637757766	3.061823333	0.320693157	0.342451612	2.755467254	0.286707179	10.8896261	0.518847455	0.345159287	3.648718694	30.37934733	25.56978865	0.581537847	1.65184797	15.94643996
14084if_54	FNR60	1.253403041	13.89349702	1.866442026	6.071062103	6.746145115	11.40557206	2.011551305	6.464645354	1.946503126	4.173074386	6.457420141	6.834500114	18.69551546	4.268452522	11.56133167	8.015659441	6.414535633	1.233807658	0.757338202	3.283534301	2.01057021	10.64912242	10.73622472	5.136584709	2.268625025	3.988089349	1.059940073	5.833147183	5.64444735	1.599999177	3.165207726	1.345475568	6.113991422	5.928460786	1.124497234	1.152537373	1.702321081	0.660152907	3.990144867	2.427477973	0.682850228	5.802644514	1.535887556	9.279859778	0.807160649	2.48384509	0.394879815	0.33900382	0.253529651	5.83115474	5.949024874	7.292002525	4.869414853	0.191800533	1.167146428	3.445202641	1.222176429	2.342785574	0.549549613	2.756818976	6.194503148	5.474770832	4.277578413	0.248730499	5.134613625	7.011368383	0.818654082	8.757972306	3.740153053	0.666052112	1.809306365	2.782902729	3.262599358	0.543734489	3.146514961	0.249488793	0.361225199	2.035897908	0.220402547	10.67416414	0.482771845	0.305898749	3.370125795	28.03864301	21.64834598	0.512620964	1.464220528	20.1245116
14050if_48	FDC	2.492738311	9.22231088	2.949349845	5.32815727	9.321103911	10.42087295	1.216855191	4.555732237	2.80499102	4.760607068	5.735508379	3.650820758	10.94105078	4.244384068	13.37790291	7.007363429	2.261582875	1.381908477	0.689631903	1.747856454	1.594215869	11.29474285	8.911298461	4.838543614	1.948890038	4.249070248	8.701450466	5.637300784	5.186296049	1.708775665	3.503301442	1.555752838	6.919055551	5.727144706	1.149122969	1.147210762	2.784647124	0.257666866	4.52490783	1.44014263	0.167070177	6.410780247	0.816573483	11.26102665	0.164755306	2.042920046	0.283880736	0.254536946	0.184441196	6.319755042	4.779079717	5.297403117	2.556824044	0.280615861	1.467347839	0.360451758	0.555092271	2.336713015	0.601525175	2.158720191	4.095724941	10.83064095	6.391986389	0.370253565	6.532518341	9.659790292	0.842709517	12.28982725	6.259425366	0.840584452	2.074005139	3.168427396	0.59787011	0.382340779	4.210233363	0.210243507	0.243367176	1.581998951	8.894530045	8.920559251	0.338200519	5.271462055	2.065995603	26.16614155	18.56191436	0.418744543	3.368546034	22.94200134
14057if_33	FDC	2.464292669	8.491892624	2.582304672	5.138188052	5.991994504	8.78899288	1.555306686	4.029329387	2.372638696	3.235833663	7.143961161	5.006751346	15.31623211	3.706979093	11.9033572	9.407494633	3.366608332	1.184657942	0.572526333	1.700063765	1.54617611	11.0009232	9.751641398	4.51294382	2.260758889	3.878589858	5.514805414	6.408514234	6.626660722	2.124462408	3.121678638	1.435595523	5.497596051	6.951348646	0.861967253	0.837173755	2.209703428	0.608450758	4.80505516	1.104881892	0.440288384	5.988815669	0.590326479	9.754790263	0.417379845	2.054494126	0.315705812	0.22446827	0.235698007	6.435874614	5.231621343	5.662312481	3.026939217	0.598622384	2.600883731	0.453166135	0.662798253	2.610760186	0.724055687	1.975081378	3.668954285	9.097568913	6.499016767	0.290822412	5.773690244	9.621587845	1.126114194	10.81313284	3.959393505	0.807522244	1.921512013	3.762021929	0.379511559	0.31258304	4.223688033	0.173287376	0.222026398	1.635775114	7.367425412	9.826070203	0.472546956	9.785098078	1.775174066	21.40901287	15.05924896	0.525075022	3.030524749	18.67735979
14064if_26	FDC	1.99356992	11.72244317	2.555526632	5.362775096	8.459663067	10.39792753	1.368484101	4.021232741	2.044701855	2.015161946	8.025325751	5.922096179	14.22303769	3.417448336	10.65326285	7.660946603	4.35260286	1.063538787	0.615632839	2.264838296	1.507320787	12.48400452	11.42927366	4.812593963	1.676804186	4.814763797	8.057708019	5.21759642	4.189726831	2.616542461	2.819163276	1.650200036	5.716956348	5.947087379	0.939707762	0.96008359	1.974290409	0.27049614	3.856883782	1.217246117	0.165675013	4.587544455	0.665345423	7.902905942	0.217950285	2.351481736	0.250573707	0.221095823	0.170869432	8.641901867	5.885620571	6.10417966	2.925666032	0.370987363	1.864671543	0.381379188	0.511261597	2.671986741	0.666596238	2.089280705	2.929326854	7.263553289	5.69502597	0.361791838	5.544141767	9.358897323	0.805193011	15.00022533	5.663734868	0.800128579	1.763984892	3.933980552	0.520716727	0.368124035	4.218344648	0.11936053	0.190610036	3.051528471	7.283008745	11.31541736	0.216845596	7.898782061	2.27577556	26.4638461	21.69740862	0.442488747	1.94769838	26.25333497
14079if_17	FDC	2.579842395	8.668481398	2.280704508	5.902974191	6.721901599	9.408420586	1.369244644	4.489332873	2.300305545	1.629189224	6.00722333	3.043360495	11.53885585	4.309250481	8.966794641	9.037709307	3.782962604	1.789844125	0.905255058	1.855848777	1.763672252	12.53656278	8.504405904	5.243281306	2.52978032	4.654072165	7.679723184	7.13643671	7.756134314	2.83381116	2.537790262	2.567833742	6.402280234	6.200525607	1.342758756	1.270700146	2.61603706	0.359237925	3.476161603	1.146528523	0.480095443	5.626818956	0.534231869	8.235648478	2.650731759	2.685562406	0.312623338	0.312270786	0.225369023	6.938673749	5.452577889	6.269367834	2.937441418	0.456452955	2.007423669	1.833528001	0.515661214	2.115699577	0.736490147	2.398456171	4.297304909	7.184889422	4.198359558	0.297667106	6.147855142	8.199138361	1.488884012	13.94846055	7.394957532	0.921071576	2.130562475	4.274400816	0.794439907	0.575880394	5.361545372	0.241880177	0.207102989	2.51597596	7.35613562	10.29760565	0.516877211	8.403182985	2.201983251	26.6288755	22.67803364	0.457696646	1.848141077	15.13195213
14084if_52	FDC	2.241501267	9.191196444	1.989164139	6.292102216	5.264892373	8.216789183	1.444858487	3.827059464	2.432910161	4.389728497	6.327927722	6.374605798	12.37363043	4.236173774	9.738572641	8.27296739	4.291534674	1.630290637	0.668589387	2.340253352	1.911785174	9.961712367	9.595191562	5.020340271	2.188694331	4.103950883	6.271382782	5.082176467	4.546187455	1.57597826	2.338755315	1.980990386	5.639393488	4.700100944	1.223600438	1.095143637	2.112979539	0.184137875	4.843870395	1.299575052	0.414712329	5.820479366	0.722118027	9.146809364	0.318703068	2.340479525	0.309728639	0.277640648	0.261752298	5.474198975	4.703758324	4.874340388	2.471637133	0.342145245	1.397044756	3.306407911	0.718668238	2.199372562	0.620884345	1.706292041	3.533179625	5.666140865	5.342120203	0.171361223	5.544637981	6.983894301	1.078565363	12.59086462	4.921912464	0.723648201	2.073410166	4.023176145	0.481326664	0.352656248	3.905288859	0.186763678	0.221273998	1.791338295	4.584621548	8.788212319	0.43399433	7.865281215	2.161668783	25.58300379	19.79358339	0.467476354	2.042072502	12.73401163
14054if_44	FDES	3.632878355	7.653168384	2.76010437	8.414359988	7.090415614	8.277761166	1.346253176	5.100748667	3.567411796	4.87956585	4.923189228	4.708678847	15.71089805	5.810843661	14.33198663	8.085596955	3.922782392	1.685131335	0.784871343	2.355757885	1.870234071	10.84455521	9.700701388	5.833800919	2.264168424	3.715281721	13.72678279	7.766882468	7.626409544	2.152395763	2.591364611	2.319571992	8.419232266	9.199276264	NA	NA	3.762344235	0.979557011	2.967251116	1.43075274	1.224091698	5.858629987	0.894604204	13.87456043	3.775955964	2.562939388	0.556353719	0.379114919	0.459733413	7.438488261	6.40125235	7.357067956	6.200065568	0.865969124	2.346413944	1.859203807	0.86685307	2.341081581	0.885841751	3.112768322	5.154914226	9.231115341	6.536916053	0.490310251	9.409546766	11.80664811	1.536605109	10.85550486	4.929296242	1.10544339	2.968062823	6.004512526	0.456004833	0.53008723	6.187732829	0.355946225	0.668211653	1.434745418	11.15730259	8.057285948	0.584480859	8.569034641	3.073125354	23.08574129	17.43093656	0.731644984	2.642555309	21.71140917
14061if_33	FDES	3.167854867	8.24212941	2.302254567	7.312346327	5.591346598	9.726745711	1.287037217	4.460328456	3.51900867	3.812188971	3.052310827	3.614331266	16.05541132	4.359521084	9.698098324	6.456302641	3.529057351	1.386263255	0.916723245	2.006910383	1.403150691	9.272616042	7.973545759	5.087995726	2.016297199	3.629117534	9.645948227	6.067686487	6.07180387	2.177542898	3.308227442	2.03649431	6.745102422	6.345403893	1.596700139	1.468737624	3.140608738	0.736215368	2.631138347	1.314172998	1.284399626	6.20084661	0.725266284	11.50198449	0.248382136	2.866532124	0.476355925	0.337717861	0.360528161	7.327495751	6.420019102	6.706882525	5.354083568	0.54476842	2.126999897	0.703764315	0.739918845	2.136826505	0.742498854	2.491051578	3.818437357	7.833110664	5.481278846	0.258647356	9.164720707	12.0993171	1.387743947	13.2623445	5.832223077	0.95068609	2.585541227	4.386514107	0.573078867	0.413607561	5.064690891	0.267582415	0.468499377	1.166349228	5.952310397	8.441411042	0.587897537	6.491763984	2.56146248	24.80885804	20.60769293	0.41811052	2.384908332	16.60407079
14069if_26	FDES	2.317115433	8.350965689	1.724319694	6.200422758	9.111067947	9.963023724	1.193325405	4.235003882	2.3554417	2.616290241	4.649287899	4.738390053	15.34371083	3.873324241	11.58181044	7.431913324	4.085493373	0.953217469	0.790598625	1.545498023	1.306562502	12.25799441	9.452312909	4.780602943	1.803576655	3.621406638	8.523781174	4.735093557	4.597316865	2.783588271	3.134250632	1.678148375	5.341300329	6.405780156	1.020630731	1.104996726	2.744624329	0.550609774	2.596831409	1.115042117	0.945450961	5.198685046	0.574851037	7.715781902	0.111951716	2.474974815	0.334192158	0.274275806	0.331938281	5.552141902	4.235684459	5.020067846	3.497169857	0.272834984	2.023596575	0.59472972	0.528267165	2.036819525	0.688941063	1.977307383	3.388559332	7.406401028	4.830102351	0.296137268	6.63151018	9.691390233	0.730460299	12.45929068	5.317438755	0.763938215	1.975813829	3.514302731	0.31460791	0.368045697	4.322858595	0.168688689	0.406250869	1.74463267	7.156207613	8.202908457	0.18026748	8.364056007	1.747153079	25.8233755	20.94847465	0.49612851	2.243743561	22.33891079
14084if_12	FDES	2.905257532	2.97971279	2.066702809	7.404756498	6.421654354	9.78729631	1.426457586	4.555479803	2.502206323	2.427777654	5.311266145	0.941294151	14.32317339	4.33215799	10.47444514	6.480716561	2.631239019	1.000588985	0.801225718	0.967059351	1.203987454	11.90728588	5.158439008	4.267005234	1.662876047	3.335952343	10.40384824	5.856288151	6.332660589	3.122715218	1.818991183	2.656842991	5.422492121	5.323267983	2.132662428	2.325019007	2.937497389	0.720985511	1.992722049	1.217690071	0.946384173	3.768901658	0.670332546	9.202673244	0.605422635	2.934007823	0.487490003	0.323852548	0.280063305	7.92265783	5.289326623	6.229125437	4.680522969	0.340636228	3.345224122	3.726495336	0.585426382	1.753503423	0.626082515	2.417619896	3.529026203	5.256703568	4.845826064	0.427650484	7.636339682	10.93479202	1.510607491	8.452275943	5.957550253	0.975308571	2.294748602	4.618755343	0.611789446	0.452499227	4.860648503	0.274230398	0.574365488	1.826965115	7.639867667	11.14018297	0.41035628	9.345291717	2.324911602	23.61911263	15.42762806	0.634506749	3.022788685	35.08004802
14088if_51	FDES	2.782623921	7.687229892	2.049686667	6.059465362	8.752783107	9.153989462	1.045413781	4.085117315	2.111755615	2.688520419	4.442301735	4.668257411	12.67615064	4.218451882	10.71309439	7.132466566	4.132735397	1.20458992	0.716759191	1.740929922	1.410106219	9.202534756	9.150566628	4.50215637	1.693395225	3.333418236	8.663590659	5.416429904	5.839007076	1.594403283	2.002792268	1.764932223	5.631769514	6.237537402	2.004953916	2.073683622	2.164666545	0.746530533	2.136641792	1.425822933	1.048032714	4.269816821	0.709510056	10.16002784	12.05509993	2.168148517	0.362660828	0.33176317	0.28352706	7.445369507	5.571586351	6.83614535	4.66303759	0.559243656	1.196239538	2.17968192	0.515106453	1.713375949	0.525182708	3.082881669	4.068115613	8.87403562	5.160716571	0.291012361	7.138716538	11.09282355	1.356342584	13.20602371	4.624057386	1.012232581	2.450980387	4.385557206	0.747877385	0.37508685	4.820234101	0.279976288	0.478281786	1.488845021	7.973612003	8.014820412	0.477621986	8.216863605	2.621061078	19.90846746	15.8031123	0.744608034	2.706614867	16.23365494
14050if_19	FDLS	6.218790197	6.789591813	0.966392829	3.827032147	4.500557163	11.95654201	2.15626462	4.425789456	3.66978224	1.726003212	5.500559509	4.476550691	4.000236098	6.229452304	2.447178351	5.948843695	4.89845378	2.969838265	0.963181114	1.324351842	3.371656463	14.50947844	7.2243922	5.759102767	3.628032045	6.168706067	4.493036869	6.207140026	6.144098109	2.642036625	2.507786494	2.171537644	4.888810326	4.950789186	0.940242291	0.683448324	0.650964754	0.922369423	2.323438253	0.709329036	1.182460636	3.424405474	0.430628852	6.747533645	0.788074595	8.050422292	0.557538988	0.560251331	0.255220747	8.815293333	4.888222943	8.960778564	4.45814772	0.417984961	2.967513083	2.345059822	0.633724995	1.685577963	0.489172585	1.840977139	4.866514343	2.445575673	1.147145643	0.058408077	14.10873286	6.957778853	2.096298651	14.01029164	6.124295598	1.021124503	1.7009952	5.194027258	5.119669056	0.970271269	3.974888169	0.278324103	0.605439026	6.060164671	1.552035883	14.69682489	0.411648896	4.23132352	3.424232041	38.56454012	35.37567752	0.734972014	0.581999576	1.727122003
14054if_56	FDLS	4.697441057	5.840604235	1.640213653	4.259260222	6.082230951	13.71534932	2.549503218	5.775490721	3.756229251	4.3497504	8.212571423	6.357736446	30.98653456	9.705443649	4.075378393	10.13437451	5.680764998	4.417212911	1.24898271	1.972081894	4.255723691	13.6693356	8.989069951	7.699397994	3.536074079	6.858606016	3.707456693	6.05735072	6.387630829	1.43428649	4.084735575	3.555614687	7.201020611	4.046919919	1.235516011	0.951459154	1.035198229	0.878519441	4.964197363	1.351757375	1.224989188	4.559452952	0.54033967	8.593963242	0.939568003	10.78329227	0.722903903	0.823068551	0.302715341	8.92744168	5.680062954	12.62260305	6.151081332	0.621994009	2.955121602	2.937479564	0.919217832	1.965858778	0.663094253	2.99056782	5.558210447	2.847937458	1.342392941	0.056586313	14.47721787	7.582255464	2.320711218	13.9925684	8.017475802	1.501095735	2.524034555	5.53235023	4.49059673	1.225843601	5.333408894	0.382811138	0.766213032	8.848170399	1.181366272	15.28901239	0.47546267	3.41913437	4.823516713	34.52861204	33.43284784	0.962837328	1.154888862	2.805882335
14061if_45	FDLS	1.875907298	6.735855425	1.785741567	4.916659057	4.917218593	14.93276311	1.009149758	3.880504993	2.067895584	4.365356878	5.117437255	7.080417518	11.55103153	3.246802396	11.88273416	5.890070435	3.813156546	2.259349515	0.624032245	2.206157459	2.505427121	7.72698704	8.021065137	6.170214772	1.645172853	7.070212483	3.800155126	5.150176373	4.327510949	2.127980004	3.186308544	1.623757136	5.791388057	5.636808387	0.873545676	0.779843886	1.284094349	1.434525818	3.03328436	1.023036962	1.523742817	4.589278324	0.639154244	7.387018958	0.084219862	2.553997627	0.290133552	0.291636812	0.236112102	4.918271324	4.939597139	5.865861849	5.651335409	0.336097565	0.905200552	0.773739587	0.517654398	1.807587616	0.545144877	1.779011417	2.696021098	4.818284934	3.87564917	0.35180702	6.984007574	7.791327794	1.231936057	13.55407582	4.986410027	1.018917035	1.755601041	3.147368719	0.651663449	0.36332337	3.821577891	0.422260784	1.025608773	1.782722866	2.250543325	13.29436698	0.428045065	4.817359324	2.84406879	31.63438605	25.19462348	0.6135985	2.111463202	22.06930749
14069if_38	FDLS	2.129522155	8.741128267	1.787837326	5.857189016	5.352208546	14.45748512	1.11630698	3.583174177	2.233526496	4.45723734	6.04590963	5.580541115	13.66232868	4.324628765	12.03153744	8.860079052	5.232646951	2.847466325	0.815165518	2.4688304	4.155120144	11.94459957	10.5605065	7.420406261	2.834419329	5.402383856	5.116888333	5.462830643	5.288166335	1.53065287	2.857175487	1.72625013	5.515261821	5.969253939	1.259125915	1.120374815	1.857590254	1.491939147	4.120420033	1.417111219	1.853184131	5.286346159	0.922985883	10.23211543	0.545879274	3.072909926	0.620231206	0.446500023	0.373990161	8.182480313	6.727352378	7.386841003	8.30263151	0.68042401	1.702384887	7.851853501	0.707558221	1.671427185	0.585784178	2.636100153	3.954834692	7.785285984	4.167287158	0.303627149	8.339450139	13.56473298	1.666529971	12.41716871	6.686028873	1.250199911	2.760721816	4.918714671	3.552357089	0.470372391	4.952640481	NA	1.548769718	1.920221324	3.119699354	20.77979541	0.642001905	6.793884519	5.044908878	25.59087	18.98255011	0.699811287	1.964011045	16.31995538
14050if_22	FDR12	0.894993794	9.188340314	1.441675503	4.29867185	6.85629383	19.20501379	1.347902412	2.059149556	1.204502654	1.875483971	5.613357684	5.045507537	9.61297361	2.628829476	11.91992536	6.173867722	3.578496624	1.75399404	0.576864389	1.399268815	3.173626969	13.47337831	7.741587453	4.774761331	1.989733943	4.414551133	1.553435573	4.596109548	4.137759298	2.262240562	2.458639218	1.22343739	4.23090989	4.136035681	0.616406195	0.535937715	0.648476954	0.774116125	3.412109064	0.747783586	1.212008871	4.238363556	0.439028552	7.163905658	0.917730069	1.969143117	0.348065455	0.280746842	0.365653079	3.865130648	4.350657628	5.018447963	4.101359883	0.340903418	0.518889887	1.358465489	0.77598373	1.549040587	0.48040815	1.742052034	2.624850624	5.969678005	3.279124941	0.451517018	4.465105384	8.752301561	0.460401713	11.67491891	6.456900839	0.806458508	1.338877983	2.700785338	3.410014086	0.316568223	2.288818305	0.527972171	1.762118496	1.615519596	1.277143948	17.04192004	0.4509986	1.465494131	4.741060344	24.69102802	17.80071803	0.408901059	0.681103821	20.00695328
14057if_7	FDR12	1.085890901	7.899357605	1.925241611	4.326991501	5.806187374	14.83774351	1.260914984	2.928667935	1.008839006	1.329026651	6.724696911	4.4733669	15.20344562	3.057509701	12.21256256	5.835645454	2.987477319	1.646476106	0.900580802	1.578526654	3.109766627	10.27283611	8.045867085	4.584914746	1.806238909	3.666653717	3.594003555	4.959370347	4.597820028	2.58615056	2.069695135	1.23882509	5.684851615	4.08342163	1.028030949	0.885728504	1.073058948	0.827464969	3.030796054	0.92773443	1.091732424	3.169555109	0.463394103	8.309008897	2.064576277	2.519146451	0.4093195	0.417365507	0.222137766	4.47359964	4.632668797	5.493765606	4.748135923	0.288941293	0.960593908	1.636051262	0.704221338	1.411001353	0.521603622	1.959035753	3.393630129	7.923697089	3.661360724	0.401409915	4.648317602	8.35289858	0.37792978	9.772003808	4.797607504	0.959756958	1.756614558	3.312915998	2.882109438	0.49388662	2.96732284	0.593528468	1.363118739	1.507069411	0.786486103	14.62189215	0.44345439	1.967422984	6.027868923	28.50454444	22.43964106	0.620313033	1.131599209	24.03526305
14061if_48	FDR12	2.118026802	9.450460491	2.520341908	8.662332428	12.06725656	18.37006772	2.499170841	4.942771612	2.705625204	9.025908808	9.870254983	7.19881306	17.22087413	9.23704404	21.77868098	7.320322082	7.021365874	4.016985704	1.163538225	2.898613692	5.471800333	22.7389483	NA	8.455811362	2.72903012	4.647269126	3.640173109	5.65358494	4.369076472	1.514673439	4.980754591	2.927989144	8.619685933	8.792847417	1.556804194	1.574224522	1.673948132	0.987143586	4.479879197	1.199715397	1.635866639	4.189271145	0.510868249	12.35096592	4.44065438	3.710879585	0.59782743	0.810653207	0.339368895	7.912291622	3.551881536	5.892082357	3.2613256	0.948446208	1.460594007	0.792294628	0.921419813	3.094103448	0.977848692	1.987936488	6.414734563	7.925227485	2.934325134	0.25802399	7.634238488	11.10843994	0.778065212	11.31914745	14.18037334	1.779516669	3.051514617	5.302583059	9.3355214	0.983456018	4.40411926	0.687978017	NA	2.717140958	0.191281027	19.93422404	0.220882478	2.41264127	7.827299297	29.88187842	20.4716263	1.244480854	2.10800081	17.24073338
14069if_41	FDR12	1.419972289	8.218961729	1.721469839	5.068777671	5.522369493	15.87365107	1.401686411	3.862735719	2.116707215	4.340355144	5.875234251	5.800135308	16.72822953	5.024648441	11.91996929	6.234785108	4.053099811	2.151017662	0.822049871	1.943584803	3.366670292	11.4089201	8.227055763	5.576014246	2.241930381	4.696093062	3.165689095	5.421577548	5.173970413	1.99611395	2.970001914	1.619377434	5.662772827	6.182129924	1.119166646	0.90972336	1.238155517	0.690329206	3.533169726	0.795393354	0.935383245	3.603869476	0.453858268	10.98932208	0.988026192	2.801056207	0.351744209	0.429628452	0.364130329	7.249632596	5.518274276	8.518575776	5.640123079	0.573542093	1.655040113	2.32582615	1.024887831	1.950122593	0.663018263	2.226454636	3.789036157	6.142581148	4.07949635	0.242553845	7.196280064	9.267543576	1.674875388	11.1232685	7.421371374	1.081795549	2.033299269	3.726101331	4.325199301	0.489194591	3.706730943	0.431732858	1.319493974	1.920237356	0.92443864	15.51847593	0.486377216	2.080731749	5.463470499	27.65576668	20.41567595	0.450419581	1.188813266	15.77993835
