	Code	Benzoic acid, 4-hydroxy-	Citric acid	Glutaric acid, 2-oxo-	Isocitric acid	Malic acid	Pyruvic acid	Succinic acid	Vanillic acid	Alanine, 3-cyano-	Aspartic acid	Glutamic acid	Glutamine	Glycine	Isoleucine	Leucine	N-Carboxyglycine	Phenylalanine	Serine	Threonine	Valine	Hexadecanoic acid	Octadecanoic acid	A112003	A116014	A143003	A145016	A147011	A155004	A159003	A170001	A174001	A176001	A203003	A211001	A213001	A228001	A237001	A237002	A250001	A311002	Putrescine	Pyridine, 2-hydroxy-	Pyridine, 3-hydroxy-	Glucose-6-phosphate	Glyceric acid-3-phosphate	Glycerol-3-phosphate	Glycerophosphoglycerol	Inositol-phosphate, myo-	Phosphoric acid	Phosphoric acid monomethyl ester	Erythronic acid	Galactaric acid	Gluconic acid	Threonic acid	Arabitol	Erythritol	Glycerol	Hydroquinone	Inositol, myo-	Ribitol	4-Hydroxyphenyl-beta-glucopyranoside	Arabinose	Fructose	Glucose	Kestose, 1-	Raffinose	Sucrose
14050if_44	GNC36	0.614380931	NA	0.702688617	8.474227638	6.96345432	1.076555729	3.958332323	1.674073807	1.018249406	4.844286522	14.41916334	0.993637691	1.576966873	0.607431945	0.880030557	0.830065384	1.017323988	0.561002764	1.793850428	2.326671495	5.024549113	4.182608011	1.583203288	3.809304172	5.083311877	0.434496706	0.301807061	0.503836678	0.900012799	0.782936465	0.744923858	4.238535603	0.518528468	0.435654169	0.180491994	3.182805598	2.938289549	4.097905327	0.265461369	0.746253382	0.344270791	1.935474577	0.423560342	4.769191522	0.351218066	5.400187764	1.199056205	2.290922159	6.373153439	2.135198098	0.701746017	1.029336305	0.421047493	0.757916732	0.468201877	1.95926059	1.620161606	0.231092799	3.17889308	0.272546552	0.696785017	0.930316922	2.794701948	3.602581848	0.846071715	6.842585791	12.57094591
14057if_29	GNC36	0.354126181	2.051223634	0.516103254	4.388246731	5.906150823	1.026060229	3.653646299	0.980630385	0.322588715	5.288799208	21.46044344	0.849078208	1.851711003	1.360008089	0.955806027	1.826360968	1.507990121	0.424912512	3.175826204	4.75495526	5.275015011	5.152318794	1.816237171	2.022293311	4.189962716	0.43230398	0.500957471	0.444683804	0.542805192	0.401318207	0.626361544	2.690865615	0.7694487	0.50908307	0.153787291	3.232679506	3.670376097	4.209372573	0.268789051	0.756288729	0.32147878	1.510185656	0.327750724	6.814752903	0.459238499	3.866632472	1.185075206	1.70687472	6.174971661	1.177309886	0.574147384	0.861241151	0.648344845	0.814798262	1.323548561	1.513242122	1.302713392	0.227745471	4.210290786	0.328964432	0.578883719	0.822401889	6.139052195	4.774433182	0.594917969	4.835292411	15.45632323
14064if_22	GNC36	0.251660285	1.306101467	0.684448053	5.074403692	4.869894678	0.938323113	2.869322418	1.264530208	0.306614073	3.512254712	10.27043779	0.714007373	0.913659596	1.038384749	0.947295141	0.42947141	0.933677467	0.523366648	1.959947779	5.011028853	4.962168201	5.227792336	2.748986817	1.602358659	4.624062601	0.385240322	0.267750756	0.414006801	0.58673914	0.224419517	0.595530665	3.032943394	0.323937886	0.310314834	0.168368893	2.648901085	2.813423865	3.762378975	0.346901881	0.642026442	0.212981549	1.502319847	0.372524695	3.781752945	0.427310394	4.684429931	0.702614902	1.434802486	6.257297235	2.481123417	0.362876857	0.762512006	0.529528533	0.624713406	0.193228583	1.14038423	1.209933947	0.232831269	5.267451039	0.225692413	0.455549467	0.731881808	2.092963703	2.240878634	0.445713917	6.29575806	25.17566281
14079if_13	GNC36	0.298335676	1.279447869	0.877775647	5.613039503	8.790724827	1.262784369	4.915083753	1.206453187	0.032497759	3.785231706	9.904791076	0.922422581	0.834366267	0.472860184	0.677213369	0.46937937	0.236067721	1.038812228	0.29677016	3.54245089	5.676161958	4.500527449	3.224029883	1.779448955	5.737618199	0.445938074	0.381148896	0.515230649	0.623190121	0.659798152	0.59015165	3.488675628	0.459078865	0.333965463	0.207177376	3.096345557	4.071710309	4.82984709	0.593271931	0.862325257	0.145111602	2.031513378	0.521621228	4.875971599	0.541950498	4.250837158	1.102309555	2.084617115	7.417702679	2.167685717	0.868954815	0.994554103	0.91760283	0.803059266	0.576954575	2.156629496	1.884694721	0.22655392	4.549091148	0.427943723	0.773317971	1.078615462	3.301600775	3.357714871	0.737154244	6.703589542	25.58273615
14084if_48	GNC36	0.611255538	2.134076769	0.652127473	5.462206037	5.478803363	0.968501096	3.32991046	1.411560785	0.070728405	5.253205909	12.99835684	0.9013856	0.780164663	0.201361039	0.640388256	0.104007857	0.154578097	0.7029194	0.278456104	2.92090509	5.64520552	5.914609464	2.516093641	1.333650456	5.089636429	0.416378583	0.398703031	0.356543272	0.582561461	0.331515117	0.487451418	2.462984464	0.395601973	0.395584141	0.138276472	2.997159766	4.05415388	4.664793329	0.481760722	0.808188114	0.067744406	2.032941535	0.492986418	3.322881735	0.268556691	3.718163728	0.473749359	1.530703695	7.572024064	3.343004404	0.532318927	0.635371788	0.531117817	0.745809929	0.370484981	1.589613052	1.429503249	0.255944399	3.753592954	0.555124868	0.567735453	0.84816788	2.775701463	2.966403061	0.756378766	5.646695264	24.86279116
14054if_23	GNC60	0.57056984	0.881524936	0.660338881	4.782491227	6.009316871	1.023616884	4.175448765	1.119339374	0.018554086	4.736605782	6.346765849	0.656965534	0.942161262	0.375331259	0.711473416	0.496371155	0.179128314	0.879295727	0.130039081	3.175453615	5.929919451	4.713608527	2.754275357	2.587559981	5.292275489	0.425851411	0.260286071	0.306916548	0.414037956	0.197266707	0.443587747	4.51546859	0.384018486	0.471058533	0.112544801	2.262856344	3.482739885	3.955898682	0.803555264	1.046024509	0.177065987	1.822532539	0.420741339	4.992570326	0.59007204	4.067013041	0.558410188	1.47790428	7.705642411	1.268269834	0.53178545	0.782253026	0.291537067	0.599087176	1.069810263	1.365610066	1.081561644	0.307664407	4.189331389	0.420612707	0.600540404	0.729131525	2.429379398	4.122568999	0.861277104	6.197715175	23.96031108
14061if_12	GNC60	0.224288571	2.297180969	0.577283249	4.580953519	3.303805162	1.032191158	3.550936057	0.489931693	0.040421491	5.036605006	3.739928285	0.671648655	1.175295018	0.201624391	0.456845112	0.36190456	0.072521523	0.558342512	0.162065941	2.191397547	5.020519626	3.998915937	2.900799855	1.084888542	4.215100853	0.328798354	0.22098753	0.309159086	0.376051285	0.182348771	0.314830891	1.907134711	0.288028339	0.736205833	0.112479066	1.883529356	2.998718835	3.493149449	0.487218034	0.862270489	0.051882127	1.716142931	0.347156174	2.611014901	0.332837014	2.332341796	0.368272119	1.087652754	5.013188968	1.218365196	0.436360577	0.569200016	0.241813622	0.53492236	0.455749741	1.425078931	1.118126622	0.251198021	2.955418743	0.305602956	0.57449958	0.68646218	1.626595174	1.587114412	0.983301382	5.541531823	22.45631693
14064if_54	GNC60	2.15471405	4.486998697	0.662688727	5.704198725	3.570143923	1.838409934	4.633394499	1.990542148	0.115582219	3.52117723	5.178332603	0.547638645	0.877877609	0.515459689	0.786866296	0.326290274	0.540996165	NA	0.49968869	2.266826836	5.552158502	6.429803721	2.359291907	2.718611184	7.07687301	0.540897548	0.446826359	0.48552534	0.667324496	0.235110317	0.420554156	2.969117048	0.255116328	0.456101453	0.165467374	2.625048136	5.578802388	6.110820801	1.277120968	1.386277743	0.051256979	2.992099709	0.709961593	2.801355411	0.061106918	3.917841062	0.188192564	1.83886499	6.823068654	2.781225268	0.657572529	0.786267865	0.155888187	0.711442678	0.854759184	2.791238644	3.031336901	0.212826628	2.812902373	0.471683565	0.781743825	1.217230272	1.727595827	2.375534185	0.777110633	11.83778051	26.96465352
14079if_45	GNC60	0.958537549	4.493362533	0.693626104	4.463402782	4.308677311	1.139005804	3.661821971	1.325674999	0.148651592	3.703400315	4.856772605	0.685176449	0.811963388	0.357482384	0.559334258	0.415254892	0.32404977	0.452034259	0.457343301	2.133957629	4.80356691	4.151753728	1.811288192	1.549544102	5.224170648	0.413802073	0.312092405	0.421112679	0.450164358	0.215291483	0.36345929	1.696575644	0.457637671	0.344028511	0.11349297	2.008290994	3.106623668	3.50334501	0.580207318	0.87408557	0.064095011	2.088162908	0.364169997	2.996782235	0.314980884	3.655130324	0.309001762	1.292507624	6.292329286	1.607245577	0.549972508	0.492715424	0.542333888	0.577528014	0.74854085	1.728746672	1.6436816	0.207088623	3.091439798	0.32932505	0.509761449	0.766940906	2.81152372	3.063307294	0.564888392	7.879750891	25.94997989
14088if_30	GNC60	0.505815398	6.739779779	0.572495703	4.999660569	3.65082022	1.009568903	4.100208693	0.928933089	0.021110615	4.219328753	3.665285749	0.772390838	0.968674631	0.248640966	0.51285812	0.533091624	0.1148278	1.043477606	0.175452503	2.052049572	5.722159829	4.948094461	2.165872605	1.400717361	4.78760788	0.470692711	0.426216313	0.341532285	0.549359676	0.308608433	0.480549831	2.663965958	0.348808124	0.406634611	0.131634576	2.298726324	3.486849748	4.026348367	0.663968584	0.9650414	0.096056451	1.835536075	0.402666681	3.448067497	0.385734091	3.473402914	0.656587272	1.070126614	4.636937765	1.21268153	0.463049746	0.680769464	0.459666438	0.768364523	0.529461108	1.169960043	1.166088833	0.298216482	3.258813707	0.38448605	0.568322376	0.799687469	2.461634523	2.395694275	0.896551446	6.919512902	19.44109643
14050if_41	GNLS	0.608327731	4.436427312	0.768642283	5.09626621	8.50831381	1.691806087	4.144440773	1.627751458	0.814366094	4.112944592	7.109996701	1.076331498	1.663780775	0.555334899	0.878417005	0.625632264	1.347137362	0.482715695	0.709626738	1.984647283	5.942051945	5.729650029	1.856261463	3.276184144	5.517174106	0.356824589	0.177467323	0.762004562	0.987247436	0.563805381	0.733862814	2.654539727	0.493772873	0.581156529	0.201064734	3.34780269	5.095047063	4.897750346	0.70791847	1.182807827	0.07853204	2.137853815	0.516430295	1.659864828	0.202185448	4.212800242	0.842985536	1.332548471	10.34216413	2.100432356	0.648374895	0.892512842	0.839823815	0.81301874	0.496492598	1.646270408	1.842892792	0.233047314	3.156609707	0.253673216	0.653801546	1.21214645	2.324125762	2.921672049	0.17476688	11.27826933	19.0720235
14057if_26	GNLS	0.372476605	2.063471056	0.794960059	7.457237282	4.999675755	1.221701575	3.194079535	1.722969017	0.1772587	5.073539817	11.1506194	1.26297623	1.214400949	0.620989294	1.192684892	0.15916427	0.87662172	1.190098794	0.337853992	2.460373356	5.509276698	5.324867451	2.62974136	2.197478091	5.647907275	0.402866465	0.118233221	0.942184721	1.159091436	0.399571106	0.907512814	4.22564345	0.369131962	0.507115096	0.191925905	3.629758428	4.432253553	6.084091882	0.464110741	1.20652597	0.090946588	2.254790885	0.527244346	2.540859683	0.274501204	3.925227536	1.208545702	1.929146442	6.89448436	4.425816249	0.526866983	1.158292993	0.161178726	0.678853818	0.774002394	1.408295203	1.477346253	0.229671675	4.243110627	0.494053883	0.844662351	1.035990215	1.578990436	2.681950892	1.136722968	10.71039941	22.32003851
14064if_19	GNLS	0.26470104	4.564288029	0.614932859	4.521367489	4.022764587	0.964425485	2.800988746	1.081139355	0.169101954	3.253777688	5.779206939	0.936346846	2.208113167	0.380676484	0.668400019	0.503199559	0.290839753	0.456171614	0.403003732	3.111108661	5.076832538	4.680470607	3.119721688	1.376070989	4.376077252	0.310079622	0.084528259	0.488958068	0.664589857	0.223442528	0.640428245	2.786688776	0.442714076	0.340876953	0.154102863	2.709194494	3.644718195	4.946548352	0.506210417	0.837173048	0.060153951	1.507107373	0.437476621	1.909453392	0.280496829	3.402353709	0.727665942	1.050560225	6.629555175	2.539341348	0.40666225	0.827595907	0.495725971	0.568034784	0.751289322	1.091932775	1.224159185	0.234800487	4.382221294	0.394370943	0.575420562	1.006503692	2.102687247	2.752190794	0.886514666	5.70080787	21.65149569
14069if_60	GNLS	0.404596444	2.257986083	0.548228004	6.035339682	7.602905833	1.141411752	4.717050773	1.106175141	0.085352888	3.698748422	6.692535624	0.717757083	1.187143325	0.848024873	1.096690476	0.306014216	0.42377506	1.033679413	2.267254594	4.023237941	4.749356118	3.871578889	1.605244273	2.296442026	4.285171315	0.365777761	0.345385841	0.435504872	0.599975026	0.335646568	0.607633549	2.517528747	0.421851049	0.435053493	0.132712465	2.611296231	3.486806823	3.739686364	0.330473022	0.875055882	0.116998219	2.449837487	0.386066048	3.43112352	0.368491536	2.119925236	0.914364405	1.60472814	9.590320928	2.46773134	0.568917219	1.024249405	0.115853925	0.664527342	1.130807869	1.19065344	1.39812835	0.240610811	5.680694901	0.727722855	0.560948129	0.781423687	2.524599645	3.482775377	2.152268877	8.163526524	20.66473251
14084if_45	GNLS	0.1825121	6.786916787	0.589134213	6.076300236	21.28539657	1.121555045	4.791947039	1.333568609	1.538192843	9.990022107	30.42221665	0.690694499	2.421185611	1.385009727	1.056712471	1.391388515	2.020758167	0.767703048	3.320552068	3.498748884	4.750419808	5.366464027	1.723610308	2.957130736	4.189763457	0.352215272	0.118693838	0.693913249	0.780825776	0.330071897	0.95548183	3.57176764	0.499056491	0.417127275	0.17556539	3.518046755	3.717553743	3.816750683	0.392080249	1.017213772	0.133470156	1.601720915	0.367615092	4.304317627	0.251252773	3.23545659	0.829797723	1.949066614	13.48459448	3.397235487	0.434521242	0.950022053	0.132384	0.772342943	0.223902552	1.143760592	1.22805064	0.258109101	6.684455342	0.202995197	0.640182192	0.838004079	3.901788273	6.047427333	0.905063746	8.70084941	17.59094611
14054if_20	GNR12	0.453404021	2.901595686	0.667103532	5.511567435	5.043802429	1.186465212	2.815356835	1.438868092	0.116724779	4.715662924	8.11153815	1.055852275	1.191445909	0.218675905	0.520500671	0.481013442	0.824302419	0.681479317	0.213028687	2.518413661	6.843998399	5.226905062	3.212169584	1.013761553	5.718991941	0.4314194	0.253555344	0.621976876	0.920322881	0.642206506	0.790302378	2.949161942	0.514216607	0.451431476	0.132388149	3.255118074	3.563832419	4.215317402	0.401009095	0.772649911	0.155638484	1.949883679	0.433091821	2.79009883	0.264799022	3.139542774	0.778152211	1.111945536	5.951620368	1.935074634	0.424685308	0.807731258	0.270071801	0.668012092	0.303224606	0.890648092	1.047443916	0.310266542	3.988692793	0.266965034	0.821998095	0.784998136	1.793610317	2.001076709	0.878808329	7.504362326	26.53596964
14061if_9	GNR12	0.235910954	2.31089695	0.600262533	5.223604367	5.311453494	0.913334578	2.643129937	0.514177998	0.043929519	5.917381143	6.762058757	0.94343031	1.226698244	0.150864367	0.493194306	0.502774958	0.366507007	0.526633607	0.203845875	1.44154177	5.64563051	4.882795884	2.400089923	1.014393067	4.482555471	0.49200865	0.254076234	0.486123825	0.976675484	0.557998736	0.685396375	2.700912261	0.470418367	0.268622906	0.109397214	2.800364075	3.718938794	3.506680527	0.466370998	0.669482212	0.134344227	1.841295227	0.405725805	3.113022663	0.302213006	2.218157101	0.855986934	1.169650582	5.348210898	2.778796156	0.442964193	0.829763651	0.268392737	0.741135668	0.290945997	0.780122088	1.014190036	0.25332258	3.961412751	0.268306836	0.779425855	0.792883956	2.808663083	3.13157203	1.342465418	6.125688858	26.40879876
14064if_51	GNR12	1.149585702	3.839237985	0.694216831	3.893688112	5.753596361	1.267511445	4.13745496	1.688302652	0.438760941	5.45644615	9.247239827	1.223147013	1.422327346	0.289069692	0.732896866	0.620774691	0.910833511	0.819820648	0.964174414	1.759673374	5.37148347	4.546507003	1.609650466	2.524406558	5.823671429	0.493782317	0.400133754	0.760410571	1.104658437	0.234086787	1.003330796	3.42961367	0.474061291	0.536866166	0.154322943	3.597080324	4.037885853	4.721037636	0.543171486	0.905475548	0.144767598	2.440231803	0.424589098	3.796115841	0.456067738	3.409131028	0.750412994	1.526626437	6.925478864	2.60141588	0.696225361	1.082763587	0.508460524	0.901694928	0.890118657	1.277015822	1.121711292	0.214626653	4.87580578	0.386679643	0.81020322	1.140450998	2.394990777	2.976194944	0.998750869	6.258107281	19.19572834
14079if_42	GNR12	1.085407546	6.397831211	0.792103196	5.248023434	7.605332262	1.378188553	3.751981925	2.016379243	0.845841058	4.226757321	7.307949319	1.132942355	1.423005971	0.157339313	0.651995448	0.456709958	1.309325378	0.84533008	0.335846649	1.887135532	6.532069341	5.191685553	2.226871724	2.589591148	4.832905692	0.391033791	0.278609491	0.715026153	0.901054072	0.584100661	0.792493084	2.846749169	0.593385922	0.478418282	0.219952225	3.595533511	3.622528943	4.5248186	0.529323345	0.848217153	0.135192078	2.010416312	0.474686193	1.995764315	0.210967425	4.744828571	0.826158367	1.474259351	8.966023364	2.653770864	0.591602094	1.174806014	0.541778082	0.801022239	0.523615297	1.314399739	1.586395122	0.208840117	3.87609343	0.349392659	0.705769471	0.963988957	3.116053499	3.065653903	1.120704398	8.288320052	22.77060399
14088if_27	GNR12	1.133293336	2.439207587	0.717963607	5.812946434	8.563752634	1.084629737	5.044854953	1.97741342	0.696453177	6.900709308	11.30568248	1.243894734	1.583785491	0.335542947	0.841617346	0.64917571	2.208759897	1.17086597	0.844560576	2.026135101	6.281460697	5.909268451	2.006692281	1.806861057	5.425948578	0.521720595	0.286904214	0.689752139	1.097729877	0.307264936	1.029599372	4.081374127	0.705173293	0.484894393	0.178478733	4.032335133	3.561473656	4.933355198	0.471411808	0.892615605	0.169867132	1.827316292	0.434791582	2.934049013	0.218345294	5.098885669	0.982447869	1.59966512	5.224803501	3.72054601	0.547905456	1.363223845	0.759790332	0.831119443	0.637938401	1.327637288	1.84699232	0.300738709	4.99541359	0.350513765	0.780774233	1.319603443	4.119042837	3.460501827	1.127144055	7.436125496	22.5103084
14050if_15	GNR36	0.515019697	1.550531599	0.590851373	4.17306331	2.811326234	1.02688119	2.014331191	0.973673947	0.020202945	2.317173371	1.749912618	0.788161982	0.474564604	0.082375621	0.357444235	0.168455748	0.092509087	0.36095718	0.169359439	0.728789453	6.115434996	5.691882309	2.758304381	0.974089453	4.301985976	0.33391797	0.221293334	0.366487334	0.588673059	0.200436788	0.466359583	1.70703698	0.232932361	0.372736479	0.127997606	3.010092094	4.085345781	4.054293656	0.438675771	0.822473294	0.03133666	1.563046249	0.34332996	1.585053128	0.16453333	2.208265496	0.480004353	0.756209881	6.487977325	1.4641791	0.374488177	0.74258837	0.759238831	0.5368767	0.842075924	1.271155157	2.700802333	0.250694073	2.851954128	0.288091488	0.511792813	1.108011374	1.26975508	1.515007947	0.13469011	5.915730584	19.27369008
