	Code	Benzoic acid, 4-hydroxy-	Citric acid	Glutaric acid, 2-oxo-	Isocitric acid	Malic acid	Pyruvic acid	Succinic acid	Vanillic acid	Alanine, 3-cyano-	Aspartic acid	Glutamic acid	Glutamine	Glycine	Isoleucine	Leucine	N-Carboxyglycine	Phenylalanine	Serine	Threonine	Valine	Hexadecanoic acid	Octadecanoic acid	A112003	A116014	A143003	A145016	A147011	A155004	A159003	A170001	A174001	A176001	A203003	A211001	A213001	A228001	A237001	A237002	A250001	A311002	Putrescine	Pyridine, 2-hydroxy-	Pyridine, 3-hydroxy-	Glucose-6-phosphate	Glyceric acid-3-phosphate	Glycerol-3-phosphate	Glycerophosphoglycerol	Inositol-phosphate, myo-	Phosphoric acid	Phosphoric acid monomethyl ester	Erythronic acid	Galactaric acid	Gluconic acid	Threonic acid	Arabitol	Erythritol	Glycerol	Hydroquinone	Inositol, myo-	Ribitol	4-Hydroxyphenyl-beta-glucopyranoside	Arabinose	Fructose	Glucose	Kestose, 1-	Raffinose	Sucrose
14054if_52	GNR36	1.237283613	5.290198366	0.542072607	7.586063292	1.401554464	1.056984618	2.408035554	1.71083139	0.158338663	1.807571023	1.917720005	0.788733156	0.72156786	0.052778649	0.56482272	0.198254684	0.266360076	0.951565703	0.224624294	0.525295005	5.840875788	4.92095769	1.785483456	2.664269365	6.193270569	0.422169952	0.155516117	0.542735194	0.71944079	0.205764321	0.586022451	2.03448184	0.1331495	0.365002257	0.087449463	2.164977973	4.069593231	3.733186112	0.622007699	0.640345784	0.042164495	2.635080639	0.522339624	1.152074764	0.150736312	4.142321793	0.166959192	0.833712033	6.81067967	2.308093938	0.35038889	0.704803117	0.24844638	0.408561448	1.096441117	1.078337608	1.387577155	0.283608736	1.498865375	0.508161767	0.57863576	0.791074562	0.228114517	0.448494491	0.2660349	10.08418189	22.80260947
14061if_41	GNR36	1.252972797	9.94863764	0.80790243	8.0586134	2.227055206	1.165198561	3.201652324	2.549540459	0.298380882	4.472598106	6.050985005	1.091005792	1.576253005	0.117957837	0.418327698	0.49194333	0.408961545	0.907952417	0.467730236	1.019971598	6.839916356	7.106176467	2.332047323	1.563580184	NA	0.613567066	0.228293065	0.904647924	1.295118107	0.743685976	0.956138253	3.90105761	0.226275139	0.477208989	0.135828329	3.941765515	5.907244459	5.975142328	1.041538447	1.096602386	0.130399015	2.728942499	0.5511045	3.04123234	0.283641948	5.495864749	0.540484065	1.229495297	6.426666252	2.795633621	0.544574044	1.188121462	0.721207765	0.637444277	1.714454665	2.276153237	1.788242329	0.231557345	2.624879125	0.460273285	0.877174425	2.11723554	0.777558908	0.712991962	0.129744767	11.7430876	23.30290168
14069if_34	GNR36	0.865484321	2.377539817	0.617473204	5.317530091	3.407058149	1.293566436	3.403252356	1.39140784	0.144196794	2.40425802	2.750396491	0.768838793	0.685413281	0.156707487	0.729300676	0.307039534	0.22188746	0.563056943	0.302248637	1.173467092	5.248091981	4.675783802	2.786186217	1.214917407	5.620849535	0.48714057	0.34340051	0.465797918	0.645736452	0.323192089	0.653646368	2.733952219	0.360176944	0.346020953	0.118147775	2.601851222	3.79324868	4.76552846	0.70437597	0.837304763	0.088892436	1.934846534	0.537558685	3.383858875	0.248423828	3.996086011	0.474771967	1.04367813	5.385415933	2.148386793	0.39442656	0.84774716	0.230008345	0.509488676	1.009596591	0.828731245	1.293603138	0.258830291	4.370548371	0.49471387	0.620128753	0.743464677	1.418697623	2.144391408	1.329815148	7.752591185	21.75880758
14084if_20	GNR36	1.178186185	2.25600551	0.444632874	5.722786877	1.772257169	1.098324708	2.009112065	1.429018571	0.042888579	0.910609051	3.652476338	1.146745485	0.966438824	0.116871306	0.674538209	0.45129048	0.23816176	0.557022917	0.438866421	0.251860001	7.153759465	6.617659081	0.737150115	1.195408376	7.114178302	0.581944932	0.690054041	0.353332479	0.720486328	0.318286821	0.745523625	2.90916621	0.550300133	0.387814157	0.162552071	3.569395414	4.455106879	4.416851607	0.560808923	0.970465479	0.139167567	2.032865774	0.505479052	2.902965895	0.280820764	4.27292354	0.796100454	0.893685159	0.940948182	2.215803069	0.286610863	1.07222006	0.512974956	0.386863914	0.90757458	0.647594775	1.492599937	0.276875198	0.650628464	0.44313218	0.854674135	1.345842938	0.187292735	0.749302564	1.414651897	9.536024822	6.22487678
14050if_47	GNR60	0.756862724	6.811779695	0.96148248	6.318747865	4.531543402	1.088629611	3.462117691	2.159820849	0.044324087	3.432794517	4.527078479	1.308080836	0.910634597	0.107719108	0.611148261	0.530080115	0.247714596	0.895981519	0.423697427	1.406514868	4.045618804	3.632578398	1.425307156	3.442289002	5.234628363	0.480384676	0.343459853	1.036337877	1.359744789	0.209985109	1.051151713	2.961585086	0.465278602	0.534781929	0.167514828	2.784834292	4.152683149	4.31821479	0.423010441	0.778244439	0.129954507	2.358206376	0.3819575	2.286490248	0.208668277	2.635606572	0.592203267	1.218106582	5.667589681	1.951851666	0.696223797	0.961394909	0.799395858	0.814860933	1.045883754	2.84209041	2.381032144	0.229154677	4.478962062	0.545499591	0.556987069	1.24705648	2.849273534	3.081716318	1.473140835	5.971773028	17.19953049
14057if_32	GNR60	0.994903627	2.039048904	0.601865785	5.126278996	3.210947474	0.935507187	2.447350527	1.079844198	0.051357762	1.62061459	1.515757861	0.871431675	0.578895493	0.120669668	0.702067968	0.150207536	0.05739267	0.63086348	0.239940277	1.62338094	6.095479867	4.768229494	2.463197564	2.090141072	4.890355121	0.382642423	0.297586178	0.369501774	0.685530654	0.403072947	0.603096837	1.81652805	0.447934517	0.384817059	0.123475932	2.394994366	3.5450843	3.536088281	0.540542028	0.913474656	0.089181375	1.843087219	0.36087836	2.464511601	0.204117168	3.275425852	0.201081812	0.771410399	5.33528952	1.217375609	0.325831137	0.745907676	0.365797321	0.517048784	0.308477064	0.785056606	0.90135365	0.225835422	5.173152283	0.409442135	0.521150754	0.73423111	2.247050698	2.058229418	0.715004191	7.836145865	24.6294892
14064if_25	GNR60	0.897851485	5.566626648	0.55569607	5.10027618	1.227674184	0.928486726	1.819572017	1.183795225	0.030407655	2.676864776	1.650439154	0.747935249	0.588288935	0.067853477	0.438071352	0.196272456	0.09106438	0.525175215	0.184545874	0.811073398	6.775784798	4.894068439	2.433836285	0.990482248	5.386735733	0.404651294	0.214961221	0.443751754	0.49386652	0.225400778	0.391358108	1.365051118	0.223286551	0.271212864	0.079957151	2.026036004	4.263793573	3.970982444	0.549060925	0.986635382	0.055088189	1.85353887	0.387543199	1.500551366	0.170116072	2.883278613	0.342227158	0.800681773	3.865955744	1.022838573	0.301983851	0.720257331	0.491471455	0.371847327	0.608480881	0.99870737	1.374754891	0.230878566	1.846286007	0.381540845	0.48719055	0.796873414	0.597557313	0.594944077	0.838877126	6.553771716	17.70474887
14079if_16	GNR60	0.283637877	3.397076724	0.514247761	4.691834712	2.625928092	0.943954494	2.77517438	1.034340289	0.029902623	1.070032943	1.03528529	0.558638606	1.066248804	0.039940571	0.611139191	0.092569401	0.039071666	0.572741989	0.198906733	0.870086673	5.537085729	4.942521676	2.936824879	2.277908692	4.953973713	0.339158359	0.103939367	0.52735344	0.573190397	0.206400418	0.521190867	1.718320226	0.232411151	0.341129831	0.104652671	2.276268772	3.996479595	4.832448073	0.633561776	0.895082357	0.053984469	1.678519315	0.36915428	1.832571493	0.190540788	1.953925203	0.353212152	0.751174304	6.28944766	1.979298096	0.324019023	0.647779122	0.375623554	0.515321772	0.610459496	1.022163915	1.380842583	0.224653864	2.797318836	0.547719657	0.583532139	0.680405789	1.596270429	1.856230707	0.084476482	5.87035919	18.43079587
14084if_51	GNR60	0.984832265	2.121410277	0.871895681	6.240353269	7.071705238	1.004852222	3.900128892	1.773437792	0.622939117	7.511579897	7.370756614	1.102838895	1.933884377	0.275190835	0.760217069	1.831692945	0.540602561	0.732220592	0.532754008	1.953072962	5.618816504	4.250691846	2.133967269	2.698735991	5.109773716	0.381781969	0.480937408	0.918050008	1.244937364	0.332964647	1.074296823	3.196053672	0.459976609	0.47793155	0.124831482	3.488585916	4.029284286	4.359979437	0.614206797	0.874012443	0.14170992	2.847714905	0.496647575	2.401614902	0.358547517	3.442434794	0.794380274	1.217315189	12.45906497	2.436545932	0.603544252	1.003140587	1.196980216	0.811808321	1.317397623	2.195073875	5.214358925	0.253797852	3.723475287	0.313146591	0.741427998	1.4749321	3.886737695	3.856827043	1.268076308	9.839008171	28.90039482
14054if_47	GDCLS	1.567910324	4.551733866	1.369673844	4.016221692	7.853552259	2.477946735	7.816846403	1.633745226	0.089230424	2.291313421	11.51663965	1.067974189	1.597049788	1.10395786	1.273870194	0.683560566	0.414418351	0.534115372	NA	3.945855655	6.318719179	5.336898004	1.570456894	2.530602749	6.142023935	0.611696186	0.588496228	1.443091382	0.549545488	0.775590409	0.37810927	2.998222122	0.858417925	0.680952786	0.287678206	2.604304249	4.141606178	6.516765542	0.351622119	0.829440494	0.329570651	2.003522598	0.516822164	12.3182346	0.740852911	5.242553466	0.782730466	2.057686967	6.771118767	2.623143495	2.274460952	1.302392478	2.949855937	2.301781232	1.587034998	5.356500661	3.885816036	1.472696661	3.252330097	0.497883868	10.93461517	0.954473517	5.271014283	4.952015795	0.886599643	3.147035738	17.25086516
14061if_36	GDCLS	1.888835954	2.190343617	NA	4.831795865	15.59365378	NA	9.269687966	2.718241982	0.041542184	1.121840221	8.242215539	1.184189692	1.116421093	0.686653168	0.989555214	0.481932372	0.462614122	0.689044775	0.959147183	2.711193007	6.096666678	5.230524302	1.971568932	3.238451443	6.174530809	0.67322262	0.499766893	1.455368942	0.575381783	0.964001434	0.503486532	3.586550213	0.844670954	0.725085296	0.386035178	3.048892556	5.068838713	8.362185343	0.45271994	1.192033823	0.23480956	2.176973178	0.509731698	11.91389107	0.953797801	5.893239503	0.976394659	2.356985322	7.868472825	1.974059758	2.427297881	1.552210618	1.975954821	2.357734931	3.152085065	6.093921239	2.763140569	2.043547749	2.546942494	0.685245017	12.90445584	1.234390153	8.625092292	5.403615549	1.348266435	5.177330523	18.87867914
14069if_29	GDCLS	5.52118851	9.765237446	0.713342814	5.702505707	15.37300443	1.097606751	2.802196219	1.781639524	0.423925706	4.029774193	6.724869024	0.917179715	2.207067746	0.558386112	0.745379193	0.856336122	2.371538242	0.634303282	2.21733533	2.495629378	4.632248643	3.88060913	1.942850221	2.226522979	4.183668115	0.486583562	0.08801463	1.288406167	0.959826941	0.320850517	0.800054496	2.998218314	0.881190054	0.675003714	0.276075698	2.970376086	4.124876408	5.641694964	0.29992031	0.622545886	0.168130962	1.402159907	0.341550898	2.661998413	0.470747805	4.305003476	0.836980871	1.189445844	11.06562805	2.65203699	1.058870264	1.543970141	1.26007	1.526329948	1.302945808	6.487189533	3.520315704	1.030348676	4.092423474	0.610662275	8.026491401	3.307257406	5.88372355	6.543841244	1.411737018	5.359645572	16.89837361
14084if_15	GDCLS	2.78933461	2.278500382	1.426220434	3.687916454	14.98852946	2.498447568	4.160860984	1.589393896	0.049269921	0.857041394	0.405242905	0.92051178	0.548268529	0.547651279	0.651690783	0.14302514	1.485443662	0.745395311	0.662884032	4.127981422	5.543415877	5.087794718	4.208050007	2.113832982	4.747574673	0.449973766	0.431657899	1.221034598	0.357426422	0.814610023	0.235009022	1.955447867	0.323661516	0.554347213	0.355730589	2.252609871	3.322358671	5.955871383	0.285306967	0.880037707	0.052580002	1.62391209	0.362462121	3.761942837	0.476772068	4.315970639	0.829949244	1.302880261	14.03998382	1.272626073	2.290852729	1.280495372	NA	1.571543182	4.910853158	7.157527033	6.815700627	1.872119314	3.098590416	0.574081945	10.57175708	1.101357127	5.163291578	5.382446776	0.826786481	6.113712921	34.60977202
14088if_54	GDCLS	1.924899362	2.31196063	1.229275054	3.844030957	16.77202455	2.105129091	5.039015167	1.493838306	0.103902813	2.758955005	9.974449247	1.04283972	1.058454577	0.848225432	0.831387693	0.627226448	0.733730236	0.641164133	1.39868118	4.147560195	5.736613059	4.932309153	2.059527707	2.227233662	5.131926909	0.595417994	0.404351133	1.379123839	0.654725552	0.731035631	0.44144326	2.66835581	0.579631212	0.480410967	0.221810648	2.68561757	3.501288048	5.02616836	0.289236323	0.835334969	0.100045248	1.845513075	0.431205376	7.143543433	0.639381691	5.444255493	1.168806975	1.404619265	15.04754446	3.530390523	1.677027724	1.245812157	1.437454289	1.522678556	2.135319462	4.645826841	3.404795581	2.099430674	3.777449945	0.561004809	13.87312813	1.108657867	4.938274373	5.176506312	0.812425839	4.32755613	24.56669193
14050if_12	GDC12	1.296345289	1.559789495	0.764682087	3.163975034	4.439372198	1.518412289	2.586921566	0.977875059	0.021956283	2.005584412	3.045183168	0.643669895	0.615793848	0.491837032	0.6366946	0.249871968	0.316445896	0.494019318	0.636143741	2.95229932	5.268296772	4.558727928	3.267177852	0.970874318	4.621666913	0.481939241	0.563136102	0.709133029	0.301323547	0.431891348	0.197085954	1.473165747	0.380202114	0.573997701	0.16999366	1.981832861	3.922641577	5.518986997	0.359766519	0.652216635	0.029235264	1.832028961	0.369234324	4.102154985	0.410855006	3.402914653	0.826907467	0.995720891	7.135499549	1.346487319	0.894206637	0.877340421	0.766717652	0.952996744	2.171332029	2.935382554	2.515740329	0.728871248	2.718251717	0.493721514	11.14370539	0.599048092	2.856047104	2.877737546	1.3160578	6.07324354	27.81748181
14054if_49	GDC12	2.321762305	6.111792561	1.242260001	4.520669154	8.691702973	2.388613587	8.965319551	1.352505503	0.012919909	0.872649589	1.253930132	0.865290153	0.760885943	0.201762557	0.562529982	0.171080657	0.442780822	0.685005959	0.479850556	1.533969802	5.321485326	4.735383798	2.123720898	1.119523519	5.104966067	0.478733849	0.350674582	0.968151102	0.441851414	0.589994307	0.250073212	1.586911431	0.302863737	0.394222214	0.207026341	1.848091543	3.583114766	5.281678684	0.513235607	0.673483396	0.038616737	1.955992388	0.380476709	4.508139566	0.386886817	4.371716094	0.833037869	1.135969096	7.171778776	1.557294186	1.696980779	1.156245766	3.168574365	1.415917081	5.340968109	6.913319828	5.070342125	0.589719314	1.757271778	1.0917423	8.353751658	0.977243339	3.283081733	2.543980666	0.53938381	4.988867606	14.97474194
14061if_38	GDC12	2.06008237	2.18166805	1.412193795	4.449626059	10.16036409	1.946696062	5.360614693	2.500836421	0.083084678	1.489937691	5.313931055	1.074708935	1.284273324	0.554589937	0.954941661	0.621840692	0.472303035	0.643123571	1.130607604	2.815523539	5.969118472	5.011672296	1.931108132	3.104342574	6.393960887	0.552866443	0.473308213	1.527815343	0.552258773	0.745291899	0.40454855	2.658829693	0.606470033	0.529033853	0.255358977	2.620058426	4.259716891	7.20801551	0.440996955	0.855489682	0.129845875	2.450227422	0.511586158	9.833606122	0.867238458	5.931370324	0.899758543	1.926740203	10.63363156	2.279355034	2.201012634	1.128945161	3.468794335	1.78656713	3.187767923	4.042747751	3.89854074	0.679846755	2.393964373	0.637806023	10.19499993	1.085898327	4.470117692	3.27020931	2.348105977	5.683374921	19.3506512
14069if_31	GDC12	1.889600217	6.66628541	1.713533607	4.40756764	27.21222772	1.976396808	6.256353772	1.390586827	0.096909933	1.155597045	3.208612259	1.037257367	0.632798959	0.346602681	0.209647841	0.233759409	0.392777016	0.530939797	0.971016227	2.146247233	5.495791639	4.848975154	2.376433202	0.971798252	4.784006501	0.501343227	0.548549476	1.607781089	0.470676071	1.276313456	0.278370996	2.275570427	0.920351945	0.485856859	0.337637528	2.888798824	3.629001787	6.305126404	0.325690799	0.912952912	0.106919251	1.081164739	0.278876498	10.39501693	0.616469806	5.116426273	1.453720854	1.53875902	12.54416722	1.18736887	NA	1.352584594	NA	2.34955382	3.30643568	8.066067507	8.212005389	1.361288901	3.029087493	0.911125795	7.025560424	1.558532173	NA	6.833280039	1.404042915	2.735058879	20.53190285
14084if_17	GDC12	1.852184755	7.416193103	0.790082468	3.715566379	8.603574452	1.717709498	2.669771233	1.688584566	0.046610717	1.100016247	0.402877705	0.844095608	0.436765948	0.34734317	0.459205093	0.140290338	1.055494254	0.59292126	0.37407986	1.626619516	5.389304304	4.425947523	3.002221777	0.90858963	4.777515807	0.539488359	0.535632734	0.850594553	0.2943204	0.801174474	0.191931395	1.747786265	0.234480181	0.495702687	0.185952202	1.661203124	3.241770715	5.253705338	0.416538523	0.756754129	0.056087783	1.56445774	0.384823624	4.253754857	0.350905192	4.806459555	0.670503241	1.027984038	10.64859289	1.454812783	1.490814009	0.924875331	0.572587009	1.185065597	3.61644279	6.084093278	2.275498134	0.96455687	2.572211558	0.484282176	10.34475403	0.823456303	2.446879597	2.816907788	0.610056942	4.815370511	22.35072428
14054if_21	GDC36	1.089258159	0.885030386	0.562562788	3.66237883	5.522200306	1.241454627	1.324830346	1.483867625	0.03631643	1.999933631	1.505203483	0.597808541	0.380320888	0.389700989	0.668561814	0.19336173	0.188719771	0.473784395	0.391378648	4.076863995	4.609562252	3.810492897	3.673634613	1.563675444	4.913591061	0.389653067	0.303771589	0.565917413	0.197814398	0.19669377	0.220597446	1.02291961	0.267604113	0.415504411	0.112191796	1.827834637	3.239039417	5.087776353	0.44064249	0.528256592	0.029420131	1.905725293	0.374941634	2.74198793	0.268129747	2.973711801	0.589781112	0.755746027	6.876266898	1.409978004	0.817373111	0.72034163	0.714652489	0.736439838	1.665063772	2.875210213	1.384172366	0.954607873	2.205979169	0.621453706	9.337539831	0.731251062	3.423019764	2.252080337	0.603346373	5.284859534	28.39843912
14061if_10	GDC36	1.412061732	2.306315881	0.585720759	4.02544941	9.219308638	1.277740663	1.826404943	1.283013297	0.042727591	0.250351844	0.969527593	0.626902069	0.30409677	0.288288183	0.575333121	0.124195349	0.58938971	0.362746837	0.483601717	2.769926185	4.444502276	3.304186357	3.110131136	1.107498095	3.895792885	0.406638166	0.282538453	0.69897569	0.227699559	0.181819161	0.151154299	1.123914776	0.336096238	0.320628166	0.16699207	1.345459594	2.871933873	4.843114782	0.404514869	0.717671958	0.031536465	1.3740263	0.301824798	2.816696176	0.274410991	2.545989782	0.652106537	0.471214879	6.534151886	0.912740357	0.998944965	0.757401506	2.187129053	0.925562559	3.977091026	5.864465418	5.371300321	0.530108716	2.592022139	0.891263525	6.633475076	0.733328604	3.387551156	3.430370734	0.901592759	4.915607943	24.53383729
14064if_52	GDC36	2.155850415	1.230617876	0.689091911	6.064777835	8.010635397	1.216709541	1.606008386	1.669924378	0.067425306	1.021933235	1.9866075	1.183747629	0.77003961	0.558532827	0.624829416	0.24286386	0.602282245	1.21941264	0.699900215	4.242051883	4.116520253	3.467172863	2.347491142	1.503543355	5.00684411	0.396735879	0.445667118	1.087300112	0.413997467	0.234427467	0.312616317	1.541394767	0.331859968	0.388503412	0.192003323	2.185628795	3.295426236	4.483542015	0.397237177	0.542172429	0.025950851	2.126725649	0.395517076	2.230966941	0.278524229	4.099358851	0.88520062	0.875126667	6.466360297	1.650935916	1.572774011	1.059648073	1.443737252	1.230185254	3.544692819	5.18718093	6.257936518	1.034274603	2.105726002	0.863601249	10.37013199	0.918819187	4.734909312	2.990641875	0.388851031	5.439791139	26.2132099
14079if_43	GDC36	2.265126672	1.205504671	0.661416043	4.560063572	7.052271635	1.669322368	1.880322366	2.794120841	0.145112759	1.836345928	3.941140791	0.970391576	0.645918494	1.0050467	0.802369894	0.382529985	0.575117722	0.894455656	0.799112328	5.171099318	5.565931335	4.921014331	2.748867181	2.213588432	5.52168777	0.461942974	0.270349252	0.729896305	0.350485465	0.214666194	0.25877158	1.9650393	0.31464494	0.569786803	0.175327985	1.866496587	4.617881134	5.457971541	0.500633993	0.721213303	0.067721044	2.248038012	0.505836733	3.459350941	0.379150269	5.921494974	0.76976949	1.105193265	9.848700214	1.511993297	1.352031615	0.787308204	0.685376825	0.983981827	5.217951026	5.649134351	4.265817167	1.754508411	1.760434171	1.097267824	11.18964027	0.954808398	2.790119517	2.662156345	0.801245118	8.360928649	28.03014049
14088if_28	GDC36	2.497697188	2.434372158	0.715008106	4.870629975	6.108784147	2.092861106	2.0947963	1.731940025	1.505827863	3.026466203	7.975714398	0.946285857	0.816875328	0.94687265	1.116211899	0.427505768	1.9462355	0.705101434	1.377168852	4.90234423	5.553062903	4.143838149	2.632326512	2.984387566	5.40064757	0.449321234	0.278299272	0.85058547	0.520402923	0.307712117	0.29895733	2.067316551	0.567928241	0.400967294	0.166096271	2.476388718	3.682949908	6.19918212	0.339563953	0.571975555	0.161458695	2.353201332	0.436488963	4.28246105	0.611221964	4.104834918	0.92766698	1.013406909	9.97726941	1.40085728	1.088860015	1.166328976	3.067463906	1.138342579	3.573899497	3.777405042	3.665522372	1.179016536	2.350649416	1.123300278	11.19230937	1.058788381	4.000088042	3.260866344	0.698034123	4.692486753	20.66411938
14050if_16	GDC60	3.132680491	1.547457861	0.465016862	2.907749012	3.746707162	1.338406324	1.601820355	1.625663358	0.019650185	0.211711639	0.171648132	0.563206317	0.276534694	0.177611709	0.388173876	0.121931183	1.532273433	0.344194517	0.328066892	1.172668932	5.988612919	5.377703895	4.121837768	1.098263606	5.213219461	0.402029494	0.189555267	1.08061243	0.210734636	0.447786555	0.198486959	1.115435233	0.289755436	0.551823469	0.295795482	1.860153973	3.408816125	6.722002949	0.473266316	0.659416953	0.01832823	2.004069083	0.370203727	1.056390407	0.125114779	4.92189052	0.826624457	0.42576327	6.820491252	2.750870345	1.180350526	0.760280783	3.297488506	0.766442033	4.296843403	9.223788343	10.90658407	0.739883678	1.68391463	0.643346994	6.826811528	1.871911847	4.927544306	2.646075697	0.13604626	6.103474952	28.25618091
14054if_53	GDC60	2.117507691	2.139006166	0.605748515	3.564327322	6.180021889	1.254082516	2.685808689	1.471259114	0.019714192	0.354065701	0.306214835	1.021670789	0.383095123	0.161700068	0.311653992	0.099201356	0.608591662	1.065176996	0.271312528	1.048236412	4.144840014	3.6968789	1.598245672	1.217941556	4.159713283	0.37771005	0.15895861	1.076784563	0.246704499	0.799798895	0.231520549	1.593161938	0.259362622	0.369525978	0.285301142	1.338117013	2.976970174	5.144668356	0.387634822	0.566058151	0.021956096	1.715169225	0.370833387	1.356187426	0.117262829	4.731064792	0.899819418	0.700742737	6.678131329	1.425519019	2.31664229	0.711689417	2.233920474	0.940382467	5.55950774	9.611672863	NA	0.600658759	1.252278616	1.149619457	4.788585326	1.07306875	4.881971204	2.456481692	0.401087542	6.715343554	20.73869869
14061if_42	GDC60	2.336235334	2.164419868	0.80162182	4.630360717	6.004995769	2.093524377	3.921372292	2.24296637	0.017586163	0.986946981	0.22196714	0.735930642	0.500183541	0.166991974	0.506904181	0.099799946	1.339139804	0.551256486	0.647823777	0.97870965	4.622665311	4.193821224	1.685407196	1.987190886	4.476196759	0.418706373	0.342154592	0.917217245	0.32013758	0.568322563	0.227771602	1.478831437	0.202943306	0.580185821	0.170207006	1.86671708	4.006047774	5.381797706	0.738066173	0.455383495	0.039214382	1.91495087	0.461423542	3.038943232	0.312775016	5.404778904	0.546629141	0.959643952	6.230500287	2.345934709	1.52951476	0.874633072	1.067038961	1.136881369	2.426669772	5.155204401	4.233286673	0.522679845	1.643511802	0.575030363	7.250681909	0.759728395	1.265671418	1.262918291	0.978489202	9.501718536	18.22376527
14069if_35	GDC60	3.041795128	2.372826637	0.460631883	2.430245885	0.857588802	1.298570217	1.651397948	2.112743671	0.049873054	1.11551242	0.711663819	0.879231119	0.312962131	0.243567286	0.68535276	0.152365188	0.63157797	0.706399697	0.108845133	1.600225267	6.902415247	5.857927062	2.629897458	1.347341353	6.709401107	0.522774967	0.228451378	0.803257769	0.202710253	0.32366245	0.196630729	1.403146921	0.114465053	0.561818747	0.163575976	1.887977832	3.655503732	6.450866249	1.066293439	0.768589243	0.028537108	2.500663204	0.553255228	1.147074644	0.142796997	5.522806124	0.163055013	0.716554626	1.985058407	1.083977039	1.126779778	0.702828918	1.249783729	0.70062324	3.430996968	4.409589945	2.77811333	0.937315424	1.043328147	1.223237365	6.718166312	0.876855825	0.748836988	0.576031939	0.185666914	7.890953906	21.93298476
14084if_21	GDC60	3.615087303	2.251533256	0.897705711	2.957734722	1.766771644	2.382557957	3.560487464	1.595307372	0.041715131	1.495598316	0.398188636	1.169904599	0.34786129	0.041054936	0.440832071	0.134976612	2.0997382	0.661948769	0.576807621	1.342723529	4.991558504	3.737088646	3.431942595	1.036546558	4.879382541	0.424252123	0.30317343	0.877877377	0.329711285	0.741338096	0.182870447	1.208167042	0.306243661	0.485952541	0.357934636	1.515939956	2.943789749	5.704202609	0.51918498	0.581017854	0.047664544	1.973228264	0.483248742	2.11998684	0.214318331	3.83922304	0.491017539	0.658727935	0.939254691	1.024099906	1.912312876	0.714238908	3.454016925	1.465373356	6.079631349	7.851294487	6.940778894	0.276098994	2.078345506	0.682758789	6.008852245	0.842718196	5.188048501	2.384106231	0.662668045	6.398622847	32.15383948
14054if_18	GDLS	7.208092048	4.634446247	0.63061615	4.803691402	8.483505078	1.555548076	3.199794683	2.189316083	0.259010655	3.37958492	7.920729805	0.981774496	1.270206275	0.491266842	0.647168675	0.577344255	0.973679505	0.565564098	1.388288437	2.178791743	4.511795396	3.810951486	2.14700097	1.927587876	4.641902106	0.356162771	0.236697118	1.25758679	0.740342664	0.721831833	0.505741841	2.413040136	0.774113559	0.533116312	0.277316936	3.27605419	5.54761272	6.267118282	0.321954496	1.020790068	0.089852947	1.635687867	0.444500952	3.485157149	0.537965961	4.217421123	1.499104019	1.379468939	9.425554489	2.87711473	0.982364916	1.720515415	2.066422258	1.343055919	1.035650025	4.486841606	3.560402984	1.012641248	4.226450444	0.363558324	7.197371241	2.977983184	3.685955925	5.247607773	1.113720586	6.163771147	17.98585581
14061if_7	GDLS	8.733618846	2.320086405	0.45622255	4.198760556	13.04260119	0.810248633	2.796220988	2.352673956	0.046435757	2.228180328	7.380937701	0.851801511	0.764534023	0.336608874	0.83166596	0.348130551	1.078284225	0.506453249	0.417185954	2.112294105	4.657209021	4.011442168	2.285948274	2.397317711	3.479749036	0.294956677	0.218552845	0.899478723	0.484128081	0.362055258	0.506009243	2.20224914	0.796807268	0.477918816	0.240405984	3.236059359	3.903602657	4.515531572	0.262760655	0.799235147	0.080572809	1.297345203	0.331985381	2.347359268	0.283496521	3.139789385	0.851496353	0.997432192	8.904237608	1.985768509	0.816114525	1.150256979	2.908937006	1.172735597	0.911637437	3.30987922	4.70393716	0.873463809	3.11828586	0.381514413	6.116410244	2.602942802	4.634749598	5.287103039	1.168039426	4.853764863	21.17560339
14064if_49	GDLS	3.673200247	6.98519009	0.835751069	5.065944212	10.91543443	1.18823273	3.692644173	2.329182946	0.551770116	4.54599372	10.90723307	1.357591219	1.90391142	0.629196476	1.171363241	0.919481576	1.632115067	0.66241813	2.149445759	2.704462164	6.070017907	5.118471357	1.730625742	3.421730255	5.571721561	0.473807429	0.302109515	1.834423552	1.323414379	1.070580449	0.865323921	3.437031061	0.668029802	0.860059506	0.207894599	3.746775285	4.776147837	7.07682022	0.493389262	0.972233865	0.103416556	2.109458567	0.454072754	2.772637812	0.40582199	5.274022731	1.315132807	1.594952103	9.613112454	2.841091329	1.054033894	1.444766828	0.655690629	1.728614281	0.807372792	2.458415355	1.71546818	1.287046318	2.601968821	0.350777805	14.60901494	1.748506964	3.050579788	3.881610425	0.905283502	6.510987143	18.43584402
