	Code	Citric acid	Glutaric acid, 2-oxo-	Glycolic acid	Isocitric acid	Malic acid	Pyruvic acid	Succinic acid	Vanillic acid	Alanine, 3-cyano-	Asparagine	Aspartic acid	Glutamic acid	Glutamine	Glycine	Isoleucine	Leucine	N-Carboxyglycine	Phenylalanine	Proline	Serine	Threonine	Valine	Hexadecanoic acid	Octadecanoic acid	A112003	A116014	A124002	A137012	A143003	A145016	A147011	A148006	A155004	A159003	A170001	A171003	A174001	A180002	A192014	A203003	A211001	A213001	A214003	A214004	A228001	A237001	A250001	A278005	A311002	Putrescine	Pyridine, 2-hydroxy-	Pyridine, 3-hydroxy-	Quinic acid, 5-caffeoyl-, trans-	Sinapic acid, trans-	Glucose-6-phosphate	Glyceric acid-3-phosphate	Glycerophosphoglycerol	Phosphoenolpyruvic acid	Phosphoric acid	Phosphoric acid monomethyl ester	Ascorbic acid	Dehydroascorbic acid dimer	Erythronic acid	Galactaric acid	Galactonic acid	Gluconic acid	Glyceric acid	Threonic acid	Arabitol	Erythritol	Glycerol	Hydroquinone	Inositol, myo-	Ribitol	4-Hydroxyphenyl-beta-glucopyranoside	Arabinose	Fructose	Glucose	Kestose, 1-	Raffinose	Sucrose
14088if_22	FDR36	1.002741282	1.645013061	3.408133759	1.590434988	1.078839282	4.69665851	3.26434182	9.777773574	0.011580397	0.114621902	0.09629938	0.117614859	1.792896362	2.229660678	0.113373293	0.723752005	0.315836019	0.049678526	0.275802971	1.714117948	0.346273782	0.798132939	7.284224314	6.970405407	3.256220666	4.874022163	2.014939953	0.051562008	6.957665484	2.996157454	3.02869299	3.989442627	0.344606791	4.908961642	2.871996394	0.499425195	8.545475328	0.695155491	3.051390446	0.940114321	6.202560716	5.022543497	4.362818648	4.892187817	1.256851134	4.27733514	6.274868919	4.093497937	1.072977328	10.53994756	5.000748844	1.248931226	2.81512915	1.285231873	0.472326283	0.679740574	0.07006474	0.536207472	1.006852421	2.837440807	1.59913604	18.38949715	3.629327056	1.667839138	2.455973792	0.788978976	2.772739874	4.109007981	3.500005836	3.293500964	2.549666084	0.62526268	4.245459	6.474275628	1.627485589	4.776265404	10.20214004	6.274918017	2.033005374	0.792085764	16.84276899
14057if_24	FDR60	0.414677788	0.20005059	4.539566486	0.964355509	1.759174641	2.326017806	3.628682168	4.958882832	0.037135541	2.570928723	0.703963369	1.354799839	1.468004758	2.760214212	1.029478529	1.496173943	0.401859989	0.554459017	1.386849535	1.336468057	1.68743175	2.403197773	5.369159312	3.970292474	4.012850774	8.460427217	1.990161973	1.472882237	6.402453492	3.166851935	2.775025206	3.026967189	14.49994621	6.390713495	3.777000495	0.378834788	11.37073984	0.106518344	2.224015359	0.988407436	5.551513584	1.171213853	1.403020462	1.537957948	0.891146236	3.241734925	5.180876831	0.855510315	0.882417437	2.309631172	2.68720018	0.936851422	1.236151814	1.070852447	0.390794795	0.021879413	0.061563112	0.471305836	1.499830143	0.736436235	0.426661336	2.52147553	4.070521735	1.556694124	2.363132719	1.290877224	6.725541033	8.359603027	3.358251165	7.104709728	NA	0.609945725	3.9980371	4.478911212	1.214776362	3.879196409	10.04102792	7.562633555	1.823065403	1.269054596	20.47513477
14064if_17	FDR60	2.363003871	5.172036868	4.983775928	7.74439253	2.325411324	6.401561498	4.3824045	7.780935212	0.011528919	0.394466932	0.927632759	8.876362951	0.927659267	2.28864873	0.649302898	1.753479631	0.993820568	0.624510522	0.622260563	0.639524173	2.47892418	2.077056512	8.468528239	7.712180646	4.470695417	5.691271095	2.737616302	0.115248664	7.645776119	2.911916851	3.178691774	4.453648474	1.036359762	7.421488857	0.279771355	0.492182417	11.27688721	0.507999377	3.117165054	0.284222526	6.088154122	1.014079078	0.987194479	1.087110051	1.672458525	3.795949707	6.439587099	2.654451439	0.912793548	0.89245233	6.765509441	1.713655731	2.882037838	1.281255625	1.168182884	3.82089134	0.541446899	2.18082275	10.51053987	2.750681219	1.476252907	18.58831173	5.040562177	1.353407479	1.495450497	0.756498814	7.542088598	4.289757367	1.26247739	2.329943474	2.331659993	0.619416226	4.271708901	2.298523833	1.102826105	2.242431473	1.808265711	1.54000451	0.98428651	1.48040807	20.46577257
14069if_58	FDR60	0.362361786	1.738329194	4.440588574	1.292695924	2.612674383	2.294554557	3.962733303	5.870404561	0.321247566	1.546896929	2.112680965	6.688267736	0.651716865	4.17365791	0.602622058	0.898677507	1.168442254	3.371250436	1.629155812	0.810511	1.923922161	2.011165216	6.095830567	5.579879034	2.476175948	6.513557719	2.836361059	0.748366295	5.78259965	3.14014708	3.476037049	4.293867682	9.968558394	2.986906275	2.488817704	1.691449746	9.707976134	0.089977971	2.540758121	2.393033153	4.397861833	2.97838817	1.511077382	1.574396285	1.939874842	4.368555288	3.602962097	3.187007631	0.829786219	4.252309737	3.392460273	0.898423197	1.692847691	2.463931692	0.725298008	3.623439822	0.137588748	0.769088124	4.648336242	5.324503421	0.303870324	1.416721405	4.294559965	1.863631378	2.461359458	1.085667736	7.187731195	6.837128125	NA	16.5460581	7.610201646	0.557522772	3.901064319	5.347362961	1.116141545	6.273691381	20.59223082	18.44713597	1.687726347	4.015141434	19.45250288
14084if_43	FDR60	0.647053906	1.256024386	3.461227553	1.123455638	2.127614618	1.710753257	3.132839195	6.277031675	0.571071281	0.392277059	0.828001187	22.01819515	1.618344184	8.810577065	1.408105717	1.605845285	6.182836534	2.723253781	1.331977155	0.456231305	11.27839089	3.720321575	6.591442743	6.269154257	3.266768307	7.746463486	2.255874716	5.179776179	6.487371589	3.193729184	3.437934432	3.310307964	6.697608135	3.95205044	2.532302456	0.56680554	9.718329853	0.093431176	1.679903123	2.177720647	6.243307103	2.055014524	2.316586535	2.742090376	1.453734673	4.526604523	5.967918639	3.372609712	0.970052309	12.77254885	4.026355589	0.918368405	2.463447755	4.305566726	0.642495248	1.705561595	0.109147136	0.672529205	4.288612708	1.097764458	0.454943602	3.824819307	4.504638492	1.931942718	2.121689824	1.989365241	4.161046136	5.070637798	4.528783149	5.448836663	3.875461226	0.7183753	2.863767117	5.602044001	1.294864266	4.951358453	17.36800513	15.11304087	1.173649896	1.020694823	19.60602439
14054if_8	FAC	7.568454341	8.138266782	6.560228521	8.149303706	9.698365158	7.028129119	7.46107211	1.18669313	NA	0.87757637	1.664874461	9.170165869	0.700614094	3.55003431	0.370214013	0.602398774	1.590791834	0.15640066	0.302144035	0.992856834	2.68680021	2.961975576	6.903979096	5.695858759	3.908905189	6.651465536	1.849488396	8.310003782	5.838459428	4.379870416	4.430879117	4.754726109	1.250002377	5.263596325	1.700899903	1.033957383	7.435806307	0.611598632	7.286193499	2.062314621	6.075271206	3.456717029	3.896397591	4.092428	1.488954816	2.6719924	0.761985601	0.173482121	0.769552177	0.871458298	7.073818195	1.797695103	0.583623909	2.045585154	1.403976592	15.38869123	0.462825189	NA	6.566651524	1.758033067	1.009482387	31.1168462	9.781232846	2.162933151	4.884628488	1.27241231	9.734402477	5.108536654	0.522062285	1.691809739	1.597625688	3.028866644	7.058346898	8.052156783	0.471606821	2.449268486	18.3820161	16.46227538	2.770635337	0.866047269	17.71343615
14057if_46	FAC	4.88338027	5.291505516	7.085949072	5.902944704	5.852558894	8.68199666	4.712089674	4.734654559	0.020969279	2.397501511	0.572162914	11.01655784	0.459258379	6.519045203	0.543341475	0.918296236	2.026732395	0.161421309	0.539586306	1.182509757	2.796591368	2.666897697	7.450361058	5.226203088	2.58474787	7.534040562	1.777819654	6.685544249	5.353922816	4.053694328	4.247572387	6.012816107	1.44109442	4.220459454	2.679266243	0.381064522	8.25682742	0.530380313	8.120054493	3.788407155	5.956521159	4.236157539	3.917363107	4.196658547	1.420616065	3.263016485	0.77166315	0.850193894	0.803331393	1.973754577	8.416360398	1.737471167	0.736459195	4.042498541	1.04562755	4.023321658	0.288426222	3.479592928	5.597918106	1.959041013	2.27398297	35.72274709	7.884220722	2.159423252	4.082758342	1.197259015	9.91171452	4.04963622	0.53714949	2.006224191	1.890563863	2.344907209	8.146589425	6.942867048	0.38551216	3.204568009	20.70892807	16.7631512	3.146379852	0.637604945	18.75373785
14064if_39	FAC	3.901339788	5.603923857	7.137515083	5.785731074	8.221951445	6.029384832	6.963396172	4.805633953	0.041958164	1.839247076	1.203424174	18.78253335	0.432334453	9.820279452	0.73989069	0.781512964	4.109739155	0.378533662	0.803686041	1.012302195	3.169132935	3.907163456	7.408153128	6.115617349	3.108044471	10.57739922	2.565190031	8.962204583	6.449329547	6.817142341	7.822409676	8.829279593	1.86009359	4.881365349	2.671053351	1.73043789	8.903276828	0.570660386	7.264606259	4.088802431	5.731599007	4.074168106	3.786682788	4.251803006	1.485473262	3.553872104	0.773268484	0.759348573	1.118855736	1.44478615	6.957572075	1.943698649	1.000107322	5.120416431	1.679675334	14.51318105	0.742756846	8.929029931	9.652044255	2.562430903	1.642868257	27.56287272	8.207531961	2.405565219	4.136764033	1.390602971	11.61695514	6.774667999	0.567640529	1.906170507	2.467504324	2.618096053	7.823173257	7.163577203	0.475479933	3.522736029	26.53607396	22.70154539	3.950683141	0.931446467	21.07987885
14079if_30	FAC	5.711653938	6.70534093	7.292894625	5.591713812	8.307512106	8.098199231	5.694438156	4.020767175	0.028123378	1.364901087	0.435922289	29.27782003	0.64812334	5.537559208	0.350422872	0.911375423	2.228947213	0.528197734	0.307709295	1.327362317	2.943403756	2.614684725	7.227784752	6.268071495	3.540353555	8.386872588	2.225126621	3.901921848	6.097053208	6.535936292	7.258870178	8.312791671	1.873238449	4.875314005	2.886820231	0.451130379	7.207216438	0.771108208	10.09873897	4.200202433	5.929572586	4.715961864	4.926364297	6.322368672	1.77521547	4.094067682	0.801947187	1.16708404	1.492735098	1.217072274	7.589383233	1.87240329	1.431918877	4.140482233	1.476087359	15.11753561	0.377587826	9.23156144	11.1745285	3.557488626	0.999339329	38.11948352	7.906352849	2.839029721	4.985256108	1.390141464	11.8828348	6.933157913	0.660055805	1.639834818	2.309811948	2.713531679	8.167341188	7.014547464	0.641537307	3.758037528	19.9583927	17.01450568	3.606716264	1.455105318	17.18473382
14088if_15	FAC	8.188184071	7.902063884	9.283725367	8.720209254	8.687836548	10.64619523	8.754228474	4.799299299	NA	2.865532569	0.91085387	18.65606884	1.495558239	6.835131716	1.039091447	1.608297077	4.080629727	0.520169521	0.693270184	1.608293634	3.768462695	3.00154101	10.88424553	8.882211058	3.173260532	10.64704505	2.702441715	6.880554077	8.597576576	5.12332153	5.461443054	6.79644735	2.622538943	7.463831372	3.299686647	2.419128979	9.513796517	NA	9.674132476	2.438307388	8.49374028	4.631772287	5.222577473	6.266729277	2.382084957	5.12208466	0.717289055	0.967759598	1.101320041	0.863496572	10.504118	3.194825713	1.403574018	7.707680607	2.388356945	NA	0.760149561	NA	15.53152938	3.710097396	1.058079033	43.55100908	12.80186598	2.839155129	7.082251927	1.771127951	12.81906888	8.207090236	0.757988566	2.353355114	2.496614727	3.519460242	4.682162957	10.14101332	0.739815191	3.695812489	9.008827108	10.01772861	2.730042411	0.554973792	13.00213143
14050if_54	FAES	2.016001743	7.507837436	4.78358437	4.048707717	3.635524977	7.145805004	4.423605566	4.409172962	0.145270248	0.956483337	1.703731622	22.05866561	0.441628309	4.02134344	0.972153715	1.382586083	2.594287443	0.362008332	1.718461976	1.571402664	6.382215433	4.383729986	8.820404618	7.096378118	2.735963038	5.092542667	2.062078263	3.894517659	7.476690816	5.071072052	5.545044938	5.124305161	1.701868731	3.667176884	3.52041034	1.022809845	7.507141338	0.288581654	4.078473912	4.181374649	5.34377638	3.751670354	3.775154642	3.92037316	1.820316751	3.947460559	1.095999501	0.528544	1.244649946	1.855745795	7.092224016	1.836605732	0.884565615	3.444967825	1.79147875	3.601579282	0.547257708	6.837387828	5.125630184	2.112445199	0.945140462	18.75610852	8.88865378	1.968253976	4.068048778	1.459934217	8.49855677	4.649053536	0.742223516	1.933189385	1.629290162	2.047740084	8.64346112	7.709168109	0.564928765	3.919632011	20.45566071	18.09487277	2.625357711	2.114498611	20.34918039
14057if_39	FAES	1.603669417	4.146489336	5.694396394	2.363262889	3.63251143	6.267020908	2.974596543	2.732717304	0.032431576	0.199256771	0.51356164	7.747315945	0.374426411	4.179966785	0.23678791	0.641920684	1.132889273	0.180918563	0.642256022	0.616127128	1.693298884	1.771219051	7.021524738	5.340934315	2.845832106	7.194540861	1.384978767	0.628054449	4.813188919	3.636648944	3.952808602	4.883961235	3.104460661	3.883808997	3.256528734	0.380353641	7.881849355	0.497659356	6.176793274	5.346186094	5.071259601	6.222712598	5.338037287	5.653748915	1.66211076	2.300773917	0.49794037	0.543318581	1.538231577	2.141841211	5.700957996	1.316448157	1.416456916	3.608906103	1.663457499	1.849512311	0.518777147	2.437731061	6.386266638	2.815335039	2.059111921	25.35797245	5.836645937	1.499754689	4.833278801	1.775096711	7.60088659	4.532755998	0.566378589	2.733763966	1.618929224	1.495388754	7.576268331	9.022607257	0.36964197	3.041207226	26.513851	22.00307962	3.617545678	0.875964075	21.2427134
14064if_32	FAES	3.57110151	8.456228606	4.80975224	4.17773726	5.613251584	8.210594677	7.020914857	2.585745021	0.064965384	1.628492859	2.166852305	18.29897583	0.44604808	4.509002711	0.726293607	0.658625705	2.097200506	0.194837657	2.58190534	0.739661594	3.768860086	3.763059608	7.06617868	5.860843116	3.243100574	6.383201885	2.186780648	3.954488336	5.757200712	4.701097144	5.279939867	5.062253658	2.947895731	3.650648476	4.580084622	0.494155712	7.612543272	0.093852898	4.840955769	5.047038943	4.425857104	4.052517426	3.527196335	3.621853264	1.738639469	2.847886834	0.400849611	0.483701728	1.281891151	1.143283356	6.203314437	1.655196102	1.088523055	3.916627417	1.884982114	7.825139585	0.900267202	7.924918091	7.319063907	2.285952718	0.881356174	18.09163721	7.487693144	1.950895302	3.914960969	1.36506039	10.41867204	4.836465112	0.675665473	2.336899476	2.388064322	1.878637429	8.61303353	7.973462591	0.415071441	3.480284215	23.68506965	20.75426673	2.581860258	1.73473433	18.05462123
14079if_23	FAES	5.29904703	7.266841198	7.163953876	7.4805623	7.16868697	5.927529095	4.780695998	2.7167406	0.073261266	2.040493047	1.224978556	NA	0.833730289	6.554602858	0.84227466	1.123595777	4.28917939	0.616367509	1.657335974	3.974318438	5.397982098	3.294670569	8.532198295	7.644106548	4.040175625	6.64334285	2.117048969	10.13068762	7.147258813	6.018589542	6.931137268	6.720835037	1.272513672	3.979970135	2.530399019	1.62470402	7.373870415	0.48937318	7.150929069	2.864242832	5.314527755	2.752534923	3.167320172	4.223402177	2.127497559	5.071575032	1.237246958	0.307018054	0.936481449	1.275072968	6.847988882	2.023562677	0.871865244	2.845617321	2.085710328	7.896333722	0.614533265	9.418774833	6.129318471	3.433134162	1.009956744	29.0977186	9.052274107	3.66129537	3.860037141	1.333672135	13.62599181	5.71703803	0.945158408	3.215923039	2.237669933	2.599271525	8.386096758	6.159022904	0.692166338	4.214601834	10.84410761	12.77990241	1.594480857	1.261972221	15.79973855
14088if_8	FAES	4.509271103	4.219525426	5.317904707	4.346034061	3.614564075	5.630378074	6.214835676	1.60279001	0.015688338	1.704743489	2.523627917	10.38920392	0.402645694	2.833298869	0.60682206	1.01677313	1.84759846	0.233446011	0.544353441	0.465491821	2.700927837	2.806106737	7.818059562	7.472088329	4.058956015	7.331842783	1.545029131	1.005032665	6.348995911	4.536151597	4.745131675	4.550962539	1.946912307	3.429155542	3.586577311	0.497563565	6.178488539	0.800607813	5.3950331	3.551366693	5.197748179	4.119769847	4.460386751	4.827584989	1.804786881	3.771177623	1.06349365	0.663300083	1.402258893	0.797289983	5.774490304	1.820653523	0.874161041	1.538205626	2.186647226	5.146582815	0.575217569	12.62185433	11.26925112	1.912335316	1.287155963	25.16213661	6.156203776	2.508058684	4.748624612	1.322914225	10.14036393	4.818026336	0.783771797	2.095766608	1.707697829	1.859935521	6.854214176	6.869037326	0.619391355	3.462349884	20.5037443	21.81305102	3.639912053	1.303598714	18.70905522
14050if_32	FALS	0.777755365	2.859178288	5.129395383	1.850911666	2.241781117	3.581571728	3.194124897	3.504497299	0.023937887	1.696623783	0.635525982	17.73172698	0.583931857	5.804290774	1.360023807	1.9243088	3.019383532	1.036814116	1.49417372	1.190861133	5.382817044	3.065327215	6.804821106	5.920932386	3.617278862	5.398754578	1.762806941	1.26741117	6.941399331	7.253853042	7.881207337	6.009194515	5.333394282	5.074005051	3.133911123	2.223331463	8.331689582	0.304670708	2.336896527	4.908013266	6.483479696	5.459664185	3.808243302	4.013869836	1.509616267	5.010603117	2.794268632	0.442785172	2.447959031	3.355802193	5.071387578	1.569968932	0.93107093	3.807522741	0.715634512	1.126334417	0.64954072	1.529266319	4.66779359	2.128380549	0.959003167	10.40754418	8.870565628	1.435270879	3.878589634	1.528860376	5.5002744	7.284067952	3.042787018	8.651870787	2.707528366	1.422259265	7.829094659	7.293345118	0.782766344	4.764552609	20.15285342	19.294685	2.048407466	3.831995657	16.81655544
14057if_17	FALS	1.837218215	5.306804292	5.29646984	4.707393189	7.675811879	4.979970845	3.859257774	3.657921947	0.031516414	1.301876042	2.535261814	17.28266305	1.037539857	4.411535014	0.341962288	0.912068052	3.000427532	0.343875831	0.320942783	0.938292737	4.569390686	2.051385107	7.696577927	6.394858909	4.025876018	5.201258249	2.566248388	5.389712139	6.96624385	5.850643391	6.050802807	5.825398227	9.47785344	5.536609802	6.665368391	1.098300882	6.97124768	0.508228707	2.948330544	3.32295566	5.931372766	4.146880886	3.31759455	3.951326693	1.344638354	4.572816893	1.044740079	0.532842555	1.313382446	1.155263863	6.438026515	1.596010896	0.520842123	5.269701482	0.91302798	5.192021886	0.870833953	7.112887709	7.04872647	3.215331328	0.423396706	13.66287457	13.71338396	1.445203698	4.368301737	1.620045955	10.31210879	7.017366331	2.62561157	11.37098503	3.04687136	2.009132143	11.76975835	8.062988548	0.733764905	4.190272033	15.83069332	17.74573287	1.320702194	2.030407442	18.44147425
14064if_10	FALS	0.553475774	3.885021694	4.284483534	0.838377048	2.082275191	3.75510386	2.335380919	2.36864367	0.02755428	1.590840577	1.240725484	10.94673047	0.575393051	5.998442562	0.819951048	1.037651443	3.667412819	1.091024296	1.488925415	2.139882486	4.303814596	2.59194572	7.395695713	6.157002228	4.275485103	5.16990795	0.790413867	4.658802633	6.492094986	3.862455364	4.4028765	4.582450522	6.087275247	4.701543892	3.996023724	1.71382817	8.488251443	0.264772254	3.36516137	7.099344787	7.053315614	7.413489318	5.985316604	6.977682933	1.703763034	4.422370454	2.49134506	0.63060603	2.50658517	4.527237856	4.483200734	1.290219444	1.106532804	3.551906486	0.779280523	8.521491649	0.414245272	3.884454669	5.157397573	2.286843653	1.662561041	14.11542898	8.046332695	2.609878624	5.321127399	1.558535432	4.638663772	5.550201349	1.681267042	5.164031339	1.909852707	1.680343737	9.476215356	10.45388637	0.636247739	4.407258592	29.10361808	26.0252497	3.539932892	3.846340995	17.30870867
14069if_51	FALS	1.420765501	1.877124132	5.26960991	1.030268526	2.237399834	2.499713545	2.747478394	3.974878941	0.207917486	0.28717005	1.135585654	9.719597794	0.740623926	12.06821738	0.606941868	0.925207881	3.928930109	0.772550451	NA	3.739459815	3.132102748	2.788940513	8.453907244	6.285508357	2.776212283	7.711667162	1.787636454	2.876812146	6.625047872	4.956229056	5.543678946	5.366994267	3.405117477	5.877985566	2.410923318	2.169924063	8.483253013	0.323034191	3.26400625	5.667894417	9.133273943	5.058199758	4.408424757	5.629374814	1.553705654	5.041177973	4.389075045	1.004446943	1.245658138	6.107330836	5.339654396	1.349789711	3.344845029	3.260783451	1.168926309	2.264380302	0.835141032	0.722553477	4.022275765	2.092553316	1.754176921	12.65063988	7.404186595	2.077093404	3.80420267	1.916501688	5.141827623	5.751271253	1.604368891	3.803278145	2.138299031	1.307636873	5.939615458	8.357441112	0.742703468	3.77373241	20.87123228	21.10705067	7.046540394	2.473950412	19.83414934
14084if_36	FALS	3.094187609	4.803932945	7.462344571	3.645788221	5.461453791	3.249120274	7.592651816	3.579178451	0.11725848	3.732708493	0.851671075	33.25671003	0.863611563	10.45903069	0.851029805	1.286500534	5.592693473	1.057397536	1.978406906	2.226299206	7.13906724	2.141754294	7.073966491	5.282837593	2.721632795	8.923804469	2.2019149	NA	7.047734392	9.328645262	11.03710348	12.18331389	7.881869389	9.702824141	6.262553688	0.565748158	10.77833264	NA	6.622561019	7.374870178	10.23865786	7.905100624	6.666563428	8.593644116	1.43332777	4.518007738	3.5566074	1.399408488	2.010663885	5.852569084	6.56845414	1.78092479	1.41317501	4.036220902	1.173349192	14.86521607	0.446571797	5.805805439	11.28762384	1.838421709	4.001535686	25.34616415	15.24238388	2.559794604	5.560644291	1.569339926	10.70598863	12.28181069	2.606987629	10.86449877	2.877520969	0.731119271	10.78690832	11.79403873	0.806814142	5.210002851	34.07549143	33.04935045	4.689092441	4.094016417	15.00848109
14054if_42	FAR12	1.617938127	2.704417522	6.340775137	1.656249254	3.197260569	5.394237473	4.55626343	5.54701863	0.043970674	1.411119777	0.861462835	6.144707383	0.768827081	3.632891076	0.222322469	0.608813382	1.516416472	0.235660899	0.636171594	1.483438825	1.461970112	0.945533343	7.732426676	6.665166203	2.850670472	6.871044974	2.556642126	2.094784588	7.401892509	5.332208572	5.435270144	5.700137253	5.892988624	6.435276244	5.49099484	0.797101418	8.960816089	0.413025773	2.06927727	2.483016546	7.719606745	4.553418444	4.011945835	4.530115894	1.483248296	5.360609466	3.130276091	0.677006711	0.952878175	2.680941757	4.774232795	1.154773169	1.56392102	4.725526553	1.077631021	2.080299939	0.2204968	0.657601566	3.199438638	3.097856566	1.208492143	8.357482174	8.109305929	2.951321238	3.69194486	0.814031607	7.490089298	6.886607317	3.956000416	6.932833183	3.349028466	0.564148859	6.864588204	5.85009756	0.867322769	5.697250665	16.49636726	14.95174002	1.711154614	1.615908073	19.65933125
14061if_31	FAR12	0.571078419	4.180970259	5.551741376	2.075795762	2.339128475	6.581639669	3.8965431	5.451474115	0.022325608	1.272336585	0.654412502	5.071164348	0.777241561	5.792775661	0.462448506	1.094219961	2.944683226	0.346184165	0.508741703	2.679915759	3.103883057	1.73579062	7.122571332	5.734897846	3.054203415	6.847826228	1.719041634	10.10699158	7.041141418	5.545594344	6.087343083	5.727726391	7.363932738	7.530637626	4.690922293	1.134616845	9.583946913	0.291535184	5.576536284	4.130437438	9.591809721	6.453707323	6.107698108	6.868206683	1.555158557	4.680522219	2.631813824	0.867590321	1.079853639	3.992640405	6.257856229	1.696299668	1.765209155	5.529600949	1.037743571	3.101063787	0.823973577	2.53317097	5.532949877	2.109456916	2.163380184	19.41255226	9.541939425	2.376435499	4.649160788	2.330720355	7.494562488	6.902131801	1.57945453	5.064797555	2.227734234	2.149239668	7.541832918	9.518395785	0.65219644	4.917791218	22.84648035	21.70410788	2.486197315	1.816623759	21.13009827
14069if_24	FAR12	0.403766338	7.0669608	4.958371121	2.071679313	3.654858882	9.350693197	3.937924116	5.327791336	0.0549294	0.336858157	0.637086746	9.572675183	0.566415254	5.630773403	0.540104936	1.036280557	2.626727865	0.447685462	0.933866776	5.000782664	2.588755454	2.179919147	7.569968234	5.961735439	4.429438413	7.355033307	1.526313415	5.290878693	6.434325841	5.632542301	6.545903796	5.596642395	4.895391729	6.748531821	4.431169839	1.752244808	10.24449233	0.468123168	6.420402689	4.580777659	10.96200226	5.723027125	5.146788238	6.422110674	1.586020421	5.100136809	2.917628027	1.328516096	1.149128898	6.383026892	5.719482484	1.681865647	1.169739534	5.984818547	1.240498178	4.188785591	0.467324016	5.805426852	6.441039708	1.9511898	2.064137963	27.40137907	12.18855153	1.941094917	4.289904726	3.707813103	8.219496844	5.728047694	2.49138312	7.672812179	2.612776096	0.607233653	10.15399728	10.88424199	0.896922732	4.839566306	25.01507608	20.0705413	2.763295284	1.358394746	21.26347697
14084if_10	FAR12	0.71869759	5.527586863	5.098513571	2.732521369	2.337844717	7.086526334	4.391780433	3.94756432	0.037656692	1.246584946	1.171329214	2.777233518	0.557464851	2.736225888	0.178003294	0.527871063	1.201810425	0.089848811	0.462496039	1.226071063	0.754377988	1.15029874	7.047619711	5.913966653	3.467135721	6.643620083	1.398496434	0.346342721	6.691500668	5.675722664	6.294522986	5.730837451	2.372904929	6.791798773	2.157480875	0.561837978	7.801357195	0.551787394	4.377249433	4.00167568	8.326576141	6.464907366	5.495303619	5.737441508	1.428978132	4.11167805	1.912576733	0.613855431	1.578722482	1.446281487	5.330851647	1.365236586	1.773830694	5.65674734	1.023948946	5.926895276	0.584340672	3.284784543	5.432406231	1.485427664	2.614752922	21.51826725	9.68951702	1.743163805	4.107024036	1.310332498	6.24541545	6.187593598	1.804365825	3.881494633	1.690235644	1.968758733	11.20724233	8.899077858	0.652233493	3.800758013	26.17981451	23.15287566	2.718866566	2.126092073	28.94573491
14088if_49	FAR12	0.920184937	1.415985402	5.272443995	2.085301891	3.096021309	3.626068728	3.158801174	3.704305958	0.098712016	0.404811438	0.899712245	9.093500726	0.809165867	8.019067905	0.243066184	0.665901855	2.164216918	0.515819364	0.911664681	4.011519916	1.899866215	1.46206575	7.175133553	5.080831149	2.580481142	6.406225628	1.904538586	6.466496258	6.104145742	5.998672569	6.1755072	6.880715154	5.791742186	9.543680611	5.559287989	0.503035172	9.911513245	0.105611698	4.197720039	3.717129796	10.4238056	6.550141008	6.286515475	6.695713985	1.232291418	4.379728201	3.281883734	0.88555702	1.045927268	8.117943157	4.960023007	1.245248776	1.2537502	3.435204074	0.61342791	1.157703148	0.081651121	0.682158036	2.838507795	2.028763391	1.55508406	17.11107793	10.19480716	1.351523864	5.239603126	1.605337382	7.5931516	8.97293996	2.679208591	8.327450361	2.779839494	0.584259962	8.015392563	8.353119109	0.884810709	5.567609157	21.42689546	17.3019435	3.605458783	1.368464815	18.17213901
14054if_45	FAR36	1.517699648	3.725679867	4.331915105	2.603771525	2.483429929	6.284369252	4.463545175	3.660979686	0.460927073	1.555697069	2.001274742	5.922648076	0.887158424	1.6939914	0.249096747	0.660466715	0.907615085	0.322420685	0.414059746	2.359258118	1.689267857	0.888508335	7.359368804	6.21924204	2.204044552	6.238564104	1.19369419	NA	6.349502415	5.762095136	6.26142022	5.567057039	1.861081821	8.280084019	1.987049733	0.980818636	9.337044202	0.365468653	6.016931591	1.618198641	9.603196211	3.140035616	3.634620287	4.936481912	1.549895994	5.738608011	3.483924188	0.47551511	0.656851976	2.221023482	8.141264602	1.918608063	1.669937496	3.379378274	1.064088219	2.061378753	1.521196499	2.543982312	5.154490036	2.342357278	2.296693599	27.10751554	6.813197263	1.450932986	3.608929318	4.078703598	8.972447759	5.05925945	2.436403161	5.131539509	1.932937846	1.554615352	10.91973902	5.15529728	0.698009073	4.067802499	12.29436369	10.83931338	1.397127594	1.161685905	15.88922081
14061if_34	FAR36	4.275251404	4.982878473	4.324103483	6.107277445	3.7295807	7.636471689	6.606131589	4.164996393	1.168304888	1.536392966	1.097259982	7.418917039	0.565541701	1.243249717	0.094042702	0.648067878	0.782690484	0.145779802	0.255395921	0.569098219	1.374944327	0.639911617	8.28983834	7.758424691	3.719978427	9.635808572	2.390373434	NA	7.234950036	6.376657448	6.838641935	6.63243974	4.148691185	7.602358833	3.523652071	0.382350867	10.52176188	0.455385938	5.507714347	0.44698513	9.336927985	3.26858437	3.746729366	4.747097845	1.803928339	4.847696853	3.074045408	0.543426207	0.538652352	0.928243178	7.952161077	2.273924981	1.296666775	5.110480536	0.89418107	4.698514058	0.949430556	4.541433893	6.148891217	3.307136176	1.341642197	21.7155205	6.123265471	1.702698439	3.072710439	1.154776473	9.237708168	6.65686748	1.979784981	4.988501977	1.86082087	2.153658014	9.526638967	4.083359809	0.806652872	3.428393736	2.684973786	1.991851385	2.982425961	0.868993407	17.43490843
