	Code	Citric acid	Glutaric acid, 2-oxo-	Glycolic acid	Isocitric acid	Malic acid	Pyruvic acid	Succinic acid	Vanillic acid	Alanine, 3-cyano-	Asparagine	Aspartic acid	Glutamic acid	Glutamine	Glycine	Isoleucine	Leucine	N-Carboxyglycine	Phenylalanine	Proline	Serine	Threonine	Valine	Hexadecanoic acid	Octadecanoic acid	A112003	A116014	A124002	A137012	A143003	A145016	A147011	A148006	A155004	A159003	A170001	A171003	A174001	A180002	A192014	A203003	A211001	A213001	A214003	A214004	A228001	A237001	A250001	A278005	A311002	Putrescine	Pyridine, 2-hydroxy-	Pyridine, 3-hydroxy-	Quinic acid, 5-caffeoyl-, trans-	Sinapic acid, trans-	Glucose-6-phosphate	Glyceric acid-3-phosphate	Glycerophosphoglycerol	Phosphoenolpyruvic acid	Phosphoric acid	Phosphoric acid monomethyl ester	Ascorbic acid	Dehydroascorbic acid dimer	Erythronic acid	Galactaric acid	Galactonic acid	Gluconic acid	Glyceric acid	Threonic acid	Arabitol	Erythritol	Glycerol	Hydroquinone	Inositol, myo-	Ribitol	4-Hydroxyphenyl-beta-glucopyranoside	Arabinose	Fructose	Glucose	Kestose, 1-	Raffinose	Sucrose
14054if_9	FNLS	3.548074655	2.810643432	4.516816616	2.109334622	1.456886454	4.453633427	1.975440232	1.864595278	0.007141959	2.112285609	1.296879052	6.632986317	0.794644563	2.295957937	0.219725051	0.495447612	0.9051482	0.172765937	0.604371117	0.299875318	0.889847218	1.43459099	6.422434519	4.850166776	4.597851301	6.183571942	1.040634248	0.158155023	5.607205331	3.1011556	3.307296344	3.229674689	1.820428485	3.333970713	1.691927513	0.229344453	6.953651108	0.359656207	3.685285673	5.999104909	3.950352648	6.314497121	5.03057376	5.116357373	1.699681324	2.691176685	2.568635524	5.832847326	2.382602086	5.08910196	4.476572579	1.292651994	2.439527031	2.027020141	0.73939164	4.761963404	0.151555722	6.461221023	2.912152629	1.731123453	1.050411504	14.78430394	4.316910721	1.699485342	3.924205523	1.286298993	6.182245179	3.21244298	0.850630106	0.836902445	1.939322222	1.307978992	7.624838248	9.633277776	0.798718473	3.70924757	24.37580402	26.85335359	6.570475936	7.626668749	20.59123544
14057if_47	FNLS	1.502898129	1.985522699	3.792461977	1.38430111	1.255864259	3.448232429	2.531709985	3.225883486	0.005366915	2.367357175	0.576987611	5.898965246	0.501536622	8.129630256	0.218710434	0.524353953	2.323457271	0.166766079	0.892993822	0.279201759	1.483517458	1.89452277	6.774389708	5.189500425	2.946986995	5.942878364	1.126585486	0.070527804	5.421792457	3.263390267	3.275666856	4.32735336	1.309675052	3.441525671	1.225477908	0.381166184	8.656764438	1.219195717	3.794816108	3.85296622	5.849804322	7.240279053	5.688318509	6.444695778	1.410397335	2.92339965	4.929478043	6.601612682	1.758228465	6.878876887	5.384252025	1.203704222	3.274494487	3.53624206	0.520166041	1.425775593	0.070135336	0.578583108	2.915435244	1.689007532	1.580964132	17.71696088	5.113878435	1.738019918	2.90692544	0.78997813	5.839789995	3.82009	1.280034785	1.688097261	1.487915416	1.626446709	7.96139339	10.01966001	0.512074054	3.50618203	26.16316612	20.82483706	3.636597329	4.343027927	20.66561605
14064if_40	FNLS	1.864688076	3.001308173	4.559485854	1.820338643	1.82415125	3.078501146	2.663013615	2.936763573	0.017882111	3.266311687	1.117406143	11.23841728	0.474704036	3.313084655	0.569775955	0.736698762	1.550977823	0.401372768	0.864158346	0.286387722	1.994098857	1.990478571	6.595078773	5.667904409	2.921802667	6.385946089	1.241913109	1.362032515	5.686677589	3.571895264	3.930983141	4.434840092	2.166969433	3.45993155	2.085374823	0.495211368	7.026849518	0.280666441	2.894928293	4.758065347	5.902618729	5.359818839	5.174760307	5.815102899	1.870346641	4.529658708	4.077603396	5.295122887	1.885726642	2.546719236	4.432864903	1.104438037	2.709256642	3.649261147	0.637488973	2.410089754	0.098775724	1.312933876	2.840403469	3.008108907	1.309915665	10.55732678	4.769244719	2.172545634	3.184149257	0.872824421	5.623114291	5.001356217	1.296885729	1.483101285	2.113740454	0.584642125	5.200597199	8.1346337	0.496515012	4.381270729	28.53889651	24.16097832	4.009519569	5.284144651	20.01036477
14079if_31	FNLS	2.044556802	5.476599238	6.302802849	2.616572343	3.3161715	4.430024031	6.093219816	2.949692403	0.038756303	4.009559568	0.666571967	NA	0.41562601	7.173909674	0.642001846	0.810333781	3.58594804	0.65897688	1.715910152	0.937520051	3.871212239	1.914908347	7.305067881	6.348068911	3.578597983	8.330084705	1.629122563	3.862408424	6.302528088	7.367656403	8.347525407	9.017144052	3.048522937	4.643365563	2.590105432	1.45591351	8.214889614	0.378237473	4.125002855	4.204259908	7.277235947	5.982711024	5.507132508	6.574232233	1.874927474	3.635695215	4.028299263	9.2058251	1.975025991	2.40267687	5.967405075	1.639780354	3.493342222	3.743029167	0.901190369	6.990278792	0.33235257	5.091987877	3.056834536	1.680216971	1.057432132	16.76339614	8.264649201	1.979915399	4.071399962	0.838804879	6.228874982	8.243196558	1.153041433	1.366432251	2.66681447	1.659197969	10.53490055	11.04388982	0.735876909	5.063455171	17.02931608	14.4080732	3.866467371	8.14968967	15.3247957
14088if_16	FNLS	1.02207048	2.868106527	4.726856203	1.489272546	2.306267843	4.218655368	5.521120036	2.415909558	0.013189614	3.572807099	2.185007447	11.69427768	0.659058984	7.697371254	0.91967218	0.903778308	3.007705759	0.501233614	1.747720836	0.361902804	4.247646935	2.691592957	6.403963201	5.404224274	4.312074714	7.942828249	2.030945255	1.285457299	6.73644194	5.166088775	5.680365564	7.804643982	1.929903629	3.660531336	1.731613269	0.498626502	7.680214253	0.115445742	2.459396397	4.433849224	7.299304013	6.73763235	5.946094594	6.246558331	1.983744898	3.751585694	5.042891291	6.133474159	2.151107708	3.696269407	4.131740818	1.179173384	1.978169708	3.452260878	0.698915294	3.061744755	0.503691017	5.001179461	8.948678384	3.865153158	1.150258823	10.26193445	4.882003294	2.330010852	3.848384088	0.991064088	5.854011493	7.328821153	1.170620579	1.142230981	2.080650146	0.634758274	7.116509706	9.394909254	0.730317816	4.381844746	22.37681752	19.8590577	3.860922084	5.945963732	15.84930559
14050if_35	FNR12	2.283262353	5.198888162	6.20875474	4.170205491	3.870682377	5.905763205	6.882537391	3.896663093	0.627645903	2.586607249	0.958076693	20.09439126	0.513487478	5.033669777	0.431042223	0.922561616	2.244974794	0.282607255	0.51329641	1.114448041	2.400781138	1.995602148	7.946295435	6.513469886	3.583121002	10.04437233	1.861755514	0.087923262	7.02253667	4.986609272	5.411280948	6.263046	1.604618735	6.423722971	1.626658414	1.081712786	8.803571718	0.202300032	6.482207005	2.94389211	8.754474789	6.959755158	5.95784089	6.864016179	1.933084501	3.531956478	5.217927279	8.338232694	1.955192143	4.198774467	6.768603715	1.855398534	3.634699192	4.189263672	0.849145858	2.99488389	0.406961123	3.683618876	3.077054235	1.803087513	1.557793069	23.07147872	7.006209984	2.661677228	3.759191436	1.21684655	6.628964499	7.060710091	1.237549489	1.262423851	2.314695349	1.846932098	10.14863905	9.871536357	0.620239233	4.898828443	14.45863901	12.57571068	5.932367972	5.445674763	20.53219157
14057if_20	FNR12	1.719345857	3.790856935	4.650949568	3.742005841	2.46913045	4.270825563	5.407213617	3.362306404	0.009638592	3.615378641	0.904302574	26.22724432	0.633202389	NA	0.65843294	0.953261708	8.211930785	0.630356515	1.413890621	0.508931213	2.90910923	2.287880417	6.82471951	6.1871601	3.64153494	6.778073134	1.378701723	0.165027526	5.888082048	3.731673233	4.162475372	5.266892477	2.435881437	4.139537359	1.708982303	0.378430786	10.38383737	0.107674083	3.807414597	1.179274318	8.316490081	3.830244672	4.007708981	5.323379592	1.866802521	3.40987488	5.885314051	5.670766568	1.622567211	1.829544948	5.076549173	1.302749433	2.898102674	1.127261696	0.778744661	5.159110728	NA	3.465018664	2.736368033	2.732095807	0.424792763	18.15276704	5.010769655	2.215125619	3.06891601	0.200602115	6.338295013	4.795271061	1.418660814	1.765231967	2.046343454	0.61610552	9.043979177	13.31029126	0.670459789	3.918972205	6.507235679	6.36968165	3.183039653	7.226020929	18.944863
14064if_13	FNR12	2.328545145	4.267451789	4.542891053	2.298197389	1.859278304	5.371895204	3.53250743	3.10578971	0.01257364	3.277767972	0.606103339	7.067575363	0.826259387	4.100043091	0.825742963	0.753075958	1.822959856	0.712408877	1.936406722	0.558242629	2.322754405	2.519624358	6.353689386	5.666372079	3.36025681	6.76457012	0.990142491	0.130716861	5.466380086	3.662176957	3.608541564	3.76488832	1.878358069	3.842101292	1.947504579	0.491657537	8.212152077	0.2802269	3.291947928	6.008075754	7.44700635	10.69298446	8.89443162	9.417276143	2.351031914	4.786089821	5.213873655	14.21490077	2.060598848	5.76470256	3.85769259	1.264105937	NA	4.482243471	1.103686388	2.65468867	0.225549822	1.125788347	1.557828554	1.939911812	1.770763046	12.23018723	4.485218686	2.392253074	4.012832323	1.91051617	3.759573095	4.721378063	2.184236764	2.904252754	2.187017167	0.625671663	5.321093071	9.790856271	0.734373877	5.910224778	21.69838163	20.49522913	5.834558984	5.6844331	15.50278025
14069if_54	FNR12	3.299817751	3.382061347	6.155197811	3.1996984	2.572706881	4.339243043	3.922920936	3.354635364	0.004962373	3.115362512	0.696876308	7.732482267	0.664755071	6.601720783	0.314249159	1.174937784	1.51000425	0.116049274	0.518579405	0.489662412	0.874301574	1.933795225	6.071840751	4.929889936	2.666844724	9.399977105	1.814516915	0.514659317	5.462445666	3.670730949	4.204619254	5.440268599	1.73913989	3.991794907	1.879151375	0.364165556	9.151138573	0.446153099	3.828745943	3.633588011	4.558762418	7.140780034	4.818493571	5.429307362	1.52858941	2.717245324	2.604403211	3.925975197	1.533729519	4.205026765	6.956420248	1.555513667	1.965450035	3.835501444	0.828572658	5.228281229	0.134504434	3.891986255	3.96716183	1.124864699	1.341934782	18.53430972	4.857922217	2.156024811	3.273553553	0.89770953	6.263354861	4.388602556	0.865516924	1.307097782	1.496572647	0.563153152	8.813518785	11.96125197	0.565047431	4.038657407	22.162387	21.43929366	3.768694086	5.165188385	21.24483209
14084if_39	FNR12	6.192775459	8.711229978	7.936904017	4.948363561	7.067995997	7.377750762	5.933980144	3.586372747	0.020077844	3.983889257	0.663200261	NA	0.768598109	7.911443961	0.429179359	0.741108884	3.284997517	0.620399384	0.980362669	0.364001196	2.590443983	2.465412841	6.547657226	4.928873959	3.495412112	11.07602403	2.741094396	0.138983161	5.572206261	5.212948358	5.947580529	6.249381512	2.514343588	6.436534491	2.381171619	0.56620108	8.763818035	0.947211269	4.842586362	5.028659311	7.71040305	7.607101917	6.810249517	6.969327522	2.346430952	3.506606783	2.694886138	9.717323225	2.222883987	1.425166895	6.91675022	1.847015182	4.699438724	1.069527303	1.056825893	11.48311966	0.451296766	8.197030592	5.880204961	3.52600498	0.452951167	20.52439275	7.633264476	2.797681203	4.407960464	0.907918635	6.594288408	6.089634605	1.432370222	1.327650772	1.843181411	0.725630118	9.306657419	12.3100911	0.564412811	4.43237254	28.88071169	34.21403569	4.019559267	6.813983159	18.40146495
14050if_38	FNR36	3.212504406	2.941284203	3.792805665	4.405014513	1.574430338	5.916068274	3.96983291	3.096335335	0.690804907	1.378098337	0.548527725	3.782096756	0.537996823	1.284959816	0.105575464	0.449663046	0.535554052	0.136200367	0.30295372	0.435327176	0.336234242	0.57274775	7.758855904	6.672954023	3.251128993	6.44116066	1.098620304	0.079998531	6.347756753	3.47785573	3.979078498	5.000590956	1.143963898	4.334894238	1.455550767	1.070918989	8.123224107	0.599008976	6.08064438	1.440361135	7.124261759	6.785098424	5.783919432	7.318393352	1.567526528	3.815596443	6.45947233	5.469397911	1.406325874	4.312372559	5.917287698	1.820934665	3.307168417	3.312510244	0.770298717	2.009033381	0.385739692	1.440616895	2.769854973	5.159141247	2.405750923	23.55592227	3.830801123	1.955055512	2.713451559	0.964561765	5.985933464	4.135438211	1.094337974	1.107137656	2.443895769	1.515104403	7.475467107	8.689830846	0.814174417	4.824389111	11.95549508	8.084675188	4.056855417	2.589327324	17.62466168
14057if_23	FNR36	2.308967364	2.126460597	3.666643376	5.997871711	1.288221088	5.207621589	3.552151667	2.38962624	0.009031487	0.235153299	0.562519179	2.610620711	0.522577065	1.147621882	0.159646218	0.589428229	0.51217102	0.164674334	0.315708379	1.744951264	0.292014538	1.28440828	6.24659467	4.944153161	3.40389249	4.893414851	0.757984644	0.150153206	6.809870635	2.901393565	2.786361691	4.122618877	0.292065979	3.214337883	1.136224132	0.378733748	11.17405672	0.106806111	3.151147679	1.494740007	5.742402966	5.3220214	5.49073626	6.252578625	1.849004319	3.540891058	5.913268727	3.956816811	1.127592454	6.107673189	6.002119037	1.535495186	4.42501016	4.951780058	0.606684182	0.529559094	1.244447429	0.467122209	1.709756132	1.786527759	0.426193424	16.91727761	3.347855777	1.416173737	2.519127968	NA	4.764338674	3.16501395	1.06021813	1.112410432	2.086300782	0.611479876	5.286824163	8.783582941	0.588382942	4.208477278	10.16307852	6.793142712	2.995300448	2.146603217	14.87228432
14064if_16	FNR36	1.892002229	1.774414097	4.545685673	6.680724122	2.049099181	4.21023266	5.113828406	2.550783153	0.080308204	0.420248691	0.728408459	5.891773806	0.521951724	1.77590389	0.143376245	0.878466645	0.682886116	0.394185237	0.359722625	1.91097023	0.7309185	0.781183827	6.48984169	5.148992717	3.050748634	5.708968426	1.256510404	0.118935041	6.425369225	4.224301616	4.459240521	5.308187957	1.537349952	6.261002207	1.350104081	0.492051145	11.4408751	0.586262924	4.604696256	1.416136594	8.506466321	4.071510106	4.548684958	5.518050458	1.580691166	4.366218648	8.65468147	3.642109106	1.360011121	7.575640367	6.17632917	1.479431009	2.976054152	1.297805363	0.654499846	0.585700958	0.424770551	0.530002141	1.694114765	0.993219499	2.035668148	24.00642763	4.473182908	1.663100786	3.26715469	1.092445897	4.867068046	5.493767046	1.125904168	1.819911056	1.88863028	0.620974197	6.804250553	10.516377	0.764705855	3.929795092	10.17111772	8.667309324	4.079055437	3.303051838	15.43889893
14069if_57	FNR36	2.657075367	3.214076962	5.166645519	7.191666339	1.748016402	4.665435037	5.056597202	3.369411421	0.197716564	0.436942494	1.909445548	5.670158995	0.666375866	1.520944778	0.3789313	1.153591366	0.606547587	0.477999336	0.946213835	0.81332407	1.096112207	1.984909352	9.621113468	7.870293386	3.126466765	8.43762153	1.705549237	1.557205005	7.762251169	5.914972034	5.755073009	5.935416727	1.799764539	5.306341752	2.266999248	0.364457097	13.45834966	0.756053019	3.364366471	0.680245886	10.36408801	2.589370796	4.344200885	4.935900738	2.319648008	5.840351203	11.42371217	7.917037839	1.436863651	2.07656944	9.610473705	1.74925044	NA	3.030473091	0.527692474	1.443984179	0.136811102	0.762261182	2.260176534	3.777477028	1.636025023	26.680101	3.362605713	2.545373676	2.699123811	1.383928745	5.805160923	6.048262515	1.87919374	2.352088328	3.726506752	0.558925067	5.999079152	6.320657614	1.060610611	3.04891365	3.183765326	1.999632895	7.287464013	5.327868852	21.22234085
14084if_42	FNR36	2.863743752	1.210013446	4.686958395	4.192346651	1.491614941	3.394635081	4.732385627	3.353610425	0.018813203	3.838264616	1.47595307	0.32435129	0.618539664	1.629917222	0.246840803	0.684486551	0.454747263	0.058056454	0.509609715	1.294137268	0.435681812	1.000951268	6.027771512	4.734356555	2.253497146	6.952271538	1.453650028	0.126456281	6.536455591	4.169521652	4.696402283	8.438435511	1.984097384	5.061467168	1.783847761	0.566654365	10.99806371	0.619829797	2.871665034	0.543196038	8.962420769	3.933034642	5.249654643	5.19669371	1.466784452	3.898295172	8.398394356	2.792274785	1.09121123	2.723876819	5.388029432	1.310010006	2.320313259	1.029130711	0.707471172	0.057818583	0.108530241	0.666559385	0.480547055	1.947632386	0.454444673	15.3353052	3.533835946	2.263873282	2.834009106	0.881433588	5.618336568	6.905651894	1.934132484	2.835626296	2.088499538	0.720182176	5.507429897	7.163103594	0.881930256	3.56082359	5.378451331	4.174446984	4.823858209	2.468158985	16.71844282
