	Code	Benzoic acid, 4-hydroxy-	Citric acid	Glutaric acid, 2-oxo-	Isocitric acid	Malic acid	Pyruvic acid	Succinic acid	Vanillic acid	Alanine, 3-cyano-	Aspartic acid	Glutamic acid	Glutamine	Glycine	Isoleucine	Leucine	N-Carboxyglycine	Phenylalanine	Serine	Threonine	Valine	Hexadecanoic acid	Octadecanoic acid	A112003	A116014	A143003	A145016	A147011	A155004	A159003	A170001	A174001	A176001	A203003	A211001	A213001	A228001	A237001	A237002	A250001	A311002	Putrescine	Pyridine, 2-hydroxy-	Pyridine, 3-hydroxy-	Glucose-6-phosphate	Glyceric acid-3-phosphate	Glycerol-3-phosphate	Glycerophosphoglycerol	Inositol-phosphate, myo-	Phosphoric acid	Phosphoric acid monomethyl ester	Erythronic acid	Galactaric acid	Gluconic acid	Threonic acid	Arabitol	Erythritol	Glycerol	Hydroquinone	Inositol, myo-	Ribitol	4-Hydroxyphenyl-beta-glucopyranoside	Arabinose	Fructose	Glucose	Kestose, 1-	Raffinose	Sucrose
15258if_29	GNR36	0.73113032	3.284563946	0.778856537	4.887545257	4.960410136	1.004434798	2.902473119	0.969939562	0.371597043	4.566488564	4.05737877	1.007499872	0.978930827	0.130632655	0.385946075	0.268478869	0.814708721	0.891349342	0.417456756	1.510405182	4.994298226	4.599712074	2.284407114	1.62371011	5.262669358	0.515985092	0.259292287	0.491647971	1.436371671	0.581846068	0.864098599	2.766535847	0.691730304	0.436233609	0.104879746	3.004609765	4.427150101	11.71255849	0.97287307	0.635107297	0.107833642	1.79987101	0.171284791	2.515780307	0.215991074	2.594834241	0.849438711	1.309580053	6.804356226	2.337429776	0.302983222	1.642717287	0.600624257	0.866001692	0.66524586	1.070135115	1.576565953	0.181204182	4.207091174	0.271247691	0.699674611	1.261098118	7.02467433	6.867814985	1.15736969	11.08122657	17.55439678
15273if_15	GNR36	0.537601336	2.736985128	0.767073337	4.386943956	4.288130822	0.896749004	3.607595024	2.099435067	0.655565798	3.48616327	4.33039229	1.147937529	1.282505999	0.20023575	0.806308706	0.576675446	0.590323123	0.678686057	0.471229051	1.738657611	6.319061202	5.596958235	3.161854825	1.944913428	7.067679429	0.544483136	0.315478041	0.793499606	1.298006035	0.805284711	0.902198967	3.292925223	0.530395391	0.50483555	0.161327772	3.265701294	4.980697036	10.99331652	0.46167597	0.808523949	0.117610209	2.050739396	0.492677175	2.828538708	0.20862634	4.730251242	0.513918022	0.936455205	5.730601055	1.806842606	0.420794067	1.278976659	0.889087068	0.87653364	1.842983307	1.83230102	1.869671096	0.160845491	3.353428753	0.298382833	0.613120973	1.489341666	5.540162107	4.949405031	0.138136726	16.49526566	18.1763313
15285if_25	GNR36	0.617806987	3.028379206	0.567330568	4.627459994	4.868725874	0.806254927	2.964215684	1.204422058	0.392578102	2.752010364	3.843740686	0.582021327	0.81869816	0.099718646	0.326920197	0.290296933	0.406310946	0.295179415	0.189290964	0.471298751	3.500106642	3.442573599	1.839242673	1.701219361	3.440726197	0.25049393	0.211058468	0.54084772	0.90182394	0.410735028	1.078590661	2.132307095	0.228478461	0.337849352	0.055941209	2.0686807	2.898632912	5.986357793	0.477171249	0.405006738	0.079373744	1.437599603	0.279026307	0.790894048	0.089893259	2.567080459	0.326409802	0.763243944	7.197939074	2.055627543	0.25729417	0.614833365	0.572142702	0.359968738	2.853357837	1.042490097	2.25449983	0.139138403	3.552467835	0.751986437	0.730939562	0.638292763	1.371852803	1.278147522	0.229846911	8.366551334	17.48233182
15288if_26	GNR36	0.573134608	3.178509267	0.877607953	5.294159426	5.01496698	1.010471468	3.468396231	1.38344639	0.241643482	3.139945152	4.393760435	1.238871889	1.293853324	0.200439963	0.630928867	0.293690479	0.544711132	1.050849388	0.407222344	1.096176374	5.60957002	4.19100439	1.918359557	1.73649603	4.849974174	0.747542518	0.436008157	0.663212993	1.739724039	0.610864795	1.68030876	2.765272701	0.492096312	0.640927185	0.147179677	2.601514849	4.081852103	3.643527838	0.670562811	0.507385567	0.113782338	1.785570121	0.348808158	3.624243928	0.135377776	4.127502441	0.602388757	1.360925614	7.356084582	1.615747728	0.496922394	0.903111665	0.854868114	0.823531412	1.008646639	1.912436879	2.308118629	0.182882321	3.984288659	0.045618843	0.685874888	0.905183519	3.348182837	4.147021327	0.803806072	7.437254035	22.01360467
15238if_3	GNR60	1.031341015	3.551324436	2.064708669	7.764293143	6.339633422	2.635577444	0.705153779	1.464737574	0.05392592	0.492826248	1.46044643	1.90564538	0.48895074	0.060177761	2.941123133	0.198912995	0.061743226	0.164084488	0.064308727	1.25365656	12.18735193	10.3591004	4.550083929	3.267641205	3.224676215	0.18099932	0.108288528	0.693292796	1.909599778	0.09426006	1.42903603	0.766659144	0.15714496	0.12332471	0.059170372	0.650880353	3.204216505	2.716376814	0.678489151	0.105647921	0.007762017	NA	1.449101172	0.475992371	0.174094087	2.278769737	0.203858872	1.134658118	14.46704363	7.05951515	0.461548746	0.480558179	0.116956492	1.006413788	4.243996393	1.777041003	3.462894524	0.140036639	0.800224659	0.026901336	0.709301622	0.659295179	1.159009475	0.796289392	0.128515615	13.8166951	51.61505631
15258if_5	GNR60	1.095273306	2.605044296	1.242229723	5.183130147	4.561035062	3.460451592	1.704411172	1.427474341	0.264211409	1.13738459	3.911661794	2.058817625	0.650743652	0.323311212	NA	0.338474186	1.398940873	0.27404643	0.382880289	1.980113358	9.80252814	6.375049569	3.226689021	5.9680554	8.261174969	0.159478394	0.124775418	1.526769156	2.410706409	0.952880363	1.517155891	4.459680096	0.53291279	0.852920072	0.109006226	3.273983531	3.841088735	4.194812407	0.834211566	1.164312241	0.106059195	7.158257478	1.407630344	0.670728475	0.207237863	2.787870325	0.98360035	0.787649883	6.749627924	6.440832113	0.570066039	2.554726823	5.906517454	1.225519629	1.521950415	2.539875073	1.877178925	0.193833895	1.810558193	0.682387873	0.68340217	5.413196593	4.571993113	4.598753529	0.233918416	25.99926169	35.41723911
15267if_18	GNR60	0.632856358	2.931573611	0.882508665	4.595214787	3.369688316	1.065648158	1.511076956	0.822111997	0.054625106	2.557339317	3.168194187	1.807642822	0.745325309	0.128815663	0.320341185	1.36069512	0.331352	0.780224252	0.287153913	1.961636619	4.637945053	4.001186249	1.30856755	1.503506519	5.095401103	0.430961142	0.158379085	0.699520477	1.229613093	0.432466727	0.891728441	2.287070865	0.36764339	0.487870027	0.321833161	2.902102367	3.211001722	9.489118832	0.643110237	1.238037063	0.079423072	2.530637614	0.326931521	1.853756069	0.145551855	1.858740043	0.486634572	0.815978564	5.99708911	3.803133141	0.44409934	1.5798628	0.473379391	0.592723187	3.010464602	1.968536701	2.043589738	0.106354788	2.678557944	1.308137333	0.575318118	1.907389088	2.09170183	4.468891108	0.200178933	13.31066944	22.69434183
15280if_26	GNR60	0.534057787	4.086082404	0.496914988	6.24548436	6.528472581	0.587297217	0.598932857	1.055157213	0.092081563	1.880890045	3.27659811	0.561963016	0.906389577	0.069629024	0.294640397	0.187932446	0.357729084	0.012322588	0.095397239	0.467901551	4.390747804	3.411400706	2.352868706	1.258102998	3.790469286	0.115415961	0.109077181	0.382983811	0.887192225	0.262914269	1.044762517	0.741399342	0.08664189	0.122332296	0.050137329	1.695055643	1.928376829	1.974582038	0.257462953	0.396566444	0.010776893	1.502478168	0.267345984	0.158458291	0.015944977	2.057089803	0.153396559	0.147591315	10.38814363	1.379715059	0.154383715	0.301218856	3.488405067	0.20432369	1.214878677	0.985713132	3.949726106	0.104954761	1.865478192	0.01978598	0.713097706	1.319497757	0.459905564	0.745929847	0.178817786	16.33430243	20.55479337
15294if_38	GNR60	1.667815819	2.084225424	1.74838163	3.255617151	2.50140046	1.877977109	3.051171394	4.201320589	0.799376469	3.024973031	2.794343785	2.814745154	0.657531306	1.744651673	2.322005145	1.9124965	1.133377768	0.185011057	0.781910603	4.043845559	9.82883803	9.900597999	NA	4.672669597	11.54366399	1.338776429	0.779650453	1.254230259	2.728320143	1.455424595	2.252735943	5.834549931	1.44314691	1.542776017	0.404372496	8.19799197	8.268978156	18.43609667	2.700732172	3.044854412	0.063232924	0.967840146	0.102896989	3.126553249	0.47510917	7.047016474	1.772946423	1.70684111	3.313437936	5.730151973	0.858839042	3.641042776	3.290893954	1.607753366	NA	3.386055497	1.891663283	2.673997144	2.199738886	2.103051699	0.639786012	6.564980095	0.669866472	1.109696042	0.107977342	16.01576042	12.42289736
15223if_45	GDCLS	2.449299876	2.356377194	0.672192359	3.6436657	3.832724965	1.442580653	4.046637992	2.29151636	0.03178713	1.550398271	6.514785305	0.279277489	1.139721872	0.850628858	0.196471943	0.103910077	0.153232795	0.16997221	6.265344098	5.235224755	4.368933684	3.563552319	2.172386788	1.2134986	20.32804718	0.604522393	0.466058734	0.891850441	0.278976746	0.430642047	0.218571257	3.223383659	1.012419254	0.498268766	0.226761593	1.624931973	3.376929476	6.291692983	1.092608271	1.069937489	0.144846018	1.839579173	0.303446579	7.592612369	0.619675184	10.61041478	1.252411524	1.205506325	5.147884149	0.609663959	2.275983887	1.344784734	2.439845375	1.043345014	0.945983964	4.119210211	1.330114893	7.889737608	2.981641728	0.677604891	1.578812072	1.134701715	7.333614667	7.412645404	4.055724733	2.648225643	18.17576316
15243if_33	GDCLS	3.918668867	3.682012885	0.782767288	5.391533241	4.202612956	2.98857986	4.726143136	2.796072634	0.123944614	5.069595041	NA	0.863778142	0.988349064	0.756947622	0.893408908	0.837797013	0.249819848	5.245529236	2.934516069	3.404919533	6.164987401	5.302594032	2.519639793	1.829463227	6.736372689	1.110493919	0.839288442	0.873974847	0.33491029	0.594652946	0.273684884	3.580428593	1.208059427	0.70237953	0.440449811	2.636533574	5.574010817	12.9629596	1.564871201	1.127334001	0.151486754	2.445877365	0.478217497	17.17910221	1.591925259	8.9280283	2.309210053	2.652073229	6.516503216	2.143562017	1.849432598	2.20317803	1.833570227	1.41358065	0.814050598	3.077086414	1.888343841	7.500008851	3.45430736	0.080022011	4.520315173	1.948965452	2.840320279	3.080101362	0.995475968	2.59432341	20.59993306
15264if_20	GDCLS	0.810487748	3.758437554	0.482146491	5.343132391	5.645812232	1.459740591	3.358873029	1.528560174	0.100556221	2.403634508	4.274562499	0.718325261	1.334892871	0.310069709	0.617608959	0.264858832	0.293097079	3.807504279	1.455740625	2.776989279	6.169210546	5.389443172	1.834354217	0.978900822	5.265928637	0.640788528	0.582248566	0.698540391	0.223845378	0.260017876	0.254555643	2.670499405	0.571686537	0.435474418	0.302300034	2.071716212	4.341609858	2.827002031	1.411385194	1.034212454	0.150260145	1.825581999	0.404900691	8.722126736	0.750218228	10.22517682	1.2392998	1.236849868	7.818875588	0.829151695	2.191574369	0.501014336	0.942843119	1.012457444	0.705832509	3.719325187	2.219674279	2.067521526	3.663127402	1.21890703	3.893452626	0.727415168	1.262810355	1.124954286	1.465666275	2.686060184	19.55172359
15280if_12	GDCLS	5.177229574	2.655471307	1.124039349	5.03149913	4.198979017	3.461343117	7.856274671	3.851381661	0.055479149	1.983538912	4.679046841	1.256707184	0.952067303	0.855452759	2.659032254	1.477953528	0.712422522	4.347857222	1.712821917	6.082222284	7.777337392	7.099859415	4.297923519	4.284762954	9.794873025	1.095889019	0.881236825	1.48649383	0.542367816	0.865891084	0.386005034	5.961008968	1.07896607	0.95631533	0.404588745	3.134634768	6.123233462	10.92266613	1.312337634	1.783085081	0.239958131	4.152695859	1.122717858	17.19550516	NA	19.25629395	2.843795022	5.037067022	6.18139224	3.513332847	NA	1.933717981	0.795604598	3.353331765	1.442466776	5.646201431	2.102709008	15.33853289	3.103320178	3.125478866	4.768844402	2.760847092	NA	16.36029744	1.76818189	3.220847846	34.76818258
15226if_15	GDC12	0.931749252	2.728402566	0.404710163	4.498180357	3.973233504	1.730577199	2.34405726	1.511128911	0.023131197	0.177695685	3.128725868	0.382749146	0.43715936	0.042656141	1.610029303	0.097918632	0.023541216	0.126047059	0.042382146	1.32876643	4.067076163	3.614747329	2.706237643	1.639887335	1.711749468	0.137841505	0.131606841	0.294244822	0.114363218	0.227054791	0.06201925	0.394711524	0.080584405	0.111483953	0.100486024	1.745247289	2.890377444	4.929061836	1.971075502	0.414326302	0.007613256	3.827211731	0.607323541	4.986906907	0.386156624	3.080018213	0.410503937	0.767014657	5.509620404	0.883288183	1.224909514	0.449533676	1.077795096	0.332144777	0.507603995	3.355582325	2.189581726	2.74690461	1.862547692	0.064588707	3.613669118	0.76071908	0.785456043	0.604433431	2.021406068	3.156205851	18.42580241
15258if_23	GDC12	0.808866263	3.28894865	0.546398757	5.119883687	4.227423406	1.15651088	3.015521985	1.068318091	0.013869216	0.363860607	4.499655811	0.337985682	0.639508896	0.127351792	0.66671589	0.284488012	0.047319084	0.449565522	0.45182232	1.351635313	4.943787901	4.784590746	2.143644509	1.499874813	4.317872918	0.500010396	0.121375727	0.53786662	0.170755719	0.289347284	0.172769809	1.659695733	0.113332768	0.543751009	0.105896485	2.180180691	5.846586863	4.075715321	1.604572151	0.614052727	0.028934696	1.489192725	0.439134858	7.159660474	0.540705005	7.87442374	0.971353065	1.617870345	7.303929901	1.193397801	1.547056368	0.464558665	1.178536011	0.663262277	0.554281172	4.010765086	1.698411523	1.942032991	1.944473084	0.076322324	2.969345286	0.532799096	1.032255192	0.793120853	0.860774939	8.980737221	20.1892212
15264if_24	GDC12	2.225469185	3.004761371	0.43920275	4.150009175	5.039527881	0.779271657	2.332870046	1.433216944	0.043380357	2.239022666	3.425271659	0.621376516	0.807091539	0.377626926	0.509104654	0.254826869	0.709024764	1.110960357	0.686928937	1.710480649	4.487697339	4.29186615	2.83051185	1.46533631	4.68533589	0.372850313	0.339336573	0.778037889	0.239229469	0.490833273	0.243068388	2.63943911	0.119993357	0.555880288	0.285680167	1.679877602	4.935581022	7.88679934	1.042057697	0.627281594	0.021513418	1.386531589	0.266687344	4.54635671	0.38483184	5.559489668	0.968994616	1.458030258	7.021933092	0.567642771	1.243394869	1.82302482	1.544319824	0.932088637	1.048144111	4.966157539	2.368260079	2.827284382	1.654932771	1.22459107	4.484145196	1.46676425	0.908520667	1.129560319	0.990749153	8.242945928	16.44230557
15280if_16	GDC12	3.715741433	2.445986693	0.854997354	4.500278836	4.29638239	1.927167239	3.678522773	3.73342982	0.074796129	1.214558593	4.224358395	0.906341196	0.549869198	0.426638152	3.020331438	0.206978324	0.393599838	1.267358817	0.708068945	3.130283582	7.090519921	7.068194938	3.243543717	2.203539041	9.387033866	0.882238681	0.577600337	1.077777461	0.46426479	0.6582276	0.360202324	3.652292137	0.372891082	0.941067745	0.364268383	2.338684745	7.900417325	9.934271975	1.446295605	1.089188955	0.086029346	3.838456744	0.713743703	8.116025135	0.967940443	12.27718496	1.707059853	3.14553447	5.997468316	2.121637324	2.226030535	1.734478157	1.104823427	1.688001224	1.191364662	6.877026153	2.064104571	5.829964462	2.011721756	1.661588851	6.665517352	1.41221559	0.902746875	0.738348851	1.230393063	5.840668687	22.19363986
15291if_30	GDC12	0.749505407	2.936546919	0.344255081	4.185818492	3.837376807	0.708255802	2.117107114	1.34072707	0.089622925	2.867996607	2.790713958	0.215230968	0.926489283	0.13932503	0.501371987	0.255730711	0.189792037	0.594340912	0.356000163	0.764547413	3.981911278	3.073770073	1.686411332	0.792260783	3.068223857	0.18740209	0.221025196	0.257820112	0.120095614	0.363434334	0.103953603	0.965455356	0.153914467	0.458410359	0.052967245	1.644145415	3.710051816	2.963565594	1.989752419	0.54251786	0.06456874	1.029496421	0.253157256	5.901654204	0.315406726	4.251494342	0.761199137	1.11511411	5.699756767	0.768303717	0.743373389	0.682873477	1.347666404	0.445041421	0.765780727	3.763449464	2.379839782	1.266768888	2.791067987	0.391496518	3.470707833	0.604315333	NA	1.528960115	0.734967555	5.347035059	14.65712433
15238if_19	GDC36	0.787741665	2.307991592	0.27451135	3.85349983	4.020094753	0.876048589	1.793855132	1.13208073	0.03459624	0.461242048	0.202196838	0.357197353	0.51387197	0.06152175	0.967805072	0.170445757	0.057803011	0.153342394	0.065704157	0.800628988	4.54613246	3.778701089	1.184939831	0.965771782	3.095655572	0.179513847	0.105661867	0.505523879	0.13238915	0.301148398	0.102573751	0.744569358	0.266827863	0.437253024	0.146592026	1.430107613	2.803554529	2.647714591	0.190061208	0.67593438	0.018838494	1.188121762	0.268315959	3.763980123	0.129545689	2.172326719	0.542672016	0.507205294	6.090422938	0.7428136	1.313757818	0.470176988	1.817637472	0.494760673	1.087408935	4.567998256	3.888295506	0.883412687	1.870668734	0.061866542	3.751004291	0.663413413	6.287744525	4.338199261	1.727606743	5.227119362	18.68272672
15261if_28	GDC36	3.568908024	2.744954304	0.624792133	4.586275591	5.061230027	1.285740435	2.225582738	2.445188681	0.061437563	0.268846342	2.457623757	1.003334796	0.725906898	0.182219448	0.545687856	0.188228395	0.077314585	0.167142127	0.303010003	1.032540461	5.222838769	4.683333647	2.357553569	1.718359929	5.121544969	0.484120937	0.510903844	0.831307859	0.415857036	0.45469583	0.339954817	2.328361323	0.419378337	0.726631232	0.250141419	2.777192832	4.638933632	8.424506818	1.502917231	0.546703008	0.039476104	1.926235574	0.481308227	4.190896799	0.409826441	5.736364436	0.644083307	2.223595751	7.131941016	3.384196105	1.497797168	1.433479883	4.890272328	1.182858509	1.654658057	6.71071157	3.376653764	2.293755772	1.887361881	0.06943015	6.614926446	1.300910222	2.601566575	1.952468568	0.743037	6.089257997	20.9323138
15273if_13	GDC36	4.494518947	3.231863685	0.761891269	5.061466461	5.314654505	1.442149186	2.145364456	2.535784222	0.017115927	0.476987697	4.105558582	0.677074877	0.357650546	0.092591642	0.775416447	0.149363869	0.05256318	0.231414282	0.201706588	0.968972747	5.83668513	5.164716634	2.789644512	1.66998771	6.304756951	0.473052236	0.340376442	0.844378363	0.313675314	0.462610641	0.247962678	1.71863887	0.202016514	0.880873718	0.181436706	2.348095241	5.307904629	8.217664011	0.557181679	0.635406881	0.021024601	2.218719414	0.418540412	3.191635532	0.274525888	5.036981938	0.615172899	1.301452135	7.169480208	1.089313579	1.508115828	1.066635253	2.442145861	1.025067918	0.848213372	5.746776759	2.692668651	4.676167637	1.55604441	0.188963446	5.994243321	0.990521403	1.70478625	1.040605964	2.870649494	10.76617282	18.81263338
15285if_21	GDC36	2.289124093	2.736796176	0.555368623	4.573520972	5.475142983	1.180825761	1.974243627	1.284544952	0.009493481	0.62157887	4.179865016	0.294090439	0.519483727	0.10145277	0.596457494	0.301725272	0.05007722	0.107349179	0.078372542	0.45456701	3.785125772	3.234498967	2.001247031	1.58664749	3.633999927	0.251010537	0.212358096	0.504788736	0.170180269	0.304056639	0.184123367	0.958603402	0.274127528	0.424324955	0.156586484	1.540407716	2.803131248	2.867400363	0.407236709	0.545048958	0.014673789	1.620968273	0.307831224	6.43684058	0.217352467	2.597965058	0.322154468	0.855006385	8.281882452	1.324095999	1.053484996	0.618199398	1.997599094	0.691045762	0.493363203	8.34372364	3.207079252	1.248888384	1.549677446	0.007416166	5.460826355	0.637299875	2.04890741	2.088230129	0.794491204	5.2060981	20.48735894
15297if_13	GDC36	0.63443105	2.259484225	0.41756164	3.917258699	3.391667696	0.60021149	1.353244159	1.092683743	0.007369049	0.165978661	2.198044938	0.564001865	0.318732574	0.075524559	0.35773132	0.115204426	0.054047793	0.04748463	0.137247941	0.549768755	5.589405504	4.846951979	1.981060677	0.541512357	3.947295896	0.445806849	0.089170934	0.60296593	0.22276413	0.34925111	0.161092277	0.380335923	0.123759431	0.604796788	0.221057797	1.435366546	4.470201094	6.60890913	0.624200706	0.525331447	0.00892805	0.910816991	0.070962266	2.256111822	0.239565515	1.008812656	1.173597017	1.108624767	5.263211193	0.898622935	0.73075702	1.24880532	0.376359299	0.502633508	0.639959387	3.148108014	2.33338595	1.173613027	1.220696638	0.01708173	4.345412429	0.292399655	1.024018952	1.882361105	0.778583098	7.10996094	20.194745
15223if_79	GDC60	1.881206155	1.856169022	0.430032885	3.162880894	3.260458078	0.741754459	0.830382655	2.174337969	0.012377072	2.153484114	0.035623071	0.384074785	0.117999338	0.039570294	0.543822214	0.476236362	0.035158648	0.39396228	0.090284622	0.636519206	4.918496048	3.854480125	2.048672166	1.068825485	1.393824152	0.469894915	0.309517512	0.719050593	0.191348819	0.244326108	0.183204951	0.537834301	0.198196421	0.454598337	0.183135427	1.033094233	3.733378841	4.552313625	0.822055421	0.359802552	0.008609428	0.765922918	0.409062169	0.860992539	0.08640741	1.709571963	0.431243911	0.394731524	5.048964799	0.688939841	0.892012842	0.707754811	3.046442188	1.013706777	0.955232079	5.763848995	1.888802096	0.818630496	0.782926211	0.05336508	2.204691782	1.307395545	0.991868371	0.541817458	0.350258295	5.823555379	18.09037769
15243if_45	GDC60	2.169554415	1.597758995	0.646464915	2.453924807	4.891751331	1.396116712	0.916296205	1.808813871	0.004551827	0.205381947	0.048578144	0.473032422	0.148937145	0.014196708	0.50575244	0.080470187	0.037717613	0.063375714	0.017960967	0.759591002	4.038087644	3.324745023	2.676874138	1.709895022	2.403232641	0.479451212	0.229874558	0.63860905	0.160235196	0.209895442	0.1081544	0.368104072	0.038924024	0.40969566	0.232670981	1.176846808	4.385470517	4.773099153	1.288048802	0.321980947	0.006633369	1.486377679	0.413870673	0.770961086	0.076423978	6.25857045	0.11666232	0.383413108	7.395728475	0.59082052	2.027414131	0.740221538	3.593849789	0.737417278	1.183719165	10.0078128	3.790429807	2.795158527	0.684598659	0.802842323	3.436012972	1.489496076	2.205298063	0.980799908	0.291320458	7.705010829	11.89406514
15297if_17	GDC60	6.082488339	2.242707204	1.007360689	4.075647328	3.975629641	2.123907774	1.729634354	1.024528103	0.047346938	1.365115139	3.096191907	0.924586081	0.370183678	0.173870566	1.143845613	0.932699915	0.154884226	0.209791828	0.263170347	1.532736407	7.48992873	6.647446227	3.6108984	2.29554422	7.610638837	0.510379668	0.08862521	0.995476056	0.335993917	0.464999938	0.290777819	0.377566154	0.187180369	0.702792927	0.270684858	2.582450401	7.740095325	8.974844287	0.780057512	1.006873918	0.008815602	3.385041812	0.873100628	1.641987394	0.207925889	7.478006844	1.195870553	0.840195269	6.554974445	2.437660115	1.386873011	1.293186502	2.474462823	1.054377691	1.406574656	6.304839275	2.484940414	1.437769629	1.082146277	0.413377018	5.550113811	2.668934464	1.031718125	1.890068279	1.305658928	15.54438794	22.02066855
15238if_13	GDLS	5.95769279	2.30941283	0.757315355	4.12760507	3.512841365	3.410944777	5.16018097	4.738786276	NA	NA	11.898217	1.585706496	0.932069892	NA	0.727828287	1.03573115	NA	NA	NA	14.04577084	8.212830138	7.402003713	4.010198244	4.793490788	15.91532693	1.269481789	0.62834498	2.798292741	0.912187122	2.143094207	0.657070629	5.501341281	1.483017369	1.442095255	0.455905921	5.515825499	9.075878241	20.16751224	2.033665455	2.293758654	0.174753675	5.044460017	1.067106826	5.817312319	1.125985386	19.46015878	3.125426017	3.991451778	6.665592244	3.4451778	1.220244754	3.823787037	3.402625494	2.097547104	2.189465654	3.236854122	3.316569265	14.07109077	3.217221036	4.621144386	6.675729228	3.520926892	0.338891047	0.804465293	NA	7.228717022	24.55712972
15261if_22	GDLS	2.604306017	2.994018424	0.71806153	4.724923454	3.667800485	1.740001986	3.773083638	0.937473914	0.165334489	5.049870766	4.122469026	0.767132703	0.683099199	1.61634901	0.997327829	0.963007952	1.647386055	4.505685732	2.147990652	5.409358142	6.888592378	5.974772914	2.72449634	1.908819253	5.254938192	0.42635825	0.160632323	1.503369811	0.430240872	0.669817642	0.352835032	2.26758947	0.65248041	0.547874563	0.220171052	2.827908823	5.638822347	10.66415096	1.960691416	1.077187296	0.190622763	2.007810884	0.450839865	5.975088608	0.743349466	11.99451503	1.4113457	1.184019179	6.174745676	1.245582423	1.1527698	1.590146259	0.527358203	1.021235814	2.02548565	2.201414328	1.93577993	7.713980033	2.660679938	1.821935842	3.470320519	1.174004538	3.115663731	3.524812153	1.064046609	7.695751436	22.51186555
15277if_12	GDLS	4.872773872	2.449137187	0.91717717	5.095789263	3.957535282	2.653572725	4.935408016	3.240242299	0.152267681	5.179792122	3.601494672	1.867040383	0.938752633	1.47679076	NA	0.175625286	2.199125318	6.404521785	3.063339951	5.55458336	11.75959793	9.73746135	3.941654399	2.879286298	9.709685238	1.371559073	0.703076166	2.638833276	0.699793518	1.443244096	0.57542281	6.352633817	0.918918031	0.94043109	0.308036008	3.77866498	9.953611579	13.63752701	1.440419145	1.097840563	0.21968062	3.493437151	0.826415442	9.469304055	1.830423509	14.89674614	2.16586515	3.35165087	7.068104071	3.25097281	1.730644805	2.733243259	2.34663005	1.661071739	2.549695384	3.211269578	2.077735252	14.43529105	2.884209952	4.321704385	4.983696284	1.816558107	19.51624842	10.73370467	2.020899066	7.33055495	33.19058658
15285if_15	GDLS	2.609122416	2.848498884	0.928244669	4.553475191	4.458566329	1.438902385	3.974185371	1.414833114	0.10511636	3.162380803	4.682337865	1.032268342	0.673639118	1.0389242	0.681207258	0.319716867	1.319451997	1.449641864	1.753440729	9.459687829	10.82123955	9.259737029	2.635857077	1.174490843	7.104846733	1.029719293	0.214322559	2.282633038	0.531142773	0.867176989	0.307841023	2.712703851	0.535428752	0.632607363	0.201074094	3.882504598	11.41969715	9.480113663	3.336626906	0.974035629	0.186616027	1.99334202	0.519360979	10.99986334	NA	17.57348256	1.822054191	2.614778003	5.766371882	2.271243358	1.351033262	2.277258266	0.703643699	1.484812586	1.345868054	2.329580026	1.771102711	5.121331981	2.550010081	1.139603295	5.51828547	1.655222838	1.253794364	1.434369176	1.158072983	9.345847332	22.45279434
15294if_30	GDLS	1.876919488	2.687211919	0.36891627	4.012369618	4.000353474	0.483365136	4.623327792	0.751941827	0.200465994	4.536840528	3.278403534	0.505711477	0.724902378	0.999831117	0.151420971	0.146799099	0.415611842	2.331956206	0.963627407	2.297595869	3.289750497	2.84382843	0.741734936	0.812815816	2.840599954	0.136349136	0.109897353	0.883233596	0.200173623	0.329138293	0.209803165	0.420081183	0.162047137	0.311536341	0.126839889	1.527100237	3.216689527	5.114090464	1.706288498	0.811389334	0.056199397	1.244923583	0.299723513	2.585594499	0.233577153	5.854088762	0.500401859	0.634386705	7.226561707	0.494102631	0.444277386	0.966834276	0.240484859	0.45719747	0.725449285	1.497401658	2.016879339	2.906454157	2.550708929	0.901608552	3.929696494	0.466519988	0.659906048	1.100664429	0.615072322	3.713265661	11.42189326
15223if_56	GDR12	4.287987366	5.144421991	1.393848928	8.994610684	6.840118955	1.686650773	2.985666413	0.504517285	0.023427334	8.940258393	7.923654313	NA	1.14863788	0.03833362	2.274047906	2.714762207	1.148150599	0.162241438	0.087541113	2.575281275	11.4167717	10.69243965	4.331142378	3.358993564	NA	0.991560497	0.096118937	2.67164302	0.876631739	1.20176187	0.695200961	3.846535565	0.501150365	0.957774489	0.377310162	4.329445366	10.06115628	14.95002253	1.61326291	2.05837358	0.144229139	3.257967475	0.89054603	3.631477892	0.622066779	15.30755732	1.858501547	1.110132252	11.30812889	3.993150328	1.251549889	2.596385762	6.084441911	1.472578228	NA	4.5101882	NA	9.533305917	2.169198711	4.759863187	8.704600726	2.794463915	0.948166416	1.102517035	0.27817475	15.15595819	41.05469902
