	Code	Benzoic acid, 4-hydroxy-	Citric acid	Glutaric acid, 2-oxo-	Isocitric acid	Malic acid	Pyruvic acid	Succinic acid	Vanillic acid	Alanine, 3-cyano-	Aspartic acid	Glutamic acid	Glutamine	Glycine	Isoleucine	Leucine	N-Carboxyglycine	Phenylalanine	Serine	Threonine	Valine	Hexadecanoic acid	Octadecanoic acid	A112003	A116014	A143003	A145016	A147011	A155004	A159003	A170001	A174001	A176001	A203003	A211001	A213001	A228001	A237001	A237002	A250001	A311002	Putrescine	Pyridine, 2-hydroxy-	Pyridine, 3-hydroxy-	Glucose-6-phosphate	Glyceric acid-3-phosphate	Glycerol-3-phosphate	Glycerophosphoglycerol	Inositol-phosphate, myo-	Phosphoric acid	Phosphoric acid monomethyl ester	Erythronic acid	Galactaric acid	Gluconic acid	Threonic acid	Arabitol	Erythritol	Glycerol	Hydroquinone	Inositol, myo-	Ribitol	4-Hydroxyphenyl-beta-glucopyranoside	Arabinose	Fructose	Glucose	Kestose, 1-	Raffinose	Sucrose
15243if_41	GNC36	1.613734788	3.006053986	0.792553112	4.548475348	5.486940833	2.586702721	5.212527956	4.702982186	0.159284841	0.208811062	11.79397518	0.975117851	1.03143626	1.357812118	1.937323623	0.083638118	0.207063523	0.064457608	3.146265649	5.048322202	6.741977398	6.234362908	2.857674109	3.028365983	9.927977733	0.819318099	0.664949521	0.727032385	1.132868336	0.419785298	1.189437198	3.254612947	0.753564067	0.677555388	0.401915884	3.792123585	2.459712467	5.80021754	1.130223759	1.355518972	0.276701494	2.938395253	0.70339622	2.904678851	0.17425674	3.326092741	0.741945126	1.359914518	9.586526982	9.299523444	1.085625168	2.196878375	2.521741405	1.275164561	0.938501683	4.005891717	2.93404735	0.082373214	2.638719167	0.494847189	0.933749849	1.951167253	4.400941117	4.241395707	1.502993431	3.681258786	18.80794129
15267if_32	GNC36	0.499935509	2.559419139	0.331591965	4.419832686	4.115588051	0.726843643	2.253148351	2.548909643	0.246830781	3.498381216	2.990751044	0.732330611	0.622850992	0.63460443	0.548505603	1.483129837	0.387532964	0.862251441	0.6931884	4.502661896	6.580309629	6.011275491	7.088176273	1.934805315	6.424650125	0.418945309	0.155012486	0.35529819	0.309507644	0.292138155	0.352799314	1.315212934	0.606366219	0.421453945	0.050465385	1.396632873	1.973471624	1.55055335	0.142645988	0.516702782	0.144350876	0.894647527	0.454569418	1.180435368	0.067403428	1.782544039	0.381661026	1.198776614	8.095601114	3.500118621	0.352932135	0.259379695	0.542095841	0.425486373	0.356879568	2.30544287	3.178487368	0.102255773	3.120013202	1.033299241	0.583269918	0.32095031	1.592920411	3.193816342	1.83706605	3.560574103	19.61763221
15280if_20	GNC36	0.590840394	3.222573345	0.724210588	4.837011778	4.61269071	0.970727011	3.560339472	1.162179155	0.255194222	3.68838329	3.3681528	0.608605478	0.801958707	0.504827504	0.387241206	0.199138681	0.727883774	2.57754637	1.639187631	5.010925744	5.516263394	5.067501435	1.49106504	1.002945338	4.402487294	0.414687333	0.110086223	0.389684708	0.387474349	0.204321263	0.495409307	1.924321005	0.371904734	0.652357989	0.203278429	2.748569847	2.380366111	1.993630869	0.33542141	0.533999134	0.083313292	1.411792382	0.293341522	2.497901417	0.11690263	2.094324574	0.51888529	0.932811474	7.37294263	2.291400213	0.621563235	0.694335201	2.557882122	0.898247385	0.383916806	2.557049866	2.666738954	0.106737622	3.132612501	1.749564458	0.708914891	0.382196816	4.446825117	2.603908841	0.56218278	5.201588624	17.5478093
15285if_23	GNC36	0.638969494	3.464197103	0.645454012	5.482970324	5.280229963	1.189852695	3.881229508	1.243838524	0.159565762	3.39049529	4.154561369	0.723544169	1.03169125	0.421452078	1.132941592	0.295955944	0.445272494	1.121474665	1.235139304	2.667581122	3.803722983	3.781920773	2.154304554	1.858353031	4.229749789	0.2507521	0.211707285	0.382131386	0.737616519	0.2589216	0.797020023	2.741686438	0.405109488	0.476256623	0.169669417	3.600680589	1.459330582	2.858238601	0.141848629	0.57729175	0.083018933	1.627712268	0.319156805	2.189891099	0.118789087	2.582476589	0.890552789	0.815848907	7.337339982	3.228806072	0.596351652	0.616514084	1.657098195	0.962913939	0.539213151	2.253539931	2.745653247	0.139921829	3.199536141	0.481349011	0.729507602	0.637796126	5.948877578	4.316752815	0.477274075	2.934965454	19.74032774
15294if_8	GNC36	0.760584033	2.772520106	0.091680641	5.306804382	3.867202931	0.742925246	1.74917972	1.071575011	0.021727776	0.312116346	4.423911677	0.089766178	0.765280443	0.557153173	1.723203583	0.181532427	0.216583691	0.90926893	0.499048165	1.074492775	3.562639952	3.037099428	1.318779563	1.793069642	2.413191782	0.137902933	0.113671204	0.165888378	0.148056753	0.161762869	0.062392012	0.437312433	0.100110363	0.500247474	0.037571017	0.352142798	1.661411674	1.830591284	0.101901532	0.132148802	0.053455775	3.029266666	0.107230655	1.343266022	0.069461711	1.908796528	0.144829772	0.787006011	6.427695486	1.774082621	0.280735756	0.318373142	0.366581232	0.283050685	0.079800358	1.375365374	1.985647489	0.10247985	1.878168863	0.011477177	0.621240898	0.462542643	10.76111866	5.575475833	0.590243723	4.019256764	31.71301708
15223if_16	GNC60	0.572736078	2.067584362	0.146045262	3.099094918	3.957990703	0.513595179	1.934044319	0.960687437	0.071063161	5.438799933	7.726580671	0.197989288	0.613021203	0.087784166	0.448048576	0.13747846	2.069346485	0.192165316	0.082966874	1.764676873	1.830207421	2.086985262	1.983684045	1.769631391	2.775267693	0.10447801	0.102204349	0.100945746	0.118697529	0.146838276	0.237559477	0.603453161	0.044489132	0.292893419	0.038691671	1.341634859	3.962458845	1.656022885	0.754797787	0.507903967	0.049066729	1.291348693	0.469913871	2.039030298	0.092831452	2.063907018	0.156577914	0.776796977	5.736188662	2.108177354	0.243773382	0.299198925	0.233742168	0.201306036	0.079350806	1.254799182	1.538978238	0.103639002	5.154723667	1.767127732	0.767275912	0.310635705	2.387857474	3.193892718	0.186329521	4.948172667	22.30478953
15258if_31	GNC60	0.706915469	3.048023133	0.588150057	4.7058337	4.887746086	0.851199363	1.921749845	3.072181488	0.192737969	3.514083331	3.950245372	0.877237579	0.994375559	0.311480236	0.383641776	0.26334525	0.667612464	0.511486431	0.721548585	2.94134885	4.827232054	4.565350321	2.287584312	1.095350859	6.061119759	0.157356973	NA	0.391984052	0.527523374	0.306656513	0.671705933	1.512275667	0.278603617	0.678535829	0.447823045	2.591305943	3.720075541	4.023874425	1.374700561	0.632710832	0.053211146	1.781456419	0.341628723	1.453469735	0.10048996	2.579364438	0.973904586	1.270575903	7.462177418	2.730813069	0.439372335	1.06409012	1.050361625	0.652971228	0.660005962	2.310309489	1.824743277	0.180189615	2.112728256	0.772482458	0.701048012	0.534460549	2.529833578	1.986987917	0.607040737	6.043744884	18.19888531
15273if_17	GNC60	0.519796117	2.21176999	0.449761876	3.799463274	3.467925227	0.792641486	1.507331767	2.123770826	0.128950367	3.160362326	4.108802715	0.454821378	0.542038019	0.447164179	0.727019984	0.710083176	0.652744929	0.673830017	0.807713859	3.093939596	5.284184602	4.727789117	2.208463115	1.387222845	5.116512619	0.32261787	0.054826005	0.271542938	0.294155992	0.263472046	0.39102998	1.385692874	0.208737214	0.742134873	0.154879687	2.112733773	2.978686131	3.559109169	0.325912128	0.508114988	0.03908017	1.161268319	0.266039581	1.405672562	0.107608952	3.526562757	0.761035688	0.76352076	5.407545536	2.558877254	0.363746806	0.595705502	0.811045993	0.460259143	0.404584245	1.651408021	2.109330716	0.159944913	2.441549735	0.442830024	0.614324476	0.651623187	0.483167812	0.801067236	0.140932437	5.793099559	13.37188181
15285if_27	GNC60	0.597345376	2.776289115	0.220926049	4.623156707	4.969834384	0.817847304	0.978564212	1.166254675	0.18762954	3.634929799	3.968164627	0.405615398	1.239677665	0.389529203	0.525674871	0.284746128	0.556187322	0.72112753	0.813635855	2.449230326	3.892376302	3.274028146	1.890821358	1.394550987	3.742649211	0.250236024	0.210411639	0.264848712	0.35058605	0.240606883	0.540198616	1.896302102	0.207491272	0.411940579	0.163273299	1.620548331	2.969831489	2.840002803	0.285649404	0.543815294	0.05031514	1.311711256	0.314040653	0.8463731	0.080796453	2.551776117	0.680422147	0.647605647	7.462371848	1.270378676	0.348302009	0.613157227	0.727645899	0.455176396	0.365722659	1.819483084	2.221966749	0.138359364	2.985803218	0.610962474	0.732374333	0.638789786	2.237880738	2.071932798	0.234498718	5.582708499	18.12526083
15297if_31	GNC60	0.468531342	3.008792455	0.536199839	4.350570948	3.587205815	0.960032224	3.776509496	2.585145625	0.191410201	4.102279175	2.464187581	0.679503489	0.548013484	0.441819234	0.431631997	0.470300302	0.6368476	0.933473283	0.778822538	3.804432915	4.41717062	3.68702419	2.044288983	1.444692602	4.740728269	0.333238031	0.229219525	0.355658766	0.444213643	0.244375125	0.430219312	2.379807968	0.219926023	0.420966195	0.140426627	2.453671979	2.6352281	4.157713367	0.418690539	0.510954608	0.062333744	1.742479915	0.48855873	1.53457721	0.087753463	2.880184405	0.416725624	0.880937058	6.766418193	2.582465652	0.567344814	0.680169336	2.432934628	0.667817544	0.493062917	2.822447197	1.923471742	0.103420997	2.088476963	0.760710087	0.729961724	0.845682115	1.059123958	1.917292741	0.087304147	3.937720939	13.37699203
15223if_54	GNLS	1.057553422	3.699013454	1.13988687	5.466744671	4.723481079	1.60953398	5.925427576	2.792983977	7.661503065	NA	9.168291198	1.925640269	3.453746391	NA	0.563899607	1.422952675	NA	NA	NA	NA	6.645294311	6.635214685	2.941972652	2.874424643	NA	0.843454921	0.530055391	1.308766983	2.343108847	1.21111596	1.280003021	8.749183317	3.252857891	0.638055837	0.340767275	4.701365748	4.523652203	10.36972077	0.848392181	2.229076475	0.65139782	2.733668142	0.490525947	4.243017013	0.344750618	6.622766139	2.924340556	2.983629279	7.904871904	6.731958883	0.603985622	2.550285161	2.587668611	1.46147455	1.27113181	2.065505546	2.802258897	0.093152069	4.281885415	3.102054479	0.796402938	2.852985511	14.44016425	15.47306761	NA	9.677055152	16.68585898
15243if_37	GNLS	0.359732456	4.086177785	0.785613543	6.485434346	5.729302673	0.120308885	2.693653202	0.456468937	2.968260099	NA	NA	1.131639601	3.71946215	19.22746559	0.520151009	3.027530294	NA	NA	6.064850832	3.987642099	4.676755829	4.175840632	1.529232658	0.995806994	5.1304291	0.097379233	0.093263159	0.782054644	1.293197544	0.532472646	0.979803495	2.623716389	0.944451012	0.350813269	0.040241798	3.131294245	3.261850088	1.586015019	0.051969342	0.306214624	0.194374239	0.834218177	0.242561494	1.984476694	0.193152745	0.946545257	0.972275191	1.411939477	8.180418666	1.650777309	0.368556586	0.271009879	0.440184227	0.950980658	1.477571956	1.460113159	2.287984526	0.083303439	5.686113681	1.359539952	0.930094875	0.36215373	6.81827536	6.532326369	2.036587936	10.26407864	34.28338899
15264if_22	GNLS	1.567289198	3.648512469	0.998889006	5.116371166	5.082792927	0.8529525	4.184200263	1.480121056	1.468693124	7.853674071	3.959100923	6.689071128	3.763477975	3.316235107	0.466077489	1.138904362	3.39246124	8.429994646	5.289745652	8.552589654	4.729148335	4.390717605	2.136985021	1.677093206	4.974595171	0.387916989	0.139547409	1.10694109	2.010470882	0.843193548	0.922792492	4.373048093	2.420075557	0.448157958	0.097783559	3.497525198	2.722984852	2.817969348	0.059472939	1.069532934	0.710761525	1.03404443	0.356979337	3.418621104	0.211623728	4.802981746	1.316319542	2.218222628	7.176781844	2.793833976	0.439086674	1.975533307	1.188668132	1.220284269	1.417928934	1.120068314	3.746417206	0.147056511	5.167169602	2.87502266	1.052871937	2.223863517	15.25766937	NA	1.225269057	3.506117931	18.67924025
15280if_14	GNLS	2.427501677	2.821249104	1.112516897	4.583810574	3.58137428	2.945708405	6.864856164	1.280056062	1.95128737	5.203155523	3.801477773	13.6618336	2.22657758	5.447445373	1.955333806	2.831783547	5.30734485	4.798049012	3.38546223	12.89940467	7.498561061	7.401260588	3.758490687	5.192448736	11.10384497	0.966307528	0.759575249	1.986744543	2.639952911	1.89920297	1.136949916	10.44587855	NA	0.828551031	0.441816804	5.896033931	4.506986333	13.30644062	0.919669346	2.472391567	NA	3.144425054	0.795996376	4.768005216	0.667542299	10.40146754	3.993523511	NA	4.534830943	4.771847298	0.909315623	2.899421732	1.730122823	2.36354804	2.373830144	2.011057742	1.843963883	0.217101535	3.497954762	NA	0.704756612	3.2800152	NA	NA	2.537242756	5.537428489	25.80837702
15291if_28	GNLS	4.104485347	2.94829789	0.716805048	4.064866394	3.408501503	0.72534276	4.259339818	1.384604316	0.406740459	3.574047073	2.638172353	7.360685344	2.067393883	2.497190194	1.793999226	1.040451678	5.147005393	2.312118545	3.344824142	13.13644804	5.877148308	4.656226628	1.573496482	1.232335428	3.208868138	0.187595236	0.221704651	0.914263892	1.556744857	0.747650635	1.274292888	3.174295924	2.803558641	0.506902629	0.166278984	4.65016755	2.69463409	2.97306497	0.153320556	0.820469946	0.498196991	0.936741768	0.243277186	4.229120575	0.235995485	4.276992787	1.007482274	1.873887815	4.804558309	1.293335585	0.609932065	2.656129978	1.851229301	1.07121589	1.392179483	1.136856199	2.383114594	0.208618471	6.27151386	NA	0.684289359	1.798397238	3.233598953	7.546033412	1.125265517	4.047084022	13.70924206
15226if_19	GNR12	0.871052706	4.019939977	0.701929593	6.772481725	5.955205603	0.553691286	2.654118631	1.416872948	NA	NA	8.4095814	3.189131756	2.604842657	NA	0.346142683	1.761911587	NA	NA	9.480290791	5.9484631	6.591954997	5.868182435	1.273211389	1.092737518	9.245791836	1.074727249	0.13080141	1.015204925	1.372077337	0.950681424	1.347845035	5.781098249	0.869206293	0.79193688	0.099841796	2.951213794	3.301072196	4.897614014	0.046071531	0.432629895	0.241625083	1.073571036	0.241197867	1.81623973	0.250799773	3.043402967	0.415926278	1.512491554	8.802724397	1.449584669	0.510428325	4.07184673	0.919482836	1.068323459	2.758677468	1.83430567	2.358258632	0.181708185	4.850406927	NA	0.837854681	0.76190425	3.811947457	4.497379255	2.469519617	7.158523056	23.27903469
15258if_27	GNR12	0.756174632	2.990129029	0.675438332	4.663974049	4.718335686	0.71317329	3.829448345	1.001682247	0.990224257	6.297372681	4.768941894	3.859933738	1.967589872	1.566950821	0.179592261	1.204498084	1.746748137	2.391858039	2.167162191	6.795482196	4.959312981	4.642651333	2.746064343	1.472383586	5.280782343	0.568412942	0.12063291	0.736678663	1.287467627	0.694036739	1.000934634	3.308492297	0.848753795	0.377618327	0.10521757	2.748735268	3.232286291	4.049711921	0.961690341	0.617751562	0.198321418	1.556114097	0.387408081	2.158986601	0.296218531	6.440171589	0.715363829	1.818849326	6.750584513	2.311840033	0.312580516	1.716272359	0.71883549	0.742251335	0.525136739	1.048403316	1.585067562	0.182224461	4.848730745	1.250169593	0.698303901	1.124240102	8.833007885	7.456876533	0.788477805	6.487418365	18.31836403
15273if_11	GNR12	0.575062381	3.103489908	0.731275541	5.080545571	4.527998947	0.919287661	3.876407446	0.68351113	0.559130166	3.883223077	4.958591489	2.298418861	1.852956456	1.276225619	0.887375034	0.822522511	1.028121787	1.195523117	1.259893575	4.310125929	6.46913117	5.746187713	2.241525734	2.036430413	6.48035417	0.465176907	0.39201403	0.928654366	1.410837158	0.803306815	0.840438048	3.924306225	0.917978016	0.404224954	0.132503068	3.157087224	3.228151694	7.453834156	0.370395334	0.878571747	0.263235799	1.652605231	0.421662525	3.21127253	0.237245086	5.757994584	1.053112886	1.878595207	5.652711159	2.089576759	0.518959966	1.388487918	1.158099242	0.977574026	3.245589097	2.063489089	2.871290934	0.162661888	4.044833857	0.579556801	0.610721035	1.754175154	8.100530618	6.944645214	2.862874001	5.999870201	19.65777657
15285if_19	GNR12	0.683494057	3.025180917	0.640283058	4.823210189	4.717348224	0.860095047	4.350650556	1.326583557	0.497589599	3.242717539	4.229043492	NA	1.770759497	0.881453253	0.519887615	0.307607066	1.078882187	1.503123177	1.731531055	6.289191962	4.274752898	4.029751413	2.082559412	1.972014705	3.910911404	0.251269241	0.213010908	0.74924251	1.332575849	0.651351334	1.067713275	3.774945664	0.548599695	0.440537123	0.139612872	2.056893635	2.852473915	5.753182985	0.140879226	0.647074885	0.118210596	1.74325669	0.391390195	1.302117979	0.176918424	2.613546419	0.32004765	0.919509196	6.968447626	1.494153543	0.408217276	0.619889319	0.750058058	0.726532354	4.027956899	1.455887844	2.069784418	0.141501939	3.926389616	0.801690148	0.726652093	1.756556216	4.885809761	4.626479917	0.85583464	7.921244828	19.19984652
15297if_11	GNR12	0.656163002	2.098824275	0.53091646	3.456919861	3.178418669	1.011560662	2.128229079	1.12844341	NA	4.071002414	2.460795054	NA	1.591163126	0.761018914	0.839972625	0.839643927	1.374063645	1.765744614	1.031259703	2.847299059	3.875997393	3.786869067	1.931634769	1.588352613	3.374530657	0.305131373	0.321735912	0.670584059	1.205563037	0.618761315	0.912131967	5.671805111	1.841193585	0.318174389	0.141556718	2.072366058	1.943097587	5.927324041	0.255499619	0.471096978	0.438429666	1.271301394	0.521909502	1.277072889	0.125390467	4.40731474	0.72904837	0.993129434	4.000946045	2.338122808	0.726024229	1.331000452	NA	1.084392869	NA	2.686201232	NA	0.109393951	2.941251637	1.736039386	0.715786693	3.213463071	1.020190937	1.878519312	0.546282255	4.028094578	19.07929376
15226if_21	GNR36	0.842203662	3.019227414	1.188239122	4.764483775	5.389327716	1.181889141	5.380048061	1.371973128	0.019584381	0.173336502	3.112294561	0.659778455	1.200340559	0.043010928	0.663501701	0.826282017	0.02296621	0.122886941	0.042724702	1.601003302	4.647331099	4.299422417	4.0400058	1.644305496	7.188863463	0.92779844	0.950686467	1.006140525	1.399447825	0.366420447	0.882421359	2.45344516	0.381639742	0.479615345	0.099521232	1.991864719	3.434504378	4.881965424	0.216705659	0.842110645	0.099662685	0.938818116	0.507196647	1.847181279	0.108808132	3.0252589	0.418664248	0.898547297	7.237757604	2.151562264	0.375968995	0.44586718	0.603097739	0.951974482	0.914937213	1.908594882	1.942269591	0.180690796	3.017327771	0.064047916	0.839499317	0.762497527	3.455643071	3.163944215	0.078791009	10.52793765	18.09841426
