	Code	Benzoic acid, 4-hydroxy-	Citric acid	Glutaric acid, 2-oxo-	Glycolic acid	Isocitric acid	Malic acid	Pyruvic acid	Succinic acid	Vanillic acid	Alanine, 3-cyano-	Asparagine	Aspartic acid	Butanoic acid, 4-amino-	Butyro-1,4-lactam	Glutamic acid	Glutamine	Glycine	Isoleucine	Leucine	N-Carboxyglycine	Phenylalanine	Proline	Serine	Threonine	Tyrosine	Valine	4-Hydroxybenzaldehyde	Hexadecanoic acid	Octadecanoic acid	A112003	A116014	A124002	A143003	A145008	A145016	A147011	A148006	A155004	A157012	A159003	A170001	A171003	A174001	A176001	A180002	A203003	A211001	A213001	A214003	A221004	A228001	A237001	A237002	A250001	A311002	Ornithine	Putrescine	Pyridine, 2-hydroxy-	Pyridine, 3-hydroxy-	Spermidine	Cinnamic acid, 4-hydroxy-, trans-	Ethanolaminephosphate	Glucose-6-phosphate	Glyceric acid-3-phosphate	Glycerol-3-phosphate	Glycerophosphoglycerol	Inositol-phosphate, myo-	Phosphoric acid	Phosphoric acid monomethyl ester	Erythronic acid	Galactaric acid	Galactonic acid	Gluconic acid	Glyceric acid	Threonic acid	Arabitol	Erythritol	Glycerol	Hydroquinone	Inositol, myo-	Ribitol	4-Hydroxyphenyl-beta-glucopyranoside	Arabinose	Fructose	Glucose	Kestose, 1-	Raffinose	Sucrose
16028gf_37	FNLS	1.310372701	9.394381717	3.274417032	7.449934309	8.336017489	19.11546744	1.874026373	7.395285936	2.125600853	5.471985381	7.688552691	8.504066755	11.03985579	5.22466975	13.15683422	10.57869663	8.990869473	3.613089632	1.118564937	2.503835439	3.826474769	19.20368962	11.79240095	8.055371905	3.33038057	3.889895212	1.462637381	7.558298146	7.586139617	2.893582427	3.809603774	0.877801896	8.17094402	6.437776413	1.098830839	0.943981104	1.467415805	1.092353985	4.765716084	2.294591538	1.262114677	5.743940703	1.193284536	10.42881619	2.922163694	5.118553528	0.611638797	0.680099676	0.464418742	7.841057832	6.529138248	7.443150665	6.61581794	0.612988502	2.867072388	2.310992337	1.54826096	2.13633737	0.761288951	8.653339497	7.011774471	9.713360266	4.330589136	0.224460115	7.732869847	9.476811293	0.850972445	16.56743977	5.555407125	0.802528735	2.781830412	2.629351463	0.976273369	0.617320948	3.850623571	0.452656355	0.773462146	1.683518683	0.509003103	23.34725566	0.483613776	0.577754606	3.652507069	44.6750411	37.75637324	0.579265049	2.934374269	32.40527265
16032gf_27	FNLS	1.223706834	10.4454894	3.017210966	4.778700265	8.55084125	11.66994009	1.160914749	5.575433611	1.852676814	4.889516227	6.529577131	9.367120475	12.39746476	3.383139292	11.70806758	5.671142037	4.583023718	2.106056297	0.787558215	2.241230535	2.270054038	15.63001048	8.416571439	5.564063921	2.026189876	5.063461736	1.117264976	6.563259415	5.75522887	2.634983143	2.216796545	0.943094741	7.084224844	6.374252176	1.058915698	0.961183467	1.425552172	0.730353666	3.424538494	1.758373443	1.004171279	3.825177819	0.891592272	9.204009137	4.245725618	3.535058929	0.390194055	0.42275843	0.304984724	5.703146476	4.63673508	6.166303788	4.411548256	0.395293817	1.960238217	2.017813181	1.206398802	1.545492304	0.501480316	4.781061597	5.155151273	6.879464643	3.892706632	0.144777052	6.522620654	7.69113989	0.821982375	10.29481889	4.174179259	0.612171663	1.994281531	2.031633646	1.044070064	0.46479118	3.022249599	0.361818613	0.592907601	1.521192781	0.315929274	17.46226265	0.365893716	0.425513101	2.779292859	24.07012527	20.76697618	0.397106298	1.974863834	22.57056903
16034gf_19	FNLS	1.099827133	11.49431584	2.833455313	4.606601762	9.970733644	12.04867078	1.398792296	5.386956858	1.477506037	5.717241896	6.726588019	7.951269856	8.248887534	2.59512894	13.08576094	7.439182024	5.135218628	2.475718664	0.726940326	1.847235474	2.429196473	16.90169909	9.11465	4.960037154	2.204233722	6.873618529	1.267717819	5.545186471	5.54066147	1.589278623	2.620873515	0.513009022	6.568281389	6.469693905	0.77507892	0.655918955	1.106425079	0.648246787	3.779708182	1.45262944	0.931481736	3.660323415	0.823174167	9.245645422	2.453779284	2.154782107	0.280922938	0.351693199	0.293082597	4.634937628	3.988509063	5.335809644	3.904535383	0.332309323	1.295918493	1.366168247	1.118674556	2.36093752	0.521981113	3.671230923	4.806015794	8.168768613	4.290815934	0.118813591	6.525569068	6.749431221	0.656950245	9.70701863	4.496389996	0.529140869	1.711603501	1.399273987	0.259819598	0.314034867	2.268185227	0.316503432	0.434051592	0.996030836	0.427702194	16.20008475	0.441444292	0.522611746	2.387691939	24.22411606	16.52037502	0.255585278	2.250137933	20.52695529
16037gf_19	FNLS	0.904310693	9.291473049	2.567799862	4.592515137	7.258766758	13.7498675	1.26955226	5.673258743	1.433408088	4.414891831	6.515954708	8.03160905	7.845152954	3.687269089	9.240597595	6.595697532	4.056490773	2.351184892	0.830054349	1.71054709	2.365961814	11.32026304	8.832608651	5.625135668	2.255165071	5.382593549	1.704226745	6.327400393	5.733722209	1.864808492	3.305592399	0.499665512	6.529164311	5.909881782	0.545881795	0.486100243	0.968227739	0.62572515	4.015150704	1.140640293	0.845083815	4.431532456	0.641689519	8.338976194	2.068802681	3.674784617	0.368572265	0.433571009	0.276343413	4.664314343	4.550286933	6.22469809	4.511337	0.350098357	1.893045274	1.910099894	0.967077514	2.437259791	0.606454243	3.514212763	5.876180868	7.545012503	3.643275978	0.165638172	7.228507814	6.038491957	0.521345087	10.96913251	3.560418332	0.542723617	1.75783839	1.693488354	0.546688708	0.309554296	2.627470033	0.339502551	0.542490176	1.284678871	0.783730053	13.22993598	0.528014016	0.566487367	2.784378032	27.33507046	21.05728123	0.383376945	1.859034989	16.26940198
16040gf_9	FNLS	1.167729231	9.999986559	1.699863277	4.873741103	12.10304905	15.90718743	1.383634249	2.555078743	2.129668686	NA	20.40014269	2.602393412	35.23100105	4.747049973	9.87177714	19.73186373	4.41864179	4.68752669	1.532250491	4.78236256	5.979276407	15.88738395	NA	12.09047576	11.57558249	4.708134876	1.274477835	5.585176415	5.032008048	1.680885599	2.731020633	1.639132803	6.498492512	11.39632707	1.532029608	1.541529532	1.858276123	0.41494599	14.4843807	1.346232511	1.124581457	11.43865818	1.480139455	11.70512593	1.20569448	5.033995576	0.465274208	0.647027644	0.391081497	7.825721271	7.877298342	6.680783917	4.748661627	0.314442888	1.930518898	NA	4.058148897	1.764335018	0.523915836	5.986595997	10.39423368	9.158375297	3.688880338	0.179929723	3.642036112	12.25189944	0.740198074	10.81600026	9.273061152	0.753589458	1.790536066	7.180905992	3.836482243	0.906345517	4.774521961	0.150456504	0.249972843	2.865161729	0.16497741	14.94388839	0.397469635	0.443116598	6.942897766	25.06481555	19.76477375	0.731780784	0.683946335	12.90181486
16028gf_17	FNR12	1.202734266	10.66198142	1.679233474	5.716235008	8.676708561	12.52929482	1.150842625	5.432120719	1.845905991	4.133871539	6.616034728	8.287879802	12.89003932	3.390813837	10.70421418	5.76120127	5.158541328	1.984093943	0.857249623	2.072467564	1.971557306	11.47958364	5.582950573	4.572662402	1.446621002	5.018328362	0.956955592	4.97460814	4.798360285	2.168491088	2.414518002	2.186538665	5.558548584	5.13620849	0.875327717	0.719778603	0.900406466	0.651240043	3.230344119	1.449095772	1.001027123	3.494750639	0.61616263	6.849740565	1.237889315	3.388398217	0.311220936	0.472065688	0.274847675	4.29030035	3.554888335	5.106118228	3.902972797	0.331846674	1.115211755	1.708214354	0.728683434	1.448533437	0.539317195	3.195724218	4.335925645	4.503910842	2.771931246	0.13329899	4.860820855	5.754381331	1.406557689	9.865915628	4.338671168	0.498916623	1.666306414	1.828101694	1.059504129	0.626407248	2.293204137	0.355035537	0.521455658	3.144357625	0.210886702	17.10666617	0.422905316	0.323165777	3.106493838	30.19356262	24.0091505	0.777221772	1.042539935	14.78094258
16032gf_13	FNR12	1.18290204	9.506388975	2.428444036	5.055329827	6.570167813	17.93266131	1.027316923	5.688296602	2.356258297	4.189385518	5.055616701	11.23904807	11.39960409	3.510519304	9.712674941	3.436213797	5.074164551	1.373241326	0.574274063	1.651777405	1.882610246	14.87720773	5.767837876	4.139229226	1.477300914	4.180320109	0.984008095	6.538093562	6.444032845	1.641887996	3.307429852	0.773806708	6.683039441	5.273812322	0.973097968	0.713755291	0.820796663	0.935685002	2.697660809	1.701328286	0.905718312	2.811227579	0.791657985	7.565645045	0.803093488	3.640407429	0.440223257	0.545066723	0.33041249	5.471509672	4.789620756	6.569768124	4.932080625	0.357764246	1.119654608	1.82117567	0.768890341	1.681472111	0.561362985	2.75610148	5.489997404	2.896354032	3.212894975	0.121795358	5.54777319	7.682631969	1.189325543	11.37768995	5.143064994	0.691026418	1.958433947	1.95343531	0.865447998	0.52320905	2.950267779	0.430458344	0.702413352	2.079654584	0.261653216	15.73487273	0.294243774	0.374134549	2.99434919	33.92543031	23.08310356	0.709012696	1.4134019	22.50291569
16032gf_58	FNR12	0.829385343	10.23453197	1.946810748	4.395374248	8.046231379	15.1667283	1.33964825	4.619822304	1.288030496	2.263866055	5.517459848	7.116280135	11.47749845	3.498395068	11.29181029	7.5124235	4.151045579	1.694787701	0.783502889	1.753434753	2.153566778	13.66887891	8.506025367	4.363779598	1.657733993	4.842161883	0.97005951	5.348739274	4.837459307	1.998349506	2.807728277	0.774532358	5.213000053	5.781955211	0.666047952	0.556858579	0.868688424	0.611500251	2.906682172	0.995484578	0.850161036	4.218978759	0.461109167	6.392475579	0.924494069	3.220661092	0.324132633	0.366779022	0.227584376	5.489830138	4.511075699	5.209493764	5.081940405	0.442273823	1.49552747	1.447514666	0.722094423	2.17818925	0.609989155	0.775300576	6.195523894	6.150545619	3.263527498	0.145016112	5.901499936	7.873203262	1.23320638	10.66498158	4.163728014	0.548109598	1.293540434	3.460714904	2.685190204	0.445341609	2.266323112	0.354273019	0.508117728	2.506942303	0.239414844	20.09839472	0.36648215	0.323262515	2.63760525	36.028041	28.72073414	0.967269301	1.209040219	29.1618211
16034gf_76	FNR12	0.636682766	8.286549112	1.81572338	4.775892883	6.765907018	14.91607248	1.130024818	3.874939094	1.020909249	2.046737039	6.442929508	6.231365785	12.26444828	2.966826833	10.64687345	7.626179658	3.894262458	1.731820845	0.767731601	1.700697205	2.1673264	9.330748412	6.223877264	4.038201695	1.588417523	3.108838283	0.72038439	5.035741315	5.362585084	2.359589003	3.358919416	0.702869588	4.992240996	4.215548319	0.609221669	0.513515781	0.601427935	0.775546085	3.94349821	1.269263903	0.856833167	5.084701317	0.520944398	6.256164339	0.543584835	3.680780898	0.352163574	0.415003273	0.239105923	5.31382882	4.100789431	4.944738539	4.539424816	0.401456711	1.15262537	1.351346077	0.677138661	1.710755542	0.498027369	2.535802834	4.742149399	5.535565159	2.797954642	0.185628765	4.459388397	7.323538851	1.618377724	8.081495522	3.960312049	0.605891331	1.313158472	1.22545666	0.359730021	0.483006979	2.353560453	0.35254191	0.604155747	2.768295528	0.243339497	15.40334364	0.366684191	0.329827002	2.678877863	29.29848752	24.32304228	0.846943946	0.895304294	11.63460406
16039gf_17	FNR12	0.578335966	8.938730933	1.62249263	4.280952713	7.482857437	14.30703623	1.121733562	4.164222297	1.004184568	3.526345977	4.512241243	6.585951506	8.055501478	3.020752046	9.221004737	4.432526783	3.4229204	1.655897051	0.684102441	1.383944493	2.024744868	11.3138004	4.909066308	3.420067995	1.36701238	2.950444592	0.729093798	5.997623317	5.640430934	1.727859852	2.310113299	0.738438917	5.671814815	5.09848272	1.048734991	0.828419399	0.88493274	0.579132411	2.596811922	1.366755549	0.801427044	2.98493391	0.597321123	7.258825031	0.40206333	2.574010374	0.343561025	0.377246871	0.238142899	4.039459784	3.750783891	4.959603723	3.904204477	0.342712562	1.1006202	1.033923001	0.702314089	1.571650069	0.430058925	1.550830652	4.471265668	4.560465432	2.917583438	0.116809448	6.065463394	5.175048589	0.481424764	8.580492661	4.516162011	0.520542497	1.297528985	1.233230092	0.311312721	0.377695112	2.448118726	0.320556096	0.473138616	1.085046045	0.222889808	16.01684263	0.354910258	0.242072749	2.837106123	23.5044388	19.53203726	0.339285001	1.04004099	16.18855299
16031gf_5	FNR36	0.837045055	9.693780776	2.661681546	4.178630592	7.69036013	18.6398856	1.25637735	6.307957914	1.525928666	3.180788944	4.627261463	8.417177817	12.87890748	3.773174356	10.51567323	3.848282212	3.371237705	1.278477764	0.586759572	1.786913164	1.933924363	10.5230503	8.003787768	4.477094495	1.723217224	3.27158233	1.05724432	4.891373951	4.731113647	1.897457429	2.931945282	1.44878313	6.154390744	5.38596223	1.142207467	0.863954356	0.91657713	0.771803867	2.303450974	2.086912064	0.963989589	3.107228481	0.730905397	8.249373536	1.006905796	3.391135005	0.342292592	0.454412161	0.285708693	6.160468868	4.877125705	7.265223524	5.288523126	0.398020851	1.678820321	1.29086681	0.868780056	1.730943554	0.495367772	2.437594021	5.758107098	5.061711423	3.885205427	0.110653953	5.327580762	6.860304556	1.08673473	11.12109583	4.08350914	0.775723636	1.565876891	4.944763309	2.901736967	0.682067054	3.605536917	0.578299013	0.998449813	2.397748572	0.313369688	16.56102782	0.370051309	0.307219522	4.021011397	27.74221535	23.55087904	0.807443114	2.008832741	19.36507161
16032gf_44	FNR36	1.048611918	9.239049595	1.680377397	5.629139465	7.580659566	19.26687806	1.73751023	6.265299396	1.957375409	2.71237351	5.546436227	7.336839527	13.78648826	4.542024875	10.86442946	7.877544633	5.644776223	1.450676965	0.69665175	2.343736393	2.656000926	8.721138885	8.846864704	4.887276746	2.321321465	2.584173152	1.187998119	5.006988995	5.258796345	2.345920969	3.994851499	2.724341309	5.517658597	5.582428675	1.272177039	1.149283705	1.208425471	1.016273403	3.035650318	2.253652146	1.308290777	4.241242447	0.845644785	7.229132322	0.287772797	4.08674784	0.461043204	0.776751293	0.417721982	7.881785522	6.235490347	7.279702918	7.582492801	0.512820662	2.025632377	1.385200584	0.825081839	1.866901175	0.561358452	4.091106906	6.090463666	5.619350193	3.372889019	0.142052447	6.33893697	10.67477899	2.187932701	12.01000229	5.402343745	0.893341578	1.80336866	2.274032018	1.324944589	0.828207905	3.079892518	0.451225481	0.865729517	4.104680861	0.222140366	17.01149031	0.372045129	0.435694036	3.94796929	37.50293648	30.79093415	2.006552748	3.093945291	21.61601463
16034gf_62	FNR36	1.868326331	5.707227953	1.120722836	5.943172476	3.490092084	18.7648247	1.419190117	9.046906267	2.980202325	1.878360377	4.216211354	10.18698805	18.06302318	8.309226765	5.640205513	3.288366551	4.910926295	0.563945164	0.429994039	1.688480341	1.944849628	6.349215589	5.928250605	4.247228276	3.271695289	4.078281457	1.504127315	6.726781075	7.450040707	4.088484103	3.741514625	5.544582521	5.509276882	3.38250432	1.117539172	0.869299743	1.22595132	0.621752239	2.792958362	1.107287121	0.715621381	3.475487636	0.470591294	5.262669504	0.037544893	8.626869196	0.427783599	0.948053071	0.380516054	11.27805955	8.424295194	10.42644129	7.835913991	0.785515537	5.231240567	2.18634621	0.581595067	0.861767968	0.693505241	4.391955286	10.66335409	1.636087454	1.905294777	0.14288195	4.151369801	11.06286183	2.314841084	16.62778936	6.264067805	1.222094271	2.109373229	2.706068656	1.497566375	1.069709887	2.492437732	0.306225299	0.548571468	6.323991998	0.24666898	14.20144259	0.279528587	0.451666271	8.218060851	52.30938661	45.29928489	1.521475005	1.530151196	15.65262814
