	Code	Benzoic acid, 4-hydroxy-	Citric acid	Glutaric acid, 2-oxo-	Glycolic acid	Isocitric acid	Malic acid	Pyruvic acid	Succinic acid	Vanillic acid	Alanine, 3-cyano-	Asparagine	Aspartic acid	Butanoic acid, 4-amino-	Butyro-1,4-lactam	Glutamic acid	Glutamine	Glycine	Isoleucine	Leucine	N-Carboxyglycine	Phenylalanine	Proline	Serine	Threonine	Tyrosine	Valine	4-Hydroxybenzaldehyde	Hexadecanoic acid	Octadecanoic acid	A112003	A116014	A124002	A143003	A145008	A145016	A147011	A148006	A155004	A157012	A159003	A170001	A171003	A174001	A176001	A180002	A203003	A211001	A213001	A214003	A221004	A228001	A237001	A237002	A250001	A311002	Ornithine	Putrescine	Pyridine, 2-hydroxy-	Pyridine, 3-hydroxy-	Spermidine	Cinnamic acid, 4-hydroxy-, trans-	Ethanolaminephosphate	Glucose-6-phosphate	Glyceric acid-3-phosphate	Glycerol-3-phosphate	Glycerophosphoglycerol	Inositol-phosphate, myo-	Phosphoric acid	Phosphoric acid monomethyl ester	Erythronic acid	Galactaric acid	Galactonic acid	Gluconic acid	Glyceric acid	Threonic acid	Arabitol	Erythritol	Glycerol	Hydroquinone	Inositol, myo-	Ribitol	4-Hydroxyphenyl-beta-glucopyranoside	Arabinose	Fructose	Glucose	Kestose, 1-	Raffinose	Sucrose
16039gf_3	FNR36	0.659124568	6.887405989	1.743949	4.685212274	5.019615696	14.9087969	1.054972575	5.633930435	1.285294717	2.343391576	4.030339272	9.168537616	10.93031729	3.620480064	8.173945208	4.783318818	5.577266576	1.093760016	0.513601235	2.164907101	1.850856422	8.633412091	6.582522162	4.265005814	1.753118123	2.852545072	0.975068091	5.042257271	5.03929802	2.139973575	3.329585607	1.419373517	5.381952582	4.842435252	0.934331372	0.789254149	0.996434201	0.846809123	2.267087977	1.546747143	1.006868115	3.236339804	0.650844237	6.519981465	0.13786566	4.641491777	0.35466192	0.561974627	0.343050694	5.668051475	5.159208836	5.868150727	5.91036578	0.379705708	1.558203309	1.326927995	0.724844984	1.413869385	0.546973928	4.42202843	6.208592255	4.334422771	3.226005637	0.105600425	4.260545285	7.252876211	1.042632805	8.129558288	3.962633452	0.65652706	1.313608057	1.834730098	0.574804853	0.623973603	3.003639099	0.382543081	0.693036648	2.428500732	0.226995249	14.83809413	0.231767694	0.333661949	3.42705793	32.9969605	26.5589366	0.947093255	1.969329001	12.3996733
16040gf_26	FNR36	1.066812466	8.376808316	0.885739523	4.591947836	4.519219539	21.65216374	2.416838121	8.28932322	1.489223814	1.819789371	2.855844792	14.86750168	5.811171727	3.38543762	9.33024909	2.34717165	5.216422681	3.86965322	1.202107847	1.752593612	3.509905353	12.37504874	8.769967756	8.003645649	2.819734306	10.95249813	0.933738729	5.639441039	5.867030606	2.118220793	3.780667827	0.688646089	6.88478679	3.843074432	0.760123834	0.5895629	0.94915346	1.158349796	1.816273663	1.334505939	0.989395876	2.99396284	0.69322354	7.54030121	0.953442005	2.753093847	0.490341382	0.250004485	0.186743219	4.176850627	5.53788477	5.190559686	4.133543318	0.356127389	3.772685107	0.772940931	0.713549337	2.552958136	0.544882425	3.043965172	3.069346294	5.203740374	2.829955434	0.165648073	7.354035311	3.071342037	1.633441172	11.97848283	3.484264403	0.420831967	1.598119455	0.638713079	0.166253797	0.35668069	2.113257552	0.28860862	0.589691146	1.006239621	0.259504542	23.37424616	0.287224599	0.278809096	1.976876862	47.16106304	33.57505066	0.838141787	2.943979988	16.2832926
16028gf_40	FNR60	1.263321429	7.69943029	1.08674383	4.742050835	4.822539932	11.2847801	1.253156414	5.022156458	2.462082223	2.024863562	2.482314212	7.709263854	20.78819249	4.326569734	6.388788046	3.066503496	4.033922065	0.953401784	0.564602553	1.877383195	1.591830913	9.653561992	7.700874229	3.757624199	1.737736124	3.176783156	1.163097387	5.41756884	5.846635028	1.860606217	2.307566365	4.34696147	6.188393501	5.880418714	1.260477739	0.977870591	1.542159907	0.409666836	1.697587732	1.482557737	0.442564208	2.882926165	0.807140765	5.493522597	0.583746824	3.093514758	0.31179381	0.557133765	0.240905669	5.162680511	4.855960872	5.751291913	5.332732835	0.448674387	2.15248257	1.163087181	0.551864348	1.918880973	0.489579435	1.228639429	6.857401597	2.305175903	1.622586507	0.105361374	6.361829254	5.733420678	3.23043763	10.54910288	3.383408596	0.878674283	1.415439727	4.527169103	2.655514519	0.973253169	3.180805122	0.329538929	0.358604244	4.852644627	0.214644676	13.80841355	0.251763728	0.32255545	4.281575986	33.96361427	27.0138547	1.23176112	1.452183661	18.9162892
16032gf_30	FNR60	1.182651581	10.16045949	1.538626049	7.89776857	7.656195403	11.04212424	1.606560348	5.153319095	1.842393227	1.641597584	1.664798672	7.41266338	16.92010952	4.506409774	9.339511046	2.838361933	4.258373914	0.887475881	0.494011624	2.060296518	1.468053868	9.906128839	8.971670305	3.634018836	1.936596869	3.256524468	1.099290402	5.500024094	4.911180928	1.835698618	2.267174189	4.922218932	5.246214474	4.633962261	1.882002302	1.753463564	1.869826609	0.430142907	1.368749509	2.104433004	0.490032809	2.498812951	0.902481974	7.114871776	0.468659206	3.442781481	0.356300863	0.487172895	0.265124207	5.722677123	4.852590862	6.701922322	5.007552833	0.361816028	1.29598359	0.918349064	0.669528555	1.850695159	0.485637324	0.68085998	6.590166146	3.190924132	2.308601268	0.093347355	5.462978131	7.947560146	2.57260524	8.663024049	3.889464375	0.804969557	1.554215501	2.787589933	1.576931408	0.950077163	4.546091043	0.295790628	0.380910533	4.084552407	0.227517526	13.71168525	0.227881775	0.382914582	3.326618696	24.58015497	21.49178132	1.288604836	2.021691768	19.85443242
16034gf_22	FNR60	2.542208361	13.32730583	1.051017583	5.549690763	7.090606663	11.35633514	1.223332544	5.635858309	4.147553759	1.974892833	1.195011969	7.402336119	32.04709406	5.463287421	4.569510051	3.065661463	5.420423068	1.618252644	0.852939288	2.228327203	1.752768521	11.70041129	9.594580722	3.703400282	1.671296415	4.27803412	1.141348336	4.976796104	4.969927248	1.571314121	2.518071355	6.105212223	6.149926243	5.789300012	1.739913307	1.46126377	1.67716268	0.407941506	1.28444718	1.958366896	0.401070657	2.417766305	0.758356328	7.033939797	0.49035798	3.417819036	0.305800164	0.622918116	0.238627427	4.570484901	4.900463399	7.206081352	5.134166419	0.403817438	3.019784968	0.799438964	0.698696227	1.974976047	0.500713024	2.828816425	5.98189476	1.439514831	1.213311131	0.070022565	6.875827907	5.653144422	2.052983658	9.975606072	3.990863084	1.583552856	1.284019025	7.554980709	4.380624499	1.470828059	4.006927149	0.276125846	0.414353912	6.983451614	0.315289195	17.86806393	0.199617871	0.419361923	5.16262896	38.04741918	30.35656431	1.242708435	2.112168091	16.67565491
16037gf_22	FNR60	2.363899158	9.836323022	0.953975979	6.016992596	6.231461549	17.11490931	1.380423596	6.064793202	3.832035289	1.761196218	2.3692785	6.571129795	30.55527912	7.147073735	5.479603006	3.79970747	5.189218429	1.623617839	0.802838477	1.88705663	2.425988005	14.79969063	8.93145802	4.266527394	2.266689997	3.08557059	1.401229871	5.670938126	5.494281082	1.875423899	2.503278559	8.150475047	5.494913825	5.099425341	1.777530928	1.532923556	1.634574929	0.490713615	1.379592681	1.753914789	0.440801702	3.000286727	0.653168615	6.923578054	1.30917643	4.722472324	0.360023675	0.845907382	0.28770152	7.010335821	5.830144716	8.41539428	4.7408675	0.461893514	3.644645654	0.989245405	0.744446626	1.45987139	0.565969461	3.66208665	7.19139202	1.932823681	1.426001749	0.098012776	5.788323111	6.623660714	3.162117817	13.53165699	4.703008684	1.844036285	1.753208348	9.818153614	8.611752687	1.653026623	4.391429879	0.311918508	0.502382364	7.949594975	0.307752474	21.54610287	0.182442641	0.385038904	5.97653787	43.01150028	32.07639014	1.484787326	1.755484185	12.47152499
16040gf_12	FNR60	0.690948574	10.15580544	1.0759604	3.482799505	4.223451181	12.68996654	1.198883074	6.923943573	2.064441943	0.57861141	1.010801647	9.468189236	6.327269721	2.136060696	9.056797585	1.537147202	4.892876236	0.755788685	0.531929842	0.994369864	0.995359469	11.96645554	2.67197921	1.884520992	0.749222096	4.151900658	0.71083277	4.286609167	3.979459185	2.142659838	2.109810327	1.832751643	3.846411308	1.925888558	0.616899669	0.521350001	0.988573784	0.704904195	0.741704581	0.722074926	0.587319841	1.040152753	0.357135979	4.227305253	0.085185421	1.677193155	0.375604179	0.380776439	0.278409162	3.441803551	3.972244557	5.092593738	3.570703958	0.216771372	1.859243355	0.346009061	0.214330523	1.28820814	0.403170432	1.25080196	3.790791308	2.371361399	3.070628838	0.154316706	4.938128488	2.089221032	4.442368055	11.18536573	2.274801211	0.617074296	1.289706928	1.623464801	0.790837843	0.998901519	2.210761267	0.249172824	1.323366051	2.539054324	0.101649189	26.69217942	0.185051895	0.113606217	1.497745391	24.18436753	20.53836159	0.725190641	2.721904172	15.35016402
16028gf_15	FDC	3.195879715	12.01008802	2.376889952	4.603918633	7.533824706	6.871375386	1.456008962	4.047850959	2.909048562	2.882828607	5.644109406	4.962754102	9.816677795	3.655790287	9.421734278	6.672483665	3.010644419	0.919858887	0.519800248	1.625916297	1.437338077	9.587365996	8.96458668	3.947959962	1.464433229	4.833977366	10.46985366	5.399814625	4.978945527	1.965346854	2.628027673	1.00479882	5.553775408	6.297269617	0.844109002	0.813097474	1.963151557	0.330617069	3.806161697	0.854315151	0.529851322	6.433468871	0.729968114	9.410591834	0.377496696	1.819654747	0.491156058	0.196564595	0.261938802	5.459558344	3.735418643	4.681724103	2.407244843	0.27454987	1.067984483	1.734554432	0.651998964	3.024777918	0.635202281	1.094098252	3.391652633	6.696746729	5.158374714	0.114450132	5.822289878	5.942994779	0.917136285	9.932375498	3.907556323	0.801172813	1.874946216	4.094187308	1.528507194	0.321424288	4.292455207	0.225129418	0.324289881	1.606444522	9.709200235	6.357508144	0.41642081	12.99463066	2.268956785	17.54325389	11.19136437	0.419725127	2.237904404	14.89832421
16032gf_11	FDC	4.529848316	10.23353121	3.464193541	6.246371114	6.320589748	7.474238232	1.923590025	5.877112212	4.189482061	5.246015156	7.57781045	6.784409549	10.89216178	5.877314102	10.65619121	8.013778428	3.219534006	1.133939051	0.529415064	1.585123702	1.754624802	9.691920094	10.7049485	5.563022087	1.641461549	4.998088423	NA	6.062250403	6.413515317	1.784604547	2.701926004	1.969093417	7.45667669	7.664707109	1.711429645	1.667490413	3.563135234	0.522986545	4.585786481	1.247422064	0.634701494	6.748178787	1.030987355	10.55825947	1.047653058	1.955619671	0.611002318	0.278018394	0.349025304	6.93013389	5.101814862	5.190855905	3.115031935	0.397797837	1.409696537	2.634211874	0.798033196	2.524330721	0.723332011	0.623416128	3.866002931	6.192806418	8.000798102	0.229385399	7.495956511	8.689472758	1.047138651	11.05957555	5.304460638	1.060575927	2.087574043	4.309707392	1.491662567	0.472033178	5.611400937	0.359056052	0.545081814	1.568059223	9.984561994	6.850565262	0.447276936	12.67440924	2.794768121	14.77509788	10.54880657	0.401808358	2.490756923	16.84345791
16032gf_56	FDC	1.748785953	10.20276738	1.95663562	4.403028006	6.753571625	7.082046628	1.795161034	3.245780788	1.80905802	1.972456798	6.120582128	3.44756966	5.537535019	3.769575667	9.616388475	8.276944539	2.340528808	0.881864206	0.511985603	1.501384911	1.407564957	7.87764832	8.812695944	3.163759666	1.6964989	4.043917694	7.86580853	5.899666009	5.001591154	1.729771666	2.411904198	1.291737	5.006331516	6.59681175	0.946008947	0.722015413	2.389100027	0.322462213	4.132267265	0.879174072	0.409132428	5.554178779	0.603291029	7.945478161	0.643592994	1.487604606	0.462310686	0.189568725	0.313030818	5.989466808	3.799731438	4.352294878	2.744960772	0.324641191	1.329021169	1.471138024	0.567529627	3.50262858	0.60396427	0.768140487	3.595343146	8.175037992	5.818266947	0.150583207	5.254308221	7.417431254	0.847273096	11.14605639	4.013638959	0.695866499	1.716604325	3.896531931	1.651434812	0.31660183	3.708501331	0.17934629	0.349478885	1.323818671	7.549405924	6.271271646	0.483328093	10.6873261	1.99433022	14.9578712	11.84508783	0.296159722	1.682012533	21.6685098
16034gf_74	FDC	1.829493558	8.210982651	3.267678934	3.974057164	7.329374661	6.43186191	2.032204803	3.009685559	1.815265272	3.032747593	6.646567244	3.65596731	8.45460596	3.663211551	10.54798235	7.150498839	3.138750044	1.107366405	0.501928971	1.859675547	1.901645627	7.519009465	7.984056959	4.291168137	1.5724498	2.934636725	8.335467671	5.566195739	5.929679514	2.526087385	2.171762482	1.002175754	6.128502465	6.500585131	1.234437081	1.048364254	2.637370968	0.453081001	4.995599974	1.080325617	0.543729545	5.35218835	0.782676044	10.71038599	1.245813243	1.869577064	0.420006813	0.184062731	0.272275145	7.101375709	4.698208433	5.259018194	3.229898594	0.320900418	1.338856979	1.909053521	0.921966839	2.521370792	0.654194299	0.918429938	3.253318363	11.4254608	6.502466286	0.265336769	5.951723959	8.688271029	0.820464369	8.840697541	4.164354996	0.765147558	1.967227514	4.453059174	2.202555475	0.341221353	4.850168849	0.326004104	0.376893429	1.133269611	7.011682248	6.548637358	0.358751925	9.858056384	2.285001195	15.13207321	10.21042622	0.321767045	2.007859701	13.66447802
16039gf_15	FDC	3.018942762	9.142817953	2.929026737	3.835360888	6.409413262	5.3759817	1.678983974	3.770950113	2.876588192	3.451175543	6.086611666	4.737347218	9.378678234	4.023915937	9.326127135	6.837831972	2.468462834	1.419217311	0.527574602	1.805736696	1.922092027	12.03850707	8.950118695	4.412602009	1.812942864	3.392140046	7.536526193	5.542465061	5.356695901	1.879702415	2.664058067	0.812595337	6.871921137	8.221095732	1.007251172	0.990610609	2.133024423	0.38268902	5.507896564	0.916038369	0.565299857	5.907553292	0.821052046	9.672776594	0.375598202	1.706332826	0.408262425	0.198968051	0.296122278	5.44858976	4.407229288	4.386540208	2.558445323	0.306294752	1.213304775	1.587500645	0.899640807	3.600860041	0.746158987	1.536508355	3.256386971	7.496738299	5.422806114	0.196226724	5.950953661	6.623486644	0.661361031	9.577205078	3.584900285	0.734601204	1.828617412	4.463871942	1.861043498	0.317218481	4.310548956	0.256384695	0.357636688	1.146387886	11.07636459	8.070941483	0.458300639	8.838739145	2.708238196	14.42849224	12.35148141	0.290242403	1.680443067	16.98452974
16028gf_6	FDES	3.026175049	7.742874934	3.225867804	5.235591389	4.619141399	10.13914408	1.655746878	5.328688813	3.705609328	4.764542484	4.862805502	9.075526303	10.22462225	5.718943362	10.08896689	5.255356613	3.29665324	1.527721617	0.664434802	2.146537213	1.791634666	11.39675175	9.525194215	6.02803956	1.774014027	6.452013834	9.768166527	5.467748776	5.895215491	2.726508579	2.783517908	0.968900422	7.632098698	5.853453752	1.076274503	1.140792517	1.996187682	0.944501941	2.935343946	1.060534344	0.809215322	4.21759122	0.605453404	8.378645949	0.545634313	2.870773084	0.34184001	0.200714553	0.309749137	6.530751216	5.584207185	5.499509788	3.525247592	0.333226645	1.494430034	1.823532224	0.737028092	2.470932561	0.827375127	1.049358294	3.960832185	7.694390099	5.178888129	0.128572133	5.866848354	6.739477356	0.913514554	9.350420353	5.388839545	0.870871143	1.838832989	2.94134972	1.126686825	0.359212409	4.088954711	0.289447272	0.510766974	1.470198782	8.560004857	8.328751301	0.309203202	6.632261299	2.733660531	18.95437033	13.72637483	0.620186206	3.103963459	8.61342359
16028gf_57	FDES	1.767442768	10.94009231	2.602060165	3.619149991	7.404212371	10.17267201	1.790731309	3.144310685	1.963720994	1.568260993	3.872137258	3.915543178	8.990176418	3.691685566	11.02910439	6.657049979	2.664497108	2.155530436	0.777312091	1.057743506	2.057726681	10.14329486	10.30897578	4.731263467	2.385754967	5.920883479	4.875087437	5.173447178	4.544519693	1.428101775	2.856496435	0.743373836	4.673454364	6.566214612	0.711584091	0.65560937	1.233250353	0.685227434	3.050807711	0.922379141	0.862554181	5.382817944	0.546904927	10.32074668	0.712020548	2.632231614	0.433463648	0.280310821	0.3196845	6.21783757	5.198015861	6.837787377	3.898669711	0.385894511	1.39764111	1.438363684	0.704938543	2.757077632	0.592713581	1.329458463	3.893065548	7.863742368	6.12274287	0.1805831	6.962537698	9.612266424	0.79386751	12.66172294	4.357957826	0.912021354	2.09221659	3.29499995	0.377754035	0.272097294	3.350338106	0.286460845	0.425166543	1.324160578	6.14300063	11.04997427	0.445489207	6.663968711	2.465054454	24.05807598	16.67047463	0.394317241	2.112356964	18.01307082
16032gf_47	FDES	1.513464966	10.58271029	2.523107998	3.92186801	6.963642931	11.15012356	1.982155748	3.911763196	2.015076862	2.540010022	4.862138528	5.492305947	8.945342375	4.417524834	11.9940786	7.168464871	2.650011668	1.697711395	0.738307914	1.419414926	1.61975424	10.04324543	9.723807318	4.955067589	2.229099024	4.3050239	5.076215097	5.22772869	4.538705825	2.057420225	2.433518887	1.003527238	5.588803491	6.457699809	1.122918104	0.85586433	1.38111196	0.693143307	2.290628091	0.933769615	0.857710518	4.855342073	0.594829044	9.248082402	1.117868863	2.152280129	0.345474513	0.219354589	0.296383148	7.030988978	4.953048629	6.340710821	4.652177785	0.367912266	1.547814373	1.477306149	0.704762738	2.755255427	0.659847754	0.736729622	3.817584501	9.539919805	4.91655662	0.1603599	6.425729789	8.841020118	0.891083467	12.02094936	4.806629096	0.838533154	2.227068311	3.012659345	0.39685948	0.33480557	3.166657103	0.241604167	0.44408287	1.549840323	4.909402986	9.53746868	0.365948007	6.151530324	2.367384956	21.1306547	14.01689038	0.489574418	2.658530716	20.58979421
16034gf_65	FDES	1.353841364	5.967012235	3.230381436	4.189642298	4.43988153	13.14175174	1.942343208	3.205515594	1.444491886	2.099186617	3.142695937	6.306536271	6.692850017	4.158383383	8.897028087	1.006499967	2.897544969	2.362223312	0.697426129	1.522058183	1.43915491	12.19657819	7.694728675	5.004555785	1.483443503	2.941119942	5.32580936	5.582670147	5.922770002	3.07107841	2.371902805	0.860539805	5.618094137	6.034642854	0.886763089	0.739697707	1.364803916	0.788993686	1.511902319	0.875853013	0.840500248	2.805190219	0.483023494	8.671965809	1.389239709	2.616330542	0.407553047	0.211093066	0.356334992	6.946204879	5.122476392	5.553165829	4.077293668	0.417579579	1.510709203	1.843041337	0.67033661	1.598507392	0.647988338	1.761746847	3.931890769	8.653014723	5.901197094	0.136295668	6.40757531	8.720866215	0.735604187	11.69176759	5.677838086	0.68015789	1.881371145	2.827013556	1.314476372	0.28911237	3.171564157	0.260206511	0.446628206	1.155228688	4.655494044	10.51432496	0.216543213	4.61994642	2.268492689	21.13989586	15.7178216	0.53998727	3.27587049	17.89189049
16039gf_6	FDES	1.900496107	8.836811169	2.456774696	4.410324031	5.74781899	9.920375164	1.746307831	3.347395948	2.471511068	3.367586425	4.519176435	10.08411392	8.320024967	3.854604044	8.749878164	4.567760247	2.567528637	2.153267192	0.792052742	1.844912236	1.387631004	14.68561037	7.750577386	4.849662233	1.88497007	7.679975909	4.532167142	5.595212901	5.838192008	2.20535012	2.364865633	0.9269503	6.560693346	6.31234313	0.837863454	0.76157964	1.582094071	0.748243353	1.873866931	0.920491573	0.714530077	3.780998613	0.63842089	10.02265778	3.796793487	2.337773867	0.434708751	0.208996527	0.272273931	6.647154493	4.896186437	5.944954529	3.603440587	0.345220247	1.459415842	1.892744937	0.729185623	2.647486467	0.593919803	1.473677326	3.182999872	8.399915003	4.831566356	0.1496674	7.651762866	7.546650647	0.810724255	11.79120435	6.197440985	0.79281114	1.795005541	3.313867391	1.31612856	0.303045916	3.351025092	0.368777607	0.48446421	1.417714318	5.879180462	9.548605942	0.263353686	5.877957002	2.631680863	19.09529048	12.84461115	0.529988905	2.710193793	14.5373784
16031gf_3	FDLS	1.489338248	9.846208708	3.052863283	4.753497427	6.393836798	10.76208737	1.642331368	3.186687803	2.449272975	5.493099764	7.252742452	5.23828043	5.817421183	4.225936148	10.49879129	11.74146152	3.909599259	2.713807162	1.102075922	1.858977194	3.134876213	13.42146558	8.888460299	5.48994642	2.522924079	5.267831635	3.628250482	5.753623682	5.394841158	1.930796243	2.806455145	0.593253115	5.374370214	6.750630015	0.552369458	0.620430323	1.217084069	1.106039298	6.766765451	0.948369993	1.29155816	5.21142099	0.726887283	9.878938149	2.130301818	2.120112966	0.407811046	0.261417332	0.278315164	5.122507675	3.861028494	5.442238922	3.925491791	0.309399969	1.364715533	2.278366954	0.922082462	2.541017824	0.640230464	0.956121837	3.214323644	11.57517415	4.201726895	0.309948034	8.216842507	6.787713945	0.573246625	8.183326139	3.971882959	0.697219072	1.825440794	2.078685475	0.811966261	0.22808751	3.150552655	0.351940474	0.559885254	1.02299141	4.037673488	11.06670563	0.65012807	3.497441161	2.246569885	21.67752051	13.80992645	0.317657844	1.953191968	21.5036988
16032gf_42	FDLS	1.154677074	8.592860384	3.001951642	4.753988005	5.184467857	13.17106634	1.935647468	3.257229847	1.974386238	3.034750971	7.623253022	4.181505676	6.385826508	3.910330968	10.81744772	8.697814911	5.559149922	3.230419536	1.096010364	1.5428898	2.870407681	11.26817562	7.931450902	4.712039285	2.610506573	7.244576251	2.897714016	4.9037938	5.09380529	2.565117536	2.99927342	0.850169229	4.992117155	4.667510217	0.637385843	0.539483721	1.406007506	1.01981213	5.215260599	0.875434191	1.079834096	4.763327041	0.606522502	8.943759696	0.19075098	2.980195655	0.387435505	0.340440462	0.259558713	5.260417005	4.47292552	5.995931956	4.117787581	0.325454057	1.652322808	2.034793893	0.862516379	2.151566323	0.539020767	2.261291508	3.623108493	9.716521651	4.087861281	0.202357821	7.622136463	8.103088655	0.665207702	10.94185542	5.129838221	0.840568842	1.739068401	2.704660188	0.971521953	0.320026965	3.396617884	0.335204916	0.553645117	1.199453014	2.071180005	12.71879918	0.804170902	3.09613035	2.542311864	24.42317999	18.24094928	0.370868224	2.58664833	23.34645926
16034gf_34	FDLS	1.77975894	14.9868457	2.722725914	5.849943729	9.027401565	12.86705298	2.126559214	3.321985553	2.623910223	6.417100843	9.181127369	5.442005391	7.599929882	3.313778189	15.79748037	11.32183143	3.614257184	3.903895738	1.457458971	2.401898555	3.054033444	11.52348996	11.44868467	6.672002471	2.670006673	8.34559595	3.408832091	5.255780671	4.299581421	2.084379339	3.139642636	0.654665098	5.588740553	7.332480518	0.522861442	0.520302784	1.321954021	0.874463536	6.191222504	0.882670961	1.008632609	5.085018185	0.524623981	9.236275767	4.663602888	1.948043613	0.420290561	0.223263307	0.238467649	5.384832499	3.593056635	6.000135341	3.758143855	0.2759701	1.295819668	1.628210763	0.815811949	3.398906288	0.576814817	0.762881412	3.811024444	10.31101425	4.050486016	0.177874296	8.459712123	7.710636758	0.585279413	8.570585433	5.067040413	0.731329295	1.738375178	1.903266411	0.283046229	0.292735364	2.938118485	0.319793585	0.475115572	1.265475156	3.296461281	10.70754616	0.779365128	3.071639994	1.942101206	25.7283575	16.85440562	0.243914921	2.302796133	26.14909422
16037gf_34	FDLS	1.549453506	11.92874734	2.534542687	4.965533042	7.010527564	13.85901804	1.866571811	3.87563179	2.454688555	3.677392717	8.55444996	5.070455257	4.985632383	3.829455613	11.41569498	8.327536103	4.737117029	3.055745482	1.318884024	2.313925614	2.916734672	10.8499575	10.42394509	6.300211423	2.52564022	6.42957181	3.9070779	5.356728868	5.393028832	2.361930376	2.656709598	0.810865513	5.404943404	6.280377775	0.77651359	0.694440195	1.404621315	1.164863739	4.97585011	0.941508306	1.156184287	4.983570908	0.657742417	7.616242063	2.3347124	2.692990288	0.380877177	0.277957928	0.295370544	5.408535748	3.823289323	5.645574961	5.234430385	0.303672668	1.766803795	2.368484262	0.801141039	2.233048175	0.539522948	0.753437136	3.884674445	10.18884194	3.353890883	0.167512558	7.472431232	6.956972921	0.60825423	10.43201317	5.623833403	0.891060226	1.990431486	2.54168964	0.595560069	0.339774119	2.862639363	0.311675954	0.610439625	1.434810959	2.83149288	12.42443147	0.634821502	3.114500925	2.4232859	25.49046266	20.02945874	0.318249491	2.243083056	15.4070239
16040gf_24	FDLS	1.554639456	14.54049632	2.469397901	9.008224208	13.47110637	12.99676024	1.099985298	6.334775281	2.500235848	NA	22.29346537	3.58366161	54.87431498	7.477834264	12.88104062	NA	3.904932831	1.346466602	0.749929223	3.249472018	3.435021034	12.85537974	NA	9.435908477	7.740615118	4.441989484	1.329962832	5.834786641	5.726887733	2.026654663	2.814478931	1.536238664	6.915419661	13.57480692	1.507360154	1.637050802	2.200673298	0.24129425	11.56370773	NA	0.484709947	NA	1.288411786	18.9561712	5.620140551	9.432908442	0.296647705	0.498910727	0.543286181	13.00168048	7.931881208	8.877080032	3.260692849	0.4487247	2.352888428	5.166379398	4.067264713	2.007774994	0.680897447	5.406808978	9.973305728	14.74858471	2.452396005	0.156169524	10.30249169	NA	0.824839565	9.515254385	5.954468563	0.577282893	3.540677671	1.193114467	0.451663967	0.945751237	4.86695609	0.13339329	0.077947253	2.053957575	0.435942467	10.34666657	0.429479023	0.323771062	3.977455741	22.28231105	17.73723868	0.306611172	0.974662114	18.05350512
16028gf_38	FDR12	1.467089474	8.745686683	2.103309912	5.655539008	4.462602717	15.17904863	2.122695019	3.814021019	2.438000324	5.673394563	8.246288533	6.295559281	9.797563314	5.204345386	10.72271552	7.940725154	4.059812944	1.417102048	0.522818375	2.13089731	2.167224881	8.361080989	8.511067104	5.501020144	2.258674418	4.534887089	2.089668748	6.381287857	6.37713122	2.401498151	3.905189201	1.222043753	6.948296016	6.468320457	0.951438684	0.781416765	0.927609173	0.99049793	6.035151208	1.149162572	1.140018761	4.169585017	0.780611684	9.107861393	2.19053147	3.494759094	0.471391746	0.423099641	0.295889584	7.342979496	5.48704187	7.300429844	4.664372357	0.467202281	1.562607156	2.768945555	0.872575495	2.503858933	0.581963304	1.217292647	4.439840063	6.289071234	3.739485234	0.249743808	8.219902587	8.536153023	1.57320223	8.527393823	6.428940849	0.715799788	1.806071453	2.524660096	1.258507006	0.568621809	2.949740912	0.360987528	0.582262369	3.540929014	0.973595308	11.8144073	0.578202574	1.91177272	3.227468941	39.84186519	29.18468334	0.933242437	2.053032606	21.86385224
16032gf_28	FDR12	1.594477205	9.325736316	2.184211795	5.196883238	5.022731317	20.2006968	1.963992679	4.395256603	2.618938708	5.61758287	7.98492191	6.364313692	13.61330471	5.43281313	11.09182432	8.208465903	4.80859129	1.988263021	0.687416321	1.930819747	2.619956271	15.77542352	8.654086716	5.835721586	2.253637955	4.732699082	2.355474653	4.970173524	6.216251241	2.212175525	3.533726448	1.324540329	5.911256806	6.601836071	0.902101319	0.809779779	1.044065114	0.956334794	5.317060008	1.05494193	1.002404725	4.233919361	0.616708799	10.03912732	5.112433718	3.989051587	0.373824564	0.472773583	0.261145689	6.939027822	5.725150912	9.018795611	4.325519331	0.40325228	1.704556199	2.238628937	0.986927164	1.957293017	0.682535293	2.427074603	4.447022397	6.736618475	4.472054189	0.231654651	14.21721375	8.794458208	1.610025764	13.18170944	9.302406843	0.933585637	1.897188627	2.192775152	0.356069821	0.625774653	3.219622767	0.304098205	0.546423189	3.148013161	1.441024118	14.92054753	0.628450497	2.464469369	3.22298172	47.2173642	32.02841171	1.032046619	2.650690536	24.98032724
