	Code	Benzoic acid, 4-hydroxy-	Citric acid	Glutaric acid, 2-oxo-	Isocitric acid	Malic acid	Pyruvic acid	Succinic acid	Vanillic acid	Alanine, 3-cyano-	Aspartic acid	Glutamic acid	Glutamine	Glycine	Isoleucine	Leucine	N-Carboxyglycine	Phenylalanine	Serine	Threonine	Valine	Hexadecanoic acid	Octadecanoic acid	A112003	A116014	A143003	A145016	A147011	A155004	A159003	A170001	A174001	A176001	A203003	A211001	A213001	A228001	A237001	A237002	A250001	A311002	Putrescine	Pyridine, 2-hydroxy-	Pyridine, 3-hydroxy-	Glucose-6-phosphate	Glyceric acid-3-phosphate	Glycerol-3-phosphate	Glycerophosphoglycerol	Inositol-phosphate, myo-	Phosphoric acid	Phosphoric acid monomethyl ester	Erythronic acid	Galactaric acid	Gluconic acid	Threonic acid	Arabitol	Erythritol	Glycerol	Hydroquinone	Inositol, myo-	Ribitol	4-Hydroxyphenyl-beta-glucopyranoside	Arabinose	Fructose	Glucose	Kestose, 1-	Raffinose	Sucrose
16028gf_48	GNR36	0.532567781	3.186961498	0.430451844	4.823572796	3.673033482	0.801705185	2.908967803	0.892462343	0.020766388	1.691664608	3.30778996	0.668505846	0.439315437	0.144227783	0.438600563	0.120174059	0.22913092	0.135591267	0.248927029	1.215755198	4.631064139	3.778120472	1.898828303	2.043165496	3.636609182	0.280779617	0.163049793	0.437599179	0.49446711	0.386684243	0.405575844	2.067726951	0.144396243	0.471213173	0.08835103	2.063015595	3.510999976	4.231303532	0.367857246	0.469694459	0.049709987	2.196891516	0.408533212	3.493346825	0.376061758	2.432771451	0.512082221	1.075835699	7.644166605	2.771953564	0.383993508	0.702676627	0.178531591	0.440569674	0.724763753	1.549317645	1.264117038	0.161440939	2.793554949	0.362437839	0.336462735	0.483803307	0.784477475	0.893179081	0.276482116	6.816088939	30.30493804
16032gf_38	GNR36	0.719659541	3.376079617	0.647682904	5.982983726	5.847658075	1.163609956	3.656840089	1.099550154	0.062926526	2.394053454	4.495070809	0.848918817	0.843770107	0.188934517	0.554050965	0.250041722	0.565533292	0.471090878	0.489270441	1.710134213	5.642011677	4.058419207	2.513361575	1.832686803	5.026364321	0.409419011	0.199958175	0.565923199	0.867665449	0.522630587	0.677484635	2.772823633	0.3076405	0.438006665	0.09478487	2.527519834	3.996358888	5.111978353	0.480396387	0.657536373	0.100033645	1.956741015	0.456616972	4.056030883	0.393985346	3.460519291	0.58924039	0.770900156	8.499189318	1.793227741	0.537477199	0.968716887	0.186813906	0.729133229	0.541196211	1.830512622	1.158354264	0.163238006	4.0582089	0.22793628	0.567582178	0.755370161	1.327184169	1.629529045	0.327267877	7.150250009	25.37032665
16034gf_30	GNR36	0.793573685	3.92572543	0.617826784	6.054512149	6.551411185	0.920728768	4.0668119	1.316161844	0.123960242	2.166857745	4.508878287	0.956989731	0.762124572	0.189787414	0.53382506	0.332203437	0.448162205	0.170767422	0.354806913	1.462446225	4.441659655	4.095618547	1.725084792	2.144032977	4.952044827	0.34618775	0.213112019	0.45755307	0.782636257	0.422260599	0.462262536	2.720058445	0.300004105	0.435384151	0.149258638	2.218667584	3.693383209	4.149885038	0.443558508	0.538182865	0.074309569	2.181085093	0.383624161	3.065284567	0.197505275	3.404998925	0.617871191	1.849763037	7.878059969	2.06505656	0.522063572	0.940361444	0.275000703	0.693888096	1.065220373	1.431219829	2.283003074	0.149564676	3.844523155	0.47930676	0.631239783	0.796879169	2.593296017	3.116956693	0.544840496	6.570690777	27.33386607
16037gf_30	GNR36	0.718989173	3.503778704	0.499158892	6.400265599	4.851623856	0.790388168	2.873350401	0.98301637	0.06059067	2.076802775	3.769147922	0.95104747	0.837328403	0.157449881	0.552999877	0.326178309	0.489692437	0.397903964	0.337057445	1.390288296	4.05788447	3.398206498	2.362574353	1.762595798	4.223086821	0.33740579	0.186241931	0.466771067	0.834355939	0.409328049	0.655901867	2.531713809	0.378004761	0.41203041	0.204193472	2.373152804	3.960897598	4.884734286	0.419763239	0.776109428	0.080015115	1.614151364	0.304195406	2.890057542	0.186282981	4.132652391	0.785186049	2.053417114	8.083896117	1.606476183	0.400510648	0.985718959	0.211431404	0.562103935	1.046946715	1.295691757	2.73007528	0.110836774	4.826416959	0.54114839	0.638406695	0.85641493	2.542965405	3.636723776	0.595102927	7.113977904	24.09261272
16040gf_20	GNR36	2.084193199	2.36383162	0.862225598	2.874749315	3.451464974	1.18135587	3.719749006	2.1468436	0.259978636	1.721902426	3.274760862	1.859714979	0.859084327	0.236296759	0.451978699	0.435878598	0.428408303	2.624661288	0.829836521	1.582770432	3.990700806	3.346288243	1.953094282	1.919919343	4.717967411	0.690676273	0.370660266	0.956624005	0.624017692	0.504469255	0.309739928	2.53873754	0.945147793	0.491237754	0.22060861	2.710273264	6.504081197	4.75762406	0.722281886	0.797291608	0.088335687	1.519769493	0.490686351	1.840901679	0.373365019	5.353527713	1.363114084	2.618483641	7.563106706	5.301630726	0.926759527	1.10440452	0.569067739	0.985971221	0.563985051	1.546076389	5.142863401	0.920017609	2.326170735	0.373453976	5.05918794	1.323242048	1.334176688	1.557773515	0.911951914	6.249668812	23.74485297
16028gf_14	GNR60	0.73359521	3.340274881	0.648821792	4.852224458	4.461241169	0.66922722	4.282249464	1.202741737	0.043071157	3.266581957	4.537408209	0.704253377	0.740267362	0.193137023	0.429236119	0.315060554	0.27253424	0.167309654	0.280817927	1.671426176	4.760844234	4.316459124	2.369943559	1.557822333	4.572102665	0.396660876	0.196358292	0.406560424	0.732732708	0.272103992	0.581834162	2.31052132	0.322549619	0.462260879	0.232450905	2.257336064	4.313106529	5.212901391	0.425977623	0.607514164	0.053637301	1.279417875	0.313149846	1.961124859	0.122050512	3.45325211	0.511141461	2.316015008	5.728153875	1.621595969	0.559574324	0.927127146	1.74113428	0.575244644	0.89235338	1.593464875	3.212839383	0.1283437	3.346339443	0.383844208	0.44227306	0.926938099	2.482331682	2.619141735	0.773291929	7.505173141	13.92377953
16032gf_10	GNR60	1.085463757	3.009930646	1.052924834	5.220306862	5.185311026	0.757641691	4.786212264	1.701716361	0.199421277	4.748033282	4.723063004	0.781926328	0.972227817	0.216695033	0.45047339	0.334166149	0.492997766	0.244488295	0.506248149	2.085588534	5.662088248	5.457022693	1.514121858	2.194311277	5.955953342	0.39104267	0.195711414	0.427998644	1.026693105	0.292915054	0.704358595	2.813491724	0.352753549	0.513773982	0.196125033	2.972253917	5.358793186	4.993709415	0.564582239	0.709437926	0.062687365	1.6788392	0.354541481	1.771662738	0.193588971	3.7981642	0.607606323	2.12367947	7.410396282	1.788322684	0.652926972	1.075655917	2.889151606	0.794207401	2.112045555	1.81221954	2.946076345	0.127075775	1.828190547	0.738723482	0.675342192	1.130477425	1.436349072	1.83346257	0.796129044	8.284306353	16.25487094
16032gf_55	GNR60	0.652396012	2.778116632	0.515831387	4.729193026	2.868230134	0.658451241	3.917611933	1.101437529	0.0277252	1.351376186	2.566937006	0.571162726	0.59792414	0.208585635	0.624951743	0.238795476	0.321409747	0.143420808	0.32725298	1.793564793	4.690862166	4.371069696	2.307182253	1.558645189	3.713223436	0.205702889	0.139825938	0.336707003	0.683512902	0.266804871	0.571963407	1.771101425	0.442591492	0.415911995	0.294317832	2.216855999	5.466669985	4.787166258	0.385805195	1.572252555	0.041565006	2.01326441	0.357089788	0.698113643	0.061947116	2.776679262	0.585965114	1.280466694	8.690167144	2.050721313	0.319224403	0.929460165	2.62283459	0.527085936	0.935547151	0.732974532	5.938180737	0.119624969	3.579588157	0.3512507	0.418877655	1.446180104	4.519729723	4.818817278	0.891589981	8.738177051	22.0462009
16034gf_73	GNR60	0.556509585	2.517970633	0.454297632	4.195980609	2.853596746	0.836392043	5.226098422	0.799378259	0.014415419	2.1319304	3.33259203	0.475044909	0.482042187	0.238177275	0.573571357	0.222549229	0.220791168	0.262173239	0.294600614	2.216598437	4.96120894	4.440341745	3.424565453	1.218599598	4.608939087	0.349823656	0.219444087	0.404912452	0.581304914	0.303552309	0.538180263	2.179988414	0.379758983	0.366323618	0.155098551	2.118067165	4.516637627	4.550661874	0.359114678	0.661072282	0.051070904	1.911075836	0.359344144	1.979268431	0.159731841	3.240555893	0.504634316	2.064694562	5.801727234	1.825140538	0.43387892	0.714093368	1.984228571	0.610694188	1.549059444	1.396727497	3.212162248	0.119300001	3.520401032	0.590310092	0.49690145	1.120926711	3.130077158	3.538465131	0.894199577	9.787916316	20.93370858
16039gf_14	GNR60	0.829941544	2.951562435	0.58875918	3.748784366	2.218791017	0.689236551	5.678703988	1.271634223	0.032748386	1.883438778	3.086643821	0.802860622	0.656802015	0.24145141	0.764319413	0.330232392	0.226605655	0.34333438	0.466027941	2.033290538	5.029161245	4.350757158	2.067012627	1.403859903	4.676421481	0.329990495	0.246549878	0.409217389	0.545567112	0.249804416	0.44779782	1.935722432	0.541033799	0.477156463	0.357979781	2.331765362	5.297276875	4.930750403	0.566910173	1.68150761	0.037034947	1.840026622	0.330632067	0.652654783	0.041419286	2.53908765	0.575924375	1.217210993	7.664658785	1.813033079	0.408452496	0.711500721	6.243114865	0.793362134	0.692745738	1.186286942	7.561835157	0.119396774	3.509612991	0.335830032	0.326872559	1.570206096	4.843915336	5.307930986	1.026276045	8.05441969	18.01837087
16028gf_43	GDCLS	1.305413552	3.105652552	0.721616001	4.614307581	5.260035765	1.994249282	3.173128655	1.697778314	0.136444392	1.842241876	4.682543075	0.805925243	0.712995214	0.563844463	0.85225302	0.340969018	0.492606331	2.03848801	0.894987394	3.308547592	5.439217663	5.147824534	2.377282271	1.549454844	4.9931866	0.829351521	0.445639277	0.818877397	0.437310063	0.417920222	0.351721004	2.057468145	0.23509335	0.430858147	0.100707917	2.72515668	4.063207192	5.074651391	0.517560307	0.444861222	0.106115613	2.374933546	0.51473789	8.620200451	0.592339014	6.462987913	0.784007741	1.065202405	7.53248176	1.962306315	1.387601626	1.090504264	0.541746219	1.115718956	0.470550387	2.712909131	1.093461178	2.000037373	1.308540213	0.228337417	15.68026695	0.799377742	0.524662278	0.536679378	0.300282196	3.379216671	25.64250757
16032gf_33	GDCLS	1.367311494	3.102890418	0.803021442	4.649137643	4.836915255	1.806640188	3.640656454	1.762120473	0.114210847	1.53008802	3.417678815	0.598871261	0.607304026	0.353782904	0.819351748	0.362534844	0.214073743	1.676802124	0.686795112	2.287952973	4.780711687	3.71085316	2.755805658	0.967711502	4.512611005	0.745343579	0.425207331	0.75784268	0.35587043	0.439713334	0.302705317	1.843029792	0.235122463	0.414560071	0.08556845	2.07357586	3.259288854	4.652769201	0.49166809	0.44606267	0.070122381	1.788083607	0.404957637	7.045591536	0.571527207	4.900281012	0.604186501	0.782769446	4.648155233	1.681341281	1.384782251	0.868187911	2.161992644	1.096153753	1.111075627	3.942369977	1.34688758	3.251251806	1.178850944	0.474774432	13.34361682	0.721479731	1.04900594	0.760065828	0.25604377	3.43398299	15.43725135
16034gf_25	GDCLS	3.366843522	3.783830767	0.914317641	4.985466707	5.485538149	1.756308749	3.083840396	2.389564322	0.237065227	1.512462516	3.72848017	0.758791866	0.693101106	0.297140561	0.670844574	0.407029425	0.306475463	1.666686351	0.624502877	1.960733314	4.530858151	3.77874583	2.050027922	1.752376181	5.206830186	0.495849056	0.265232703	1.035921484	0.417681871	0.46197696	0.296280801	2.0928597	0.192303371	0.452649808	0.101146632	1.952450862	3.616512097	4.812566056	0.469815806	0.450238336	0.062907889	2.121590519	0.484547567	5.693391468	0.369432182	5.683548594	0.567986343	0.943514174	6.208638988	1.565149041	1.473795684	0.860001422	1.836600074	1.148094354	2.163360854	4.069365862	2.530072643	3.713169107	1.445884306	0.803366705	14.05943693	1.025168653	1.11638112	0.952463661	0.310033915	4.105329305	21.43066091
16037gf_25	GDCLS	2.064738354	3.697289821	0.887669544	5.144649971	7.311276086	1.708377051	3.864720376	1.834845515	0.200624192	1.596472396	3.116085771	0.818497258	0.779693274	0.383287816	0.733443991	0.299785133	0.242705068	0.851729559	0.437241599	1.829397928	5.109190788	4.596393435	2.543987091	2.217105309	4.573631261	0.368052448	0.204384983	0.810705443	0.393615322	0.493324721	0.274817169	1.795518178	0.245367295	0.459813681	0.119656406	2.206981248	4.197975747	6.110574915	0.544232581	0.503232864	0.044848834	1.95705791	0.493914921	6.775704596	0.431630122	4.908923375	0.54162602	0.858916421	7.206728837	1.836429892	1.325225148	0.95316939	2.072120233	0.969221984	1.784836613	4.400969337	1.759279304	2.91627683	1.383307794	0.725618016	15.07508271	0.785063806	1.190905025	0.756504065	0.327948038	5.647437851	28.23924852
16040gf_15	GDCLS	0.660595926	3.351573606	0.470710898	3.913367968	7.141912521	1.519008869	2.993669136	1.02099371	0.004366132	5.46697898	3.203141328	0.305995789	0.735010645	0.087425814	0.298196247	0.178664471	0.149124439	0.027652862	0.11748163	1.696361098	4.421314542	3.423165237	2.597853287	1.796882835	4.890899625	0.303894901	0.163210247	1.449185013	0.50072368	0.715857647	0.438479982	1.545848245	0.109630626	0.79379274	0.061595773	1.926138255	3.091683177	6.312887909	0.432902672	0.779623401	0.043036951	2.589830164	0.3787207	4.77386815	0.489192699	3.842399676	0.137239052	0.891660468	5.189459692	1.90364317	0.652878855	0.717727733	0.183917697	0.542492542	2.294791474	8.84796318	1.259036497	0.337644155	1.66693258	0.473429502	0.686947495	0.627012012	0.952729869	0.615791532	0.585590793	NA	20.42908871
16028gf_9	GDC12	1.87418521	3.321440224	1.175002386	3.81096846	4.876202924	1.159695552	3.352368926	2.412184663	0.035668824	2.263892763	3.489976747	0.843199551	0.502124699	0.288102589	0.521677682	0.358055539	0.114184157	0.800052246	0.508575579	1.799747805	6.388668082	5.40077099	2.902963819	2.440343946	5.630992874	0.424403039	0.257077812	0.941403317	0.370857081	0.463606811	0.25142995	2.068774994	0.323856114	0.584829716	0.210165546	2.403640754	3.706623325	6.099717414	0.623823638	0.5596518	0.050778716	1.510831928	0.451277839	5.10406276	0.414445478	4.087794035	0.46283174	1.297537296	4.296491827	1.261864504	1.656349814	1.03446745	3.473477132	1.141817675	1.356234495	6.101425917	2.39513863	3.55153245	1.096842327	0.599576591	14.40896009	0.89372639	2.017275927	1.189664413	0.722868376	5.767519324	14.30709651
16028gf_60	GDC12	0.994249527	2.711862168	0.865849237	3.815183283	4.355083208	1.358462493	2.915348828	1.161509658	0.037457938	0.861275979	2.7829827	0.521209451	0.343395099	0.182056987	0.634677537	0.158623295	0.206045603	0.704096148	0.369542135	1.419952437	4.038955242	2.979069762	1.685789346	1.317806084	3.858734949	0.401232754	0.198380816	0.772762089	0.19332403	0.357745514	0.155332643	1.289410468	0.202493128	0.396586469	0.145734347	1.539942036	3.40044258	4.710898773	0.523430841	0.433584184	0.030673885	1.766646725	0.35332788	4.316097681	0.326170546	2.973805902	0.401644906	1.086330198	3.603176179	1.531797056	1.378570816	0.628187802	2.658226817	0.829387482	1.856468637	5.917295252	1.978151778	2.291744681	1.196894212	0.877528686	10.55957739	0.61229353	1.996492539	1.122606421	0.719374262	5.269317037	25.27045184
16032gf_50	GDC12	1.047782422	2.620142554	0.930398285	3.780730556	4.670408818	1.623653843	2.507071895	1.24977597	0.036450076	0.907542885	2.222893342	0.533168161	0.362717487	0.185765849	0.513355333	0.186112579	0.091325438	0.295547802	0.353542553	1.268834406	5.34858424	3.49243413	2.245650757	1.102407703	4.103610025	0.50335736	0.286253853	0.853753522	0.288779638	0.402736374	0.192439657	1.404875812	0.239012383	0.466534989	0.107918154	1.808670717	3.17033689	5.261098904	0.573391586	0.465381825	0.032149079	1.866831955	0.391941842	4.532831527	0.437117345	2.851138288	0.346544741	0.587336379	3.411705057	1.517859644	1.359038854	0.798718066	3.739223159	0.836699975	1.953913798	5.167725722	1.952250559	1.806680582	1.030676905	0.819026934	13.87968651	0.632373405	1.198599803	0.592449231	0.334097275	5.621219759	21.0333255
16034gf_68	GDC12	1.39665948	2.090388069	0.762843067	3.124181585	4.356202174	1.149434084	3.001605702	1.423132542	0.030363098	1.729201686	2.331498219	0.494938271	0.633993612	0.301254141	0.651337859	0.296034667	0.126141111	0.199257938	0.339084909	1.133365376	NA	6.151601526	3.560389988	1.753224692	4.846777934	0.468809006	0.240516502	0.908021307	0.354338593	0.373028334	0.237611192	1.539999966	0.561618555	0.484343286	0.438345672	2.186268665	3.623404983	5.219211788	0.460007435	0.708985731	0.032107471	1.801446589	0.519141563	3.187018009	0.161975405	3.09709162	0.478205857	4.083024463	6.436402132	1.613165471	1.470654958	0.818128453	5.172205649	0.976959592	1.017572963	4.778974006	8.542103034	2.506490481	2.113232492	0.422544116	13.21912781	1.399555205	6.578194247	4.236539445	2.125373296	4.846109398	18.67037515
16039gf_9	GDC12	2.694276551	2.796479086	0.737428642	4.075023841	4.645063467	1.483208534	2.974258199	2.05992094	0.070468828	1.896957132	3.381590749	0.722399818	0.445482591	0.287802861	0.65908498	0.264621832	0.198962146	0.268843376	0.458414747	1.978199327	5.426547519	4.843115921	2.387662013	1.674802336	4.922701708	0.498223536	0.257768548	0.918525362	0.33789076	0.503233242	0.243372481	1.817048008	0.651038613	0.534736862	0.450397447	2.316628211	3.745053135	5.706439997	0.650258841	1.013185263	0.057704569	1.762027393	0.457093603	3.800051408	0.168916213	4.481503833	0.801007117	3.747944192	5.509128493	2.002889018	1.548984395	0.966018579	2.399663462	0.978589494	1.103318404	4.254201595	6.295094283	4.208266999	1.985318207	0.435843872	16.54717175	1.181567155	6.119892059	4.94805223	1.421971352	5.418730803	14.79815688
16028gf_32	GDC36	1.964404051	3.180544623	1.739165568	3.787066842	5.597273504	1.618074917	3.806053908	2.071505568	0.023179504	2.965740987	4.760832288	1.067082139	0.382898774	0.282608388	0.489395025	0.23695765	0.120096082	0.268321852	0.440197524	2.119569583	7.245818538	5.548050175	3.768350299	1.738461323	9.195056383	0.728034626	0.435627816	1.52414693	0.401951334	0.719519226	0.321742351	2.038093413	0.283128809	0.815094039	0.198808019	2.357291266	4.135842766	6.547788415	0.608882488	0.872008422	0.041717582	2.444694773	0.617639284	5.89399032	0.723882365	4.29883947	0.444305538	0.795792837	3.996885176	2.637220232	2.256952433	1.093841504	2.611007563	1.378619914	1.227661147	9.865351149	3.389882016	2.900073017	1.136950482	0.553193397	13.75740905	1.239862456	1.450242391	0.742951642	0.958676489	10.60951626	25.00829574
16032gf_22	GDC36	1.870680209	2.6423662	1.376817659	3.622864565	4.992991688	1.518295361	2.465685312	2.045573851	0.026137158	1.583042577	2.418172675	0.754417121	0.403932153	0.177311464	0.428210536	0.190455375	0.051888787	0.146929313	0.302553145	1.342085289	5.8646586	4.85345298	3.523326782	1.728306481	7.171404784	0.479395872	0.277613754	1.106001668	0.342329555	0.551022936	0.254399183	1.569269726	0.195582996	0.512962783	0.148457941	2.115030372	3.763405765	6.001164096	0.74200055	0.627757554	0.033445858	1.959689113	0.462857137	4.220911478	0.406214251	3.522647246	0.352351005	0.635611255	3.365346717	2.013798686	1.923061465	0.820609749	2.109980394	0.903054419	1.531518831	8.257125301	3.031005894	2.217871032	0.830771855	0.573533109	14.4689998	0.876872127	1.485475614	0.639231284	0.513352719	8.410820325	21.50584388
16034gf_14	GDC36	2.0328021	3.066263933	1.078203106	3.652874602	4.511335257	1.213520253	2.851640964	2.316461074	0.035673394	2.156826964	3.74137424	1.073958152	0.576408349	0.196267463	0.432856094	0.354229548	0.160263394	0.689759384	0.490268477	1.527833855	5.29468928	4.408389181	1.878680729	1.365855922	6.396965403	0.810429818	0.493055443	1.107497093	0.381529348	0.49334413	0.318687225	2.020642346	0.500037294	0.640958881	0.176108876	2.266037622	3.828100833	5.521482215	0.557284855	0.706595337	0.052489258	1.634447864	0.353671503	5.062750363	0.403011672	4.207887006	0.5035263	0.959078357	4.344105002	2.039929206	1.673593733	1.030670684	1.619378487	1.004463706	1.657555965	5.773939374	2.097137202	1.969200935	1.125575987	0.653633081	13.6972989	1.033258272	1.768726601	1.693540995	0.661848486	6.927746405	15.947376
16037gf_14	GDC36	2.463428072	2.586044927	1.306546923	3.081080613	3.467553335	1.140157547	2.507053933	2.116389662	0.026998583	1.886093905	2.315261266	0.992651886	0.493860164	0.186353818	0.436564497	0.182584302	0.090635028	0.18507317	0.275137957	1.244768026	5.85483749	5.022882121	2.117208895	1.766814521	6.697903027	0.328026743	0.190654131	1.13625972	0.341225215	0.492139992	0.290390283	1.649900082	0.192192518	0.623203174	0.186315666	2.101159392	4.36428333	5.968829761	0.603169547	0.581742765	0.033252232	1.900349829	0.500479297	3.627996911	0.373311691	3.767543185	0.382953532	0.610736024	3.88247184	1.564290092	1.520641093	0.90293404	3.571486667	0.878991291	3.799512056	6.963096506	12.9066892	3.170869301	0.951348068	1.119051727	12.21644738	1.034116405	1.458342918	0.741920435	0.582856511	7.685736687	28.2644129
16037gf_59	GDC36	1.745702046	2.464931147	1.280352564	3.90810645	5.589130992	2.11241284	3.138153922	2.003511386	0.039857294	1.613187649	2.968591666	0.772148481	0.307238563	0.191968096	0.418351478	0.18104709	0.165522918	0.430923741	0.336561321	1.519610619	6.596054217	4.987098872	3.266666856	1.969053818	6.547200678	0.594647029	0.303348748	1.074334276	0.405374065	0.566279079	0.327598594	1.716354429	0.179643457	0.7296039	0.180050733	2.713002669	4.863635733	5.997863674	0.638455095	0.683174993	0.030008996	2.863993682	0.705317551	4.454592822	0.476654743	4.547185679	0.537619754	0.65941116	4.822712122	1.920904171	1.730804349	0.967680582	4.550222267	1.177235587	1.692683251	9.329376002	4.074876273	2.748118573	0.640789075	0.631540439	17.91099294	1.092420155	1.282175671	0.827549461	0.515530987	7.282226924	23.50703689
16028gf_49	GDC60	1.74582703	2.05453043	0.639318914	2.567305574	1.778871803	1.040641828	1.309057664	1.61148672	0.015892907	1.027206203	0.949718481	0.677632435	0.205796999	0.105307396	0.37181293	0.069955754	0.021917252	0.1154203	0.119823479	0.891900948	4.924264741	3.723511485	1.90583336	0.965353095	4.173449838	0.272618996	0.172815251	0.784919559	0.178146039	0.355314237	0.161090988	1.012843477	0.13334864	0.524018436	0.141369566	1.378139135	4.059735782	4.918287692	0.555633808	0.453789599	0.008873203	2.315156527	0.352009989	0.640772114	0.096366205	2.919804654	0.334290654	0.611614723	2.752057144	0.898363937	1.145149141	0.629294377	3.96825413	0.63988387	3.684718949	8.706259228	7.198406359	1.565696699	0.540390611	1.39227039	10.88176405	0.950481608	1.124664501	0.919024585	0.607403134	6.445988585	32.80465937
16032gf_39	GDC60	1.895446323	2.280753097	0.68986669	3.274767334	1.911138574	1.215698999	1.881518772	1.872294242	0.016808601	1.433183322	1.657284522	0.75888646	0.239071506	0.162321606	0.420553186	0.143285328	0.077015313	0.165057042	0.148700346	1.212926413	5.541632138	4.62271505	2.732995914	1.138764696	4.836212012	0.291205372	0.182424743	1.035408696	0.235204209	0.486119215	0.248458563	1.356359938	0.218955686	0.557872385	0.20020624	1.820836579	4.634219304	5.681928715	0.571988831	0.998708632	0.016712404	2.107453685	0.398685371	1.007959561	0.12003304	3.821658455	0.602789143	1.083714829	3.514802565	1.471070074	1.027815525	0.717360098	2.579489756	0.6939616	3.047583604	7.76131386	7.348326069	1.448497059	0.939755054	1.028468639	9.082282187	1.237862281	1.809739503	1.339154755	0.82921008	8.806328714	22.15197286
16034gf_31	GDC60	2.033854603	2.679448447	0.798758903	3.388481472	2.751408875	1.241089927	1.729260372	1.911389293	0.028853421	1.392601988	2.16411905	0.794382012	0.353185981	0.123480594	0.353787796	0.197868722	0.088285055	0.182342597	0.206157124	1.205879366	4.325426917	3.454598147	2.0853517	1.411936473	4.449701974	0.274820369	0.195036723	0.767678478	0.290889356	0.369054505	0.210590433	1.288595088	0.183652998	0.509238618	0.170759856	1.934159415	3.969791152	5.12563213	0.610797923	0.658659034	0.017484428	2.159331439	0.368988674	1.761875864	0.112687259	3.615384867	0.561040766	1.269989881	3.928446706	0.967118908	1.010140865	0.703348745	2.640859733	0.669494005	1.849247336	4.952722069	4.230267655	1.645546983	0.767319074	0.687154101	9.915184427	0.752882376	1.505157156	1.428230918	0.640123294	7.77085705	28.38528257
16037gf_31	GDC60	1.956043163	2.910836707	0.914268645	3.715077849	2.697037792	0.951778463	3.14216455	1.868114134	0.016465087	1.771027039	1.685818	0.88113711	0.288512909	0.145041972	0.431875019	0.158042121	0.068507724	0.036102977	0.180076525	1.116144703	4.551861193	3.816427683	2.992204162	1.221382231	4.376713476	0.410907668	0.202571752	0.915947517	0.270110381	0.346164329	0.218077936	1.327604839	0.331796653	0.47845065	0.323635197	1.625294485	3.829485777	5.104466929	0.59811375	2.195868227	0.016138093	1.758801681	0.353175334	0.600145566	0.064395717	3.305209762	0.746736951	1.194338779	4.812456137	1.404534964	1.343296686	0.692850382	4.999385782	0.741561548	2.508259157	6.236449602	6.766619031	0.859198103	1.050327149	1.034580704	7.535758715	1.25647647	2.922689181	2.341749191	0.806052894	8.13672463	18.52450301
16040gf_21	GDC60	0.754171446	2.138419006	0.728080161	3.915343477	3.550164931	1.091369563	3.47592248	1.115638903	0.242035936	1.12661619	3.263124607	1.799861104	0.415180484	0.197465157	0.362370111	0.462731613	0.437591637	1.993090421	0.80077384	1.951256033	3.509136587	2.993331794	1.411984508	1.396391223	3.448108499	0.602372299	0.311423635	0.823900073	0.672126915	0.652024351	0.266013283	2.773757365	0.701655374	0.42939757	0.11563489	3.775489638	4.580130545	3.451556607	0.458698976	0.781566306	0.139693742	1.0973688	0.382427791	3.048484557	0.396381681	3.223861789	1.412974226	0.853931798	3.906242484	1.892772117	0.640446673	1.011304052	0.776528758	1.490548727	0.482241111	2.296840728	2.050310663	0.192812802	1.235869082	0.332676513	0.754125044	0.672776599	1.796206891	1.242383326	0.418853708	2.511152602	23.02254942
16028gf_23	GDLS	1.865011468	3.449635716	0.611590824	6.031476194	6.490686183	1.905438078	2.048178146	2.032968427	0.333947071	4.107262309	4.681236409	0.737655396	1.091603192	1.07614765	1.323978992	0.41473201	1.26283267	1.573714139	1.344320682	2.838373741	5.207607358	4.264872825	2.440822458	1.805295162	4.904622341	0.434034249	0.20313318	0.980656795	0.717131788	0.580038718	0.452231716	2.996557694	0.362371047	0.357066444	0.0615688	2.001616762	3.889985372	4.553458301	0.46456464	0.401827585	0.207485905	2.145824411	0.551930648	3.10314742	0.584119067	6.281244381	0.705659147	0.808049382	9.539925396	2.18705172	0.993673809	1.215728848	0.172553928	1.201640808	1.778462951	1.447508037	1.274025531	2.473208118	2.072821694	0.727103931	14.22749965	0.970317352	1.314709026	1.815719222	0.316673862	3.04936498	17.0799291
16032gf_19	GDLS	1.575441576	2.860025802	0.579435592	4.616479325	8.372598034	1.823020932	2.56200259	1.732534858	0.590642926	2.762518164	4.594813107	0.74931865	1.641250498	0.718784025	1.199070413	0.550857392	2.247570354	5.621917646	1.828366904	3.581703021	5.508814158	5.555068121	1.838173374	2.074432534	5.17355497	0.359494194	0.216118603	1.363896567	0.635838693	0.821185953	0.528935208	3.099855421	0.48784417	0.47387428	0.068497059	3.048075561	3.248575428	5.106801617	0.507189721	0.499019218	0.226775695	1.988013856	0.502552148	3.498252699	0.820533511	6.338500651	0.75443872	0.894355082	9.313769716	2.083076804	0.846524507	1.287952728	0.182040756	1.246701791	1.556334398	1.328184707	0.932514932	4.096245947	2.69622934	0.606741966	17.51593056	1.104238053	1.970284601	3.588010799	0.377590523	3.243239731	17.88167695
