Class	Name	MPIMP-ID	Spikelet_N22 Control FL_End of stress	Spikelet_N22 Control FL_End of stress	Spikelet_N22 Control FL_End of stress	Spikelet_N22 Control FL_End of stress	Spikelet_N22 Control FL_End of stress	Spikelet_N22 Heat & drought EGF_00d_Start of stress	Spikelet_N22 Heat & drought EGF_00d_Start of stress	Spikelet_N22 Heat & drought EGF_00d_Start of stress	Spikelet_N22 Heat & drought EGF_00d_Start of stress	Spikelet_N22 Heat & drought EGF_00d_Start of stress	Spikelet_N22 Heat & drought FL_End of stress	Spikelet_N22 Heat & drought FL_End of stress	Spikelet_N22 Heat & drought FL_End of stress	Spikelet_N22 Heat & drought FL_End of stress	Spikelet_N22 Heat & drought FL_End of stress	Spikelet_N22 Heat & drought FL Rewatering 12h	Spikelet_N22 Heat & drought FL Rewatering 12h	Spikelet_N22 Heat & drought FL Rewatering 12h	Spikelet_N22 Heat & drought FL Rewatering 12h	Spikelet_N22 Heat & drought FL Rewatering 12h	Spikelet_N22 Heat & drought FL Rewatering 36h	Spikelet_N22 Heat & drought FL Rewatering 36h	Spikelet_N22 Heat & drought FL Rewatering 36h	Spikelet_N22 Heat & drought FL Rewatering 36h	Spikelet_N22 Heat & drought FL Rewatering 36h	Spikelet_N22 Heat & drought FL Rewatering 60h	Spikelet_N22 Heat & drought FL Rewatering 60h	Spikelet_N22 Heat & drought FL Rewatering 60h	Spikelet_N22 Heat & drought FL Rewatering 60h	Spikelet_Dular Control FL_End of stress	Spikelet_Dular Control FL_End of stress	Spikelet_Dular Control FL_End of stress	Spikelet_Dular Control FL_End of stress	Spikelet_Dular Control FL_End of stress	Spikelet_Dular Heat & drought EGF_00d_Start of stress	Spikelet_Dular Heat & drought EGF_00d_Start of stress	Spikelet_Dular Heat & drought EGF_00d_Start of stress	Spikelet_Dular Heat & drought EGF_00d_Start of stress	Spikelet_Dular Heat & drought EGF_00d_Start of stress	Spikelet_Dular Heat & drought FL_End of stress	Spikelet_Dular Heat & drought FL_End of stress	Spikelet_Dular Heat & drought FL_End of stress	Spikelet_Dular Heat & drought FL_End of stress	Spikelet_Dular Heat & drought FL Rewatering 12h	Spikelet_Dular Heat & drought FL Rewatering 12h	Spikelet_Dular Heat & drought FL Rewatering 12h	Spikelet_Dular Heat & drought FL Rewatering 12h	Spikelet_Dular Heat & drought FL Rewatering 12h	Spikelet_Dular Heat & drought FL Rewatering 36h	Spikelet_Dular Heat & drought FL Rewatering 36h	Spikelet_Dular Heat & drought FL Rewatering 36h	Spikelet_Dular Heat & drought FL Rewatering 36h	Spikelet_Dular Heat & drought FL Rewatering 36h	Spikelet_Dular Heat & drought FL Rewatering 60h	Spikelet_Dular Heat & drought FL Rewatering 60h	Spikelet_Dular Heat & drought FL Rewatering 60h	Spikelet_Dular Heat & drought FL Rewatering 60h	Spikelet_Dular Heat & drought FL Rewatering 60h	Spikelet_Anjali Control FL_End of stress	Spikelet_Anjali Control FL_End of stress	Spikelet_Anjali Control FL_End of stress	Spikelet_Anjali Control FL_End of stress	Spikelet_Anjali Control FL_End of stress	Spikelet_Anjali Heat & drought EGF_00d_Start of stress	Spikelet_Anjali Heat & drought EGF_00d_Start of stress	Spikelet_Anjali Heat & drought EGF_00d_Start of stress	Spikelet_Anjali Heat & drought EGF_00d_Start of stress	Spikelet_Anjali Heat & drought EGF_00d_Start of stress	Spikelet_Anjali Heat & drought FL_End of stress	Spikelet_Anjali Heat & drought FL_End of stress	Spikelet_Anjali Heat & drought FL_End of stress	Spikelet_Anjali Heat & drought FL_End of stress	Spikelet_Anjali Heat & drought FL_End of stress	Spikelet_Anjali Heat & drought FL Rewatering 12h	Spikelet_Anjali Heat & drought FL Rewatering 12h	Spikelet_Anjali Heat & drought FL Rewatering 12h	Spikelet_Anjali Heat & drought FL Rewatering 12h	Spikelet_Anjali Heat & drought FL Rewatering 12h	Spikelet_Anjali Heat & drought FL Rewatering 36h	Spikelet_Anjali Heat & drought FL Rewatering 36h	Spikelet_Anjali Heat & drought FL Rewatering 36h	Spikelet_Anjali Heat & drought FL Rewatering 36h	Spikelet_Anjali Heat & drought FL Rewatering 36h	Spikelet_Anjali Heat & drought FL Rewatering 60h	Spikelet_Anjali Heat & drought FL Rewatering 60h	Spikelet_Anjali Heat & drought FL Rewatering 60h	Spikelet_Anjali Heat & drought FL Rewatering 60h	Spikelet_Anjali Heat & drought FL Rewatering 60h
Phosphates	Glyceric acid-2-phosphate	A179005-101	1.403420234				1.71277423	1.225630881					1.189686921	1.331381554				1.298428391	1.382878193				1.538570147										1.55754358		1.580438799		1.308976706					1.206164194			1.370366578	1.476984198	1.208990889							1.416513223				1.41309256			1.077327398	1.565612417										1.407112792	0.986579102				1.313005824													
Phosphates	Glyceric acid-3-phosphate	A181003-101						0.137526057	0.103019129	0.104683503	0.102757	0.115282504			0.078763333	0.099311841		0.197294368	0.191900642	0.134956606	0.210757896	0.118836482	0.189717501	0.105131079	0.140655903	0.109618298	0.170464524	0.142190719	0.29399508	0.446749451	0.191991046	0.257494425	0.191548206	0.266451864	0.34554592	0.131834643	0.328915875	0.225905609	0.195274453	0.307969145	0.226374127			0.313424614	0.204222032	0.300807398	0.253270216	0.231015485	0.163954206	0.276499637	0.138926696	0.213323559	0.164990307	0.25075472	0.15467856	0.227516777	0.160392049	0.111137736	0.218861709	0.143221759	0.243823753	0.341983123	0.207339875	0.205964986	0.262553751	0.149115059	0.132782144	0.141528754	0.127889074	0.098805494				0.23394069	0.119395372	0.188470627	0.132934287	0.114381671	0.160102914	0.077439918	0.117774845	0.280697882	0.137014289	0.19376816	0.139423974	0.187591582	0.078449318	0.089235812	0.12445654	0.166393528
Phosphates	Glycerol-3-phosphate	A177002-101	8.775313604	6.56763978	6.511578565	7.89995235	8.790748464	3.360981361	4.513788843	5.033114324	3.211688259	3.1243255	6.759800268	7.422586776	4.766488813	4.289544757	7.988940143	4.086408787	3.326471801	6.152652925	4.008688722	3.865537295	2.782905825	3.501214092	3.829350816	4.675109679	3.155178962	2.973017326	3.265594306	4.271680724	3.663793658	6.276972379	3.962538704	4.084734834	4.021089554	3.949098331	7.68718687	6.681528037	5.426646262	5.242522209	5.215282235	13.20017076	11.95844629	5.148161659	6.899973171	4.18910244	3.114838387	5.643011371	5.970569676	5.205148365	4.481957	4.049026388	4.289023634	4.024673954	4.810558811	4.515633206	2.601464952	4.439616339	4.499425019	4.504915829	4.060517862	3.37267353	4.006897578	4.270919864	3.878537089	4.559979252	4.019119347	3.013996068	2.854976199	3.316348692	30.91511352	8.342934387	8.507072527	4.338858751	4.457306091	6.354966576	3.95399697	4.651345535	4.065914069	3.77997509	3.318261756	4.545397247	4.565774259	3.975436666	3.664772382	3.122077066	3.92043069	3.450511347	4.433519184	3.191297715
Phosphates	Glycerophosphoglycerol	A218002-101	2.687711154	1.852514906	1.010960126	1.548077527	1.852415319	9.420815082	8.154208691	8.114051301	6.643322528	5.647803309	3.368007399	3.010131468	7.056970807	7.62271759	3.714101415	11.09060844	10.51867878	8.945928822	6.435650815	7.150021849	9.230557829	5.174838316	7.390681368	6.555634372	7.56093239	4.45483121	6.65843141	7.762383016	5.832141013	10.95526522	8.934635749	9.867084078	10.01776688	5.851870959	11.22177439	10.491022	8.055536097	10.60338832	10.20491459	8.772385021	6.897666766	6.466023789	10.79166609	10.91469382	8.529064473	9.118451953	7.292628787	9.195698023	7.100104139	7.876295021	7.795949097	8.629985512	6.409512309	8.281594679	5.267733528	5.066463891	5.70576763	6.28351049	10.37937119	10.04494373	7.304512123	7.878423506	8.077257135	9.199919703	7.576136066	6.757456273	4.828055604	5.69092719	20.33045059	2.915577175	2.989494346	10.70753613	7.105255042	11.46951831	9.611350311	8.425742635	10.04521549	5.773743957	7.813442365	10.8992968	6.386861623	6.107864541	7.745455467	7.253480367	4.921004362	4.320522988	5.962831685	6.481354787
Phosphates	Inositol-phosphate, myo-	A243001-101	4.913206154	3.510028999	3.412912347	3.4202839	4.15331509	1.232757569	1.706703077	1.865061766	1.190145514	1.085120662	3.359200857	3.408411925	1.546580537	1.054975722	3.138821142	2.484927641	1.676727531	5.894489631	1.519639069	1.156290989	1.527063132	1.031012306	1.186399602	2.341505391	0.963038412	0.827437017	0.907271564	1.531590011	1.071094876	1.912888171	2.343276132	1.333790968	1.613962615	1.410232668	3.459271702	1.855743825	1.222130967	1.949538307	1.960920268	4.713660721	5.244966902	1.653849924	2.799197289	1.036255642	0.779777044	1.045559473	2.815967858	1.146489122	1.807877116	2.472709125	1.311389183	1.111313048	1.875409816	2.464795318	0.779816954	2.412819704	1.102803133	1.58497875	2.562581261	1.29714186	1.143603029	1.369828551	2.05908345	3.274764519	3.33412689	1.332923842	1.024337147	1.042683994	21.78026968	3.982830552	3.678946799	1.329828077	3.348236319	6.673504444	3.914728802	1.986040534	1.196954398	1.092655192	3.824336178	1.845985157	4.591790604	1.357601104	1.292786979	0.995051476	2.353875944	1.00801616	1.168815411	1.123745128
Phosphates	Mannose-6-phosphate	A231001-101	0.669592689	0.357141139		0.517060323	0.635991765	1.988477069	1.7955326	2.05169816	1.609512063	1.390459527	0.280951655	0.485776112	1.342377385	1.52769535	0.376430143	1.822199767	2.077359207	2.563915257	2.008046059	1.416290374	2.05492657	1.291690359	2.008282611	1.659309603	1.657631983	1.713473656	2.211985799	2.874174091	1.608074729	2.885120812	2.636449142	2.563849401	2.964542144	2.08321257	3.059560695	2.661000996	2.259351915	2.496104113	2.574275576	0.440883011	0.350382012	2.771677033	1.700531606	1.95047837	1.891657432	1.734070914	1.62159585	1.819691164	2.103977745	2.37117222	2.024444995	1.942572968	1.840384746	2.228740457	1.740274717	1.42418048	2.012183939	1.842429907	2.977828068	3.722343144	2.340973943	2.967713489	2.802900784	3.106664342	2.990027094	3.235903169	2.289046502	1.719320977	3.704502264	0.606526502	0.714498553	2.714491789	2.068238886	3.288883286	2.457321513	2.189034959	2.202212827	1.482894845	3.2507502	5.671099489	2.823425683	3.63295395	3.40546475	3.15879591	1.977653347	1.988501202	2.359304228	2.200336611
Phosphates	Phosphoenolpyruvic acid	A159005-101																2.353652703					3.645407189			2.196856005																			2.555538173																4.446253699																													
Phosphates	Phosphoric acid	A129001-101	7.603707764	7.618153017	8.889807977	8.125690817	10.58358422	7.644486933	6.436525931	5.977114242	6.919595663	7.172452324	7.468830179	8.340006048	5.580032104	5.599963905	9.504973998	6.97363945	5.610123626	6.869976523	6.058591063	5.754384818	4.51386827	4.838929016	4.66895333	4.528607953	4.56766478	5.414100107	6.10308578	6.130251415	4.981366997	7.586197246	7.951843547	9.349676606	9.114478927	7.178683658	6.960739548	7.908650978	7.821625014	5.056485025	9.232267966	8.955044132	8.843762217	7.966843322	7.683525127	7.435462587	7.414394395	6.629238567	6.858101681	8.459501189	7.480196421	8.858812697	8.567630683	8.429549022	5.910488508	7.58989533	4.981164438	6.902862689	6.300105932	7.353403061	6.739668354	6.856012458	6.98351978	7.388805443	6.65862273	5.548429777	7.652219585		7.58104364	5.900029256	6.437217302	7.942299117	8.945355482	5.687402592	5.513480623	7.020053068	7.905938754	6.996934352	6.660847817	6.032290418	5.590202512	5.114154563	6.052469678	6.1619239	7.112848528	5.80956795	5.271719764	4.443351894	4.297058763	4.82632794
Phosphates	Phosphoric acid monomethyl ester	A119001-101	3.405311259	2.302463223	5.839280884	3.427694984	5.20874091	3.62450564	6.330131396	7.534537548	4.65561436	3.214470883	5.972548109	4.192451361	7.866321873	2.672691386	3.808271872	4.320994556	3.197387191	7.447801827	3.350945124	3.796903424	2.900965353	2.452625043	2.5310887	4.351485648	2.367139496	2.603585248	2.448049062	12.56344769	3.388777431	6.759094464	4.572983538	6.194623593	9.574822183	4.488077817	4.434660293	5.347605759	4.877997392	6.172351289	4.025003372	7.254643995	6.941865062	4.400239488	5.902967425	7.575736239	6.020635914	12.39415034	6.489736617	7.402689608	6.408931819	7.527483172	6.068185836	8.803123095	12.29047062	11.2701484	4.966451476	4.499054369	5.462779749	7.218002517	2.703223446	2.745911936	2.652973275	2.87810981	4.233102421	4.338489571	5.541583978	3.061390287	3.847197445	2.476555439	13.39391869	4.433330183	3.564375439	7.5258061	4.365025354	6.338315413	3.63775324	3.885743169	5.4967782	3.286964226	2.844604667	4.523196202	3.822015568	4.630853534	3.267466563	3.163974371	3.805461067	2.636913876	1.773310351	2.555826413
Phosphates	Trehalose-6-phosphate	A318001-101	3.645328748	1.384562674	1.859131175	1.838311896	1.984305922	0.775911054	1.291763648	1.041663117	1.333140414		2.612892103	3.039259616		0.829137382	1.827111101	1.907464511	2.305316188	1.239654119	1.289520724	1.529852449	3.280345448			1.219388624	1.353028046	0.973922166	1.926070945	1.647305434		2.157395477	2.124003339	2.278274049	2.220325995	0.814971656	4.393408056	1.801303414	2.129681789	2.10353588	0.968911391	3.346150341	1.515881851	1.114411794	1.216361555	1.397575171	1.477426205	1.978080106	1.100104765	1.23118361	1.004598698	1.412143185	1.951105446	0.894652957		1.324297466	1.25660437	1.073505071		0.814195345	2.82743101	2.671388993	1.306620919	1.827583593	1.714180874	2.112901534	2.532437427	1.503109479	1.384519976	1.284093622	9.348803483	1.948937787	1.999173408	2.495625572	1.551720833	2.664428814	2.047801206	1.787030301	2.956461855	0.707672887	2.802857325	4.768049598	1.708486489	1.245891563	1.640236208	1.814704509	1.35665138	1.233498036	1.225605503	1.251573096
Phosphates	Xylose-1-phosphoric acid	A214020-101															0.968549599	2.706252903																			1.23494932																																																					
Polyhydroxy Acids	Arabinonic acid	A179001-101	2.396712686	2.685846392	3.787740756	2.689653081	3.162774218	2.71571681	2.278732677	3.429229335	2.271622491	2.184560028	2.398656243	2.938491756	2.556631546	1.98027978	1.968011098	3.859966054	2.314341492	5.544251018	1.724970653	1.946703571	3.242770528	2.325548889	3.135258952	2.993989202	2.260295188	2.450756772	2.231906819	2.687601849	2.732853589	4.480005848	3.142440473	2.698610604	2.773430258	2.479547908	4.148090714	3.654430321	3.021297291	3.104496194	2.91011562	2.927411164	2.343892819	5.341361124	10.89989983	7.490867951	4.342780712	9.21050249	6.611557857	5.765290714	3.93316852	2.978490393	3.392823635	4.329924814	3.372364667	2.731820232	1.997472517	2.910753559	2.621016655	2.749013493	2.664873961	2.269419304	2.112190507	2.401280338	2.001597873	2.701482322	2.725510177	1.668950452	1.866047078	2.337919727	8.265795772	1.89573994	2.400381161	2.036169552	1.539492203	2.324727217	1.975584739	1.518462141	1.903398012	1.84110241	2.639375125	2.902348867	2.549378045	1.88006709	2.173779199	2.182020387	2.300926648	1.891454267	1.779760461	1.446585648
Polyhydroxy Acids	Ascorbic acid	A195002-101																															0.484545898		0.600776198		0.711495201																																																					
Polyhydroxy Acids	Dehydroascorbic acid dimer	A185002-101	1.170945414	0.887810354		0.919615351	1.027077539	0.734829784	0.846917152	0.281152757	0.835466425	0.619173511	1.002437791	1.259955204	0.275970472	0.742028069	1.125058257	1.027754709	0.865081987	1.517300063	0.498214217	0.43733631	0.499992122	1.020065754	0.837029002	0.50195137	1.513802499	0.884272363	1.109510237	1.213940143	1.256085188	1.847113618	1.475120672	1.118160658	1.197559322	1.260778558	1.775741533	1.125472343	0.735800847	1.166769921	0.905474808	0.708246178		0.827446188	0.677541313	1.115908259	0.425833095	0.436601941	0.58663055	0.930175522	0.711680841	0.281956177	0.291739138	0.663165237	0.982889249	0.668535751	0.473071889	0.302913368	0.633928875	0.416186556	1.190942588	1.074849424	0.972659585	1.093523205	1.229703105	1.481596013	2.165201407	0.57329974	1.715821312	1.898042722	5.676227633	1.101214151	1.206740913	0.935936225	0.921684864	1.760741044	0.967046416	0.945528107	0.9374787	1.415422515	0.64424884	2.053210466	0.356615388	1.588559691	0.809988495	0.892279013	0.539067645	0.233939992	0.964069328	0.65437647
Polyhydroxy Acids	Erythronic acid	A154001-101	2.382199287	1.876149395	1.876737462	2.107707125	2.063222712	0.967187419	0.75845961	0.984469549	0.780825323	0.731520321	1.997773926	2.282104886	1.148863835	1.13329065	1.630525793	0.972122158	0.769764512	1.408181529	0.996342641	1.031683953	0.621163544	0.657859659	0.791480643	0.741898855	0.743698607	0.719917601	0.8777476	0.888337142	0.945312258	1.582299078	1.151380657	1.002033101	1.142208982	1.024698287	1.651199167	1.428400257	1.077747403	1.318983732	1.449333805	1.859117566	2.273331041	1.552183065	1.788255422	1.473357095	1.328141885	2.720219895	1.552719873	1.359058215	1.179298192	1.048152597	1.035037766	1.0068195	0.937419487	0.695754029	0.595673929	0.757713983	0.887496587	0.943144184	1.096219029	1.020106379	1.065800809	1.197856184	1.394765253	1.375146644	1.130603459	0.712659898	0.840022659	1.208509964	9.311881506	1.848333637	1.811154834	1.720508404	1.427480473	1.862313044	1.253763016	0.919017071	1.027720538	1.206910559	0.984212275	1.170830183	1.181114406	0.856146322	0.942568592	0.88722293	1.002756958	0.8291431	0.76069531	0.807433006
Polyhydroxy Acids	Galactaric acid	A204001-101	2.589948186	1.680842059	2.186060996	2.139051322	2.158045578	2.035137731	2.78289862	2.690937851	2.087174491	1.633420809	2.383503564	2.803963681	2.01488671	1.913485966	2.181866807	2.225444201	1.700235575	2.685889759	1.428061213	1.788594	1.683017807	1.48529342	1.911388016	1.836204765	1.725089558	1.436000134	1.589519009	1.840809872	1.614630469	2.483133191	1.877485022	1.734718185	1.949176638	1.851330407	2.841066131	2.565900998	1.830992619	2.071511673	2.034317757	2.052766758	2.408116436	1.73655359	2.549982217	1.614436623	1.728620539	3.015930283	1.876546334	1.671288589	1.756859213	1.471121077	1.58184988	1.576248166	1.490646884	1.161047495	0.83690188	1.355481389	1.131408328	1.173689491	1.929605599	2.080616095	2.016957579	1.930337849	1.932638361	2.597101039	1.701432195	1.526171201	1.462610421	1.521740811	11.62676321	2.167348651	2.106103218	1.819487204	1.649413932	2.298988818	1.934919497	1.665334375	1.476193635	1.367642829	1.634425757	1.722582933	1.609908589	1.68529859	1.012454559	1.043612703	1.191242253	1.096544457	1.177044411	1.385554333
Polyhydroxy Acids	Galactonic acid	A199002-101	6.851641427	4.393828865	4.022170744	6.115146705	6.728289036	2.727548884	3.508059001	4.320761976	3.525932399	2.748204311	6.479428194	7.878299136	4.575303813	4.940942821	6.98473975	4.695998811	4.213370096	4.851481603	3.465922201	4.245128289	2.656270242	2.57952851	3.477370445	3.968647201	3.450920289	2.457571763	2.958502479	3.73609594	3.824023468	5.266205389	5.55252425	5.397401325	5.824222712	5.538503396	8.636564361	6.745964862	5.211575967	6.597288378	6.151118097	8.866876878	7.869874104	4.787039699	7.214004248	4.597854629	5.008304211	8.042769089	5.449769573	4.790227216	3.733377285	3.784053872	3.376664498	3.177456052	3.319845657	3.075138572	2.611841399	3.624237911	3.367722214	3.888104172	6.895713219	6.552864916	5.366203623	6.0533022	5.792814329	8.324820043	6.712447027	5.050497912	4.984154521	5.448837539	37.57437082	10.06920106	11.28976525	8.718947586	7.732598331	7.829989226	5.777511946	5.746946166	6.783045089	5.367958426	5.572992444	7.900506187	5.096033875	4.628982644	5.218878446	4.360456384	4.473336249	4.997295546	3.942487276	4.192474453
Polyhydroxy Acids	Gluconic acid	A200001-101	9.025435785	7.265724761	11.32643651	9.930650123	10.31680041	0.40708206	0.429787676	0.459694762	0.419993277	0.414085335	7.212278884	7.784466172	0.529607338	0.506291334	4.274152345	2.632168759	0.390248052	2.413187981	0.455108979	0.887212248	0.452062147	0.356127738	0.477929408	0.303025374	0.336222596	2.177240852	1.505373829	1.8284005	1.614045802	0.43641476	0.276372331	0.306417491	0.321160401	0.240851908	0.499747902	0.456315344	0.357142545	0.384656786	0.414143487	4.409876033	4.595547041	0.484535573	3.765652085	2.887377528	2.434640444	6.823446486	4.507052403	1.086506243	0.423357032	0.517105413	0.383828373	0.28969012	0.369027942	1.740815026	0.587310247	1.193958248	1.300023009	1.479152993	0.479409548	0.483190862	0.483695905	0.35047636	0.350003445	0.687996497	0.449047774	0.308570748	0.375684574	0.476597321		8.176640975	11.43845671	0.605965954	0.57446106	1.199409887	0.827969822	0.543094578	0.635090969	0.813475402	3.72170333	0.864848988	0.465350691	0.44074096	0.716501607	2.142009062	1.186527922	0.871634961	1.290754451	1.062359237
Polyhydroxy Acids	Glyceric acid	A135003-101	3.377120861	2.793800405	2.973513619	2.621798954	3.175611508	0.43206049	1.015774571	0.80723114	0.566576056	0.509894816	2.398193911	2.691991022	1.044806	0.886342588	2.406422677	0.670895991	0.552343794	0.822440922	0.616660593	0.62354304	0.557542127	0.589253489	0.687371054	0.597786085	0.563874269	0.669871469	0.745898975	0.823452874	0.889226511	0.869980795	0.560773452	0.509067364	0.742464788	0.575887535	0.960966678	0.686737016	0.554118568	0.717489302	0.562187488	2.161128295	2.241984486	0.608599896	0.714462326	0.70666541	0.869234122	1.651021087	0.744694755	0.796703428	0.710088107	0.604482043	0.635807106	0.491809249	0.603638528	0.581360466	0.320392958	0.552822891	0.598394704	0.660477946	1.377293315	1.314705321	1.366694645	1.287873001	1.451020415	1.462741234	1.206598007	0.743432478	0.874410375	1.26584221	12.66424152	3.426150864	3.525529144	1.893970385	1.703032853	2.421872607	1.439615213	1.169758491	1.396134833	1.744680821	1.138926431	1.526866737	1.399971527	1.208723496	1.078287085	1.369029404	1.586567233	1.017172388	1.04044395	1.213922363
Polyhydroxy Acids	Ribonic acid	A177001-101	5.35653111	4.495518434	4.7504821	5.107555286	5.735392277	3.898461313	4.020918449	5.350102907	3.841686647	3.611347382	4.372053952	4.782420312	3.950495758	4.339922261	4.378746963	3.915409162	3.681813211	6.424676045	4.088216281	3.85227046	3.919952255	4.032630956	4.117822326	4.535705197	4.38813545	3.658800008	4.455569945	5.349214231	4.861191763	5.413747755	4.795166044	4.803876387	5.224243774	4.570578842	6.19220775	5.976374571	4.721792689	5.030973774	5.000985346	5.514729287	4.950172986	5.013890012	7.11298503	4.741062163	4.021556773	4.124861025	5.381305129	4.772075274	5.033925596	4.103251019	4.458029322	4.380798896	4.557653226	4.020220599	2.989416897	3.79434065	4.027583981	4.314387486	4.470508761	4.371805766	4.017314169	4.724295016	4.257003812	4.864507606	4.11109777	3.860709002	3.768279422	3.875141516	10.04115507	4.004098192	4.537412535	4.335320871	3.61861346	4.713973267	3.483184155	3.131639194	3.226393538	3.036092632	3.734036829	5.133102535	4.316783189	3.981837051	3.909861408	3.492073648	3.673132575	2.821260178	3.461405175	3.294055265
Polyhydroxy Acids	Threonic acid	A156001-101	4.941640976	4.114508972	5.469318436	4.596164407	4.428119701	2.265812823	2.409196649	3.371241002	2.406738297	2.4526131	3.901468905	4.922638518	2.978420206	3.204430113	3.945447215	2.30728084	2.56949454	3.447510667	2.642160079	2.751807985	3.405165326	2.771123729	2.986865631	2.797855121	3.211668749	2.03016857	2.580412207	2.959104325	3.302421511	5.451337405	4.397785905	4.350064592	5.187104606	4.103087118	6.407465015	5.328215596	4.51890757	5.21493906	5.016635675	5.225374931	5.48820515	3.995234975	5.144817788	3.004149577	3.131990161	4.597019791	3.844518455	3.52362021	3.774641831	2.929512462	3.605141414	2.560616882	3.141549142	2.607759245	1.567106397	2.475899189	2.481272572	3.11818064	7.031376583	6.556217729	6.712706692	7.023745607	6.762512344	5.336202243	5.176805775	3.421666921	3.45835933	5.542472348	34.12477648	8.776700645	9.638099184	7.013762832	6.070162673	6.43455345	4.442433307	3.386922527	3.838166594	4.051966848	3.889888767	4.668077566	4.389498076	3.20582175	3.627354297	3.475580254	3.327493311	2.731537568	3.021549958	2.563452332
Polyhydroxy Acids	Threonic acid-1,4-lactone	A140005-101	3.907267495	2.944034492	2.937025859	3.292524784	3.527212119	3.009324101	5.967781552	4.845219042	3.804905391	3.953657835	3.698464869	3.578862823	3.82451427	3.772102983	4.40283025	3.932188976	3.401462374	4.437618086	3.145442173	3.378259717	3.656844088	3.773052477	3.044078878	3.767512634	3.311010258	2.826117602	3.644831445	3.433550036	3.832131233	3.885535263	3.39796636	4.149193325	4.459947076	3.793600179	5.724580528	3.58404287	3.562882791	3.720498482	3.444716586	4.20959914	4.685232778	3.900489105	4.570001033	4.553887226	3.92543062	5.286428681	3.90664645	4.085324679	3.972956865	3.103907492	3.797047871	4.094783122	3.065837098	2.67400183	2.505212024	4.062067934	2.7689852	3.187061236	4.158908109	3.279138861	4.227670556	4.219926787	3.627184114	4.69418763	4.630992987	2.861175314	4.612216539	4.290151403	14.29683967	4.403359793	3.943736462	4.015160192	4.310430907	5.594136288	3.76202121	3.577082566	3.351457894	4.236075559	3.041074137	5.010320699	3.710775616	3.883414343	2.837224277	3.199756349	3.347750813	3.001091384	3.051510695	2.662601489
Polyols	Arabitol	A171012-101	0.310973324	0.302693743	0.320762076	0.266576247	0.335628353	0.258011564	0.401965851	0.372518159	0.256881767	0.17811001	0.316080773	0.31852838	0.442883289	0.349743138	0.314756338	0.558248111	0.307383323	0.619741791	0.34826666	0.353486918	0.31488606	0.302236236	0.311893387	0.345291062	0.360257872	0.23395744	0.23919873	0.330325995	0.350320149	0.325576113	0.21282284	0.132142036	0.248149964	0.261196512	0.478347254	0.356183735	0.256536962	0.354003993	0.282849096	0.406690032	0.526960637	0.575747394	1.311610922	0.776126335	0.691965291	0.943701124	0.676585183	0.570644625	0.467011931	0.390814234	0.385384914	0.304303248	0.362416691	0.32078285	0.248221738	0.401073567	0.404247734	0.388823388	0.361565386	0.300060727	0.335670113	0.275719294	0.271887578	0.325134888	0.338264443	0.255262771	0.375735061	0.319489868	1.891565473	0.354762403	0.360120543	0.459666927	0.536840478	0.661398233	0.378341606	0.367728874	0.341843118	0.478507252	0.417701783	0.504467605	0.513126673	0.29085	0.280781764	0.426907199	0.631608713	0.584319938	0.565450291	0.738053447
Polyols	Erythritol	A150002-101	0.312318203	0.237939307	0.29253096	0.243210285	0.231574693	0.2005102	0.307577623	0.404046023	0.268086191	0.203416461	0.464841795	0.400356246	0.437942036	0.360074914	0.404113658	0.828380579	0.322761382	1.06011297	0.322033024	0.625715346	0.178479959	0.242427114	0.338030735	0.303710801	0.297974895	0.271592291	0.333078164	0.306491374	0.353391961	0.290777715	0.228276178	0.182836638	0.1855212	0.216669183	0.684361262	0.547006091	0.478477153	0.572555819	0.470145584	0.732820331	0.780534472	1.191066615	1.814366137	2.13000196	1.417866832	3.378739297	1.543701369	1.372524411	0.724472838	0.650133839	0.663453403	0.893962349	0.671189633	0.578473303	0.406033848	0.453367673	0.527037028	0.684141576	0.64404421	0.656343241	0.586662253	0.62427237	0.644268549	0.78975936	0.717464699	0.406980238	0.566416819	0.688496049	4.172422589	1.013384221	0.907869035	1.14995381	0.992552247	1.171187454	0.816032895	0.69761455	0.836040891	0.822996161	0.829347397	1.176804625	1.104080897	0.910286772	0.825415562	0.862580975	0.98596381	0.769045083	0.669655173	0.807276259
Polyols	Galactitol	A194001-101	6.004062786	4.158696174	4.648857905	5.281149524	5.693125315	1.701614066	2.372598826	3.041880896	2.232907639	1.869119009	6.892083903	7.764580972	3.921689991	3.623204104	7.090838605	3.884513716	2.774475862	3.59720137	3.017434171	3.570941503	2.304910103	2.157747816	2.284700221	2.551278028	2.460337052	1.71622966	2.332115788	2.453607361	2.472711523	2.0495051	1.920281959	1.969168409	2.092070482	2.013885061	2.507291105	2.431015883	1.880368703	2.343672188	1.738831218	7.476612559	7.874655316	2.757407375	3.369079471	2.741265096	3.059057103	3.681403436	3.057490435	2.971386691	2.050713702	2.202965274	2.161879571	1.749310844	2.073300287	1.939752026	1.660800997	1.917691922	2.070547606	2.552936087	2.586835104	2.550958988	2.393896697	2.385664786	2.353165825	2.185975665	2.2903966	2.149931459	1.896377813	2.069133556	49.62211682	8.772343639	9.071109592	5.222480724	4.775052717	5.075643618	3.957245667	4.294209571	4.262404058	3.327184289	2.749428114	3.387902284	2.922816146	2.868032533	2.9666817	2.360444462	2.882332886	2.308748679	2.422516624	2.596375462
