Class	Name	MPIMP-ID	Spikelet_N22 Control FL_End of stress	Spikelet_N22 Control FL_End of stress	Spikelet_N22 Control FL_End of stress	Spikelet_N22 Control FL_End of stress	Spikelet_N22 Control FL_End of stress	Spikelet_N22 Heat & drought EGF_00d_Start of stress	Spikelet_N22 Heat & drought EGF_00d_Start of stress	Spikelet_N22 Heat & drought EGF_00d_Start of stress	Spikelet_N22 Heat & drought EGF_00d_Start of stress	Spikelet_N22 Heat & drought EGF_00d_Start of stress	Spikelet_N22 Heat & drought FL_End of stress	Spikelet_N22 Heat & drought FL_End of stress	Spikelet_N22 Heat & drought FL_End of stress	Spikelet_N22 Heat & drought FL_End of stress	Spikelet_N22 Heat & drought FL_End of stress	Spikelet_N22 Heat & drought FL Rewatering 12h	Spikelet_N22 Heat & drought FL Rewatering 12h	Spikelet_N22 Heat & drought FL Rewatering 12h	Spikelet_N22 Heat & drought FL Rewatering 12h	Spikelet_N22 Heat & drought FL Rewatering 12h	Spikelet_N22 Heat & drought FL Rewatering 36h	Spikelet_N22 Heat & drought FL Rewatering 36h	Spikelet_N22 Heat & drought FL Rewatering 36h	Spikelet_N22 Heat & drought FL Rewatering 36h	Spikelet_N22 Heat & drought FL Rewatering 36h	Spikelet_N22 Heat & drought FL Rewatering 60h	Spikelet_N22 Heat & drought FL Rewatering 60h	Spikelet_N22 Heat & drought FL Rewatering 60h	Spikelet_N22 Heat & drought FL Rewatering 60h	Spikelet_Dular Control FL_End of stress	Spikelet_Dular Control FL_End of stress	Spikelet_Dular Control FL_End of stress	Spikelet_Dular Control FL_End of stress	Spikelet_Dular Control FL_End of stress	Spikelet_Dular Heat & drought EGF_00d_Start of stress	Spikelet_Dular Heat & drought EGF_00d_Start of stress	Spikelet_Dular Heat & drought EGF_00d_Start of stress	Spikelet_Dular Heat & drought EGF_00d_Start of stress	Spikelet_Dular Heat & drought EGF_00d_Start of stress	Spikelet_Dular Heat & drought FL_End of stress	Spikelet_Dular Heat & drought FL_End of stress	Spikelet_Dular Heat & drought FL_End of stress	Spikelet_Dular Heat & drought FL_End of stress	Spikelet_Dular Heat & drought FL Rewatering 12h	Spikelet_Dular Heat & drought FL Rewatering 12h	Spikelet_Dular Heat & drought FL Rewatering 12h	Spikelet_Dular Heat & drought FL Rewatering 12h	Spikelet_Dular Heat & drought FL Rewatering 12h	Spikelet_Dular Heat & drought FL Rewatering 36h	Spikelet_Dular Heat & drought FL Rewatering 36h	Spikelet_Dular Heat & drought FL Rewatering 36h	Spikelet_Dular Heat & drought FL Rewatering 36h	Spikelet_Dular Heat & drought FL Rewatering 36h	Spikelet_Dular Heat & drought FL Rewatering 60h	Spikelet_Dular Heat & drought FL Rewatering 60h	Spikelet_Dular Heat & drought FL Rewatering 60h	Spikelet_Dular Heat & drought FL Rewatering 60h	Spikelet_Dular Heat & drought FL Rewatering 60h	Spikelet_Anjali Control FL_End of stress	Spikelet_Anjali Control FL_End of stress	Spikelet_Anjali Control FL_End of stress	Spikelet_Anjali Control FL_End of stress	Spikelet_Anjali Control FL_End of stress	Spikelet_Anjali Heat & drought EGF_00d_Start of stress	Spikelet_Anjali Heat & drought EGF_00d_Start of stress	Spikelet_Anjali Heat & drought EGF_00d_Start of stress	Spikelet_Anjali Heat & drought EGF_00d_Start of stress	Spikelet_Anjali Heat & drought EGF_00d_Start of stress	Spikelet_Anjali Heat & drought FL_End of stress	Spikelet_Anjali Heat & drought FL_End of stress	Spikelet_Anjali Heat & drought FL_End of stress	Spikelet_Anjali Heat & drought FL_End of stress	Spikelet_Anjali Heat & drought FL_End of stress	Spikelet_Anjali Heat & drought FL Rewatering 12h	Spikelet_Anjali Heat & drought FL Rewatering 12h	Spikelet_Anjali Heat & drought FL Rewatering 12h	Spikelet_Anjali Heat & drought FL Rewatering 12h	Spikelet_Anjali Heat & drought FL Rewatering 12h	Spikelet_Anjali Heat & drought FL Rewatering 36h	Spikelet_Anjali Heat & drought FL Rewatering 36h	Spikelet_Anjali Heat & drought FL Rewatering 36h	Spikelet_Anjali Heat & drought FL Rewatering 36h	Spikelet_Anjali Heat & drought FL Rewatering 36h	Spikelet_Anjali Heat & drought FL Rewatering 60h	Spikelet_Anjali Heat & drought FL Rewatering 60h	Spikelet_Anjali Heat & drought FL Rewatering 60h	Spikelet_Anjali Heat & drought FL Rewatering 60h	Spikelet_Anjali Heat & drought FL Rewatering 60h
Amino Acids	Pyroglutamic acid+Glutamic acid+Glutamine	A153002-101	6.812838355	5.541770637	5.774182279	6.247259169	6.764091294	10.57359751	9.187375894	9.178370888	9.453128175	12.26641758	6.84933794	6.773289034	10.27954213	12.33854823	5.972833843	9.874762805	10.14650047	10.85696121	10.85268759	9.396937193	10.02185035	10.93496114	10.9152959	11.28395557	11.54483885	8.41734253	9.616886239	11.23632241	10.36518541	7.275844442	10.00904412	11.15519483	11.24058936	9.693015866	10.25436436	8.770230689	10.78462782	9.556037166	9.032680539	6.51664696	7.950396772	9.340758249	10.20586244	8.818126464	9.201554452	9.024384384	10.09729903	10.18927972	8.133286856	9.240429803	9.557158868	9.005158244	9.936620474	7.869793986	6.459028795	9.596967799	9.619816599	7.930582436	9.473729158	9.359227848	9.392742912	12.05169618	10.6941668	9.260587433	11.39376313	9.368983184	11.2849323	9.747456529	19.16659827	6.448804762	5.853937887	9.679507503	9.000751643	7.972037266	9.234256155	8.339739326	8.906069161	8.490382988	7.109683346	11.45160751	8.998657567	10.61594496	8.027568458	7.53335032	7.814889552	7.119211622	8.045930403	7.34614734
Amino Acids	Serine	A138001-101	7.496058476	7.687535524	8.218573956	7.758233718	5.697332469	6.717763645	8.899691727	5.506030922	6.94759419	7.677428535	6.721698204	7.909562345	7.983727897	8.201278628	6.921259401	10.43266347	7.302258441	10.33899689	10.38412827	7.963477854	7.633827994	8.103575489	8.187692602	8.607687886	6.280026393	5.712939756	6.274144726	6.739261421	7.787339127	8.364145883	8.882101562	9.888093438	7.238891144	6.953414468	8.710094099	6.474092642	8.800531253	3.671150754	7.616124352	6.692417513	8.115076819	6.548135029	9.885843072	7.181270359	7.242716898	15.25986368	7.711927642	6.98673135	6.164780409	6.136199847	7.598235483	6.563433659	5.804828081	6.698599224	3.830924269	6.790821265	4.816821812	5.186738384	7.345025024	5.969107079	7.897072936	9.344868898	6.07148551	4.439327268	6.101316073	4.214853676	7.089716659	5.050449433	37.94859957	8.833640077	8.216610257	6.931677533	6.760129454	6.759602447	6.750960125	5.997086442	6.245718053	7.355207189	6.177071263	7.96701615	6.455033033	6.003466221	5.706485575	6.444157881	5.483069586	2.992078946	4.669445737	3.421066939
Amino Acids	Threonine	A140001-101	5.087639486	3.57692967	3.676327599	4.20158001	4.476129712	3.620688653	6.320174084	5.293233689	4.218916431	3.894156074	4.568867138	4.671036418	4.289105863	4.113042075	4.344996516	5.031086828	3.181702694	5.239886875	3.240425806	3.870257741	3.622095042	3.790630672	3.460898243	3.754457927	3.630823036	2.914163541	3.411896767	3.773352262	4.09844156	4.646797505	3.673950516	3.941166336	3.916243931	4.003023505	4.780611917	3.918594958	3.780202552	3.357314617	3.317624423	5.47770927	6.334677226	4.771113574	5.891093502	4.546003619	3.700357307	6.54498595	4.4312481	4.981676224	3.956000185	3.212074071	4.427482889	3.986125373	3.227974422	3.245452069	2.417578171	3.81284265	2.656709673	3.585058911	5.214276042	4.197393402	4.760057798	4.403859654	4.098997171	4.231217294	4.783473719	3.203310676	3.853581292	4.534157265	21.8733349	5.441971196	4.910224014	4.863486799	4.923735448	5.685792976	3.975054128	4.367150276	4.17201034	4.303134342	3.162405692	4.773009653	3.578579784	3.337992877	2.859253703	2.996604603	3.054432561	2.769040604	2.775170933	2.661626363
Amino Acids	Threonine, allo-	A139008-101	4.370104061	4.286803515									10.77062504	2.745745903	2.729564917			15.4670176		4.31756719	5.324111736			3.655840881								2.330154555										7.018588989	11.29476464		5.008182461	6.498766675		2.182026883	4.942075249		2.381766489	4.784957423	3.176861927			2.473579099					3.267725296										8.545493979	4.470580147	3.032401192			4.047674754	2.350213832	2.486040766												
Amino Acids	Tyrosine	A194002-101	5.669104689	3.340544193	3.252435761	3.504961999	3.388704237	2.661016812	2.985227111	3.035739676	2.335151465	1.569832207	4.111731621	4.443092756	1.991972144	1.693859076	2.645225034	3.38047433	2.543136442	3.177917639	1.700814693	1.36693096	2.584671418	2.043828313	1.858475251	1.99800601	1.512274557	2.168290556	2.157351679	2.231612136	1.71392312	2.684101499	2.459258011	1.612192267	1.93904696	1.657100801	2.700430624	2.056649209	1.76362484	1.314400157	1.090997065	5.155170677	4.163269037	1.656555678	2.73605315	2.818150286	2.020610395	2.739050494	2.157147081	2.303680631	1.657532587	1.825410871	2.305450827	1.849751073	1.185487977	2.051863247	1.373884761	1.845067348	1.046396349	1.344255604	4.569412152	3.862983294	3.476956283	2.57451752	2.454913123	3.877135599	4.207167099	2.90147746	2.880591001	3.006856516	20.57022488	5.77192641	5.105151785	3.015875013	3.192615933	4.3666035	3.921663086	3.517600518	3.271987846	2.505537528	4.802422266	5.183089439	3.281231178	2.449434177	2.358556973	3.888881655	2.919457963	2.870107756	2.996570076	2.301465162
Amino Acids	Valine	A122001-101	4.220846987	4.18256455	4.205185173	4.178342961	5.009500853	4.572314178	4.243030517	4.6892701	4.780128093	5.115713477	4.506051694	4.986758337	3.986930998	3.832122691	5.504907564	4.409718343	2.617702874	3.216803813	3.137031308	5.881380302	3.500661607	3.641365675	3.58296022	3.802856595	4.159535939	3.99643876	3.913477219	3.975975763	3.640632839	3.964980151	4.051650694	4.923563912	4.94531867	3.790126641	3.509949424	3.178114849	3.939025066	3.885641209	3.480669805	6.811062568	6.043765098	5.775154833	5.480996219	4.790137693	4.45391962	3.730522321	4.682215641	5.30460952	4.069122518	4.616936969	6.343780222	5.038968094	2.412734277	4.08480959	3.293524722	5.373740227	3.330887617	6.095165223	5.323764625	4.705633345	5.611809123	4.774897354	5.749268797	4.492880992	6.866942171		5.834873667	6.1283921	5.242062437	5.130906982	5.228066923	4.234276499	5.900058552	4.026987926	4.359083593	6.538537056	5.127122485	4.96177884	4.028127677	3.601045829	3.09844926	4.237365262	4.106038177	4.638243763	3.63793755	4.002661846	3.517659964	3.872233117
Aromatic	4-Hydroxybenzaldehyde	A150014-101	1.115806424	0.83228874	1.173610286	0.709240139	0.766363957	0.724859052	1.20182013	1.325112838	0.918019531	1.006637416	1.324599303	0.852178804	1.206403338	0.868703178	0.875783101	1.051902139	0.625838708	1.393283257	0.949042311	0.932896504	0.768205795	1.057121199	1.238245545	0.926656551	1.005483778	1.877844985	0.989205333	0.934015365	0.998907127	9.441895775	4.453710449	6.803921074	6.54363059	5.859196858	11.4775202	8.072512126	7.13341337	8.171248139	7.864729021	4.298894128	3.265649031	3.350265474	4.511128061	1.505786997	2.592823978	3.251273189	2.827489534	3.121894775	2.746542462	2.066281953	2.456424512	3.050134913	3.193378148	1.835412442	1.721277808	3.39601512	1.991534367	2.646401343	1.188266879	1.012763928	1.541362468	1.314033478	1.222001388	1.42569909	1.634856687	0.95940244	1.75986117	1.448648785	4.462416789	1.3171516	1.213879692	2.464673905	1.238517754	1.574769362	1.082942418	1.14778629	1.977630199	1.202332852	0.760852903	1.242447806	1.332513103	1.309905863	1.156693333	0.893212523	1.244129448	1.195617651	0.97282087	0.707026935
Fatty Acids	Hexadecanoic acid	A205001-101	8.642829166	8.383664537	6.859395669	7.216327604	6.859917809	8.445185269	8.128033906	8.788693564	6.165512504	6.161967451	7.670840102	8.9986974	6.6954661	5.84814105	7.979381029	8.276456649	8.038851613	8.906303284	5.99319389	5.952965844	6.757338645	7.94808594	8.776493589	7.69954987	7.187436956	6.350886191	6.739277763	7.836981704	6.813736386	8.232672128	9.510825637	7.011942893	9.050382196	5.959870084	12.2992151	9.038756116	6.326110316	7.428526532	6.449299706	9.595745411	9.368831472	7.493413194	7.128497091	7.063509875	7.745473646	8.177574527	7.033134531	6.68569917	7.482842038	7.738980434	6.784658665	7.276616224	7.507739317	8.733037748	7.726989881	7.124738832	8.045921668	7.467586217	8.471804581	8.853232704	6.388568102	6.102757994	7.283200811	9.736969363	8.308009286	7.362043646	7.49956474	6.214572474	11.99254132	8.032566755	7.378796066	6.729598255	5.866851379	8.931134857	8.093987703	6.954954655	6.093436348	6.007245005	9.970461174	10.49772669	7.296406892	6.487506942	6.614673973	7.989076547	9.363700403	7.240160554	7.478446653	6.907706323
Fatty Acids	Octadecanoic acid	A225002-101	8.613279382	8.561631373	7.229062265	6.765107634	7.031790589	8.721748665	8.014759302	8.177480595	5.414961875	4.434788704	7.712929372	9.866982521	6.105183535	5.074917443	7.965193881	8.527660971	8.075770415	7.660596351	5.164069663	5.027711595	5.983428521	7.595840975	8.415249578	7.714361724	6.622772907	5.799950524	6.543429597	6.921888624	6.189298565	8.344424447	10.23969589	5.58763028	9.421941148	5.018537329	12.79462196	9.14383986	6.06688294	7.993045619	6.030666013	10.89405374	10.29409721	6.260228339	6.703589412	7.263264757	7.751252059	6.257155177	6.493240976	6.35808257	6.91380664	8.250665343	6.752245803	6.970306556	6.594354753	9.285289191	8.342367624	6.210236072	7.400941811	6.232779044	8.686805647	9.069937263	5.807451123	5.21790481	6.09288004	9.56948094	7.999367522	7.884726975	6.668330618	5.421541162	38.33465644	8.421784374	7.293226474	6.539248094	5.611831396	8.727231046	8.228946552	7.430089659	5.787579329	5.137671648	10.891875	12.39880722	7.28031948	5.303569864	5.713908443	7.567878326	9.249818629	6.254365549	6.920313058	6.680770373
MSTs	A104005-101	A104005-101																																																																																								
MSTs	A106004-101	A106004-101						2.374304248	2.383019384	3.079855222					2.932274425	2.291779248		2.850861837												2.000599649						2.061378069	2.335713101	2.438966538		2.283143525		0.038397837																			2.267786998	1.77918309			2.422389515	2.55914171									2.218981946		1.916341515										2.340998975			
MSTs	A112003-101	A112003-101	4.482992601	5.210187517	5.960255922	4.154469618	4.475740799	4.152299705	7.511210459	5.924678781	6.686777046	8.163621538	4.067325172	4.634311488	7.061820496	5.439407496	7.457983736	3.984362377	4.000999329	6.240644927	7.29445876	8.257114182	5.019747351	4.686490027	5.576796954	4.758542519	4.709940704	5.130251204	5.445490832	5.171204586	4.905654473	5.673213627	7.659538463	5.494365659	6.020259789	4.664111306	5.346452164	5.416536693	5.037688307	4.555969562	8.155493383	5.252722887	4.404844073	6.544456536	3.424948775	4.742662386	5.887713832	4.912050504	4.709778347	4.193929825	6.433439102	7.23723293	6.255816069	4.873925605	4.017540461	4.552621731	4.657812701	7.430282349	6.38159608	8.406055357	4.153366049	4.246332844	6.135167463	6.320623429	7.433763621	6.271604335	7.728330031		6.49330385	4.83114297	4.80486364	6.283486073	5.127055417	5.273207639	6.414414036	6.097080744	6.764774247	6.137693078	4.463719665	4.70558235	4.28759014	3.444052344	6.262190986	6.763517473	6.3485219	5.175211564	5.369252951	5.114488611	4.314518227	4.132433337
MSTs	A114012-101	A114012-101	8.654258684	5.573080648	9.094092524	5.008187074	5.654117385	7.721187722	13.53205247	10.19245706	5.915996201	5.286217471	6.669582952	7.99021434	7.534725246	5.563287729	4.062462117	6.85101401	7.933540285	10.59408911	5.815330022	4.556180684	8.064456664	8.178244119	10.68032213	6.699925899	6.749230278	7.323411104	8.44941333	7.621949161	5.807332453	8.526123878	9.624283721	9.71325744	7.216253051	6.007187276	10.08900284	9.841638255	5.878268675	5.882288127	4.09009174	6.912858794	7.500490454	8.418400734	5.219205607	7.647389618	9.477861714	16.86327109	5.697403456	5.787643355	8.784466362	9.402027447	8.198489106	6.629637534	6.020470924	8.093383473	9.2675863	8.518256868	7.291822674	5.42268325	8.416576034	9.026440464	7.71508027	6.012497052	5.790125239	9.946374959	9.531382134	7.928009956	6.824353307	4.53925086	21.2033757	8.376790227	6.824005081	6.240102931	4.611250767	9.19249796	7.819192885	7.048940281	5.097398913	5.174687828	7.14239171	12.79456053	10.70110438	6.842045335	4.784828839	8.236952501	9.348001418	9.537624809	5.9325339	6.349041421
MSTs	A116012-101	A116012-101	5.249925025	5.938221575	7.197185488	6.213382064	5.013047187	3.358286868	14.07481552	8.965512624	7.346928222	5.215084916	4.679716439	3.92592876	7.726457085	7.984934212	5.902427679	4.706405774	3.695436019	10.72793876	8.140710422	6.291410658	5.26718684	7.221217931	9.121691283	7.74873351	5.764707741	6.504705678	5.996171447	5.678599071	8.206094048	7.770947126	8.52530743	6.331829628	6.306753941	7.636723426	8.660305166	7.216993037	6.541482219	3.709371067	6.469642639	5.21150155	8.123958118	7.028733905	6.660405807	4.85343988	6.777779294	14.46997745	7.25237321	5.810619779	7.87824626	8.543768863	5.341033798	5.979821269	8.330027442	4.894329091	3.594248354	8.657668897	10.09657756	7.096808254	4.934844551	3.512754832	7.03409942	8.459778807	7.159192814	8.59147849	7.906367281	3.843337218	8.930849401	5.88477971	22.30247013	8.149971746	5.458066973	6.109865564	7.379551654	9.016590602	7.803856187	5.426122478	5.479059748	7.316774017	5.143088974	5.67021732	9.934808385	9.171357699	6.218844214	4.019134852	8.671226361	7.781831318	6.492525902	5.585179838
MSTs	A116014-101	A116014-101	4.172462858	2.92686601	4.291204312	3.50122989	4.631540933	4.882395062	7.639729428	5.368892318	4.258071371	4.452674967	4.766871685	5.124174898	3.643807425	3.262159819	4.946795114	5.468522525	3.53916217	6.061454119	3.577056456	5.436491034	3.401056876	4.675215999	4.595980097	2.689195433	5.536597359	3.184492027	3.869354115	4.953691832	5.623197663	5.985168105	5.747393424	4.273762823	3.634270517	4.16067759	4.347106658	6.051027319	4.374359929	3.326386744	3.324398995	4.370815613	6.795898108	5.780064976	3.95483935	4.276313304	3.879403734	9.016600361	4.102526972	6.287260554	4.410000297	4.119144351	3.223632915	4.770051477	6.326853198	4.831892436	4.044619097	2.832827446	3.29286522	4.652380939	5.106607726	5.02132429	3.224814268	4.049715499	3.647359955	2.969509507	2.749343559	2.896435047	3.104838299	4.010399739	20.75121444	5.634707602	3.610324318	3.469119653	3.974813144	5.216143822	4.864798582	4.107329155	3.06737953	3.522503799	2.594833448	4.963872406	4.895656126	3.369684253	4.099163597	2.517540771	3.701443868	3.399161195	3.469962497	4.976676153
MSTs	A118006-101	A118006-101	4.699748605			5.908144901	7.223071638		9.698141452	7.965142815	5.852086299		5.023046456				5.409815122	5.932665547		10.08590881				6.308206255		5.623380455					7.466426178		8.345369707			7.761709534	11.05342539	8.034661682	9.147488764	9.390248193	7.612435628	7.438866248	9.31599578		11.45475778				6.81065215	7.099610319	8.21483129	7.888878096	6.054594378		10.49583216			7.697804484	6.941523006		6.315479326		7.385232022	6.523603336	7.517176122	6.789583585	8.323636326				38.60335766	8.702744234	6.113412591		7.103122383	8.407787659	5.403569895	5.262199861	6.122004203	6.092287999			10.17489514		7.331198215		6.635717418			
MSTs	A124002-101	A124002-101	10.95603396	4.957394669	7.286704602	8.816624449	9.678339734	2.046775256	4.493224525	3.057941427	2.225382313	2.442235693	9.342600342	8.948203495	2.435864158	2.320996317	8.628968002	1.754466773	2.208202745	2.606497947	1.957888326	2.131251795	2.141384586	2.060084282	1.317591419	2.501095071	1.074683968	1.212947656	1.876206795	1.885955064	1.896393661	3.355906631	2.898959613	2.844591426	3.674313146	2.794376767	4.367483467	3.910098358	3.957226133	3.80861247	3.59013213	4.739258502	6.662521365	3.102601969	4.051023344	2.666858123	2.527952781	5.587912288	3.795633159	1.846328855	2.729420955	2.001576958	2.089659385	2.348551594	2.217610257	1.876444015	1.418902865	2.555216966	2.361838517	2.296265239	2.000082988	1.512852926	2.792109429	1.995788446	3.439842024	2.641499941	1.988000633	1.757648025	2.646571432	2.594858791	19.03290107	8.453505354	10.57846483	2.088693408	2.673581709	3.459582821	1.8889267	2.152223273	2.212581547	2.272535967	1.901730208	3.285655528	3.187373297	2.652461045	2.141671716	1.730658989	2.109671688	2.211193371	1.984120674	0.649794005
MSTs	A126003-101	A126003-101			4.437231088													3.115459873			2.333771298		2.923983025												3.568844241				5.02986448															5.034145996										4.63529974																										
MSTs	A137012-101	A137012-101																																			0.076865799		0.064160432						0.067994968																								0.060849119						0.084646502															
MSTs	A138009-101	A138009-101						1.645976447	12.45649145	2.792099582	7.687537508				3.568513421	5.705851838		1.693911346	2.833958824	2.532838819	3.247722217	3.513003609	1.833387275	1.981933791	4.36224518	9.02284763	7.433933762	1.207329904	2.237945948	12.00504252	3.512428535		1.585114856		8.328250295	4.637574781	4.153598913	1.835320727	9.863556229	6.109761755	5.60894112			2.328065462	6.198705186	1.841536642	6.179821885	8.30327163	4.124292715	5.91595302		6.057681135	2.923559117	2.748747807	6.746807843		1.266908554	4.169425271	6.900712034	6.798125248	2.632651394	2.209545621	3.251093694	8.992388303	8.469059227	5.680376699	5.906751402	1.736444307	7.553906982	3.704596832				8.696390513	3.608594258	4.813425402	3.247664021	2.131248447	3.629667846	3.325774316	2.745399682	6.158426779	2.66216724	9.246978417	7.573621243	3.101686487	1.504031679	2.279472194	8.791996794	5.297725967
MSTs	A140003-101	A140003-101	4.286215028	3.693098334	4.047496139	3.691901168	3.987447675	3.704126559	5.921617899	5.370571295	3.707907651	3.157918038	4.092819895	4.427548451	4.171505592	3.386503898	3.573067145	3.965413664	4.061031886	6.047277122	3.674718042	2.981713741	2.983735304	3.812920698	3.78857604	3.380044259	3.331061165	3.676197453	3.184661215	4.740364186	5.164181471	5.577020397	3.344173726	4.266275204	3.43047305	2.879355501	6.262531171	4.738261338	3.284917006	3.733880008	5.049827824	3.504676213	3.772097677	3.615737248	3.916925829	2.591343353	2.695102309	4.342327642	3.258964888	3.07822077	4.120726722	2.378346696	2.396703258	2.871318514	2.97108096	2.388177487	1.702975044	2.740476303	2.077992953	2.861122918	4.365001912	3.893307834	3.52405657	4.527513881	3.510860513	3.969743845	3.950427457	3.059020107	2.877624818	3.435520381	17.38378293	3.468121614	4.212736743	3.687051235	2.775026265	5.456773711	3.390215422	2.01202929	2.551736566	3.045490988	3.026641686	4.148208758	3.162019893	2.793404625	3.062312756	2.878419212	2.856859432	2.560957422	2.178620996	2.770903111
MSTs	A142003-101	A142003-101	0.424165353	0.654616503		0.377586357	0.486963656	0.594518653	0.946750013				0.46098367	0.410124461			0.381991244	0.43263007						0.537441388			0.525924952	0.393600318				11.30075851	6.505702178	8.272143313	8.658534838	7.109273167	14.59820688	8.80665499	7.696010658	9.383070702	9.724713194	1.93819542	1.642799234	4.516555634	4.098713388	1.622505187	0.953072059	1.836261917	1.427610282	2.379151261	1.913332987	1.376798087	1.496673247	1.391983112	2.503961117	1.73138317	2.08744304	2.995810494	1.740167984	1.449178832	0.665429193	0.525762013	0.553873002	0.585087242	0.547967922	0.813852986				0.725251511	3.269583337	0.536289571	0.701987306	0.585736751		0.761455889	0.571933512			0.472232524	0.36345577	17.88720734			0.453711978	0.449216895	0.618488198		0.375879911	0.458465656
MSTs	A142016-101	A142016-101	10.95603396	7.326370456	9.19909095	8.74934335	8.811280715	4.185274499	6.180680777	7.197389408	4.051887818	5.324803635	8.419111023	7.923188328	5.083549474	3.541925959	8.802297064	4.375556893	4.373815209	6.906921144	3.909394746	5.259761773	5.241204183	4.426648965	5.876644596	4.851822109	5.238500615	4.839849521	5.35152197	5.255811537	4.972984619	8.66632116	4.932615583	6.313370848	5.309079954	4.98059842	8.098189337	7.772075764	5.128396142	4.668266945	6.297187255	9.605502221	8.954523786	6.595373998	5.811730652	6.494095317	5.48604085	10.14883455	6.210954844	5.879343338	6.904786545	4.584843177	6.040976714	4.842256414	5.835635894	5.328943331	4.758566458	5.386870842	4.651194474	6.975883765	5.114948623	4.670232564	4.445986437	4.519096304	7.016192014	7.579539177	5.684509186	4.903985509	6.049807515	4.993381581	34.56671423	7.902165214	8.948237346	4.025258358	4.453704856	8.039728802	3.924733919	4.785673593	3.763407805	4.310995735	3.847163062	6.516640224	5.368532412	4.359431429	4.627675851	6.265790413	5.16260994	5.260275434	4.63358837	5.072235586
MSTs	A143003-101	A143003-101	7.466624253	5.527987715	6.118972752	6.040121883	6.610711727	4.966307013	9.306122062	9.160158221	6.71958243	6.277228004	5.618755125	6.042633307	6.214582388	6.86996067	6.190907127	5.36237079	5.717285214	8.307071535	6.319863705	5.767022853	6.201397497	5.919616168	6.78202179	6.562412024	6.908074205	5.604625589	6.748519398	7.051864389	6.647753436	9.18782303	6.656702181	6.891816821	7.776799874	6.150176696	8.556254395	7.691446551	6.018600227	6.27995394	5.832600612	6.780991253	7.187445284	6.485917851	6.103570047	5.842061128	7.157674616	9.609981346	6.238630489	6.276226281	6.913272404	5.770283477	6.528768307	6.577395311	6.530666661	5.836986577	5.655430415	6.819512449	7.340372196	6.688250517	6.171447965	5.531465145	5.562860701	6.657222729	6.951176943	7.669080195	7.563253605	6.130009457	7.860789115	6.418828218	25.06004581	6.795013535	7.016539122	7.244644119	6.064566395	8.775846578	6.042573689	6.341916093	5.828058548	5.878065064	5.171074782	8.468398927	6.993236074	7.487244469	5.542176561	6.23777321	6.26133219	6.077745833	5.996628265	6.857947467
MSTs	A144007-101	A144007-101	5.508606752	5.875695084	4.809120191	5.302234341	5.830440337	10.13172877	9.036375538	8.581889486	9.981218853	8.417763656	6.694698564	6.513876975	9.793839811	8.722097957	6.083150576	13.60781818	8.791646526	10.34013852	10.54934498	9.586927124	9.974310106	11.88001827	10.38948392	10.61422344	10.82657112	9.612991424	10.89745086	9.879764596	9.498913858	6.658337195	6.562335569	7.661326966	6.521637537	5.841342151	6.332025935	5.618429619	6.948947989	3.482578356	5.248729042	5.630790543	6.864331378	9.032323551	7.805355344	7.917329932	7.442361662	7.344856758	7.574570101	8.272810559	9.904588466	10.62955739	11.98726469	9.652393888	6.258494701	7.535817979	5.218942552	8.557897589	6.161799192	6.536336038	7.823589863	5.774577773	7.588652827	6.827944539	5.291651467	5.782824106	5.81695713		5.352310815	5.54132164	4.664114234	3.898603324	4.125689766	6.024844158	7.104171192	6.580262726	7.848420118	8.046570108	6.514034195	6.014450148	7.739962208	6.374324535	7.856593504	8.215869785	6.764865977	5.283080302	5.005615563	4.992500393	4.54752282	4.497903716
MSTs	A145008-101	A145008-101	7.950859897	7.17136343	4.49831891	8.317426651	5.882382846	6.754415715	10.15830783	9.694319724	5.853229279	6.63527056	6.730926881	5.232942695	7.182015205	8.172714343	4.966027992	7.910190615	5.369970583	9.546577027	7.311601619	6.436565813	6.696154435	7.861742982	7.451425408	11.2171457	7.820036898	7.457351113	6.180353202	6.882547493	6.043552165	8.636069803	9.105691438	7.385578475	7.476724337	4.789129408	11.9176921	7.040235528	11.60693178	5.374140125	7.004569943	7.415472717	5.257372262	6.27143332	10.84603686	6.199406141	5.316868364	9.789589444	11.24062745	5.623556118	7.622813698	7.627864951	6.914341533	5.796783574	6.61417496	6.778547461	5.445215294	7.516423063	6.321706673	5.991510511	9.44399489	6.454054908	7.301871139	7.569574332	8.684792192	10.65763837	9.166938857	7.084627731	11.53613579	6.208793014	19.53458657	6.762333987	5.606449625	5.822697101	5.424846914	9.959006122	7.253048841	5.360002668	6.811125586	5.032788285	6.17397354	8.338258155	7.420903164	9.030650355	5.795085715	8.430708254	7.318141678	5.848899142	9.530030839	6.542809338
