	Code	Citric acid	Glutaric acid, 2-oxo-	Glycolic acid	Isocitric acid	Malic acid	Pyruvic acid	Succinic acid	Vanillic acid	Alanine, 3-cyano-	Asparagine	Aspartic acid	Glutamic acid	Glutamine	Glycine	Isoleucine	Leucine	N-Carboxyglycine	Phenylalanine	Proline	Serine	Threonine	Valine	Hexadecanoic acid	Octadecanoic acid	A112003	A116014	A124002	A137012	A143003	A145016	A147011	A148006	A155004	A159003	A170001	A171003	A174001	A180002	A192014	A203003	A211001	A213001	A214003	A214004	A228001	A237001	A250001	A278005	A311002	Putrescine	Pyridine, 2-hydroxy-	Pyridine, 3-hydroxy-	Quinic acid, 5-caffeoyl-, trans-	Sinapic acid, trans-	Glucose-6-phosphate	Glyceric acid-3-phosphate	Glycerophosphoglycerol	Phosphoenolpyruvic acid	Phosphoric acid	Phosphoric acid monomethyl ester	Ascorbic acid	Dehydroascorbic acid dimer	Erythronic acid	Galactaric acid	Galactonic acid	Gluconic acid	Glyceric acid	Threonic acid	Arabitol	Erythritol	Glycerol	Hydroquinone	Inositol, myo-	Ribitol	4-Hydroxyphenyl-beta-glucopyranoside	Arabinose	Fructose	Glucose	Kestose, 1-	Raffinose	Sucrose
16007gf_16	FNLS	0.448559682	2.559498495	2.952946163	0.835097326	1.97795197	1.76014013	3.045582743	4.42030156	0.143146681	1.565468047	0.458142703	3.832934138	0.533872229	5.715992357	0.229590003	1.753528295	1.520016492	0.321634249	1.667716374	1.728212617	2.717059206	2.996383665	5.489075256	3.420555054	2.803166362	4.003407868	1.457611254	0.839592476	4.643020387	5.178768585	6.051902565	3.653456027	2.549481999	3.087739972	1.306922996	0.146072674	5.918924547	0.357234753	2.766099518	4.411627157	5.767873753	5.27683644	2.621780511	2.739835192	1.094670001	3.45184447	8.514316753	1.486979422	6.41434189	1.618474984	3.233254845	1.034299701	1.146317657	2.640753165	0.194009591	0.157426738	0.051415157	0.390660784	4.224387787	3.180606898	1.175546271	9.616434724	6.150226378	1.398283169	1.893534534	0.645660337	9.664321892	3.982671816	0.73670968	1.277043096	6.285613893	0.567473926	6.293434423	12.31202186	0.43592794	3.938545411	34.08004634	39.43044826	4.739405863	4.833317341	17.52205229
16010gf_16	FNLS	0.417305972	2.126677957	1.785802519	0.653510118	1.606942067	1.339141955	1.761462115	5.319724709	0.001006834	1.333584033	0.684022892	2.781942926	0.314454445	10.32822735	4.689872824	11.0464735	2.56944827	1.460243487	3.06830754	0.534860001	3.090420954	13.44237528	6.017448292	4.356510108	2.463062215	5.368495973	0.610481037	0.46723592	5.041343905	1.607952256	1.7989424	1.880718891	1.630012198	3.278878678	0.539115833	0.148146067	5.921423254	1.288116404	1.727808653	5.943469173	6.924123033	7.300624314	5.113931266	5.192000577	1.4751629	3.909473303	10.55313376	1.694475855	5.75791025	6.386570079	2.582151253	1.040123869	2.685466055	3.850622624	0.326502454	0.041702635	0.042287634	0.373287318	1.71721751	1.245895809	1.274197467	5.397057006	5.02275599	1.5000199	2.581522539	0.813809845	5.959887263	1.963676198	1.510400326	2.354876133	7.069059669	0.59915367	5.158042921	10.86467595	0.721864116	6.345398769	33.01940716	39.39848565	4.355398365	4.061540955	14.7819555
16013gf_51	FNLS	1.234912956	2.974417724	4.118590931	2.515035155	4.055492774	3.882945977	4.051363111	4.630744889	0.067583136	4.28039603	0.622331442	6.426536364	1.073638104	8.580649471	6.749067482	15.4302745	3.032349697	NA	4.144557866	2.083317907	7.713237328	13.18666328	7.671337679	6.669710771	3.544272966	10.10253226	0.86828815	0.478995469	7.700323156	2.665460552	3.029448112	4.537111287	6.264901476	7.512857159	4.033174122	1.378829654	10.54017354	0.280425394	2.224957587	1.7757457	11.41632481	3.784870099	3.388676441	5.787564137	2.051612511	3.555217705	9.961247248	2.871745047	1.393957893	7.372993683	5.29281898	1.425716841	1.491835139	2.491062909	0.282894929	0.508329637	0.299894098	0.547535764	1.579354577	1.48067126	0.801789032	14.80530207	9.619957069	2.099025298	3.350930589	0.936677296	7.281979307	7.384829301	1.970780756	4.248625395	6.183932978	1.353967984	3.285921547	13.76908715	0.709691337	5.75845654	5.998363732	4.465553779	4.770792716	4.373426167	12.14232789
16013gf_66	FNLS	1.401058753	2.765815969	5.147725358	3.282118156	3.268426075	5.811710831	3.178432596	2.408147198	0.049131984	1.879050341	1.196178745	5.221172871	0.774321987	9.015657446	4.666582438	9.457765371	2.622436817	1.626820222	2.133916713	1.425983804	4.780376688	14.08202309	8.516302064	7.169136028	3.290398925	7.78600734	0.871757199	0.865535156	7.34183472	2.649194684	2.668560876	5.056079665	2.684715228	6.50329543	1.227377325	1.050307222	9.050458879	0.119435674	2.341543622	0.733715687	8.712096069	2.427974811	2.358906796	4.858149976	1.727925039	3.261919157	8.172229461	2.230539458	1.099236966	2.234422044	5.820422182	1.264398864	2.249917784	1.796055289	0.587215316	2.068626795	1.457055634	0.625888559	1.101617321	1.198173602	1.137629349	17.38856535	9.120598597	1.711154474	3.16740053	0.841516351	5.117097174	7.073494702	3.116803353	3.579645671	2.786694282	0.900495557	5.60545686	10.13653042	0.574824426	3.230441519	15.60902464	12.47111818	3.908339401	4.435682757	22.73687309
16018gf_46	FNLS	1.982611484	3.338401101	4.589419548	5.3181753	4.749421217	5.896009554	4.136938911	3.82993425	0.103102675	2.496826691	1.113086331	9.787273416	1.378085603	3.85391662	1.999665061	5.592129387	0.970339521	0.964172974	1.120584069	0.988282162	2.809354018	4.742742638	8.798454384	7.356201025	4.659791287	10.82296641	0.840105151	0.795202932	9.549331025	2.000116187	2.052322077	5.314560738	3.557504603	6.696443608	3.492947591	0.113690995	11.26813769	0.070398084	3.287307746	0.432857173	9.420010007	2.749018664	3.099109391	5.58301172	1.561839826	3.943730023	9.177462797	2.834994257	0.976222807	7.52259798	7.08970763	1.35981147	1.765601929	2.278691246	1.076929479	2.264533027	1.352395792	0.614516985	1.888620683	3.240308098	0.796147115	20.06474267	9.463307149	1.875512995	3.014516268	1.005001724	6.506833618	6.628436112	3.587898136	6.865143087	3.12226254	0.561879344	4.484729208	13.43149272	0.838323558	3.610205304	3.649523707	3.744070056	4.356487778	3.15782385	30.05968328
16007gf_47	FNR12	0.621980613	3.387605295	4.753703967	1.652523183	1.444496587	2.665725511	4.050519294	7.648970086	0.057738405	2.345535196	0.339739528	2.745146898	0.67591217	5.257175349	0.622680271	1.882738462	1.512166094	0.411570148	0.91270927	1.273500922	2.289050489	2.098982605	7.965149618	7.236095555	4.982541974	8.044743395	1.836526104	0.577075376	6.792535057	4.651905104	5.587444264	5.829413413	2.61371518	5.273458572	1.227106169	1.183045556	8.866786756	1.318621441	3.375052034	8.214197667	11.5410506	10.40279081	7.501315398	7.821075401	1.955409311	5.030307013	8.196519262	3.58432929	8.091748095	4.59908456	4.323969997	1.840236729	3.915461305	5.089301679	0.711224842	0.268763895	0.061291482	0.51504024	3.114109192	3.278280825	1.96454069	15.19976449	6.699419514	2.34402251	5.282440836	1.387739907	8.481057955	4.937416227	1.746501239	2.826232445	7.960250072	1.319448653	9.887934177	14.35605766	0.362543235	10.72524757	39.30148615	49.08863658	8.638520824	5.460763663	19.3620926
16010gf_47	FNR12	0.482917017	1.61282053	3.667138304	1.136868965	0.709258037	2.095631703	3.420999861	6.966259375	0.155677751	1.656621343	0.326313758	2.020283823	0.787574444	8.101428998	0.64589491	1.94278675	2.362105777	0.53965115	0.908239321	2.873451082	1.008612608	2.022835346	6.910943468	5.523781315	4.663322739	6.503505339	1.742551685	0.197829439	5.52667371	4.012411111	4.381750886	5.658787528	2.20542109	2.960452719	0.800897044	0.04600576	6.498654637	0.167727839	3.534529141	6.723671909	7.735214579	7.530323374	3.851976111	4.117204916	1.692960229	4.395646756	6.868162265	2.332514889	8.376692418	2.735314085	3.718947251	1.803013083	2.960237902	4.841425998	0.165578332	0.154780539	0.050410656	0.492135371	3.434686899	1.39994364	1.693478831	13.73921664	4.226959889	1.648114025	4.360320755	1.129141741	7.317670636	5.265206659	1.533401147	2.227884096	7.811889723	3.368518113	7.266742705	9.316773059	0.346672041	10.92142876	32.14727358	36.83196706	6.899072714	4.402732915	19.08444392
16013gf_37	FNR12	0.43146455	1.988188977	3.602056098	1.016157619	0.601622381	3.308957165	2.574702587	4.991922911	0.000412904	1.39485864	0.304392981	1.087359287	0.362774378	2.638097298	0.14295685	0.523238374	1.199467773	0.275529076	0.343990907	0.142849454	0.745082593	1.161690432	6.357058179	5.431380808	4.79713132	9.705597563	1.133266532	0.103606991	6.091651361	2.338416809	2.513220147	2.199723792	1.047382071	2.488558134	0.540940023	0.022606763	4.72846274	1.304881666	2.413556998	9.210189482	7.857003387	8.648360882	5.577343736	6.33066788	1.872874833	5.259311628	9.32206809	3.683613394	6.700587525	5.367249146	2.838190433	1.532025374	2.081475171	5.135337009	0.165684597	0.27975723	0.052219522	0.483281613	1.69687861	1.598707826	0.828109525	4.980056135	3.981393959	2.168326799	3.38846991	0.903361757	6.820309298	2.51090578	0.939375918	1.876173974	7.02587259	2.759502119	4.02530411	11.07417747	0.57017409	7.532480188	20.24913822	31.55348816	5.082028128	2.93506698	11.52064595
16018gf_32	FNR12	1.092239097	1.939379148	3.741664027	2.853896871	2.071189581	2.131266977	4.263665135	5.544752731	0.077425592	1.654679135	0.417106254	2.184162488	0.526888332	3.82246203	0.408836482	2.060697951	1.675079782	0.614559142	0.574777313	0.71655957	1.43109071	1.018931104	6.868799527	6.653486907	4.664034069	7.323300523	1.394214372	0.324747955	6.673905661	3.161296823	3.536860299	5.023294852	2.793254109	3.692792652	1.685578447	0.113267207	6.574077623	1.804620767	4.764392734	7.487224039	7.889863138	6.627352152	5.197516076	6.329684052	2.040539583	5.314394302	7.995753618	2.359979038	6.829357953	6.514197272	4.014927924	1.87795659	1.750040894	4.761535638	0.180903241	0.124441558	0.06461855	0.542402486	1.65069179	1.782613472	1.411478975	13.84324245	5.673903244	1.836082477	4.776093694	1.535086805	7.639174493	4.174579327	1.60380623	3.922520128	7.167471172	1.710318593	5.813100247	9.144174338	0.52899276	9.031340312	29.54739279	36.07725263	5.079125953	2.525594952	11.82374699
16020gf_32	FNR12	0.512816368	1.595967978	3.435691107	0.66153567	0.928857903	2.359792257	3.027292775	5.045925889	0.00788491	1.938147381	0.359002204	2.034841919	0.790123334	4.647046373	1.35104956	5.51330497	1.577624028	0.870282061	0.673530564	2.096129611	2.242310879	5.29414712	6.075307098	5.804773959	2.782355744	3.966747862	1.30254476	0.481605891	5.049326159	6.247057776	6.936768386	4.144374848	1.659888915	2.570373016	0.737025389	0.055826876	5.787840773	0.228099689	1.552852976	5.72127707	9.737638656	6.054999741	3.867125639	5.246704534	1.586109175	4.821678259	11.5413548	2.347335826	5.865792262	2.698672274	3.744248197	1.140768133	1.606154624	4.085516621	0.120318789	0.071820988	0.036565805	0.400072895	1.773554302	1.431469117	1.110175196	5.899805287	3.397952394	1.741081816	3.199049583	1.095034928	7.734321274	3.443359345	0.765801639	1.790911556	9.46412613	1.096643044	5.021178802	9.458098833	0.781251262	9.579481214	36.66289562	42.45554424	5.139387557	1.938880309	16.38236213
16007gf_33	FNR36	1.455653631	2.412959998	6.018278844	2.841215992	1.169922856	4.599291115	3.348577254	2.541433694	0.09650267	1.208473111	1.831136098	4.219781555	0.883349863	1.52320108	0.109548499	0.669571306	0.465541238	0.205095384	0.71039954	0.378986329	0.946750522	0.885619109	7.302875376	6.051916669	4.276121258	5.495680452	1.422992871	0.555174856	6.860471665	3.113670042	3.35470183	6.13853838	2.41350593	4.169772167	2.158393223	0.808620024	8.500024872	0.199043055	5.513179963	2.714425047	7.182976921	3.426477228	4.598963976	4.369751335	1.819438714	3.168077987	6.064845237	1.41887001	0.791312765	2.884320859	6.543654411	1.363230077	3.185183894	3.004750865	1.323205692	2.329558124	1.714311968	3.60184052	2.211220302	1.563076473	1.394230465	19.496182	5.338931642	1.759429528	5.546073462	2.073177274	5.947765254	5.526200792	1.760092543	3.045985654	0.656699394	0.544290039	6.946980756	8.227876263	0.588010177	3.447226219	23.81243285	18.00380196	2.577296229	2.866229028	35.59710353
16010gf_33	FNR36	0.796983803	1.137359127	6.350517275	1.362181382	0.546698058	3.838177989	2.741526923	2.851221425	0.261451046	0.909323113	0.623411006	5.986147937	0.566594586	6.536276281	0.697428376	1.247769761	2.682815542	0.911867479	0.813911429	0.771098939	1.763197162	4.47410978	6.431267507	5.618706772	4.058178781	7.546153803	1.182959938	0.465844767	6.105207489	2.834387351	3.191396279	5.482777103	0.809548977	2.474033756	0.916381658	0.045834272	7.703522566	0.644213678	3.468315875	5.055682381	8.786713439	6.830964481	6.224072509	6.533540789	1.767874797	3.825703515	6.057098015	3.362372955	0.952029079	12.95768833	3.9401193	1.250546818	3.057557852	2.920841267	0.548053839	1.345061979	0.046565068	0.43438254	0.601073298	1.018055278	1.747003112	13.99517982	3.22585761	1.972790758	3.691746007	0.968669781	4.280803883	3.99841913	1.128695471	1.721175326	0.782935652	1.226737261	3.387824334	9.324741471	0.518602219	3.232619753	26.36787373	29.80846967	3.732266709	2.654449184	18.80723087
16013gf_23	FNR36	2.058885001	1.414980231	3.900856783	5.859167961	1.845366391	2.938998831	3.622789528	2.32103358	0.001118749	0.796386545	1.167455169	3.106537177	0.801397365	1.09585852	2.268396946	5.409008951	0.336178981	1.383390481	1.472068582	0.069476364	1.630768427	4.431164313	6.172175421	4.894344736	3.004244136	4.96366412	0.670389918	0.267050817	6.376687388	1.621102013	1.677866565	3.331813908	1.589645564	3.359394661	1.937564947	0.149546029	9.057677865	0.165231044	1.710364583	1.056646505	6.694867008	2.203379399	3.242406925	4.43148038	1.344998876	2.635177352	6.766476439	3.999398529	0.69496718	2.165122384	2.887578807	0.68223792	1.802770445	2.498505392	0.616654134	0.684296979	0.501680662	0.426567783	0.532538862	1.494025955	0.495883383	7.357846425	2.531417782	1.513628256	2.586817036	0.735695979	2.508054888	4.975577194	5.46905357	8.182585458	2.366830146	0.2215782	2.790695038	7.024569318	0.605809964	3.526119511	9.629415697	6.486964676	3.111898379	1.242148561	17.42995341
16018gf_18	FNR36	2.317288733	2.524958647	10.55821069	6.812394541	2.322215118	8.355767411	5.997556587	3.344073029	0.418109421	1.433280469	1.431633235	4.348697774	0.773147699	2.620027527	0.774161287	1.785847922	0.758502342	0.382112003	0.395130424	0.189171504	0.457838327	1.725124087	6.566611897	5.845267817	4.735471697	9.587228347	1.967618864	0.301318269	7.800885669	5.3643274	5.918933165	9.292956238	1.86109548	7.517776303	1.97545945	0.112844999	11.75454909	0.941104465	3.996204339	1.782329449	10.92101015	4.376599992	5.907625353	8.17106086	2.478979714	4.454317249	8.449692541	6.02288618	1.153424553	5.83418277	4.203250214	1.208444395	3.529316119	2.903638872	1.036466276	3.66753662	0.628440938	1.271813563	0.888018211	1.75756504	1.44701944	17.31091089	6.49892042	2.204910538	4.911698793	1.420191998	4.432400468	9.685087276	4.443895675	7.985459879	1.108011049	0.468812851	5.785973951	13.83524695	0.845201515	5.562231607	12.76940311	8.769428284	3.373340419	3.994157683	19.695686
16020gf_18	FNR36	2.981273277	2.620944479	6.780566764	5.762172234	1.234622002	10.83889143	5.957365599	4.08612807	0.316783966	2.7600035	1.268495122	5.983986378	1.656683041	2.952889042	0.540534405	1.200907318	1.200847248	0.748763357	0.205410464	1.347133529	1.869966637	1.822233705	8.578170905	6.502827261	4.105694168	10.12541221	1.975003453	0.598540626	8.128718149	3.125220182	3.275704607	8.174454805	6.33632201	9.225087148	5.64587815	7.117880043	13.95026389	0.706045611	5.468924624	1.45233106	13.17335212	3.828283544	4.594606034	6.355523779	2.257111151	4.251247804	10.88164161	5.883242206	1.159662979	9.401119395	8.127825626	1.854034121	1.046006682	2.784408659	1.094696291	4.406359995	0.649939397	1.681659436	3.919343388	0.956175193	1.79000897	21.80994583	8.624280963	1.738959077	5.719944771	1.671209375	5.219659722	8.472130467	5.262342113	9.79424605	1.759462835	0.854251486	2.675316169	14.73867071	0.911531398	7.264871467	30.15651893	29.97352728	3.555920942	3.419028341	18.90998545
