	Code	Citric acid	Glutaric acid, 2-oxo-	Glycolic acid	Isocitric acid	Malic acid	Pyruvic acid	Succinic acid	Vanillic acid	Alanine, 3-cyano-	Asparagine	Aspartic acid	Glutamic acid	Glutamine	Glycine	Isoleucine	Leucine	N-Carboxyglycine	Phenylalanine	Proline	Serine	Threonine	Valine	Hexadecanoic acid	Octadecanoic acid	A112003	A116014	A124002	A137012	A143003	A145016	A147011	A148006	A155004	A159003	A170001	A171003	A174001	A180002	A192014	A203003	A211001	A213001	A214003	A214004	A228001	A237001	A250001	A278005	A311002	Putrescine	Pyridine, 2-hydroxy-	Pyridine, 3-hydroxy-	Quinic acid, 5-caffeoyl-, trans-	Sinapic acid, trans-	Glucose-6-phosphate	Glyceric acid-3-phosphate	Glycerophosphoglycerol	Phosphoenolpyruvic acid	Phosphoric acid	Phosphoric acid monomethyl ester	Ascorbic acid	Dehydroascorbic acid dimer	Erythronic acid	Galactaric acid	Galactonic acid	Gluconic acid	Glyceric acid	Threonic acid	Arabitol	Erythritol	Glycerol	Hydroquinone	Inositol, myo-	Ribitol	4-Hydroxyphenyl-beta-glucopyranoside	Arabinose	Fructose	Glucose	Kestose, 1-	Raffinose	Sucrose
16020gf_33	FDR36	1.530677078	3.18906499	5.749250499	1.700034603	2.066538542	6.43452782	4.300992573	4.561563333	0.203189631	0.904314987	1.461433997	5.756005923	0.588571897	12.09017474	0.16166702	0.459007923	3.237655952	0.218442985	0.936495083	3.193158953	2.084606637	0.880211232	6.629843581	4.427153145	3.267348903	5.002732636	2.932315873	1.669841713	5.85354073	4.998496898	5.411402901	8.16643995	1.354819284	5.655019559	1.069101044	0.367724316	8.591051854	0.260326037	5.311112789	2.935159839	5.077933186	3.079919956	3.726421434	3.354600364	1.688653879	3.104742666	2.534121965	2.173931335	0.975898975	5.668802845	5.396485125	1.37732331	3.529638425	1.898497067	0.922366542	6.197240422	0.317321256	4.242365016	2.216088769	2.395130376	1.778369123	17.91979223	5.721465229	2.113766008	2.918002995	1.209571622	7.963446953	6.550500784	1.246045649	1.672773352	0.591089704	0.712107779	6.075115511	8.201923305	0.77682288	3.017094923	28.37198575	24.6224214	2.8326835	2.05741586	21.81928901
16007gf_34	FDR60	2.168467828	2.717882381	6.404106193	2.339831907	2.085243462	8.995456811	6.273229936	5.324613452	0.09517566	1.056645101	3.594222655	5.197169694	0.835033296	2.663336858	0.200594125	0.379981065	0.746882807	0.10222709	0.5862364	1.91321091	1.418075004	1.155974306	7.509949838	6.900565143	3.870201258	4.934116301	2.437475145	2.032936727	7.818947428	4.031816429	4.147269119	6.323535039	3.247743215	4.355000769	3.895995145	1.284919629	7.480961919	0.265490724	5.306472653	0.922100268	4.571647247	2.409422524	2.826039272	3.014190546	1.490680416	3.169395981	3.340214194	1.217655268	0.542934137	2.858727134	11.51289398	1.634250851	1.980325258	2.358503226	1.072248643	7.741202287	1.046795339	5.646988194	2.694211897	2.308133561	1.251854928	22.75978126	5.755348338	1.625281608	2.511245968	0.840805988	6.94646111	7.664756075	1.595484949	2.855749737	0.66496498	0.887830296	5.578113514	7.334832742	1.068172333	3.064059825	10.32478571	7.214052494	1.33090834	1.775090903	30.65240396
16010gf_34	FDR60	2.061677613	3.20497404	5.087907994	3.200312343	2.705159102	6.924930431	4.34133326	4.87440362	0.261823259	0.772936079	2.56942334	7.474346167	0.562084872	0.51832186	0.048463267	0.069553792	0.493626518	0.091458691	0.205507405	0.47338083	0.422049168	0.301315574	7.049014853	5.675614151	3.134860497	4.894143206	2.743428443	0.449891338	6.726616114	4.092392157	3.872939708	6.43188766	0.721206659	4.523309312	1.256972172	0.0458465	8.039279003	0.186608092	5.741625073	1.009316606	3.672048312	1.70870689	2.11928219	2.554911864	1.774390234	3.748851427	4.44247523	1.44335328	0.487381158	1.854378806	10.7529902	1.534835835	1.718257958	3.131129672	1.554582631	4.713748464	0.824927969	4.872130068	2.696825958	2.865626994	1.190294887	21.34261353	5.634235379	2.613514082	2.185591523	0.763427592	6.820376536	6.770189628	1.139053197	1.087026271	0.572711972	0.869844932	3.660096654	3.928537289	1.297499309	2.736954674	11.37309482	7.675428358	1.298276972	1.058058918	18.76393488
16013gf_24	FDR60	1.369719407	2.669730936	3.982257126	1.969813314	1.249824267	3.775701678	4.747910173	4.821760287	0.115559862	0.627299387	2.482049583	6.027339389	0.565972323	3.423284203	0.189081569	0.435597197	1.044086146	0.08892742	0.192264746	2.290452818	4.406617408	2.535750422	6.291930555	4.634856137	3.377119138	2.929147453	2.438988616	6.545183504	6.288626663	8.441907958	9.316511136	7.139044752	1.255100341	4.97162545	1.521554657	2.126710608	8.348832534	0.442056744	6.081684708	0.974719056	4.178500702	2.213742958	2.715665828	2.673843226	1.083010156	2.365886496	1.59522829	2.020415327	0.551312226	4.784081068	6.421004873	1.292659846	3.32077883	1.424724015	0.719166301	3.227518153	0.194699491	2.289865311	2.764312662	1.605934063	1.570220102	21.8066666	4.671877462	1.462787565	2.585173046	1.012324867	6.453418105	8.808224034	1.016633515	1.355513739	1.739323897	0.537873434	3.773969538	7.835133409	0.774426118	2.936526685	13.66408325	11.26862801	2.665269619	1.353557571	16.8212447
16018gf_19	FDR60	2.212190123	5.277554667	5.726710176	3.357498928	3.513605445	4.718192585	5.590550597	4.093876344	0.365127806	0.8843293	3.031749254	3.824711282	0.490197913	1.133837826	0.108949943	0.160213435	0.316445614	0.031132858	0.175315383	0.19179761	0.077606588	1.206263181	7.556527852	6.21709725	3.450068078	4.623091726	1.907197457	0.131376716	6.259070729	3.895891945	4.368124896	5.357471175	1.286720818	5.4272347	1.680556026	0.112875104	7.363357102	0.487862106	5.622996245	0.378163667	2.914984282	3.073437863	3.138897271	2.755599214	1.990637469	3.395958286	2.234792586	1.424823862	0.708087242	1.710876415	10.53671656	1.747187982	6.942564789	1.759652333	1.411632829	9.852293578	0.950567852	8.043771658	3.626214743	3.998773516	1.920597955	20.43935688	5.576975301	1.536738567	2.934487077	1.377331194	6.938104888	5.38293682	1.158812307	1.325933556	0.576199902	0.662576452	3.906024943	8.132597073	1.395827319	2.363674413	11.28488747	8.031120746	1.63537501	3.671222533	15.98974691
16020gf_19	FDR60	1.476232918	2.138165173	3.039029373	1.338419853	1.485193522	2.204249939	3.021155147	5.161596522	0.002557761	0.958856188	2.431783322	4.679947187	0.639266218	1.293873706	0.435271059	1.448202835	0.425027833	0.148725285	0.447077731	0.584142472	1.564401836	2.884035813	6.496514946	4.902349956	2.680124135	2.736733709	1.662604847	1.59651572	6.153095146	6.376921751	6.640584817	5.305149687	0.532206297	3.946000313	0.78270727	0.055633617	7.71779361	1.132628075	2.359576246	1.808146859	3.385882773	3.17171934	2.461736468	2.130680214	1.21361651	4.391379667	3.56090324	1.352855918	0.704743091	3.547834442	5.087919238	0.957290086	2.02242942	1.870391032	0.469018938	0.351978917	1.076063933	0.356286371	2.294578765	3.568297222	0.900792759	12.95545279	3.939877246	1.070197482	1.90567844	0.665915206	6.973704092	5.34515416	1.217444687	1.640245733	3.562799638	0.622458592	3.997547033	3.346622845	0.898289395	3.189976585	22.23090135	16.20344329	1.13670801	1.086655176	20.38317338
16007gf_15	FAC	5.328399612	5.079777269	5.865388332	10.35409371	14.33235425	6.305576996	3.953367978	2.130913032	0.205299118	0.412370637	1.377454172	5.970248968	0.463578884	7.314317916	0.292846946	0.479242122	2.646327873	0.176554316	1.349376042	2.440525484	1.879992484	2.11954895	7.125091148	4.691856592	2.937016344	6.809588805	1.985243024	2.363801309	5.856681299	3.201701702	3.058585057	5.045718249	1.189002352	4.746311503	1.504575743	1.499426015	8.052758551	0.203491225	9.616428671	0.950917946	3.869360812	2.12537459	2.828157414	2.663963186	1.360473474	2.463469295	0.354698495	0.207421028	0.140738553	1.011226921	9.185463917	1.649250861	0.60163283	2.497546649	1.738044857	17.74816768	1.401665349	8.482562437	15.84151146	2.043395278	2.267786782	47.64409801	8.59166576	1.63098541	2.901915475	1.042093056	8.244844893	6.188371185	0.571410163	1.018120075	0.739136187	0.616577826	6.011356457	6.959805651	0.480739009	1.289563742	9.233891156	7.475577416	1.331713575	0.439474792	24.66113329
16010gf_15	FAC	5.57470458	6.233723478	6.314070935	11.02116228	17.07511906	3.678001925	5.515790424	2.737484138	0.646984324	0.818376052	2.02055639	0.717764313	0.616070352	3.204072781	0.023751198	0.107279602	1.067530915	0.034713087	1.374572124	0.191881717	2.026953982	0.518463927	7.929606226	5.663164882	2.579032612	6.694080955	2.562799917	0.984009218	6.460261746	4.820331033	4.580215403	6.540545541	1.762384266	5.535402507	1.752167278	3.529857572	9.748082649	1.022260222	7.815995192	0.627088458	4.588291081	1.685457679	2.745677387	2.979334733	1.382234052	3.28304656	0.508548812	0.6306986	0.35362353	0.75042366	14.17287095	2.163268692	1.283515361	3.280604039	2.17888276	13.86748246	1.42539751	11.8386738	10.80943473	3.260266615	2.304532454	44.3638052	10.48647451	1.836940932	3.216187397	1.299565164	9.626788587	7.153198465	0.569193015	1.062321222	0.734285875	0.555718778	5.900329455	5.614902502	0.700799497	1.726981132	5.045100439	3.863534595	1.070874547	0.879306151	14.82488844
16010gf_60	FAC	2.980888088	3.731881283	4.689823289	6.70091327	13.63879183	8.742081985	4.455470572	2.152396818	0.123220291	0.332007326	1.27179884	5.686190182	0.598475269	2.420970598	0.033879402	0.077331828	0.855116109	0.078909112	0.697839186	0.446898781	2.005791329	0.334875761	6.927809065	5.763429089	2.905486596	6.59469335	2.280819034	0.678133343	6.229412233	4.175123885	4.175921336	6.422194474	1.870793566	5.347890058	2.335266408	3.891813796	7.583625895	0.297959508	6.917185306	0.480066216	4.077095939	1.903781261	3.319959826	3.202555191	1.447575233	2.863172596	0.506983061	0.6053318	0.289919883	0.584335916	15.8685249	1.849474206	1.293434653	1.539763008	1.811824634	13.84902618	1.680705964	8.741235906	16.81085852	2.785943945	1.919435181	34.16514024	8.153582721	2.414130147	3.259211358	0.970501804	6.873348171	6.623375815	0.848039041	1.340528852	0.459367078	0.558191898	5.263285834	4.244943296	0.545478239	1.521339258	5.740773856	5.211476619	1.232177522	0.655651163	30.68150856
16013gf_50	FAC	2.967249774	4.859904769	5.052782	7.077630423	10.99366868	11.76073637	5.941980229	3.122988893	0.109048216	0.628170764	2.163148137	4.463672564	0.490010845	1.675190802	0.050301363	0.060710525	0.924380619	0.044698171	0.482733092	0.785791402	1.548058444	0.604153408	7.060055683	6.226386921	3.079927723	6.732397219	2.828361945	1.567257286	6.534232306	3.046156891	3.006643025	5.43533135	1.463250678	6.184176527	2.128228692	1.368482093	8.342623949	0.131117228	9.512108452	0.879166963	4.624579916	1.764852419	3.808807062	4.138119079	1.656535449	3.493649847	0.776706448	0.472056472	0.275218058	0.76193817	16.06241208	2.146924613	1.079541928	2.373071528	1.9713052	12.21057857	2.081365195	8.177527278	14.70746406	3.69679228	1.789635751	31.78528473	8.757807705	3.623992343	3.122859647	1.099696762	6.422975591	5.338680691	1.095734976	1.24958571	0.444922408	1.077967107	4.279155203	4.708079069	0.699711826	1.76144695	5.185988991	3.819367616	1.298507564	1.051341022	16.66708705
16018gf_45	FAC	2.559780957	5.626328327	7.11307298	5.475152925	11.34907623	11.76242226	6.362909199	2.290986354	0.175271004	0.324636898	1.441448296	6.271079021	0.472579435	2.525129094	0.063536163	0.073371549	1.056883171	0.168741699	0.520202268	2.060663236	1.103183379	0.9454383	7.287718136	5.80262801	3.455175939	9.416478838	3.839095518	2.443955248	6.505341701	3.734735353	3.780793467	8.119877916	1.381957422	5.754713051	2.25564503	12.43955772	8.304771009	0.354400788	10.32446417	1.925146375	4.829942194	3.849375492	5.022693216	3.903283729	1.495930107	3.139850373	0.613133795	0.382151806	0.365320419	1.47941678	13.22552601	1.812050004	1.767038595	2.791259386	2.956346917	15.97127365	2.517340332	10.14806551	7.25594016	2.349592592	2.130061617	29.36750121	10.56016282	1.719904729	4.308732817	1.200565477	7.093393643	7.647074747	0.910541636	1.445855581	0.39086077	0.547055821	4.92732039	5.522530303	0.610766618	1.846327484	14.65312785	10.79641724	2.002038782	0.927773828	19.47204244
16007gf_7	FAES	5.5337366	1.592328323	2.344673669	7.89557394	1.472706985	1.615301354	2.180887584	1.776609981	0.20766156	0.481603538	2.903444773	8.599298719	0.547314287	0.417926902	1.491912439	5.202948263	0.593298598	1.090853099	3.230186491	14.54490842	4.73323595	5.48460307	8.441783389	6.058538386	3.259498822	4.040993325	1.562896721	3.971628252	6.991439496	2.977109195	3.096887105	5.706073512	1.65084639	4.340495508	3.909854956	0.947844446	8.936343183	0.135305781	3.312054816	0.407416387	4.465012771	0.741689804	2.08873683	2.399952036	1.437386003	3.56996677	0.906760183	0.313023538	0.200477262	0.925502043	8.434525125	1.351934794	0.950903147	2.356686383	0.529724605	1.872349677	2.112028949	2.951648044	3.342125053	1.695803318	1.216000336	34.05725481	3.465955891	1.765116181	1.823628655	0.668088914	0.709285631	5.402204852	1.539280105	3.497364177	2.341900548	0.501699471	9.771378289	1.12954968	0.778733916	1.213031641	0.915608734	0.417740357	0.890022852	1.765448667	17.32176787
16007gf_51	FAES	2.959212508	1.103584897	3.881417272	11.85248915	0.889210172	5.995162695	2.013165887	4.273697816	0.064569251	0.916485146	3.636501238	6.869415708	1.430042507	0.781055084	3.60685251	8.319673648	0.566229648	1.410651321	6.547647634	5.602121348	4.147378706	14.2347437	10.41662146	9.630487489	3.750405084	5.714253739	2.453432427	1.424147279	10.31384344	3.538913394	3.918908653	6.374721609	5.347015313	3.81021059	10.43884101	0.98514336	6.791977199	0.183769234	3.246381036	0.324672633	5.303382312	1.742338327	3.056212297	3.412449574	1.628518662	5.265329397	2.114089526	0.932977266	0.428217213	2.021835612	18.34729196	2.070800308	1.260480436	3.676559398	0.809265468	3.41574937	4.175964565	3.977720047	7.117805537	3.140615156	1.14455811	27.65650108	3.759629828	1.132824455	2.23518399	0.842562995	0.565888362	6.515285952	2.761893677	8.346184837	1.30511229	1.408008216	15.76845182	2.089459322	1.367593967	2.468092608	3.93875191	2.207840641	1.781204608	4.358611029	45.94187649
16010gf_51	FAES	2.583709417	1.014906971	3.591132235	5.94042718	0.483462649	4.646646954	1.612921661	3.295936459	0.095874013	0.359254761	3.261835048	10.60780748	0.637159385	0.205444434	2.336576871	4.506529164	0.318814914	1.673729827	1.779731495	NA	8.166760731	6.730995064	7.438307715	7.48300432	3.098947671	4.803617372	1.836499672	5.097421977	7.362310722	2.397019449	2.422214509	6.09683476	0.882527916	3.53360482	1.784468093	2.324339905	6.323540719	0.156562685	3.702696623	0.296151214	3.935876377	1.207228219	1.991417628	2.413566387	1.551093911	4.150434697	1.145963132	0.392596575	0.260247724	0.679943278	14.18166683	1.979441162	0.885937947	3.123541985	0.731475727	2.107456872	2.044585846	2.827984212	4.520180925	3.360192534	1.242717579	34.69751119	2.520256047	1.588360289	1.481776944	0.546044448	0.631906872	5.099765152	0.788539265	1.526035802	2.704968579	0.700682023	9.289845423	0.935795136	1.005830303	1.079636893	1.679768	0.784971592	1.462084671	1.511617538	22.46889939
16013gf_41	FAES	2.250799419	0.813552794	2.062464677	7.491648224	0.402922943	2.952080052	1.411845531	3.218325382	0.057922026	0.293413924	2.849269998	6.696988491	0.581198004	0.455784669	3.791234178	8.632805785	0.468292001	1.512807879	3.520416543	6.605152689	6.047230056	17.44515831	7.720394129	7.096556982	2.64802227	4.035182776	1.265409677	1.911202192	7.391876336	2.26145861	2.36200073	5.075051823	0.878423387	2.667694715	2.747395104	0.588882062	5.6648824	0.222368065	2.414946072	0.284717497	3.292993692	1.588609232	2.193327592	2.067303606	1.41925819	3.65044982	1.556616136	0.390629238	0.27877505	1.235132003	10.97107035	1.232307848	1.165661671	3.265704096	0.485931905	1.357640768	1.991766552	1.764647787	3.954880748	1.361172188	0.747072576	18.66039138	1.755733901	0.750354165	1.287405281	0.465181818	0.349600162	3.999836262	1.091735738	1.599366794	0.695947781	0.399997744	7.872724606	1.104190782	0.905359052	1.711291251	2.81193202	1.282578364	1.049785952	1.805355749	33.19958592
16018gf_36	FAES	2.059108488	1.02143962	3.128294399	4.336386155	0.654909115	3.380795888	2.055917157	2.816697372	0.089407067	0.663940297	1.765346311	9.607354103	0.753411405	0.807584662	3.845925686	4.779608331	0.559216912	3.000802733	NA	12.75394647	5.860404173	8.095614748	7.897462055	7.093322451	2.961075727	5.399947404	1.417427746	3.819766428	7.758960498	2.316660834	2.344654449	5.134035557	2.110354241	3.579426372	4.05782399	3.822969906	6.519487947	0.072323224	4.019090826	0.990217744	4.838665543	1.630828247	3.047332458	2.976915372	2.14196195	6.515364604	4.490245139	0.616420785	0.267308505	1.897237729	9.261405296	1.675422646	2.115489372	3.178837952	1.34681212	1.491260623	NA	2.203175053	6.448539179	5.645880294	1.355798407	28.35493051	1.954345545	2.994522235	2.596160768	1.034392098	0.486797334	4.975358087	2.291953049	2.883875087	1.532031394	1.887262751	6.383589011	1.291739317	0.802954316	2.044621237	9.017191655	6.253113724	3.109579582	1.169612297	23.74522448
16007gf_46	FALS	0.642982397	4.827650052	5.47139177	0.913699908	3.99990248	3.018564358	3.527791538	5.941439557	0.018366163	0.933824162	0.386839254	2.80045854	0.615078805	13.64257748	0.941542262	2.622558197	4.887198752	0.380086406	1.508118756	3.57640889	2.800634523	5.317761701	7.696926448	5.767183602	3.584528791	8.728311494	4.662876903	1.137435355	6.576125674	6.014592423	6.981859797	4.394564922	6.098859696	3.683814397	3.792455691	0.489668085	5.098758804	0.435979999	0.85084451	6.722491667	4.486069932	4.896436707	2.336835464	2.602983186	1.199095748	6.260845184	0.512928611	5.019870559	7.01453588	2.923155735	3.359355259	1.100606424	0.53952575	4.2839517	0.785880391	0.501534812	0.060945065	0.510468397	6.841623201	2.386879655	0.916477388	4.641924873	8.264955211	2.086617934	4.100566528	1.347564539	9.203032504	4.556993049	0.89928607	3.540672228	7.067308969	1.148808115	7.414254392	6.369076135	0.494328631	6.782934905	41.1948472	48.85105006	6.304047731	1.790542679	20.45220051
16010gf_46	FALS	0.667760522	4.217844976	6.171049813	1.083749551	4.615308959	3.18506838	3.799848105	4.992211396	0.029066097	0.878389601	0.61175311	8.198436045	0.632549219	9.524461184	1.053997881	2.258234378	5.013174225	1.088139438	1.499735383	11.57167142	6.132115065	1.995786681	7.63335161	6.657182705	3.592780785	6.651607939	4.845027246	1.770955637	5.720038367	5.194909064	6.331910951	4.906785283	6.333711205	4.816017521	4.633067173	0.457011686	6.282543074	1.261827358	1.009929454	6.965729446	5.384769434	4.882376415	3.024011629	3.628930838	1.282901744	7.147697353	1.856112641	3.593923963	6.014533839	1.997433351	2.699290159	1.058191388	0.23809774	4.515785621	0.642272528	0.477500444	0.239167517	0.487766847	4.644722672	2.360332078	0.701327362	3.965656439	9.089171239	1.892612471	3.891754322	1.205037365	8.102597449	4.866889777	1.564354348	4.714863719	6.693439804	1.426026511	8.174972312	7.116180295	0.732633953	4.890122728	26.29919523	35.29168153	4.164985258	2.308691809	12.93070236
16013gf_36	FALS	1.3136057	2.794048697	8.098130448	2.313926073	3.23324607	11.19214788	3.306375872	3.22176733	0.090030168	0.723327616	0.778589584	7.383253248	1.013506079	23.57201174	1.772032844	2.621278601	7.724317075	0.546901621	4.765887546	10.54172401	5.629817829	3.052880949	7.517071106	6.297645857	3.111911841	4.57941637	2.197650664	1.517659016	8.041099578	3.359925431	3.734208399	7.938401469	8.9465085	5.187960201	8.508030032	1.254038867	7.510838276	0.391205432	3.270496284	1.927678963	4.082558436	2.26158635	2.538526593	2.625585462	1.547525212	3.489748657	0.556711279	0.589414072	0.59759453	3.021591552	6.571583419	1.535379667	0.525314217	3.920894343	1.122803074	9.193213544	0.953985145	5.412189031	3.186646029	1.580247981	0.981640688	15.58193299	8.21555473	0.737399418	2.355759058	0.816469089	5.903331008	6.698832178	2.297058732	8.343596705	1.204876451	0.448421842	13.36883258	7.60333317	0.499075357	3.269550481	17.0238805	13.17208994	1.28531184	3.603951005	22.90166549
16018gf_31	FALS	0.536829881	4.99146745	4.979534012	0.705369521	2.453471433	2.475234416	3.474026571	6.500503831	0.019565386	0.906745942	0.547467884	5.540026541	0.526585971	9.682015421	1.063804357	3.408172525	6.928611554	1.085042023	2.40862199	11.94104213	4.755520108	6.594317967	6.969506316	7.061081032	3.521844863	6.616685176	4.988254902	3.886462495	6.661163452	4.998256677	5.26717714	4.041717754	8.807712664	3.573806258	6.753579511	3.928842109	5.31770285	1.870716703	0.84706617	5.7610915	4.193799968	4.38452832	2.362261659	2.744264141	1.218009313	5.125507392	0.617049757	4.731886577	6.06982512	2.833315196	2.901023337	0.979277205	0.20640451	4.698966617	0.737646124	0.358700478	0.064253328	0.537587758	4.323710068	2.319006807	0.546433767	4.388629306	8.13596671	1.30675631	3.381710446	1.217388017	8.180684568	4.297385732	1.183990289	5.394571492	7.115343606	0.819180021	8.864354952	5.475870658	0.518464295	5.405177666	29.97649978	33.02909265	3.836408596	2.367264735	13.11979625
16020gf_31	FALS	0.728212291	3.629116219	4.957904774	0.849216118	2.38803959	4.818590073	3.280577445	2.610039502	0.119720182	0.801567341	0.718916084	6.823015919	0.882754371	18.76043396	1.146907662	2.704543996	4.739123459	0.852654082	3.940494307	7.622243307	3.469944616	3.429678294	7.332717338	5.396948065	3.291472917	4.396715633	2.15641977	2.165783994	6.530241253	3.562996448	3.972840159	5.882932273	6.864970773	4.60134561	6.061873878	0.718893837	7.387090627	0.456440279	3.050449926	4.033802214	5.041471978	4.067053166	3.699471969	3.379447963	1.322919156	3.448959753	0.81923345	0.641546593	0.686782281	4.704985844	4.023141174	1.133997055	0.245008512	3.099131331	1.18850069	5.347527444	0.971157095	2.808131721	3.77502031	2.848621433	1.161824669	12.26132981	8.202134608	1.558802187	2.226543829	0.710908039	7.29866971	4.637231284	1.412920498	6.373334282	3.950220147	0.397545822	12.32293704	8.022460465	0.334735064	2.272933132	41.7846323	42.74476349	2.734672531	4.571964808	27.36662805
16007gf_32	FAR12	1.80178684	7.888180852	9.347266842	1.999040738	6.957933103	3.681241764	7.44385884	7.542690069	0.0539016	1.294173084	0.899729658	4.919888458	0.890258	12.77743664	0.355426906	1.108898677	3.773905468	0.322946592	2.730126542	5.11479125	3.312799855	2.078368927	7.138139679	5.303629925	4.300085787	7.871677135	12.74925476	2.760943428	6.175512571	12.48498857	13.11898602	8.507064881	10.07358704	7.277390535	9.731384851	0.767628238	8.089461522	0.726844471	1.132238233	3.914506911	5.732562042	4.937435761	2.316981603	3.057543229	1.612339337	4.893413303	0.491204917	4.279159565	7.33399797	7.014637179	2.145874263	0.979834315	0.792280881	5.322718156	1.654599782	1.818690903	0.056295857	2.426653161	9.345910315	2.607510907	0.581045528	1.171530036	9.916802065	2.85938359	4.120566552	1.628528304	9.405193581	9.352186276	2.061300849	8.333362178	7.920423539	0.733250884	15.39834662	6.422286457	0.291239104	7.957826209	27.52226009	27.57158967	4.826468993	2.719577426	20.16831348
16010gf_32	FAR12	5.271430619	5.935118174	12.33759073	7.067088188	16.34699218	4.152938662	7.567570196	12.94749715	0.096645313	2.370865971	1.005132595	5.553098791	0.934848093	12.83386178	1.366559584	3.495428518	6.319138049	1.379948175	4.128082824	NA	NA	1.773277713	9.734075899	8.353158327	3.759335143	5.737753377	16.70100529	3.247595854	8.953411669	13.32394325	16.29792492	6.730231408	5.518459805	7.174355824	8.971712894	3.610279228	10.51045913	NA	1.289135251	4.091837781	3.794644284	6.818422963	1.620729406	2.521834223	2.408103072	NA	0.932731179	6.27568437	10.05652632	8.728780538	1.881615643	0.901191679	0.82486191	6.22142081	1.043669965	0.862852989	0.227635132	0.430526669	11.79672256	2.94059508	0.509585963	0.121585388	9.356188535	2.418035465	7.576883461	2.601656648	11.03851037	9.440509622	2.278321146	7.588108246	11.9611949	0.500292903	NA	4.062082848	0.490137107	13.01284884	35.92949463	31.39060251	5.121234174	5.398233534	33.86772699
16013gf_22	FAR12	0.783100296	3.95550588	4.14857028	0.459243684	4.584570128	1.785744006	3.882295108	6.571005637	0.014379804	0.934609818	0.412637768	5.24860008	0.571901141	9.086436114	0.692394296	2.267129484	3.951311688	0.568493929	3.043876967	8.164070937	5.836715806	1.649732112	6.192972924	4.534814976	3.256823326	4.661014058	5.033763745	1.979143699	6.245315818	6.659407654	7.016587148	4.357700316	8.507541429	3.749634191	6.896223039	1.07267368	7.704142389	0.289847531	0.672556195	5.619094715	4.838600663	2.942659217	1.457108529	2.239693506	0.957774449	3.994944615	0.696433566	5.414231422	6.146428617	3.387821239	1.28399513	0.714899905	0.36059147	5.178010798	0.530042741	0.311190368	0.047963317	0.422781282	3.817517355	1.474902562	0.561514312	2.092568286	5.052090444	1.091220543	3.014866353	1.183266384	9.13616258	3.985634925	1.186193609	8.340737532	9.578327195	0.598959371	10.66961013	4.279331182	0.287875345	5.56784544	26.42281979	33.92222579	4.027973035	1.446616874	15.76827886
16018gf_17	FAR12	1.150637236	5.542336831	9.524889524	0.803652529	2.898116978	2.009849645	4.456894262	10.64176694	0.013956969	1.046243779	0.887878941	1.417716872	0.628285682	9.308712127	0.435034149	1.606697242	4.219787839	0.230678142	2.38037284	6.423601074	2.685707479	3.361175131	7.67038292	7.345201875	2.967983223	4.186620982	11.58437318	0.66188423	7.077798999	9.465404437	10.55787606	4.734467859	2.68026099	2.653351405	3.551667545	7.590296874	4.878406807	0.5380677	0.25731871	5.303215898	4.07786009	6.277563481	2.599375014	2.56316733	1.673421533	7.00958105	0.751463456	5.274735625	6.694534371	4.850144718	1.380305619	0.673832473	0.598777844	6.327956203	0.958972057	0.500137992	0.059351749	0.47450102	4.919789586	1.762838925	0.581727338	0.100064503	5.123192065	1.528109469	3.736207	1.233676794	8.461536886	5.158749754	1.467027795	4.019154236	8.08564498	0.198972186	11.65945068	3.299534623	0.341586715	7.551269334	31.20946488	33.69683262	3.63551778	2.679916265	17.52563999
16020gf_17	FAR12	0.566280598	2.106249826	8.056310294	9.042212923	5.686047501	2.653679459	5.797543865	8.526166433	0.016547321	0.986421146	0.374260587	1.379127032	0.725849197	12.40002259	0.521344736	1.585004015	4.457175626	0.449002849	1.940486496	5.357072283	2.221540661	1.872186725	7.976717325	6.844847516	3.776332733	6.368472862	9.831846991	2.976821432	5.851883737	11.14768211	14.35271082	6.137573086	4.378479877	4.187399727	3.297731621	0.055603944	5.933817114	NA	1.094985499	6.830883543	3.96843891	4.837515468	1.953407546	3.111477825	1.327341343	8.512324022	0.984487789	6.214693705	7.124017492	3.000545493	1.779904298	0.901803423	0.666614171	NA	0.611660971	0.254904058	0.033585472	0.349989171	11.91928155	2.15623643	3.127578038	4.211307066	6.713880499	2.11868619	4.598700221	2.183600668	10.86347499	7.25315735	1.09612966	4.408990332	11.52229899	1.269581665	15.58747257	4.386163937	0.532355933	7.74422093	41.15864001	45.91780882	4.885239409	2.866574178	19.38064316
