	Code	Benzoic acid, 4-hydroxy-	Citric acid	Glutaric acid, 2-oxo-	Glycolic acid	Isocitric acid	Malic acid	Pyruvic acid	Succinic acid	Vanillic acid	Alanine, 3-cyano-	Asparagine	Aspartic acid	Butanoic acid, 4-amino-	Butyro-1,4-lactam	Glutamic acid	Glutamine	Glycine	Isoleucine	Leucine	N-Carboxyglycine	Phenylalanine	Proline	Serine	Threonine	Tyrosine	Valine	4-Hydroxybenzaldehyde	Hexadecanoic acid	Octadecanoic acid	A112003	A116014	A124002	A143003	A145008	A145016	A147011	A148006	A155004	A157012	A159003	A170001	A171003	A174001	A176001	A180002	A203003	A211001	A213001	A214003	A221004	A228001	A237001	A237002	A250001	A311002	Ornithine	Putrescine	Pyridine, 2-hydroxy-	Pyridine, 3-hydroxy-	Spermidine	Cinnamic acid, 4-hydroxy-, trans-	Ethanolaminephosphate	Glucose-6-phosphate	Glyceric acid-3-phosphate	Glycerol-3-phosphate	Glycerophosphoglycerol	Inositol-phosphate, myo-	Phosphoric acid	Phosphoric acid monomethyl ester	Erythronic acid	Galactaric acid	Galactonic acid	Gluconic acid	Glyceric acid	Threonic acid	Arabitol	Erythritol	Glycerol	Hydroquinone	Inositol, myo-	Ribitol	4-Hydroxyphenyl-beta-glucopyranoside	Arabinose	Fructose	Glucose	Kestose, 1-	Raffinose	Sucrose
15285if_11	FDES	7.761029118	7.379205213	2.698204422	8.208964134	5.098858785	8.23116765	2.537288407	6.119038116	7.510145836	6.500484054	8.915372124	4.316250552	14.25412629	6.986180455	7.832411402	5.506782606	3.115562697	1.998475549	0.891660466	NA	3.025976364	24.34781652	6.94376987	4.517135624	3.006348757	4.707178145	2.600961196	7.06065167	7.450087688	2.240546988	4.370507544	2.957263279	11.05590511	17.89556129	NA	3.310394407	3.847725417	0.603047012	5.800422515	2.002828521	1.28612314	5.988192035	0.86925172	17.09042179	0.307215583	3.331488113	1.091246122	0.7683594	0.696670651	13.14889907	6.999603035	8.273975952	6.784202551	1.123484701	NA	5.643365933	1.139390576	3.955312515	0.948223884	3.140507327	5.222995747	12.35031595	6.221163803	NA	17.1608485	8.566006383	2.657530433	7.524628632	11.19933079	1.156776312	NA	8.008072027	1.621293038	0.604269952	3.886799641	0.663557198	1.009409687	1.735659258	9.708559673	7.725602409	1.030761613	7.79430255	4.114649131	22.12894658	24.07642392	1.220149402	NA	12.18250041
15294if_26	FDES	5.178388112	10.27650801	1.606901754	4.134675311	6.230580738	10.55319006	0.994707533	2.953673103	3.497855845	2.524902767	3.7169493	4.438505803	12.74846645	3.481328225	6.996818082	6.396679623	3.382744755	1.104126931	0.397895968	1.872723295	1.5993976	24.26549522	6.401047968	4.310946411	1.748836953	3.581266498	NA	4.585853355	4.402798178	1.31961756	1.273569472	0.896826263	4.561678406	4.890838571	1.686169131	1.37835883	2.837640975	0.605029435	2.787432802	1.138395473	0.701938427	4.513362958	0.508780986	6.824445211	0.394096639	2.236707609	0.378271027	0.336209885	0.318870437	4.501521095	3.647049468	4.144490274	4.080872539	0.559842204	1.576289504	1.126276773	0.412551534	1.336790991	0.350723522	3.069444889	3.19416733	5.980172528	4.221441005	0.214215636	6.995670986	5.441162473	0.777981326	12.50551161	2.849272366	0.528324611	2.299140128	4.068533679	0.818483559	0.347505867	4.147281289	0.228052581	0.442385741	2.103601163	13.83490093	11.89851236	0.282484685	13.55096027	2.255202848	48.27919981	35.29843248	0.454382333	1.972988283	10.09183175
15223if_68	FDLS	2.873747513	11.55864406	1.990709526	8.338032898	7.498756121	15.50520575	1.416449038	1.102136139	4.031925911	3.386946107	5.382701051	5.577902033	8.489192177	7.057236873	11.7834989	6.287384792	5.465129863	2.23257481	0.877566842	1.412080796	3.487803751	24.07509993	10.49377913	5.846567224	1.603063072	5.283364485	1.971228813	3.3973692	3.855691652	2.225949583	2.73373744	0.87976691	4.283184042	3.136983579	0.9614412	0.799620971	1.44909176	0.917192373	3.634247588	0.801159187	0.913464452	3.299243981	0.614566729	6.943966969	1.439471887	2.961522543	0.081068816	0.181332977	0.121334109	3.506625137	3.465728129	5.456342149	1.705329271	0.128184741	1.185205624	2.861178665	0.637939942	1.791892433	0.506596843	1.964095861	1.002300674	1.195783511	2.352262754	0.179364914	2.952543536	6.004203927	0.92620714	12.76916299	5.135011178	0.744013529	1.358379561	2.320444077	0.592867014	0.290827279	3.476280616	0.213196505	0.473943145	2.148228548	4.054963902	14.05377831	0.605942778	3.421059307	2.556558042	40.09315649	26.96966995	0.371268442	1.824051789	26.60263859
15261if_8	FDLS	4.040387396	10.98390774	3.147855289	8.927854114	7.53649586	11.81024592	2.808232799	4.6624948	4.059964162	3.078702106	3.829119682	6.336372761	6.170758164	6.76165684	10.71349287	9.970648419	4.127571754	2.85098224	1.360741686	1.745198697	2.304602755	1.552613188	10.90628532	6.128927518	2.539460439	8.496954945	NA	6.713740387	6.29935427	2.205903617	4.566814779	0.608907751	6.12236465	2.241380674	1.396695339	1.002215059	2.231261429	1.14727258	2.811100294	1.057241107	1.535234304	6.175149236	0.594893182	9.670411891	0.062900802	3.797323409	0.483871434	0.33943207	0.130477814	6.731687172	6.155698352	8.27043092	7.63017428	0.431977075	2.42714807	1.245018139	0.679544236	4.013743046	1.065169592	1.153170847	3.642261953	9.823167244	4.749430923	0.327572146	8.788721526	11.02221309	0.770401418	18.58298972	8.991865881	0.978419118	2.107322701	4.417839133	0.737963545	0.528970653	4.137539322	0.378608324	1.015621313	2.532671053	18.63245522	11.47981807	0.655162813	6.731881387	3.098144844	27.60595729	12.637664	0.546656023	2.146473674	25.43865177
15273if_21	FDLS	2.631920797	9.89499891	3.658866375	4.820534129	6.725945053	12.13659466	1.991250062	5.191559686	3.125374997	3.618435073	5.075969794	5.047003598	10.66913883	6.822910191	10.19242593	6.771641882	4.176228647	3.273671375	1.125832279	2.415145091	3.758187482	16.41381479	9.552119294	6.375904331	3.091879551	7.854961871	3.337703647	7.476777902	8.591546807	2.587174055	2.304869143	1.531230279	6.932621602	3.920326482	1.696810871	1.38243075	2.056977385	1.470966507	3.88565769	1.568051471	1.519247887	6.355606246	0.562655102	10.18891829	0.644970631	7.15746338	0.451225733	0.335392033	0.260994033	8.048325448	7.524852242	12.49880023	9.58290355	0.245366727	3.635039119	2.0370092	0.953147597	1.754859249	0.680201291	1.800994035	5.039304001	13.32666403	5.674929065	0.300087447	11.32246282	11.86275058	1.00538507	11.21001614	6.060797471	1.640318725	2.600875154	5.173006149	1.350576461	0.187340275	4.61554608	0.393902037	0.788682421	1.810170578	6.328140762	12.45914725	1.322938207	6.735225798	4.443194173	130.1469003	47.77758606	0.31512937	2.761530242	17.54199335
15288if_4	FDLS	0.642791223	13.10767114	1.97800501	2.543446856	9.203195547	14.36275157	0.773530025	2.807570831	1.28632544	1.705546032	3.401335087	7.837512074	5.591672794	1.984328514	13.30119928	9.360024915	5.568021091	2.609958624	0.729805391	0.415791174	2.435501018	7.870633369	12.44390571	6.266854879	1.814592346	5.00693466	5.286064787	5.002868992	4.794523565	2.331088689	1.857861287	0.631927889	4.801526335	2.760199737	1.822313329	2.706987821	2.208732452	1.410657981	3.211176393	0.872897722	2.364295385	4.414870637	0.598792236	9.462806457	1.215805123	3.678114698	0.094775945	0.292850631	0.189732242	5.210905217	4.910066498	6.47076381	1.870396623	0.563649054	1.618747048	0.879315981	0.654395943	1.222795511	0.442789118	0.567011215	3.058020235	1.226493043	3.15768186	0.289679605	9.852357266	7.99122928	0.927735399	13.52281011	4.290637497	0.825785678	2.388127932	3.172940571	0.82452245	0.134005549	3.64814734	0.507890872	1.543434498	2.250770691	6.989613192	17.60694972	0.557813647	5.774705736	2.609255896	34.44381317	22.0418091	0.108296657	1.504448552	28.71180519
15297if_32	FDLS	1.762115335	10.61538345	2.120578159	3.955044868	7.209224242	14.31655486	1.472348209	3.985548199	1.743912432	2.450070771	3.88697589	5.578476484	11.02550235	3.597992927	9.560436464	7.62562643	4.43651706	2.02856536	0.93061107	1.673436473	2.25653492	4.434495315	8.912455527	5.409691643	2.270573594	4.387475596	2.941912955	4.891351601	4.790536222	2.0685033	2.763259699	1.486304993	4.8116313	6.517267503	1.2175869	0.983335107	1.853238861	1.016819709	2.751154431	0.832805195	1.110690823	4.59320989	0.486550203	7.023823628	0.662226952	3.336467737	0.377675867	0.279568772	0.509509219	6.399015274	4.655141855	5.589648613	6.212827852	0.448341665	1.7319038	1.87815378	0.642425271	1.561424996	0.5568059	1.020015947	4.015350545	6.808549775	2.953013903	0.194416715	7.280265195	9.47950786	0.8323747	14.75366319	5.935022759	0.756388754	2.020369138	3.000182708	0.969431675	0.357539809	4.096968874	0.232957149	0.595309066	2.117162184	4.645973213	15.05027356	0.452221456	4.144249529	2.72592279	8.308034234	5.803032512	0.340036956	2.120823572	14.82627677
15223if_22	FDR12	2.900301845	9.197368394	1.989063295	6.174113891	5.694631288	11.63777996	1.585053592	3.765251518	4.164192196	4.798774065	7.084895041	6.615562251	17.367834	5.702441813	8.967540668	4.296399754	3.98660565	1.674062692	1.008977075	1.266021831	2.925112932	33.58242758	8.957855226	5.200362038	1.131484826	2.99369655	2.406714014	4.767897731	4.411306192	1.344823996	2.578624452	0.863613807	5.645739721	9.410037658	0.815600762	0.752786413	1.238947539	0.839770788	6.482715434	0.765147202	0.965769214	4.121150086	0.328889708	8.6857408	1.285304007	2.355386711	0.468750073	0.216606885	0.417171685	4.890737741	3.894756263	7.552492911	6.230796266	0.848073767	0.993282198	1.095448183	0.76020959	2.146463666	0.477463238	1.58666533	4.141640016	6.521020591	2.711411027	0.207313485	3.080076325	7.115628497	0.948575446	9.42411957	4.483517295	0.808499189	1.729331287	3.35655419	1.350205505	0.300844394	3.694088975	0.248508839	0.693226589	1.43280562	2.48118963	12.10545377	0.235083919	3.724387048	2.282632431	24.34775587	23.93075957	0.424004649	1.491367804	10.38318055
15238if_29	FDR12	2.875883371	12.4629323	1.651964805	3.323715502	7.617059348	11.94895418	1.138573111	2.750526063	2.784888146	2.002040398	2.450962686	4.364272382	15.38592581	2.913286267	8.149811073	6.370500745	4.456916468	1.872183479	0.474726964	1.386534257	1.726827813	56.95366868	7.163434869	3.229507228	1.172655762	4.097546158	1.095105754	3.776332963	3.720065928	2.20651323	1.853044605	0.895801277	4.586193382	10.83339713	0.755360893	0.658663701	1.100489996	1.013581685	1.792491879	0.711728753	1.21198158	2.981552125	0.355150504	7.987431816	0.500522529	2.222571743	0.289185253	0.198701024	0.249765261	4.221123053	3.940452849	6.634898087	4.873105677	0.329272628	1.167137197	1.152216995	0.54410106	1.275994145	0.301081193	12.63733892	2.503712867	7.183393082	2.901900441	0.164935922	6.091047966	5.620823427	0.787804677	8.938432256	5.148058832	0.718900847	1.473923708	2.982217357	1.391769335	0.342098841	3.371541644	0.351217219	0.995223433	1.393012448	7.104715094	12.99476986	0.306040093	5.065943138	2.150551318	35.92222581	20.33052024	0.370865812	0.86876393	10.42370472
15264if_10	FDR12	1.105067177	8.984147019	2.222709875	4.673798881	6.033598319	10.40406601	1.650644996	3.769135085	3.972168165	2.083187561	3.430008136	4.162841551	21.60233526	4.350884577	9.763493833	5.785410117	4.555169148	1.630887599	0.538456483	1.971628766	2.606752832	59.38536883	8.552756443	4.897082071	1.591359869	4.276980892	2.125851024	5.429044283	5.204449862	1.862334089	2.361420343	1.146421739	4.555774676	1.994291067	1.320851458	1.281661755	1.707995966	1.324406239	2.081294882	0.943509747	0.913575515	3.417796226	0.438449111	8.849932563	1.538635754	2.81931262	0.313143053	0.268951555	0.096451378	6.724126886	4.883801851	7.826291128	5.84375146	0.521809044	1.899552448	1.919381965	0.657646503	1.945565213	0.544439364	0.762684642	2.876547797	3.504918584	3.009931734	0.305203959	6.809881138	7.146497133	1.070633046	9.784205662	6.056248572	0.879154991	1.75925405	3.846762748	1.443636836	0.500883309	4.216068	0.26534937	0.811869311	2.009581309	5.852237874	12.13986662	0.384382909	5.733589705	2.762614139	66.30457072	41.49525422	0.384761519	1.447500334	18.64522565
15277if_28	FDR12	0.872489226	11.21417104	1.686709064	3.846288667	7.367378575	12.17340339	1.034680207	4.175377856	1.312156157	1.568173706	2.441680072	5.659399515	8.837222764	2.613332382	9.447483049	7.599405989	4.013958275	1.434584916	0.558474116	1.403446555	1.756780808	10.36404742	7.949842182	5.140430519	1.291624824	5.200455861	1.991743305	3.713769806	3.491318367	1.573327842	2.053420225	1.357322221	3.580668394	5.851302919	0.857810247	0.675973002	1.336522589	0.738111372	1.230097924	0.733424177	0.822509511	2.075458112	0.411871627	7.236967769	1.814545502	2.40394365	0.291152823	0.205830176	0.209259555	4.385839083	3.506766847	7.486936148	2.922907334	0.204011897	1.888572839	0.524912649	0.457166168	1.605279777	0.361295108	1.354615326	2.279677078	7.759240891	2.74827482	0.26315005	6.413398308	6.817593954	0.865133173	11.35072289	4.681685657	0.675480551	1.398370985	2.94832839	0.845610836	0.243774595	3.45611988	0.182145924	0.586453098	2.075401562	1.689903517	12.25972652	0.055766173	3.196050675	2.275911777	35.72417027	20.3903585	0.591932746	1.437508146	14.18024705
15297if_25	FDR12	2.005788973	8.593980068	2.410274613	4.546213922	5.740177161	12.73571467	1.685100484	3.9208701	2.272689209	3.043162565	5.497517851	5.728438715	11.27492295	4.367932862	9.877073825	7.832643944	3.406119693	1.911239872	0.84424954	1.966957112	2.234391197	27.12167717	8.560065804	5.256828496	2.007693598	5.148780351	2.785752277	6.008096316	5.723353641	2.05141243	3.497632431	0.542213629	6.439562762	7.085503749	1.119442286	0.964495393	1.652578274	1.041734811	4.120411813	1.22259772	1.325051473	4.766887034	0.695428059	11.8372321	0.359667603	2.524509093	0.398933693	0.252651344	0.133706817	7.150134737	5.412006178	7.562233329	6.289150201	0.499666352	1.861793262	1.581514993	0.864988881	2.907871312	0.646867576	0.987424473	4.732414281	8.895339018	4.115971083	0.324797572	7.601278086	8.879660315	0.9681907	9.524667667	5.195139093	0.892857918	1.808139558	2.938561747	0.901897948	0.381467105	4.327325963	0.327935531	0.727627177	1.778384828	4.938174035	11.89252639	0.369940658	4.673112374	3.012365718	80.65192121	47.7416381	0.406873416	1.463660251	17.73979117
15226if_25	FDR36	1.221613272	7.766473326	2.10686278	4.017052965	4.924533234	10.47600599	1.805691297	2.91552861	2.284532243	1.448450582	2.02116425	6.003723393	8.852549229	4.063748196	9.036743627	5.709941496	2.860867607	0.990387881	0.586698606	1.252586156	1.049747852	14.31739175	6.710233038	3.647977435	1.12853092	2.751586721	1.410284122	5.618922581	5.596492113	1.732772921	3.298566013	1.09679926	5.301825995	4.834002982	1.348031441	1.104435933	1.310488102	0.895892592	1.366553646	1.419079468	0.963569577	3.262976581	0.589736819	8.991273125	0.419482168	2.743896609	0.435078848	0.353928178	0.459171418	7.953539749	5.395022746	7.872859935	6.761538653	0.730448046	1.795937893	1.303710413	0.721476056	2.034375753	0.522221971	2.919043197	3.925427766	7.760725662	4.129132092	0.181323356	9.75751877	9.213229597	1.546612731	7.976463001	7.396372256	0.765927757	1.984056748	3.435214764	0.871109322	0.321928942	2.930078974	0.339599528	0.796576402	2.325507944	2.502498966	10.42240053	0.242685728	2.708922468	2.433000398	31.22199638	24.9681248	0.921078144	1.888025408	13.80919754
15261if_12	FDR36	4.39057093	7.725879456	2.434468278	10.48425667	6.190455395	10.35016519	1.958509875	5.895447396	4.179632288	2.209566776	3.458500894	5.160720855	42.44395323	8.334585463	10.51121074	7.621655676	4.35195152	1.630126338	0.87649799	2.561348028	2.755480563	67.99144851	9.501269783	5.840615893	2.348613214	4.840381697	1.299081047	6.496848463	6.27460468	3.459928855	4.982731111	5.039908845	6.169347013	7.875488946	1.723633268	1.323962985	1.900088008	0.960869682	1.810978057	1.619193734	1.047507586	3.943024021	0.762914091	9.1513847	2.350985251	6.090416054	0.430604462	0.342992681	0.525612897	10.41131026	7.178826406	10.8281875	6.513402599	0.389197609	2.080473676	1.704926448	0.821431786	1.771809693	0.733708908	5.46404811	5.945867731	7.516735916	4.77585906	0.226476129	9.592260104	14.23463972	4.506623633	9.924935056	10.61588858	1.296350056	2.226182354	4.364346984	2.071053149	1.396972551	4.790795095	0.421883575	1.058576348	3.546637099	1.878657819	10.80063373	0.430491326	4.714791908	4.553804377	62.32105231	37.87150745	2.752000851	3.455736602	18.6286596
15273if_25	FDR36	0.74368274	8.933574672	1.446255997	4.789824946	5.959754994	12.15121571	1.444524697	3.167653054	1.470063013	1.774130779	3.306199252	6.175697392	10.53362433	2.943925387	9.084613739	8.517137415	4.216540371	1.11039449	0.75038069	1.175595409	1.585086352	5.782322483	9.199593854	4.86855801	1.383570414	2.49481897	1.881401442	4.3846491	3.997370644	1.955171307	3.305302023	1.533699721	4.237242139	3.916700497	0.893333935	0.798392564	1.629090756	0.527940978	1.797984437	0.856177816	0.738371074	1.952237441	0.472343758	7.742279051	0.429490502	2.320596342	0.328476611	0.285088531	0.263910888	6.998301069	3.655144265	5.674326228	3.655649613	0.253028512	1.030310706	1.130275068	0.5631661	2.182166223	0.518797983	1.834725826	2.820949868	4.8249434	3.29894057	0.136749386	8.674411422	8.094777251	0.911663624	11.00788585	7.264005103	0.65821858	1.532048662	3.00467103	0.748208947	0.722005482	4.652736728	0.192498149	0.558865244	2.051241398	0.882330059	11.53975186	0.079021229	1.519569861	1.902242689	21.54523282	21.70612997	0.333337494	1.015867278	15.72003699
15294if_20	FDR36	8.849274297	7.935039681	1.932330405	7.595450465	5.627332545	12.95568402	2.087798218	5.215802582	7.005896621	2.332629714	3.795910839	6.382427281	12.99526849	9.027368854	9.532434255	8.520972948	4.168997586	1.596594733	1.063646118	2.321315627	2.992833933	10.5448192	9.125265655	5.456950237	3.111314646	4.161512495	4.500096988	6.298297239	6.215017407	2.390111035	5.516351125	NA	5.684835729	7.325205094	1.517521726	0.871083768	1.427769865	1.238163077	2.390173836	1.711214385	0.857037677	4.27895699	0.586445835	7.805888198	0.469236445	5.937842035	0.628935933	0.58069918	0.919883745	12.12393709	8.574782425	12.80152724	7.388736445	0.406192052	2.463990146	1.956386187	0.748891125	2.854197555	0.843802286	3.281632804	4.654682231	5.500198938	4.707695031	0.178371566	11.46140673	13.36112225	NA	12.76887607	14.29087564	NA	2.845146206	7.178171463	2.796683776	1.66408471	4.938994666	0.274539709	0.890612735	5.301298501	2.648464518	11.90248445	0.36794943	8.275891198	3.575255551	99.23712302	76.83403323	3.087725736	2.521108475	15.92797865
15223if_87	FDR60	3.715787655	9.080262099	3.176947869	7.750764122	6.030577733	11.81189875	2.535074706	7.464860793	4.459867745	1.85092304	1.315437684	4.888218318	7.806468918	10.18366295	8.839914099	7.760295822	4.540724661	1.579800427	2.557687292	3.37174711	1.765725922	16.5918194	8.116336089	5.181296769	3.352611606	5.115943395	1.815228717	7.029518845	7.12175194	2.119589504	4.745091529	2.980490121	11.97354609	10.85998914	2.235436507	2.314046279	3.168450599	1.052494212	0.95249067	2.06859807	1.130785782	6.19156709	0.859201048	13.07568457	1.200678129	4.308339285	0.616136103	0.519690236	0.53992581	12.88124917	9.394142113	10.15682538	9.942105359	0.846564484	3.101634033	2.403837798	1.178428812	2.977647616	1.343309869	8.662369723	6.510493746	6.77098431	7.113364129	0.385960633	16.07229512	17.0901278	1.775724002	10.32653914	10.6391552	1.570390379	2.364482053	6.756966934	2.364368858	1.516587235	5.606755508	0.523266097	1.127846301	2.310124209	11.47489111	10.70029276	1.03557984	5.722223864	5.745187535	25.92540712	27.59849186	1.112257028	2.472533708	13.65752455
15258if_13	FDR60	2.277871042	10.07559831	2.74591821	5.80082934	6.931753217	11.48144462	2.095623432	4.995564634	4.168502244	2.496638122	2.202255244	3.755575737	10.04555812	7.768037017	8.155622421	5.474820386	3.573712198	1.100074646	0.738351857	2.245962537	1.872710815	3.492253631	6.887018417	4.315145538	2.008538872	3.384533554	1.992608487	5.662283805	5.528444927	2.801185539	5.317534449	3.72959559	7.110329582	5.655464814	1.364765893	1.193535672	1.660337932	0.654736076	2.043280477	1.492623164	0.524758663	3.933010424	0.64513321	9.352760826	0.16766282	4.017244788	0.332277586	0.348037098	0.404335033	8.025455726	6.071602292	10.06951621	5.547519251	0.258614454	2.933594516	0.703708403	1.105752258	3.458677259	0.911775768	1.651734751	4.49596601	7.228147217	5.266686125	0.188804845	6.735147227	8.948004513	1.192883543	9.017142249	6.473864787	1.152590079	1.457080349	4.660112432	2.061540644	0.632631071	4.427725285	0.370715582	0.643385527	1.873209735	8.414698093	13.49497756	0.388218027	2.274727754	4.148466846	54.43386524	25.87352187	1.017726209	2.196722081	13.67678133
15264if_14	FDR60	3.487008366	13.00110102	2.59341543	3.620950555	7.321352126	13.06404272	1.53756412	5.097796689	4.797677765	2.44795803	2.270583959	4.163907313	8.816609576	4.945794579	7.806933736	5.244432978	3.494826687	0.910416614	0.594812831	1.967572506	1.583779843	1.061353089	6.334267013	4.107088869	2.169849203	3.112407302	2.089271056	4.952878555	4.813519403	2.205932984	2.844106879	3.848455435	6.444152683	7.144342128	1.183688416	1.05418296	1.152061531	0.656397428	1.412665151	1.775529165	0.616095743	2.729766343	0.906303427	9.539232165	0.255567067	3.711698526	0.377543626	0.357113791	0.333899901	6.205401249	5.568318728	10.15631244	5.56204253	0.36531507	2.947537443	0.384597387	0.989001776	1.810705617	0.526971084	4.74734708	5.247167435	17.52156475	3.85187195	0.152247229	5.751827773	7.52116631	1.29972201	8.639902463	5.627087257	0.997232706	1.517074867	3.820237061	2.021924525	0.491395949	3.469723889	0.44403339	0.590141934	1.982554943	4.109946346	11.38241733	0.378721726	2.843530101	4.884491128	22.6338039	9.872162694	1.139150119	1.779707663	12.14016711
15280if_6	FDR60	1.093871175	4.29515679	1.58303009	5.874969412	3.060023991	4.686147905	2.227188944	3.53455626	1.785287407	2.220463273	2.059854113	2.326430461	26.25273185	8.848763288	5.328782221	3.409980988	2.886588957	1.221104813	0.682377417	1.23955137	1.68807351	NA	6.212748892	3.482275215	1.648836298	2.847232113	1.120949113	3.853561126	3.699326604	1.681847466	2.301218747	1.769371882	4.693231205	16.1050964	0.96918338	1.03262515	1.146636588	0.367115383	1.329127988	1.289197126	0.307435865	2.292129175	0.494639578	6.311003915	1.775386413	2.403847681	0.227476738	0.192739101	0.254950773	4.683021529	3.062728177	7.163231657	1.665718401	0.373832251	1.8359224	0.788676789	0.681099086	1.945839377	0.651957387	1.37238389	2.619632219	2.670995943	1.842706845	0.110819225	3.691943043	3.738201099	0.722665875	6.152530743	7.92540126	0.723392639	0.944367077	3.514644264	4.450144836	0.463520862	2.543274443	0.446588882	0.458218922	1.299915246	1.3063366	4.674064986	0.334995853	2.227364285	6.347082902	NA	NA	0.670986652	1.459547658	9.518228732
15291if_20	FDR60	1.488761464	9.283846108	2.402029434	4.330763901	5.535429571	10.83196929	2.091000935	5.490280525	2.431141505	3.055667525	3.011676775	5.785843994	10.74019853	13.84032403	8.440687218	5.106567717	3.462029386	1.01923962	1.204550702	1.431509985	1.978110683	4.634148599	7.673819899	4.435357028	2.460822822	3.265420551	3.558594701	5.189825927	4.973295538	1.963656135	3.405416139	1.554001627	6.157136874	5.149938945	1.053121893	0.804250257	1.068397574	0.314439444	2.368135141	1.175522951	0.438017082	2.536304442	0.462892755	7.871622345	0.93075109	4.482658446	0.349472856	0.431621008	0.261352354	7.227661685	4.833291833	10.29771148	3.037786383	0.218025625	3.303111571	0.917833108	0.96477998	1.974633137	0.590369122	2.483213759	4.877036884	4.44437125	3.825356772	0.112996488	5.296323053	6.442131295	1.326767814	9.14111574	6.186433644	0.863233916	1.618367187	4.244794315	3.019671592	0.624837591	2.89715824	0.592882451	0.481384904	1.927640581	1.08354291	11.23058147	0.424009869	1.240316822	7.868142711	20.90696748	15.38667786	1.04243275	2.14127827	14.52362689
15223if_29	FAC	0.529494429	13.3816243	0.583146037	1.83127985	9.146899378	12.09694042	1.318041643	1.700630221	0.919553611	10.65173872	38.14706493	5.168343208	4.117031548	1.117024789	10.27119652	5.670528423	5.382672755	1.409030268	1.104416314	1.260855549	3.164810843	0.381775256	6.726153476	3.994709736	2.072903632	4.080032889	2.334709866	6.518148887	6.517445711	1.926981383	2.626594042	0.86605262	3.754196303	3.16541392	0.658489301	0.544315732	1.395577241	0.367997053	16.21073766	0.814360762	0.60174702	5.669496382	0.742886852	13.59630942	1.057158478	1.664574452	0.461255324	0.235088985	0.108873526	4.304358212	5.645886491	3.849458583	1.583103223	0.094981026	1.187682516	3.099100514	1.353202494	4.199426191	0.564052724	1.639035676	9.500424629	5.942790259	2.610836091	0.139405452	21.01120817	5.568991418	1.10678267	11.28239711	2.505564927	0.554116741	1.701948733	3.641011485	0.520738082	0.299298083	4.017528754	0.137987567	0.176088321	2.344741	0.103185304	13.19010488	0.443488346	0.302679818	1.640970233	21.33669406	14.83134896	0.209942042	0.430289973	15.86047792
15258if_7	FAC	0.490102738	8.506727474	1.001363192	7.979356958	5.862686721	11.51851933	1.192728351	3.523375678	1.093774592	5.621251658	14.43844023	6.224476562	22.83583765	3.623435699	9.139358087	8.985513534	3.946809331	1.865973204	1.084258085	1.521354294	2.014951636	33.07661533	9.056818455	5.374527847	3.069343248	6.892249659	2.045168214	5.36808823	5.403756091	1.751861438	1.987053323	3.984375028	5.529082612	6.845377167	0.805685748	0.67616167	1.208503767	0.575020638	8.452281301	1.228331623	0.501707521	5.701399528	0.923462456	10.74688106	1.523986041	2.102837635	0.312021798	0.225244684	0.108540339	4.61305801	5.054737087	3.303490482	1.547176478	0.43179122	1.207608607	4.179732576	1.29834738	1.983008335	0.529165191	1.9130908	6.77343112	1.446124338	2.425400579	0.205721943	5.18895538	5.510293728	0.893424937	14.69057966	2.493449953	0.577393334	1.744270749	3.591890061	0.807361788	0.711798438	3.923472402	0.189097632	0.281523862	3.832101823	0.13673925	9.310869294	0.472838791	0.661405905	2.48888484	43.67221697	50.64963526	0.242228817	0.271242964	11.34097087
15267if_20	FAC	0.649781888	7.696054027	1.382020258	3.15884359	5.831904168	7.823888562	2.076101638	5.525396531	2.427390641	10.4290092	28.70139395	4.615709617	6.750471202	2.287001623	9.690034926	8.843329702	3.636903855	2.262466533	2.476813378	2.867732067	3.32150425	6.053819626	8.080893901	6.691076811	4.450127696	6.815395515	1.45156767	7.796538538	7.538241323	2.289191629	3.075993013	3.861411101	8.740937542	12.69802633	1.03235032	0.86949192	2.831941421	0.556962029	16.97837792	1.407863315	0.803252767	7.642861507	1.115826361	14.66206789	1.54639165	2.282020208	0.421577171	0.350319214	0.124689954	5.240091378	7.184672548	4.899212495	1.785371444	0.372787885	1.679985459	3.530276476	2.043801314	3.729048891	0.717013205	4.921507177	9.49502595	1.976343593	3.440089393	0.19184203	6.335995126	6.945908102	1.31153995	11.86866331	3.921979174	0.839537509	2.081045946	5.201472892	1.355394285	1.050114235	5.303197829	0.22802049	0.413198555	2.82764027	0.169587164	7.194155231	0.509049129	0.308827799	3.421836875	27.57747713	16.74662403	0.088811735	0.347982338	17.25516719
